node,x,y,p2
n654,43.2274,-89.3563,-23.82052185
n655,43.2209,-89.2595,-23.45870172
n656,43.233,-89.5326,-23.79678853
n657,43.2307,-89.4988,-23.56362322
n658,43.2244,-89.3605,-23.68713446
n659,43.2315,-89.4927,-23.4138216
n660,43.225,-89.2681,-23.65686247
n661,43.2213,-89.313,-24.52106966
n662,43.2208,-89.3026,-24.38860164
n663,43.2328,-89.5392,-23.90031564
n664,43.2323,-89.5366,-23.86569209
n665,43.2275,-89.4758,-23.345082
n666,43.228,-89.4422,-22.93471855
n667,43.2195,-89.2758,-23.82822104
n668,43.2257,-89.4122,-22.83572
n669,43.2229,-89.3683,-23.49502937
n670,43.2208,-89.2792,-23.9205308
n671,43.2268,-89.4521,-22.97025446
n672,43.2206,-89.308,-24.5193062
n673,43.2265,-89.4567,-23.06923043
n674,43.2247,-89.3771,-23.31780298
n675,43.2275,-89.4938,-23.48433138
n676,43.2286,-89.3883,-23.20994589
n677,43.219,-89.2885,-24.04494038
n678,43.2194,-89.2951,-24.2050392
n679,43.2289,-89.5385,-23.98746831
n680,43.2294,-89.5328,-23.87806242
n681,43.2229,-89.3949,-22.96255531
n682,43.2174,-89.3019,-24.3672257
n683,43.23,-89.552,-23.73001667
n684,43.2297,-89.5432,-23.91578501
n685,43.2257,-89.4762,-23.40556981
n686,43.224,-89.44,-22.86956371
n687,43.2155,-89.2445,-23.21167121
n688,43.2268,-89.482,-23.35153694
n689,43.2159,-89.2569,-23.36172172
n690,43.2268,-89.4883,-23.43844188
n691,43.2265,-89.4848,-23.38641653
n692,43.2176,-89.314,-24.52968199
n693,43.2127,-89.2283,-22.97522335
n694,43.2232,-89.4238,-22.81224276
n695,43.2227,-89.4061,-22.80946309
n696,43.2193,-89.3208,-24.48079421
n697,43.2161,-89.2621,-23.48137144
n698,43.2268,-89.5084,-23.77175175
n699,43.2254,-89.4299,-22.93510856
n700,43.2221,-89.4191,-22.76004216
n701,43.2202,-89.3898,-22.97887711
n702,43.2192,-89.3271,-24.32846238
n703,43.2274,-89.5385,-24.03097534
n704,43.2143,-89.2402,-23.16364446
n705,43.226,-89.4961,-23.54553467
n706,43.2222,-89.4288,-22.8256778
n707,43.2199,-89.3844,-23.09772962
n708,43.215,-89.251,-23.21700697
n709,43.2126,-89.2129,-22.674505
n710,43.2285,-89.5029,-23.62734699
n711,43.22,-89.4041,-22.75073577
n712,43.215,-89.2959,-24.21267375
n713,43.2145,-89.2665,-23.550969
n714,43.2236,-89.4755,-23.44538512
n715,43.2258,-89.4476,-22.86450087
n716,43.2218,-89.4416,-22.88690884
n717,43.2146,-89.2839,-23.92229805
n718,43.2289,-89.512,-23.83448008
n719,43.2224,-89.4479,-22.87278604
n720,43.2185,-89.3587,-23.6495502
n721,43.2142,-89.2793,-23.81064774
n722,43.2106,-89.2282,-22.92081804
n723,43.2231,-89.4564,-23.05289867
n724,43.2143,-89.2907,-24.08603643
n725,43.2125,-89.247,-23.13004399
n726,43.2259,-89.5415,-24.01795255
n727,43.2228,-89.4641,-23.23502048
n728,43.2198,-89.4239,-22.6994311
n729,43.2118,-89.2555,-23.27534986
n730,43.2274,-89.4666,-23.23480327
n731,43.2261,-89.5268,-23.74490617
n732,43.2287,-89.5212,-23.77328424
n733,43.2148,-89.3262,-24.28248936
n734,43.2217,-89.4792,-23.53375161
n735,43.2139,-89.2757,-23.73524559
n736,43.223,-89.4937,-23.57109521
n737,43.2112,-89.2675,-23.51770442
n738,43.2112,-89.2596,-23.3523573
n739,43.2113,-89.2792,-23.79817278
n740,43.2111,-89.2624,-23.41183813
n741,43.2177,-89.4041,-22.68811935
n742,43.2185,-89.3732,-23.32976469
n743,43.219,-89.4286,-22.77179695
n744,43.2224,-89.508,-23.7929138
n745,43.2225,-89.5015,-23.69323026
n746,43.2191,-89.4383,-22.88988363
n747,43.2183,-89.3966,-22.82868819
n748,43.219,-89.4434,-22.9894781
n749,43.2157,-89.3694,-23.39036585
n750,43.215,-89.3636,-23.52194894
n751,43.2079,-89.2133,-22.59806043
n752,43.2222,-89.5176,-23.64307314
n753,43.2199,-89.4745,-23.50302188
n754,43.2167,-89.3868,-23.0027912
n755,43.2079,-89.2233,-22.77603527
n756,43.2079,-89.2188,-22.70000324
n757,43.2189,-89.4474,-22.9806005
n758,43.2184,-89.4331,-22.77857018
n759,43.2249,-89.529,-23.7868325
n760,43.2145,-89.3565,-23.65317863
n761,43.208,-89.2512,-23.12352264
n762,43.2248,-89.5783,-23.32157319
n763,43.2186,-89.4156,-22.6331202
n764,43.2151,-89.3992,-22.70611395
n765,43.2233,-89.5388,-23.99060427
n766,43.22,-89.499,-23.60441281
n767,43.2129,-89.3167,-24.48768608
n768,43.2075,-89.2421,-22.94625111
n769,43.2056,-89.2226,-22.7067205
n770,43.2229,-89.548,-23.85581557
n771,43.2158,-89.4305,-22.67184913
n772,43.2229,-89.5568,-23.69506584
n773,43.2114,-89.3261,-24.39530103
n774,43.2197,-89.4937,-23.48304328
n775,43.2195,-89.4903,-23.54353901
n776,43.2183,-89.4591,-23.16162725
n777,43.2158,-89.4135,-22.54099438
n778,43.2139,-89.3939,-22.80822471
n779,43.2135,-89.3743,-23.2585807
n780,43.2198,-89.4873,-23.61673992
n781,43.2119,-89.3204,-24.3922799
n782,43.2231,-89.5734,-23.44933123
n783,43.22,-89.5329,-23.82532806
n784,43.2044,-89.213,-22.51817922
n785,43.216,-89.451,-23.09792662
n786,43.2128,-89.3988,-22.68516753
n787,43.2076,-89.2728,-23.62086683
n788,43.2117,-89.3103,-24.49097683
n789,43.2047,-89.2195,-22.6356472
n790,43.2172,-89.4751,-23.54042286
n791,43.2182,-89.4534,-23.06536823
n792,43.2227,-89.5856,-23.21253429
n793,43.2217,-89.5657,-23.5971669
n794,43.2195,-89.5445,-23.93123305
n795,43.2103,-89.3655,-23.45452359
n796,43.211,-89.3605,-23.5769524
n797,43.2093,-89.3147,-24.40804629
n798,43.2171,-89.4664,-23.34253521
n799,43.2162,-89.4938,-23.59917143
n800,43.2059,-89.3105,-24.29851684
n801,43.2208,-89.5801,-23.34837882
n802,43.2079,-89.3306,-24.23618694
n803,43.2146,-89.4906,-23.66807753
n804,43.2094,-89.4043,-22.52112897
n805,43.2109,-89.3905,-22.857534
n806,43.2047,-89.2987,-24.17985236
n807,43.2044,-89.2906,-24.00620336
n808,43.2183,-89.572,-23.56102452
n809,43.2136,-89.4576,-23.24722084
n810,43.217,-89.5475,-23.86850581
n811,43.2089,-89.3991,-22.64152752
n812,43.2128,-89.406,-22.53731999
n813,43.2171,-89.536,-23.7740846
n814,43.2113,-89.4558,-23.15938619
n815,43.212,-89.469,-23.47936539
n816,43.2031,-89.3013,-24.13217514
n817,43.2133,-89.4827,-23.60027463
n818,43.2075,-89.3905,-22.84551722
n819,43.2158,-89.558,-23.83916917
n820,43.2069,-89.3988,-22.64588512
n821,43.2044,-89.2406,-22.84076849
n822,43.2118,-89.4852,-23.67053471
n823,43.2075,-89.4045,-22.50701711
n824,43.2019,-89.2973,-24.08099327
n825,43.2118,-89.4932,-23.74538293
n826,43.2035,-89.2718,-23.55506168
n827,43.2135,-89.4422,-22.95589966
n828,43.2081,-89.4124,-22.32132496
n829,43.2107,-89.4186,-22.40539164
n830,43.2148,-89.544,-23.78852516
n831,43.2037,-89.3283,-24.13439452
n832,43.2156,-89.5753,-23.55478493
n833,43.215,-89.5722,-23.61946946
n834,43.2135,-89.5474,-23.79832774
n835,43.2119,-89.5091,-23.68694032
n836,43.2108,-89.4302,-22.65227285
n837,43.2049,-89.3649,-23.44227611
n838,43.2041,-89.3562,-23.65430739
n839,43.2115,-89.4891,-23.76534847
n840,43.2104,-89.4655,-23.39579822
n841,43.2165,-89.5825,-23.40438223
n842,43.2145,-89.5797,-23.49861992
n843,43.2159,-89.5778,-23.50504078
n844,43.2129,-89.5004,-23.57965803
n845,43.2083,-89.439,-22.84921174
n846,43.2044,-89.3682,-23.36955994
n847,43.2013,-89.3255,-24.23797156
n848,43.2095,-89.4834,-23.67997937
n849,43.2111,-89.5185,-23.7490891
n850,43.2091,-89.4488,-23.06323261
n851,43.2057,-89.4236,-22.48339242
n852,43.2021,-89.3057,-24.15365896
n853,43.2004,-89.3019,-24.20284847
n854,43.2144,-89.5645,-23.7263017
n855,43.2105,-89.4787,-23.61671014
n856,43.2079,-89.4539,-23.19280738
n857,43.2136,-89.5978,-23.17372769
n858,43.2103,-89.4745,-23.52156076
n859,43.2027,-89.3642,-23.47983971
n860,43.2158,-89.5243,-23.59744811
n861,43.2037,-89.3736,-23.25376034
n862,43.2117,-89.5434,-23.68467303
n863,43.2073,-89.4671,-23.31682889
n864,43.2125,-89.5493,-23.82976349
n865,43.2075,-89.48,-23.62880363
n866,43.2124,-89.5575,-23.72573749
n867,43.2138,-89.5546,-23.73353773
n868,43.2188,-89.554,-23.70040947
n869,43.2044,-89.4006,-22.61624745
n870,43.2118,-89.5621,-23.80851741
n871,43.2093,-89.5228,-23.81446621
n872,43.2081,-89.4897,-23.82437178
n873,43.2009,-89.3694,-23.37746136
n874,43.197,-89.2661,-23.37701747
n875,43.2087,-89.5137,-23.84068419
n876,43.2008,-89.3121,-24.16128066
n877,43.2116,-89.5737,-23.67197246
n878,43.204,-89.4075,-22.4685269
n879,43.2024,-89.3187,-24.21858357
n880,43.1997,-89.3676,-23.4282682
n881,43.1972,-89.306,-24.05759666
n882,43.2112,-89.5871,-23.42514704
n883,43.1987,-89.329,-24.25475814
n884,43.2085,-89.5444,-23.79354292
n885,43.2054,-89.4843,-23.7294245
n886,43.2044,-89.46,-23.19753042
n887,43.2032,-89.3589,-23.59793044
n888,43.2106,-89.5844,-23.48808207
n889,43.2109,-89.5801,-23.56412166
n890,43.2088,-89.5635,-23.91363316
n891,43.208,-89.5361,-23.64113213
n892,43.2103,-89.5314,-23.6396597
n893,43.2044,-89.4549,-23.0742134
n894,43.1982,-89.3572,-23.68455105
n895,43.2111,-89.5978,-23.22625414
n896,43.2082,-89.5545,-23.70236237
n897,43.2037,-89.4738,-23.48306547
n898,43.2026,-89.4229,-22.42290099
n899,43.1978,-89.3257,-24.33996136
n900,43.1967,-89.3157,-24.29272724
n901,43.2079,-89.5396,-23.72582153
n902,43.2049,-89.478,-23.59214373
n903,43.2007,-89.4034,-22.61330511
n904,43.1963,-89.3214,-24.43120716
n905,43.207,-89.5209,-23.89693323
n906,43.2047,-89.4921,-23.84056693
n907,43.2027,-89.4193,-22.4288687
n908,43.2079,-89.5843,-23.54273656
n909,43.2045,-89.4975,-23.81710323
n910,43.2068,-89.5715,-23.81171103
n911,43.2056,-89.5433,-23.69633841
n912,43.2058,-89.5088,-23.6880709
n913,43.207,-89.5791,-23.66324486
n914,43.1976,-89.3518,-23.81640265
n915,43.2108,-89.5921,-23.33869752
n916,43.2093,-89.5951,-23.31148862
n917,43.209,-89.5889,-23.43642759
n918,43.1973,-89.3781,-23.19518957
n919,43.1952,-89.3558,-23.73895199
n920,43.1933,-89.3209,-24.37861347
n921,43.1923,-89.2902,-23.81265248
n922,43.2072,-89.5914,-23.42443925
n923,43.2049,-89.5478,-23.76734666
n924,43.1984,-89.4069,-22.61261011
n925,43.1932,-89.3317,-24.32130955
n926,43.2033,-89.5438,-23.65804329
n927,43.2042,-89.5307,-23.82261934
n928,43.197,-89.3853,-23.05129411
n929,43.1962,-89.4095,-22.6532997
n930,43.2047,-89.5681,-23.91937738
n931,43.1905,-89.2587,-23.14770452
n932,43.2014,-89.5049,-23.71291681
n933,43.1971,-89.3995,-22.7430495
n934,43.201,-89.3853,-23.00008419
n935,43.201,-89.5107,-23.85379333
n936,43.2004,-89.4844,-23.66955604
n937,43.2039,-89.5745,-23.81431471
n938,43.2007,-89.5186,-23.97923164
n939,43.2014,-89.524,-23.84660492
n940,43.1985,-89.5037,-23.73281513
n941,43.1989,-89.4752,-23.44158785
n942,43.1988,-89.4732,-23.4900655
n943,43.1936,-89.4017,-22.81550631
n944,43.2034,-89.5643,-23.82938603
n945,43.2003,-89.537,-23.69306275
n946,43.1993,-89.44,-22.85064395
n947,43.1996,-89.4346,-22.72281231
n948,43.194,-89.4137,-22.70507008
n949,43.2008,-89.5686,-23.84376495
n950,43.1978,-89.5188,-23.88291053
n951,43.1859,-89.2728,-23.50078341
n952,43.1987,-89.4205,-22.56469366
n953,43.192,-89.4155,-22.77226117
n954,43.1977,-89.4302,-22.63925191
n955,43.1898,-89.3305,-24.2582476
n956,43.1901,-89.327,-24.2612935
n957,43.1862,-89.293,-23.98946377
n958,43.1955,-89.4453,-22.86026545
n959,43.194,-89.4387,-22.85718009
n960,43.1909,-89.365,-23.512353
n961,43.188,-89.3327,-24.18085453
n962,43.1912,-89.3179,-24.28807631
n963,43.2026,-89.5833,-23.59720254
n964,43.2009,-89.5784,-23.72842425
n965,43.1999,-89.574,-23.70981583
n966,43.1983,-89.496,-23.60826117
n967,43.1876,-89.3166,-24.2400448
n968,43.203,-89.5582,-23.7475199
n969,43.1903,-89.3936,-22.97585276
n970,43.1875,-89.2995,-23.82644259
n971,43.2014,-89.5962,-23.4609211
n972,43.1946,-89.4999,-23.59931288
n973,43.1967,-89.525,-23.77537217
n974,43.1896,-89.3892,-23.08477308
n975,43.1929,-89.4834,-23.55359147
n976,43.1975,-89.4785,-23.5339191
n977,43.199,-89.5883,-23.66002135
n978,43.1998,-89.5919,-23.57656606
n979,43.1945,-89.4951,-23.61096231
n980,43.1939,-89.4919,-23.58756627
n981,43.1977,-89.5683,-23.78390991
n982,43.1975,-89.4867,-23.58834108
n983,43.1871,-89.3889,-23.00152557
n984,43.1913,-89.3797,-23.17406164
n985,43.1954,-89.5077,-23.78980204
n986,43.1903,-89.4402,-22.97642724
n987,43.187,-89.3785,-23.25308895
n988,43.1915,-89.4849,-23.49684182
n989,43.19,-89.4289,-22.82576966
n990,43.188,-89.3951,-23.06033511
n991,43.1962,-89.563,-23.92139845
n992,43.1925,-89.5037,-23.65337558
n993,43.1851,-89.3438,-23.94394259
n994,43.1861,-89.3386,-24.07401732
n995,43.1945,-89.5381,-23.81908373
n996,43.1956,-89.577,-23.86984557
n997,43.1943,-89.5199,-23.78714769
n998,43.1952,-89.5136,-23.83397467
n999,43.183,-89.294,-23.91989294
n1000,43.1819,-89.291,-23.91189059
n1001,43.1906,-89.4792,-23.44713234
n1002,43.1817,-89.2967,-23.99815501
n1003,43.1818,-89.272,-23.46291131
n1004,43.1801,-89.2675,-23.34031977
n1005,43.1932,-89.5264,-23.83048092
n1006,43.1865,-89.3702,-23.45360748
n1007,43.1906,-89.4932,-23.47367232
n1008,43.1967,-89.5987,-23.51121507
n1009,43.1935,-89.5426,-23.87113894
n1010,43.1808,-89.2617,-23.21156636
n1011,43.1883,-89.4093,-22.9079622
n1012,43.1795,-89.2953,-23.91770148
n1013,43.1796,-89.2906,-23.83498327
n1014,43.1941,-89.5679,-23.83958276
n1015,43.1882,-89.478,-23.50749452
n1016,43.187,-89.4261,-22.94614303
n1017,43.1836,-89.3694,-23.3554811
n1018,43.1842,-89.394,-22.98049784
n1019,43.1866,-89.4798,-23.57549194
n1020,43.1846,-89.4304,-22.94594459
n1021,43.1943,-89.5881,-23.76528427
n1022,43.1834,-89.3838,-23.17554026
n1023,43.1907,-89.5496,-23.94061183
n1024,43.1856,-89.4054,-23.00907304
n1025,43.1903,-89.5699,-23.96560918
n1026,43.1832,-89.425,-22.94045431
n1027,43.1862,-89.4167,-22.93849404
n1028,43.1774,-89.3315,-23.98296457
n1029,43.1899,-89.5818,-23.9759522
n1030,43.1856,-89.4871,-23.55610333
n1031,43.1771,-89.3399,-23.77952026
n1032,43.1798,-89.4086,-23.1839611
n1033,43.179,-89.3886,-23.0141426
n1034,43.1746,-89.2833,-23.7638429
n1035,43.1861,-89.5457,-24.03638228
n1036,43.1866,-89.5423,-24.10014265
n1037,43.1829,-89.4806,-23.65006016
n1038,43.1835,-89.4822,-23.69357937
n1039,43.179,-89.4169,-23.14573282
n1040,43.1873,-89.5657,-24.06382588
n1041,43.1823,-89.4984,-23.77636881
n1042,43.1807,-89.4864,-23.63070713
n1043,43.1853,-89.5633,-24.15198063
n1044,43.1856,-89.5794,-24.07114427
n1045,43.1756,-89.3847,-23.16118428
n1046,43.1759,-89.3778,-23.06724447
n1047,43.1721,-89.3301,-23.82574715
n1048,43.183,-89.5448,-24.08410222
n1049,43.176,-89.3985,-23.27348209
n1050,43.1713,-89.3276,-23.7596993
n1051,43.1827,-89.548,-24.16214206
n1052,43.1787,-89.473,-23.53465968
n1053,43.183,-89.5744,-24.04143854
n1054,43.1819,-89.5544,-24.16504039
n1055,43.1809,-89.5357,-24.27004169
n1056,43.1804,-89.4785,-23.67916098
n1057,43.1806,-89.5053,-23.78357449
n1058,43.1804,-89.4911,-23.73978099
n1059,43.1754,-89.4305,-23.2166034
n1060,43.1794,-89.5363,-24.3218736
n1061,43.1789,-89.5003,-23.79815586
n1062,43.1806,-89.5425,-24.18122825
n1063,43.1762,-89.4795,-23.66316079
n1064,43.1752,-89.4073,-23.33496448
n1065,43.1696,-89.3319,-23.73207808
n1066,43.182,-89.5693,-24.16918206
n1067,43.1786,-89.5089,-23.87246714
n1068,43.1795,-89.5498,-24.16996595
n1069,43.1734,-89.4285,-23.27574016
n1070,43.1786,-89.5197,-24.08671717
n1071,43.175,-89.4521,-23.55990463
n1072,43.1787,-89.5234,-24.17628167
n1073,43.1729,-89.4,-23.3403207
n1074,43.1803,-89.5264,-24.22015365
n1075,43.1747,-89.4797,-23.65468694
n1076,43.1722,-89.4046,-23.45400265
n1077,43.1778,-89.5362,-24.26960093
n1078,43.1754,-89.4859,-23.64293895
n1079,43.1791,-89.5579,-24.04103097
n1080,43.1713,-89.4082,-23.40167209
n1081,43.1754,-89.4925,-23.79179925
n1082,43.1775,-89.5516,-24.12956232
n1083,43.1738,-89.4558,-23.54519735
n1084,43.1757,-89.5293,-24.32161276
n1085,43.1745,-89.4594,-23.45506442
n1086,43.1741,-89.4483,-23.46324998
n1087,43.1714,-89.3937,-23.23242711
n1088,43.1755,-89.5341,-24.36126241
n1089,43.1753,-89.5237,-24.18549344
n1090,43.1705,-89.4301,-23.37943537
n1091,43.1696,-89.3995,-23.36168665
n1092,43.1751,-89.5156,-24.00500868
n1093,43.1697,-89.388,-23.08344073
n1094,43.1779,-89.5684,-24.03398692
n1095,43.1722,-89.4655,-23.61940822
n1096,43.1685,-89.4054,-23.39194319
n1097,43.1753,-89.5575,-23.97954226
n1098,43.1755,-89.5452,-24.27227523
n1099,43.1755,-89.5627,-23.94839583
n1100,43.1748,-89.5388,-24.38732758
n1101,43.174,-89.4706,-23.64343683
n1102,43.1705,-89.451,-23.59936709
n1103,43.1687,-89.4174,-23.21321978
n1104,43.1727,-89.4875,-23.73512433
n1105,43.1745,-89.5705,-24.09242405
n1106,43.1728,-89.5068,-23.92858786
n1107,43.1671,-89.4398,-23.54455805
n1108,43.1679,-89.4294,-23.29154043
n1109,43.1664,-89.4008,-23.26064497
n1110,43.1675,-89.4467,-23.45539984
n1111,43.1738,-89.5514,-24.13516873
n1112,43.1648,-89.3931,-23.13958256
n1113,43.1729,-89.5126,-23.91789653
n1114,43.1682,-89.4643,-23.6555146
n1115,43.1664,-89.4342,-23.40709219
n1116,43.1682,-89.4693,-23.76276974
n1117,43.1671,-89.45,-23.53633678
n1118,43.1711,-89.5425,-24.36441984
n1119,43.1692,-89.5194,-24.12314969
n1120,43.1653,-89.4167,-23.31559035
n1121,43.1712,-89.547,-24.26606495
n1122,43.1714,-89.5351,-24.46034418
n1123,43.1683,-89.4938,-23.94021828
n1124,43.1641,-89.4094,-23.35956442
n1125,43.1638,-89.4042,-23.23335312
n1126,43.1689,-89.5073,-24.05273086
n1127,43.1711,-89.5574,-24.03471184
n1128,43.1715,-89.5639,-23.93805534
n1129,43.1675,-89.4737,-23.8717277
n1130,43.1644,-89.4392,-23.45382403
n1131,43.1714,-89.5272,-24.27448716
n1132,43.1683,-89.5458,-24.27125309
n1133,43.1679,-89.5294,-24.31132613
n1134,43.1619,-89.4005,-23.34284004
n1135,43.1669,-89.4823,-23.8757225
n1136,43.1608,-89.4097,-23.24985548
n1137,43.1645,-89.4938,-24.04214588
n1138,43.1682,-89.4875,-23.86850688
n1139,43.166,-89.456,-23.6025019
n1140,43.1604,-89.4198,-23.49460676
n1141,43.1669,-89.5524,-24.19420031
n1142,43.1652,-89.5091,-24.10188058
n1143,43.1617,-89.4477,-23.64599535
n1144,43.165,-89.5055,-24.18923625
n1145,43.1701,-89.5003,-23.97840504
n1146,43.1665,-89.5128,-24.12660108
n1147,43.1663,-89.518,-24.15961735
n1148,43.1649,-89.5144,-24.06090738
n1149,43.1647,-89.5533,-24.26749463
n1150,43.1616,-89.4876,-24.08113595
n1151,43.1609,-89.4596,-23.78625838
n1152,43.1664,-89.5586,-24.14440072
n1153,43.1639,-89.5368,-24.38787141
n1154,43.1633,-89.553,-24.31449967
n1155,43.1639,-89.5401,-24.33320504
n1156,43.1644,-89.5251,-24.21392877
n1157,43.1569,-89.3993,-23.17445606
n1158,43.166,-89.5657,-24.07600304
n1159,43.1611,-89.4725,-23.89571205
n1160,43.1649,-89.563,-24.13826272
n1161,43.1606,-89.5044,-24.15118319
n1162,43.1578,-89.4581,-23.87921993
n1163,43.1588,-89.4515,-23.75610288
n1164,43.157,-89.4171,-23.36426411
n1165,43.1608,-89.5091,-24.24783862
n1166,43.1596,-89.4883,-24.04010306
n1167,43.1608,-89.5288,-24.30700401
n1168,43.1609,-89.5255,-24.23274745
n1169,43.1609,-89.5223,-24.15531692
n1170,43.1574,-89.4444,-23.68841749
n1171,43.1608,-89.5391,-24.27103437
n1172,43.1561,-89.4583,-23.85020078
n1173,43.1559,-89.4509,-23.85339199
n1174,43.162,-89.4647,-23.85133552
n1175,43.1601,-89.5345,-24.26810346
n1176,43.1545,-89.4544,-23.83784616
n1177,43.1607,-89.5574,-24.32859494
n1178,43.1541,-89.4464,-23.729199
n1179,43.157,-89.5041,-24.27082384
n1180,43.155,-89.4876,-24.02351612
n1181,43.1592,-89.5175,-24.23422053
n1182,43.1576,-89.5112,-24.29310024
n1183,43.1579,-89.4817,-23.91025555
n1184,43.1599,-89.5458,-24.40513973
n1185,43.1524,-89.4542,-23.76801643
n1186,43.1564,-89.5305,-24.28585899
n1187,43.1572,-89.5737,-24.36709698
n1188,43.1564,-89.5344,-24.30003357
n1189,43.1568,-89.5242,-24.29888402
n1190,43.1539,-89.4626,-23.97729864
n1191,43.1567,-89.5411,-24.36984003
n1192,43.1539,-89.5052,-24.2738849
n1193,43.1568,-89.5491,-24.53533742
n1194,43.159,-89.5529,-24.41794346
n1195,43.153,-89.4876,-23.95821654
n1196,43.156,-89.5585,-24.44965057
n1197,43.1519,-89.4622,-23.96043964
n1198,43.1504,-89.4539,-23.75449332
n1199,43.1568,-89.4967,-24.12610329
n1200,43.1585,-89.5683,-24.30908863
n1201,43.1536,-89.5165,-24.41682779
n1202,43.1516,-89.4494,-23.8394186
n1203,43.1509,-89.4452,-23.83925101
n1204,43.1491,-89.4645,-23.98005689
n1205,43.1497,-89.4596,-23.89438166
n1206,43.1489,-89.4687,-24.08192054
n1207,43.1531,-89.4744,-24.10022609
n1208,43.1532,-89.5659,-24.41822985
n1209,43.1524,-89.5321,-24.42386919
n1210,43.1498,-89.4895,-23.90011077
n1211,43.1501,-89.5237,-24.48365626
n1212,43.15,-89.5168,-24.39620961
n1213,43.1464,-89.424,-23.36409981
n1214,43.1505,-89.5435,-24.47759762
n1215,43.1518,-89.5391,-24.44432791
n1216,43.146,-89.4494,-23.88415778
n1217,43.1456,-89.4447,-23.76963231
n1218,43.1508,-89.5749,-24.54193327
n1219,43.1458,-89.4562,-23.91692191
n1220,43.1516,-89.5511,-24.66510946
n1221,43.1475,-89.5294,-24.54838909
n1222,43.1507,-89.5325,-24.48098765
n1223,43.145,-89.488,-23.90895447
n1224,43.1432,-89.4501,-23.88417745
n1225,43.1512,-89.5692,-24.52092526
n1226,43.1488,-89.5024,-24.19786454
n1227,43.1487,-89.5638,-24.54956498
n1228,43.1457,-89.4827,-23.920814
n1229,43.15,-89.5724,-24.60800043
n1230,43.1475,-89.5117,-24.33774662
n1231,43.1438,-89.493,-24.03163905
n1232,43.1477,-89.5213,-24.52324054
n1233,43.1426,-89.44,-23.77135581
n1234,43.1456,-89.5378,-24.65116134
n1235,43.1417,-89.486,-24.02864863
n1236,43.1411,-89.4663,-24.18489344
n1237,43.1452,-89.5531,-24.70047746
n1238,43.1443,-89.5396,-24.69341413
n1239,43.1441,-89.5313,-24.66483473
n1240,43.1445,-89.4997,-24.15271397
n1241,43.1455,-89.5697,-24.54747507
n1242,43.1425,-89.512,-24.23965521
n1243,43.1439,-89.5177,-24.38522512
n1244,43.1396,-89.487,-23.95490142
n1245,43.1437,-89.5247,-24.53323243
n1246,43.1411,-89.5314,-24.71093015
n1247,43.1382,-89.4855,-24.01385141
n1248,43.1461,-89.5464,-24.53559144
n1249,43.1384,-89.5083,-24.40250037
n1250,43.1414,-89.5594,-24.81352159
n1251,43.1479,-89.5578,-24.59987679
n1252,43.142,-89.5693,-24.63712473
n1253,43.1356,-89.4444,-23.92407002
n1254,43.1416,-89.5736,-24.53220253
n1255,43.1357,-89.4579,-24.18216248
n1256,43.1354,-89.4604,-24.24349296
n1257,43.1385,-89.5387,-24.84911076
n1258,43.1373,-89.4942,-24.09270306
n1259,43.136,-89.4773,-24.18637817
n1260,43.135,-89.4699,-24.22237326
n1261,43.1382,-89.5006,-24.22638937
n1262,43.1361,-89.5004,-24.1976207
n1263,43.1355,-89.484,-24.04258874
n1264,43.1352,-89.493,-24.01722749
n1265,43.1348,-89.4637,-24.2385581
n1266,43.1377,-89.5235,-24.52147376
n1267,43.135,-89.4981,-24.13105244
n1268,43.1346,-89.4671,-24.29144049
n1269,43.1381,-89.5742,-24.506544
n1270,43.1378,-89.5693,-24.62205977
n1271,43.1326,-89.4767,-24.22765587
n1272,43.1381,-89.5784,-24.4048785
n1273,43.1371,-89.5132,-24.35756912
n1274,43.1339,-89.5252,-24.62841766
n1275,43.1341,-89.4531,-24.07305235
n1276,43.1314,-89.4443,-24.06341463
n1277,43.1366,-89.5326,-24.68856346
n1278,43.1355,-89.5782,-24.4531271
n1279,43.1343,-89.5386,-24.79565878
n1280,43.1317,-89.4612,-24.11923704
n1281,43.1313,-89.4493,-23.94232547
n1282,43.1316,-89.4857,-24.06540752
n1283,43.1318,-89.4824,-24.14034436
n1284,43.1316,-89.4924,-24.0460451
n1285,43.1299,-89.4753,-24.32341915
n1286,43.134,-89.5204,-24.55784014
n1287,43.1316,-89.4989,-24.20340128
n1288,43.1315,-89.4954,-24.11874681
n1289,43.1357,-89.5594,-24.76475676
n1290,43.1368,-89.5501,-24.72015927
n1291,43.1303,-89.4691,-24.31604509
n1292,43.1303,-89.4791,-24.23047205
n1293,43.1345,-89.5698,-24.57136824
n1294,43.1339,-89.5437,-24.7847425
n1295,43.1316,-89.525,-24.69278791
n1296,43.1289,-89.4837,-24.1209421
n1297,43.1325,-89.5077,-24.29838336
n1298,43.1334,-89.5788,-24.52428696
n1299,43.1276,-89.4759,-24.30642906
n1300,43.129,-89.4969,-24.18499435
n1301,43.1309,-89.5319,-24.81853315
n1302,43.1293,-89.5276,-24.79169706
n1303,43.1277,-89.4889,-24.07925175
n1304,43.1303,-89.5787,-24.47507664
n1305,43.1294,-89.5196,-24.60427279
n1306,43.1281,-89.5245,-24.73049436
n1307,43.1272,-89.4641,-24.15721288
n1308,43.1301,-89.5825,-24.38284277
n1309,43.1262,-89.449,-24.11165993
n1310,43.1295,-89.5482,-24.86548037
n1311,43.1292,-89.5597,-24.79374565
