#Node Number,Latitude,Longitude,Technology,Capacity
n1,43.867771,-88.717945,t17,749200
n2,44.366372,-88.2587304,t17,749200
n3,44.499718,-87.5954299,t17,749200
n4,45.044792,-89.706382,t17,749200
n5,43.9505879,-87.7465309,t17,749200
n6,44.115038,-88.2172159,t17,749200
n7,44.7366839,-87.5027549,t17,749200
n8,44.097001,-88.147437,t17,749200
n9,44.2522468,-89.9621392,t17,749200
n10,43.427712,-87.985899,t17,749200
n11,43.922701,-87.868523,t17,749200
n12,44.6838614,-91.8816514,t17,749200
n13,44.7807238,-88.291793,t17,749200
n14,43.3487533,-88.6550266,t17,749200
n15,44.663093,-87.588472,t17,749200
n16,44.282748,-88.108356,t17,749200
n17,44.540205,-87.789123,t17,749200
n18,44.369922,-88.258894,t17,749200
n19,44.2994683,-88.1107442,t17,749200
n20,44.9115979,-88.3436306,t17,749200
n21,44.369791,-88.229303,t17,749200
n22,44.5547449,-87.478025,t17,749200
n23,45.330174,-91.543636,t17,749200
n24,43.991883,-87.758921,t17,749200
n25,44.6407302,-90.3771428,t17,749200
n26,43.123768,-89.548574,t17,749200
n27,44.595906,-88.789993,t17,749200
n28,42.7377646,-89.3607856,t17,749200
n29,45.115722,-87.965177,t17,749200
n30,43.702029,-88.358279,t17,749200
n31,44.2997938,-88.9616664,t17,749200
n32,43.2627431,-89.4217299,t17,749200
n33,44.6760007,-87.4156663,t17,749200
n34,44.616287,-87.63395,t17,749200
n35,44.9076949,-88.201485,t17,749200
n36,44.993569,-88.4431369,t17,749200
n37,43.563386,-88.3733479,t17,749200
n38,45.032389,-90.121009,t17,749200
n39,44.9188885,-89.1435829,t17,749200
n40,44.334034,-88.168628,t17,749200
n41,44.203572,-88.106757,t17,749200
n42,44.6441993,-88.3247075,t17,749200
n43,44.5040238,-89.2921029,t17,749200
n44,44.7341321,-90.5163997,t17,749200
n45,43.8943569,-88.5950853,t17,749200
n46,44.3926874,-88.0902886,t17,749200
n47,42.7853566,-90.2565106,t17,749200
n48,44.487244,-87.7649307,t17,749200
n49,44.409054,-87.904771,t17,749200
n50,42.973292,-88.775482,t17,749200
n51,44.340874,-88.133287,t17,749200
n52,43.908778,-88.290109,t17,749200
n53,42.5695939,-89.4255293,t17,749200
n54,42.6533571,-90.2918458,t17,749200
n55,44.388485,-88.314505,t17,749200
n56,44.257304,-87.961376,t17,749200
n57,43.861379,-89.557082,t17,749200
n58,45.1957146,-89.0315902,t17,749200
n59,44.130844,-88.167076,t17,749200
n60,43.726016,-88.398931,t17,749200
n61,44.146298,-88.651705,t17,749200
n62,45.639964,-90.3406313,t17,749200
n63,44.5526729,-91.4129221,t17,749200
n64,45.0086159,-91.7608218,t17,749200
n65,45.0472743,-89.8839076,t17,749200
n66,44.844099,-89.26493,t17,749200
n67,42.534871,-88.460084,t17,749200
n68,43.7449956,-90.7767576,t17,749200
n69,42.6328184,-89.9460492,t17,749200
n70,43.817701,-88.323724,t17,749200
n71,43.4171904,-88.3677982,t17,749200
n72,43.6230688,-90.6908274,t17,749200
n73,45.4788,-91.834341,t17,749200
n74,45.0032736,-90.3526429,t17,749200
n75,43.686573,-88.398594,t17,749200
n76,42.736022,-89.663736,t17,749200
n77,43.667986,-88.862655,t17,749200
n78,44.597806,-87.731243,t17,749200
n79,43.427712,-87.985899,t17,749200
n80,44.6838614,-91.8816514,t17,749200
n81,44.322784,-87.956543,t17,749200
n82,45.004624,-92.394297,t17,749200
n83,45.0173606,-90.3556863,t17,749200
n84,44.901922,-91.497807,t17,749200
n85,43.9790956,-87.8015843,t17,749200
n86,42.8646017,-90.6961852,t17,749200
n87,43.571302,-87.9327198,t17,749200
n88,44.5056081,-91.9506223,t17,749200
n89,44.6969027,-88.3831678,t17,749200
n90,44.901323,-89.958202,t17,749200
n91,42.5937001,-89.3798796,t17,749200
n92,44.937498,-89.256461,t17,749200
n93,42.868704,-88.868785,t17,749200
n94,43.219504,-89.484778,t17,749200
n95,43.18301,-89.179032,t17,749200
n96,44.58509,-90.019386,t17,749200
n97,43.770841,-87.924136,t17,749200
n98,44.8223091,-90.1500371,t17,749200
n99,44.315446,-88.042711,t17,749200
n100,44.1457958,-91.0670134,t17,749200
