time,Sitio dos Pintos,Jiquiá,Alto do Mandú,COHAB,Passarinho,Totó,Torreão,Curado,Graças,Espinheiro,Apipucos,Porto de Madeira,Brejo da Guabiraba,Poço,Jordão,Areias,Prado,Campo Grande,Várzea,Parnamirim,Casa Forte,Ibura,Caxangá,Coelhos,Ilha do Retiro,Cabanga,Morro da Conceição,Macaxeira,Casa Amarela,Coqueiral,Mustardinha,Estância,Jaqueira,Beberibe,Afogados,Arruda,Dois Unidos,Linha do Tiro,Imbiribeira,Madalena,Tamarineira,Pina,Alto José do Pinho,Ilha Joana Bezerra,Peixinhos,Santo Antoônio,Torre,Guabiraba,Soledade,Iputinga,Brasília Teimosa,Barro,Tejipió,Bongi,São José,Zumbi,Sancho,Agua Fria,Mangueira,Torrões,Aflitos,Jardim São Paulo,Monteiro,Santana,Alto Santa Terezinha,Cajueiro Seco,Cordeiro,Rosarinho,Ponto de Parada,Derby,Paissandú,Alto José Bonifácio,Brejo de Beberibe,Córrego do Jenipapo,Santo Amaro,Boa Vista,Encruzilhada,Ilha do Leite,San Martin,IPSEP,Boa Viagem,Cidade Universitária,Nova Descoberta,Bomba do Hemetério,Engenho do Meio,Mangabeira,Hipódramo,Jordão Baixo,Caçote,Dois Irmãos,Fundão,Campina do Barreto,Vasco da Gama,total
2015/08/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2015/08/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2015/08/17,0,0,0,7,0,0,0,0,0,1,0,0,0,0,2,0,1,2,2,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,39
2015/08/18,0,0,0,11,0,0,0,1,0,0,0,0,0,0,2,2,6,19,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,69
2015/08/19,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,11,11,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,67
2015/08/20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,20,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,67
2015/08/21,0,0,0,14,0,0,0,0,0,1,0,0,0,0,4,1,2,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53
2015/08/22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2015/08/23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2015/08/24,0,0,0,35,0,0,0,0,0,0,0,0,0,0,2,0,8,10,1,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,1,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,86
2015/08/25,0,0,0,34,0,0,1,0,0,0,0,0,0,0,8,1,9,4,1,0,0,13,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,106
2015/08/26,0,0,0,52,1,1,1,1,0,0,0,1,0,0,7,1,1,3,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,94
2015/08/27,0,0,0,36,0,0,1,0,0,0,0,0,0,0,9,0,2,5,3,0,0,21,0,1,0,0,0,0,3,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,5,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,3,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,110
2015/08/28,0,0,0,42,0,1,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,84
2015/08/29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2015/08/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2015/08/31,0,0,0,15,1,0,1,1,0,0,0,0,0,0,8,0,1,5,2,0,0,3,1,0,0,0,1,0,2,0,0,0,0,0,0,0,2,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,4,0,0,1,1,2,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,78
2015/09/01,0,0,0,17,0,0,0,1,0,0,0,0,0,0,3,0,0,6,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,46
2015/09/02,0,0,0,38,0,0,0,0,0,0,0,0,0,0,8,0,0,9,3,0,0,16,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,93
2015/09/03,0,1,0,32,0,0,0,0,0,1,0,0,0,0,3,0,7,6,3,0,0,11,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81
2015/09/04,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,4,6,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52
2015/09/05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2015/09/06,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2015/09/07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
2015/09/08,0,0,0,29,0,0,0,0,0,0,0,0,0,0,4,0,10,2,1,0,0,10,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,76
2015/09/09,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,2,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,1,0,64
2015/09/10,0,0,0,34,0,0,0,0,1,0,0,1,0,0,2,1,10,10,0,0,0,7,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2,1,99
2015/09/11,0,0,0,17,0,0,0,0,0,0,0,0,0,1,2,1,4,2,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3,0,0,1,0,3,0,2,0,0,0,0,0,0,1,1,0,0,5,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,63
2015/09/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2015/09/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2015/09/14,0,0,0,7,4,0,0,1,0,0,0,0,0,0,0,1,3,2,0,2,0,3,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,52
2015/09/15,0,0,0,11,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,1,1,1,0,2,1,0,3,0,1,0,0,19,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79
2015/09/16,0,1,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,6,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,51
2015/09/17,0,0,0,5,1,0,2,1,0,0,0,0,0,0,1,0,0,7,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
2015/09/18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,16,2,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38
2015/09/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2015/09/20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16
2015/09/21,0,0,0,7,0,0,1,0,1,0,0,0,0,0,2,0,1,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,40
2015/09/22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,32
2015/09/23,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,0,2,0,1,0,1,0,0,0,0,0,0,33
2015/09/24,0,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,1,0,0,2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,41
2015/09/25,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,6,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,34
2015/09/26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
2015/09/27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11
2015/09/28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,39
2015/09/29,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,2,0,0,1,0,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,8,1,0,0,0,2,1,0,6,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,4,2,59
2015/09/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,2,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34
2015/10/01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,0,0,1,0,2,0,0,1,2,0,0,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42
2015/10/02,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,8,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,18,0,1,0,1,1,0,2,0,0,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,64
2015/10/03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
2015/10/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,14
2015/10/05,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,2,0,12,2,0,1,2,0,0,0,0,0,0,2,1,3,3,0,0,4,0,5,0,1,6,1,4,0,3,0,0,0,0,0,0,1,0,0,0,2,0,1,3,2,2,0,1,0,0,1,0,3,0,0,0,0,3,0,0,4,1,0,0,0,2,1,0,3,1,0,0,0,0,0,0,0,0,4,93
2015/10/06,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,9,0,1,1,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,4,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,1,52
2015/10/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,20,18,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,6,0,0,0,0,5,0,0,1,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,1,0,2,82
2015/10/08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,3,2,0,0,0,8,1,4,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,2,1,0,0,0,0,0,1,4,0,0,0,0,11,0,0,1,0,0,0,0,0,2,0,1,1,0,1,1,0,0,0,1,1,0,68
2015/10/09,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,1,0,1,0,1,2,0,3,1,1,1,1,0,19,0,17,2,1,0,0,2,0,0,0,2,0,0,1,2,0,1,2,0,0,0,3,0,0,0,0,5,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,2,0,4,0,0,0,0,0,1,2,95
2015/10/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2015/10/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2015/10/12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2015/10/13,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,3,6,0,0,0,1,0,0,0,0,5,0,4,0,0,13,0,0,4,0,0,1,2,2,0,6,1,3,0,0,0,0,0,0,3,0,0,2,0,1,0,1,0,1,0,1,0,0,0,0,7,0,0,0,0,3,0,0,11,0,0,2,1,0,2,0,0,2,0,0,0,0,0,1,0,1,2,98
2015/10/14,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,2,0,0,0,0,1,0,0,0,0,21,0,0,3,1,0,0,0,7,0,2,3,2,0,0,1,0,0,1,8,0,0,0,0,1,1,2,3,1,0,1,0,0,0,0,6,1,0,0,0,0,0,1,4,0,0,0,0,1,1,0,1,0,0,1,0,0,0,10,0,1,2,99
2015/10/15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,9,2,0,0,3,0,0,0,0,1,0,0,0,1,20,0,0,13,0,1,0,3,5,0,3,3,2,1,0,1,0,0,2,9,0,0,1,1,1,0,1,1,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,8,0,8,0,117
2015/10/16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,7,1,0,1,1,0,0,0,0,0,0,1,1,0,7,0,4,24,5,1,1,1,14,0,1,1,7,0,0,2,0,0,2,2,0,1,1,0,0,0,4,7,1,0,0,1,0,0,0,14,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,1,128
2015/10/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7
2015/10/18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20
2015/10/19,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,3,2,0,0,1,1,0,1,0,0,4,1,1,0,2,3,0,0,2,0,1,1,4,12,0,5,0,1,0,0,1,0,0,0,3,0,0,0,2,0,1,2,6,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,81
2015/10/20,1,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,2,6,5,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,13,0,2,0,0,2,0,3,3,2,0,0,3,0,0,6,3,0,0,0,3,0,0,2,4,2,0,0,1,1,0,0,16,0,0,0,0,2,0,0,5,2,3,0,1,0,0,0,0,1,2,3,0,0,0,1,1,4,3,120
2015/10/21,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,5,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,9,0,2,0,5,4,1,5,1,11,2,0,1,0,0,1,8,0,0,0,4,0,0,0,2,2,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,10,3,107
