1. Tech Provider ID,2. Node ID,3. Tech Type
1523,2703,tA2
1524,209,tA2
1525,3070,tA2
1526,562,tA2
1527,1851,tA2
1528,2942,tA2
1529,2213,tA2
1530,2310,tA2
1531,2060,tA2
1532,64,tA2
1533,1294,tA2
1534,447,tA2
1535,2050,tA2
1536,2369,tA2
1537,1764,tA2
1538,1059,tA2
1539,2180,tA2
1540,1757,tA2
1541,409,tA2
1542,2223,tA2
1543,2229,tA2
1544,2663,tA2
1545,2426,tA2
1546,1937,tA2
1547,1234,tA2
1548,1404,tA2
1549,192,tA2
1550,750,tA2
1551,1731,tA2
1552,2304,tA2
1553,140,tA2
1554,1909,tA2
1555,2298,tA2
1556,1660,tA2
1557,2121,tA2
1558,2089,tA2
1559,2051,tA2
1560,1022,tA2
1561,2955,tA2
1562,1940,tA2
1563,2014,tA2
1564,1205,tA2
1565,1770,tA2
1566,1900,tA2
1567,932,tA2
1568,1820,tA2
1569,239,tA2
1570,2600,tA2
1571,1805,tA2
1572,1852,tA2
1573,2412,tA2
1574,1895,tA2
1575,2478,tA2
1576,1272,tA2
1577,2783,tA2
1578,2855,tA2
1579,1927,tA2
1580,1816,tA2
1581,99,tA2
1582,1336,tA2
1583,2218,tA2
1584,2784,tA2
1585,2093,tA2
1586,2986,tA2
1587,1506,tA2
1588,2723,tA2
1589,1723,tA2
1590,57,tA2
1591,5,tA2
1592,1938,tA2
1593,2081,tA2
1594,1411,tA2
1595,1,tA2
1596,1057,tA2
1597,1522,tA2
1598,1730,tA2
1599,2048,tA2
1600,2074,tA2
1601,2262,tA2
1602,1833,tA2
1603,3024,tA2
1604,1813,tA2
1605,2053,tA2
1606,2490,tA2
1607,2410,tA2
1608,2651,tA2
1609,1152,tA2
1610,2786,tA2
1611,2977,tA2
1612,2745,tA2
1613,1080,tA2
1614,422,tA2
1615,2998,tA2
1616,1136,tA2
1617,2754,tA2
1618,17,tA2
1619,1064,tA2
1620,2726,tA2
1621,2431,tA2
1622,1293,tA2
1623,2404,tA2
1624,2589,tA2
1625,2293,tA2
1626,2983,tA2
1627,1422,tA2
1628,1555,tA2
1629,1403,tA2
1630,235,tA2
1631,2802,tA2
1632,659,tA2
1633,250,tA2
1634,212,tA2
1635,1148,tA2
1636,1910,tA2
1637,2083,tA2
1638,2447,tA2
1639,2123,tA2
1640,378,tA2
1641,2439,tA2
1642,2819,tA2
1643,2416,tA2
1644,939,tA2
1645,1951,tA2
1646,1500,tA2
1647,1534,tA2
1648,2877,tA2
1649,1717,tA2
1650,16,tA2
1651,565,tA2
1652,2467,tA2
1653,1812,tA2
1654,1276,tA2
1655,2448,tA2
1656,71,tA2
1657,1016,tA2
1658,600,tA2
1659,550,tA2
1660,2664,tA2
1661,2622,tA2
1662,2179,tA2
1663,36,tA2
1664,2810,tA2
1665,1124,tA2
1666,593,tA2
1667,1182,tA2
1668,2171,tA2
1669,2012,tA2
1670,3021,tA2
1671,846,tA2
1672,2690,tA2
1673,1903,tA2
1674,3035,tA2
1675,2028,tA2
1676,2897,tA2
1677,3082,tA2
1678,632,tA2
1679,1420,tA2
1680,1129,tA2
1681,1725,tA2
1682,1211,tA2
1683,996,tA2
1684,2274,tA2
1685,2830,tA2
1686,2278,tA2
1687,2652,tA2
1688,678,tA2
1689,1880,tA2
1690,1156,tA2
1691,2271,tA2
1692,2421,tA2
1693,2526,tA2
1694,2195,tA2
1695,2396,tA2
1696,2676,tA2
1697,1732,tA2
1698,2628,tA2
1699,1630,tA2
1700,1259,tA2
1701,609,tA2
1702,2778,tA2
1703,1176,tA2
1704,2736,tA2
1705,1365,tA2
1706,445,tA2
1707,2139,tA2
1708,1823,tA2
1709,1716,tA2
1710,1130,tA2
1711,23,tA2
1712,598,tA2
1713,2516,tA2
1714,2496,tA2
1715,238,tA2
1716,696,tA2
1717,1889,tA2
1718,1137,tA2
1719,1887,tA2
1720,1898,tA2
1721,1848,tA2
1722,1767,tA2
1723,1110,tA2
1724,969,tA2
1725,2084,tA2
1726,100,tA2
1727,2137,tA2
1728,1065,tA2
1729,2107,tA2
1730,523,tA2
1731,2957,tA2
1732,1814,tA2
1733,80,tA2
1734,2722,tA2
1735,1305,tA2
1736,2215,tA2
1737,1811,tA2
1738,720,tA2
1739,322,tA2
1740,1803,tA2
1741,526,tA2
1742,2108,tA2
1743,3088,tA2
1744,576,tA2
1745,1806,tA2
1746,1049,tA2
1747,3016,tA2
1748,2525,tA2
1749,2885,tA2
1750,778,tA2
1751,1796,tA2
1752,2952,tA2
1753,699,tA2
1754,2015,tA2
1755,3055,tA2
1756,2456,tA2
1757,1284,tA2
1758,2055,tA2
1759,2254,tA2
1760,713,tA2
1761,2104,tA2
1762,1390,tA2
1763,426,tA2
1764,2785,tA2
1765,393,tA2
1766,2517,tA2
1767,2260,tA2
1768,2154,tA2
1769,494,tA2
1770,1227,tA2
1771,110,tA2
1772,1138,tA2
1773,3030,tA2
1774,1013,tA2
1775,162,tA2
1776,736,tA2
1777,11,tA2
1778,1311,tA2
1779,710,tA2
1780,3062,tA2
1781,620,tA2
1782,1443,tA2
1783,1209,tA2
1784,2739,tA2
1785,1010,tA2
1786,373,tA2
1787,1442,tA2
1788,1863,tA2
1789,176,tA3
1790,577,tA3
1791,2590,tA3
1792,75,tA3
1793,194,tA3
1794,187,tA3
1795,1818,tA3
1796,334,tA3
1797,2546,tA3
1798,190,tA3
1799,1835,tA3
1800,2936,tA3
1801,1715,tA3
1802,193,tA3
1803,2709,tA3
1804,2504,tA3
1805,297,tA3
1806,200,tA3
1807,1279,tA3
1808,1825,tA3
1809,158,tA3
1810,1192,tA3
1811,2261,tA3
1812,191,tA3
1813,1846,tA3
1814,341,tA3
1815,1797,tA3
1816,319,tA3
1817,339,tA3
1818,1824,tA3
1819,2034,tA3
1820,2716,tA3
1821,1307,tA3
1822,1260,tA3
1823,2027,tA3
1824,2212,tA3
1825,2761,tA3
1826,164,tA3
1827,2815,tA3
1828,1948,tA3
1829,1916,tA3
1830,418,tA3
1831,2532,tA3
1832,1174,tA3
1833,78,tA3
1834,167,tA3
1835,1854,tA3
1836,1545,tA3
1837,306,tA3
1838,712,tA3
1839,1175,tA3
1840,343,tA3
1841,280,tA3
1842,425,tA3
1843,1742,tA3
1844,1809,tA3
1845,3054,tA3
1846,583,tA3
1847,2473,tA3
1848,2946,tA3
1849,172,tA3
1850,2550,tA3
1851,281,tA3
1852,1247,tA3
1853,195,tA3
1854,2597,tA3
1855,2560,tA3
1856,284,tA3
1857,1747,tA3
1858,1752,tA3
1859,1197,tA3
1860,2256,tA3
1861,1162,tA3
1862,213,tA3
1863,2040,tA3
1864,2950,tA3
1865,2568,tA3
1866,2200,tA3
1867,1188,tA3
1868,1196,tA3
1869,2152,tA3
1870,1015,tA3
1871,196,tA3
1872,391,tA3
1873,198,tA3
1874,402,tA3
1875,326,tA3
1876,1822,tA3
1877,237,tA3
1878,1194,tA3
1879,344,tA3
1880,1749,tA3
1881,1497,tA3
1882,2413,tA3
1883,232,tA3
1884,610,tA3
1885,660,tA3
1886,291,tA3
1887,1762,tA3
1888,37,tA3
1889,2169,tA3
1890,2281,tA3
1891,2768,tA3
1892,1238,tA3
1893,218,tA3
1894,2219,tA3
1895,1753,tA3
1896,1755,tA3
1897,2659,tA3
1898,900,tA3
1899,2735,tA3
1900,296,tA3
1901,2208,tA3
1902,1161,tA3
1903,1183,tA3
1904,1648,tA3
1905,246,tA3
1906,1186,tA3
1907,2233,tA3
1908,1760,tA3
1909,289,tA3
1910,342,tA3
1911,3026,tA3
1912,355,tA3
1913,2246,tA3
1914,207,tA3
1915,1342,tA3
1916,1897,tA3
1917,2086,tA3
1918,2951,tA3
1919,2066,tA3
1920,2225,tA3
1921,1195,tA3
1922,2305,tA3
1923,1756,tA3
1924,941,tA3
1925,1744,tA3
1926,216,tA3
1927,606,tA3
1928,1754,tA3
1929,2925,tA3
1930,708,tA3
1931,1837,tA3
1932,518,tA3
1933,832,tA3
1934,206,tA3
1935,1728,tA3
1936,2859,tA3
1937,2441,tA3
1938,1828,tA3
1939,211,tA3
1940,350,tA3
1941,1190,tA3
1942,1743,tA3
1943,2916,tA3
1944,1096,tA3
1945,2277,tA3
1946,205,tA3
1947,199,tA3
1948,1105,tA3
1949,1299,tA3
1950,184,tA3
1951,349,tA3
1952,2057,tA3
1953,2216,tA3
1954,79,tA3
1955,1736,tA3
1956,2177,tA3
1957,2520,tA3
1958,2839,tA3
1959,2322,tA3
1960,49,tA3
1961,2292,tA3
1962,3081,tA3
1963,1222,tA3
1964,1541,tA3
1965,188,tA3
1966,1830,tA3
1967,331,tA3
1968,142,tA3
1969,2018,tA3
1970,340,tA3
1971,45,tA3
1972,1751,tA3
1973,665,tA3
1974,1115,tA3
1975,325,tA3
1976,2194,tA3
1977,1890,tA3
1978,332,tA3
1979,302,tA3
1980,2085,tA3
1981,2249,tA3
1982,1278,tA3
1983,2509,tA3
1984,2503,tA3
1985,2427,tA3
1986,2807,tA3
1987,1282,tA3
1988,2749,tA3
1989,251,tA3
1990,234,tA3
1991,2275,tA3
1992,2667,tA3
1993,2308,tA3
1994,2573,tA3
1995,692,tA3
1996,2198,tA3
1997,1758,tA3
1998,2469,tA3
1999,1838,tA3
2000,1882,tA3
2001,2829,tA3
2002,1172,tA3
2003,222,tA3
2004,347,tA3
2005,278,tA3
2006,2324,tA3
2007,2250,tA3
2008,1888,tA3
2009,1675,tA3
2010,993,tA3
2011,307,tA3
2012,1795,tA3
2013,1738,tA3
2014,2056,tA3
2015,2258,tA3
2016,2641,tA3
2017,617,tA3
2018,1146,tA3
2019,1748,tA3
2020,1564,tA3
2021,1488,tA3
2022,389,tA3
2023,1267,tA3
2024,1808,tA3
2025,2111,tA3
2026,383,tA3
2027,2953,tA3
2028,2314,tA3
2029,327,tA3
2030,2232,tA3
2031,662,tA3
2032,1230,tA3
2033,86,tA3
2034,197,tA3
2035,2328,tA3
2036,181,tA3
2037,292,tA3
2038,2937,tA3
2039,1741,tA3
2040,346,tA3
2041,734,tA3
2042,1169,tA3
2043,2235,tA3
2044,201,tA3
2045,1867,tA3
2046,3018,tA3
2047,285,tA3
2048,1362,tA3
2049,2729,tA3
2050,386,tA3
2051,621,tA3
2052,1131,tA3
2053,178,tA3
2054,2772,tA3
2055,1236,tA3
2056,1171,tA3
2057,2644,tA3
2058,2231,tA3
2059,643,tA3
2060,2958,tA3
2061,2612,tA3
2062,1473,tA3
2063,416,tA3
2064,2886,tA3
2065,2488,tA3
2066,154,tA3
2067,2092,tA3
2068,1107,tA3
2069,2594,tA3
2070,433,tA3
2071,2793,tA3
2072,1946,tA3
2073,2905,tA3
2074,1088,tA3
2075,290,tA3
2076,81,tA3
2077,1840,tA3
2078,2510,tA3
2079,2701,tA3
2080,2052,tA3
2081,1827,tA3
2082,2,tA3
2083,531,tA3
2084,812,tA3
2085,2290,tA3
2086,1184,tA3
2087,51,tA3
2088,2059,tA3
2089,1892,tA3
2090,1392,tA3
2091,63,tA3
2092,2956,tA3
2093,1499,tA3
2094,2911,tA3
2095,1869,tA3
2096,1921,tA3
2097,2189,tA3
2098,59,tA3
2099,2457,tA3
2100,1769,tA3
2101,301,tA3
2102,1089,tA3
2103,214,tA3
2104,1907,tA3
2105,2245,tA3
2106,2030,tA3
2107,76,tA3
2108,1826,tA3
2109,1159,tA3
2110,337,tA3
2111,161,tA3
2112,2273,tA3
2113,1391,tA3
2114,2022,tA3
2115,683,tA3
2116,464,tA3
2117,2922,tA3
2118,479,tA3
2119,571,tA3
2120,1923,tA3
2121,82,tA3
2122,2286,tA3
2123,427,tA3
2124,2087,tA3
2125,1349,tA3
2126,1798,tA3
2127,2183,tA3
2128,3065,tA3
2129,2377,tA3
2130,645,tA3
2131,2477,tA3
2132,317,tA3
2133,1244,tA3
2134,2220,tA3
2135,2559,tA3
2136,166,tA3
2137,3058,tA3
2138,1697,tA3
2139,1270,tA3
2140,348,tA3
2141,2289,tA3
2142,299,tA3
2143,1905,tA3
2144,742,tA3
2145,2904,tA3
2146,1384,tA3
2147,282,tA3
2148,1965,tA3
2149,1459,tA3
2150,2061,tA3
2151,202,tA3
2152,288,tA3
2153,1850,tA3
2154,633,tA3
2155,2978,tA3
2156,2770,tA3
2157,745,tA3
2158,2615,tA3
2159,170,tA3
2160,943,tA3
2161,2054,tA3
2162,1258,tA3
2163,294,tA3
2164,695,tA3
2165,837,tA3
2166,41,tA3
2167,727,tA3
2168,1165,tA3
2169,2583,tA3
2170,3084,tA3
2171,1857,tA3
2172,545,tA3
2173,618,tA3
2174,2279,tA3
2175,1930,tA3
2176,2654,tA3
2177,959,tA3
2178,3043,tA3
2179,1018,tA3
2180,1885,tA3
2181,2284,tA3
2182,468,tA3
2183,2255,tA3
2184,2776,tA3
2185,2214,tA3
2186,267,tA3
2187,2038,tA3
2188,1167,tA3
2189,2557,tA3
2190,1620,tA3
2191,283,tA3
2192,3067,tA3
2193,434,tA3
2194,1335,tA3
2195,1191,tA3
2196,2076,tA3
2197,704,tA3
2198,2300,tA3
2199,2535,tA3
2200,1836,tA3
2201,1874,tA3
2202,1271,tA3
2203,1116,tA3
2204,1235,tA3
2205,321,tA3
2206,2882,tA3
2207,2032,tA3
2208,333,tA3
2209,1353,tA3
2210,2224,tA3
2211,2476,tA3
2212,1841,tA3
2213,369,tA3
2214,1428,tA3
2215,2872,tA3
2216,177,tA3
2217,394,tA3
2218,2238,tA3
2219,255,tA3
2220,1788,tA3
2221,1255,tA3
2222,1180,tA3
2223,2106,tA3
2224,1208,tA3
2225,1746,tA3
2226,300,tA3
2227,1737,tA3
2228,807,tA3
2229,173,tA3
2230,1153,tA3
2231,1350,tA3
2232,286,tA3
2233,1785,tA3
2234,1924,tA3
2235,2673,tA3
2236,2489,tA3
2237,1936,tA3
2238,396,tA3
2239,2618,tA3
2240,70,tA3
2241,642,tA3
2242,406,tA3
2243,1759,tA3
2244,1932,tA3
2245,2248,tA3
2246,1397,tA3
2247,2710,tA3
2248,2264,tA3
2249,1111,tA3
2250,1366,tA3
2251,2680,tA3
2252,2871,tA3
2253,716,tA3
2254,185,tA3
2255,3050,tA3
2256,2896,tA3
2257,2303,tA3
2258,3080,tA3
2259,1866,tA3
2260,169,tA3
2261,2021,tA3
2262,967,tA3
2263,2580,tA3
2264,2399,tA3
2265,1073,tA3
2266,1210,tA3
2267,1899,tA3
2268,2221,tA3
2269,1132,tA3
2270,2746,tA3
2271,2484,tA3
2272,2096,tA3
2273,608,tA3
2274,2321,tA3
2275,651,tA3
2276,762,tA3
2277,1739,tA3
2278,711,tA3
2279,1119,tA3
2280,2282,tA3
2281,351,tA3
2282,2948,tA3
2283,2732,tA3
2284,1185,tA3
2285,1750,tA3
2286,2236,tA3
2287,1087,tA3
2288,387,tA3
2289,2196,tA3
2290,148,tA3
2291,1801,tA3
2292,1082,tA3
2293,69,tA3
2294,2079,tA3
2295,2581,tA3
2296,527,tA3
2297,1149,tA3
2298,105,tA3
2299,52,tA3
2300,145,tA3
2301,2217,tA3
2302,1498,tA3
2303,2960,tA3
2304,1786,tA3
2305,2113,tA3
2306,673,tA3
2307,3045,tA3
2308,1200,tA3
2309,2715,tA3
2310,414,tA3
2311,380,tA3
2312,1580,tA3
2313,877,tA3
2314,2677,tA3
2315,450,tA3
2316,3073,tA3
2317,1596,tA3
2318,1832,tA3
2319,1952,tA3
2320,2094,tA3
2321,1817,tA3
2322,1934,tA3
2323,8,tA3
2324,287,tA3
2325,1901,tA3
2326,308,tA3
2327,2251,tA3
2328,1177,tA3
2329,465,tA3
2330,1829,tA3
2331,709,tA3
2332,2788,tA3
2333,681,tA3
2334,98,tA3
2335,2184,tA3
2336,1144,tA3
2337,2927,tA3
2338,1006,tA3
2339,2253,tA3
2340,2828,tA3
2341,611,tA3
2342,1761,tA3
2343,1134,tA3
2344,2380,tA3
2345,1220,tA3
2346,1412,tA3
2347,366,tA3
2348,2064,tA3
2349,2400,tA3
2350,1839,tA3
2351,1468,tA3
2352,2688,tA3
2353,2210,tA3
2354,607,tA3
2355,35,tA3
2356,1290,tA3
2357,1532,tA3
2358,77,tA3
2359,3078,tA3
2360,747,tA3
2361,852,tA3
2362,2989,tA3
2363,1849,tA3
2364,3031,tA3
2365,2325,tA3
2366,1485,tA3
2367,1579,tA3
2368,3033,tA3
2369,619,tA3
2370,1206,tA3
2371,2211,tA3
2372,1166,tA3
2373,1181,tA3
2374,42,tA3
2375,28,tA3
2376,989,tA3
2377,513,tA3
2378,186,tA3
2379,2011,tA3
2380,2024,tA3
2381,318,tA3
2382,2454,tA3
2383,1881,tA3
2384,3096,tA3
2385,580,tA3
2386,108,tA3
2387,2912,tA3
2388,2605,tA3
2389,1919,tA3
2390,2846,tA3
2391,780,tA3
2392,208,tA3
2393,1879,tA3
2394,1243,tA3
2395,786,tA3
2396,2932,tA3
2397,2451,tA3
2398,415,tA3
2399,840,tA3
2400,1964,tA3
2401,2472,tA3
2402,2909,tA3
2403,1834,tA3
2404,48,tA3
2405,2013,tA3
2406,1108,tA3
2407,2500,tA3
2408,1351,tA3
2409,2863,tA3
2410,2930,tA3
2411,505,tA3
2412,2311,tA3
2413,2037,tA3
2414,1745,tA3
2415,2163,tA3
2416,1225,tA3
2417,2176,tA3
2418,1920,tA3
2419,2964,tA3
2420,2915,tA3
2421,833,tA3
2422,1845,tA3
2423,480,tA3
2424,39,tA3
2425,3069,tA3
2426,2088,tA3
2427,978,tA3
2428,2508,tA3
2429,1163,tA3
2430,1035,tA3
2431,2259,tA3
2432,2635,tA3
2433,180,tA3
2434,3059,tA3
2435,2820,tA3
2436,2724,tA3
2437,1853,tA3
2438,1735,tA3
2439,58,tA3
2440,1935,tA3
2441,336,tA3
2442,559,tA3
2443,3027,tA3
2444,1471,tA3
2445,1241,tA3
2446,2191,tA3
2447,26,tA3
2448,22,tA3
2449,1868,tA3
2450,2201,tA3
2451,520,tA3
2452,2934,tA3
2453,1911,tA3
2454,2069,tA3
2455,2492,tA3
2456,2247,tA3
2457,405,tA3
2458,2280,tA3
2459,3041,tA3
2460,2670,tA3
2461,1460,tA3
2462,421,tA3
2463,1571,tA3
2464,3012,tA3
2465,2320,tA3
2466,1802,tA3
2467,2230,tA3
2468,2865,tA3
2469,697,tA3
2470,365,tA3
2471,1253,tA3
2472,1408,tA3
2473,2242,tA3
2474,2539,tA3
2475,335,tA3
2476,1128,tA3
2477,974,tA3
2478,666,tA3
2479,2596,tA3
2480,61,tA3
2481,2940,tA3
2482,906,tA3
2483,1465,tA3
2484,2157,tA3
2485,215,tA3
2486,3049,tA3
2487,374,tA3
2488,2170,tA3
2489,1870,tA3
2490,2227,tA3
2491,685,tA3
2492,706,tA3
2493,2204,tA3
2494,3098,tA3
2495,2465,tA3
2496,1804,tA3
2497,693,tA3
2498,2796,tA3
2499,1216,tA3
2500,2923,tA3
2501,2900,tA3
2502,1954,tA3
2503,1847,tA3
2504,2319,tA3
2505,2833,tA3
2506,1385,tA3
2507,2794,tA3
2508,1475,tA3
2509,2924,tA3
2510,2395,tA3
2511,2080,tA3
2512,1799,tA3
2513,155,tA3
2514,1733,tA3
2515,2725,tA3
2516,1875,tA3
2517,1800,tA3
2518,1794,tA3
2519,436,tA3
2520,2933,tA3
2521,2031,tA3
2522,1277,tA3
2523,357,tA3
2524,2041,tA3
2525,2999,tA3
2526,1775,tA3
2527,3085,tA3
2528,653,tA3
2529,2266,tA3
2530,223,tA3
2531,125,tA3
2532,2082,tA3
2533,345,tA3
2534,1974,tA3
2535,1405,tA3
2536,2816,tA3
2537,1779,tA3
2538,2468,tA3
2539,983,tA3
2540,2766,tA3
2541,2160,tA3
2542,935,tA3
2543,718,tA3
2544,2116,tA3
2545,25,tA3
2546,1942,tA3
2547,1189,tA3
2548,1589,tA3
2549,669,tA3
2550,3063,tA3
2551,2424,tA3
2552,2881,tA3
2553,1102,tA3
2554,2007,tA3
2555,303,tA3
2556,499,tA3
2557,2192,tA3
2558,2306,tA3
2559,1287,tA3
2560,2591,tA3
2561,2694,tA3
2562,2738,tA3
2563,1891,tA3
2564,174,tA3
2565,1160,tA3
2566,1275,tA3
2567,1821,tA3
2568,1032,tA3
2569,381,tA3
2570,1781,tA3
2571,1872,tA3
2572,504,tA3
2573,1052,tA3
2574,2312,tA3
2575,862,tA3
2576,484,tA3
2577,117,tA3
2578,1401,tA3
2579,661,tA3
2580,1145,tA3
2581,1346,tA3
2582,1544,tA3
2583,1231,tA3
2584,690,tA3
2585,1256,tA3
2586,752,tA3
2587,2016,tA3
2588,2148,tA3
2589,3022,tA3
2590,1298,tA3
2591,68,tA3
2592,1249,tA3
2593,1953,tA3
2594,2975,tA3
2595,2703,tA3
2596,209,tA3
2597,3070,tA3
2598,562,tA3
2599,1851,tA3
2600,2942,tA3
2601,2213,tA3
2602,2310,tA3
2603,2060,tA3
2604,64,tA3
2605,1294,tA3
2606,447,tA3
2607,2050,tA3
2608,2369,tA3
2609,1764,tA3
2610,1059,tA3
2611,2180,tA3
2612,1757,tA3
2613,409,tA3
2614,2223,tA3
2615,2229,tA3
2616,2663,tA3
2617,2426,tA3
2618,1937,tA3
2619,1234,tA3
2620,1404,tA3
2621,192,tA3
2622,750,tA3
2623,1731,tA3
2624,2304,tA3
2625,140,tA3
2626,1909,tA3
2627,2298,tA3
2628,1660,tA3
2629,2121,tA3
2630,2089,tA3
2631,2051,tA3
2632,1022,tA3
2633,2955,tA3
2634,1940,tA3
2635,2014,tA3
2636,1205,tA3
2637,1770,tA3
2638,1900,tA3
2639,932,tA3
2640,1820,tA3
2641,239,tA3
2642,2600,tA3
2643,1805,tA3
2644,1852,tA3
2645,2412,tA3
2646,1895,tA3
2647,2478,tA3
2648,1272,tA3
2649,2783,tA3
2650,2855,tA3
2651,1927,tA3
2652,1816,tA3
2653,99,tA3
2654,1336,tA3
2655,2218,tA3
2656,2784,tA3
2657,2093,tA3
2658,2986,tA3
2659,1506,tA3
2660,2723,tA3
2661,1723,tA3
2662,57,tA3
2663,5,tA3
2664,1938,tA3
2665,2081,tA3
2666,1411,tA3
2667,1,tA3
2668,1057,tA3
2669,1522,tA3
2670,1730,tA3
2671,2048,tA3
2672,2074,tA3
2673,2262,tA3
2674,1833,tA3
2675,3024,tA3
2676,1813,tA3
2677,2053,tA3
2678,2490,tA3
2679,2410,tA3
2680,2651,tA3
2681,1152,tA3
2682,2786,tA3
2683,2977,tA3
2684,2745,tA3
2685,1080,tA3
2686,422,tA3
2687,2998,tA3
2688,1136,tA3
2689,2754,tA3
2690,17,tA3
2691,1064,tA3
2692,2726,tA3
2693,2431,tA3
2694,1293,tA3
2695,2404,tA3
2696,2589,tA3
2697,2293,tA3
2698,2983,tA3
2699,1422,tA3
2700,1555,tA3
2701,1403,tA3
2702,235,tA3
2703,2802,tA3
2704,659,tA3
2705,250,tA3
2706,212,tA3
2707,1148,tA3
2708,1910,tA3
2709,2083,tA3
2710,2447,tA3
2711,2123,tA3
2712,378,tA3
2713,2439,tA3
2714,2819,tA3
2715,2416,tA3
2716,939,tA3
2717,1951,tA3
2718,1500,tA3
2719,1534,tA3
2720,2877,tA3
2721,1717,tA3
2722,16,tA3
2723,565,tA3
2724,2467,tA3
2725,1812,tA3
2726,1276,tA3
2727,2448,tA3
2728,71,tA3
2729,1016,tA3
2730,600,tA3
2731,550,tA3
2732,2664,tA3
2733,2622,tA3
2734,2179,tA3
2735,36,tA3
2736,2810,tA3
2737,1124,tA3
2738,593,tA3
2739,1182,tA3
2740,2171,tA3
2741,2012,tA3
2742,3021,tA3
2743,846,tA3
2744,2690,tA3
2745,1903,tA3
2746,3035,tA3
2747,2028,tA3
2748,2897,tA3
2749,3082,tA3
2750,632,tA3
2751,1420,tA3
2752,1129,tA3
2753,1725,tA3
2754,1211,tA3
2755,996,tA3
2756,2274,tA3
2757,2830,tA3
2758,2278,tA3
2759,2652,tA3
2760,678,tA3
2761,1880,tA3
2762,1156,tA3
2763,2271,tA3
2764,2421,tA3
2765,2526,tA3
2766,2195,tA3
2767,2396,tA3
2768,2676,tA3
2769,1732,tA3
2770,2628,tA3
2771,1630,tA3
2772,1259,tA3
2773,609,tA3
2774,2778,tA3
2775,1176,tA3
2776,2736,tA3
2777,1365,tA3
2778,445,tA3
2779,2139,tA3
2780,1823,tA3
2781,1716,tA3
2782,1130,tA3
2783,23,tA3
2784,598,tA3
2785,2516,tA3
2786,2496,tA3
2787,238,tA3
2788,696,tA3
2789,1889,tA3
2790,1137,tA3
2791,1887,tA3
2792,1898,tA3
2793,1848,tA3
2794,1767,tA3
2795,1110,tA3
2796,969,tA3
2797,2084,tA3
2798,100,tA3
2799,2137,tA3
2800,1065,tA3
2801,2107,tA3
2802,523,tA3
2803,2957,tA3
2804,1814,tA3
2805,80,tA3
2806,2722,tA3
2807,1305,tA3
2808,2215,tA3
2809,1811,tA3
2810,720,tA3
2811,322,tA3
2812,1803,tA3
2813,526,tA3
2814,2108,tA3
2815,3088,tA3
2816,576,tA3
2817,1806,tA3
2818,1049,tA3
2819,3016,tA3
2820,2525,tA3
2821,2885,tA3
2822,778,tA3
2823,1796,tA3
2824,2952,tA3
2825,699,tA3
2826,2015,tA3
2827,3055,tA3
2828,2456,tA3
2829,1284,tA3
2830,2055,tA3
2831,2254,tA3
2832,713,tA3
2833,2104,tA3
2834,1390,tA3
2835,426,tA3
2836,2785,tA3
2837,393,tA3
2838,2517,tA3
2839,2260,tA3
2840,2154,tA3
2841,494,tA3
2842,1227,tA3
2843,110,tA3
2844,1138,tA3
2845,3030,tA3
2846,1013,tA3
2847,162,tA3
2848,736,tA3
2849,11,tA3
2850,1311,tA3
2851,710,tA3
2852,3062,tA3
2853,620,tA3
2854,1443,tA3
2855,1209,tA3
2856,2739,tA3
2857,1010,tA3
2858,373,tA3
2859,1442,tA3
2860,1863,tA3
2861,1530,tA3
2862,650,tA3
2863,1912,tA3
2864,1941,tA3
2865,2243,tA3
2866,964,tA3
2867,2938,tA3
2868,1807,tA3
2869,3029,tA3
2870,1463,tA3
2871,2619,tA3
2872,2047,tA3
2873,2868,tA3
2874,1605,tA3
2875,2444,tA3
2876,2241,tA3
2877,204,tA3
2878,310,tA3
2879,2058,tA3
2880,363,tA3
2881,2158,tA3
2882,1123,tA3
2883,1314,tA3
2884,2133,tA3
2885,2017,tA3
2886,682,tA3
2887,352,tA3
2888,2045,tA3
2889,2295,tA3
2890,680,tA3
2891,825,tA3
2892,772,tA3
2893,1906,tA3
2894,392,tA3
2895,1740,tA3
2896,2858,tA3
2897,1529,tA3
2898,1933,tA3
2899,2928,tA3
2900,328,tA3
2901,473,tA3
2902,2166,tA3
2903,2420,tA3
2904,2901,tA3
2905,1464,tA3
2906,2035,tA3
2907,1886,tA3
2908,2270,tA3
2909,259,tA3
2910,128,tA3
2911,2889,tA3
2912,1947,tA3
2913,2561,tA3
2914,2063,tA3
2915,1127,tA3
2916,2993,tA3
2917,2765,tA3
2918,3104,tA3
2919,3061,tA3
2920,1461,tA3
2921,2943,tA3
2922,552,tA3
2923,2026,tA3
2924,2023,tA3
2925,2418,tA3
2926,3051,tA3
2927,466,tA3
2928,1226,tA3
2929,2538,tA3
2930,2141,tA3
2931,85,tA3
2932,2730,tA3
2933,1285,tA3
2934,495,tA3
2935,62,tA3
2936,1310,tA3
2937,2178,tA3
2938,2405,tA3
2939,2269,tA3
2940,2077,tA3
2941,2483,tA3
2942,2009,tA3
2943,2719,tA3
2944,3072,tA3
2945,2876,tA3
2946,129,tA3
2947,1273,tA3
2948,1150,tA3
2949,1926,tA3
2950,1855,tA3
2951,2968,tA3
2952,160,tA3
2953,707,tA3
2954,2252,tA3
2955,2875,tA3
2956,2118,tA3
2957,2071,tA3
2958,1783,tA3
2959,1831,tA3
