#1. Arc ID,2. Arc first node,3. Arc second node,4. Arc capacity,5. Arc Length
A0001,N01001,N01021,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,45.88955411190415
A0002,N01001,N01047,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,52.01226660862895
A0003,N01001,N01051,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,25.306112012297657
A0004,N01001,N01085,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,39.0074207809283
A0005,N01001,N01101,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,29.1732741132383
A0006,N01003,N01025,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,126.83339654944864
A0007,N01003,N01053,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,75.91006345588504
A0008,N01003,N01097,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,42.578719596519086
A0009,N01003,N01099,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,112.76362409099818
A0010,N01003,N01129,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,105.25886914365684
A0011,N01003,N12033,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,46.4957404032525
A0012,N01005,N01011,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,48.15122283800835
A0013,N01005,N01045,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,59.93327680407093
A0014,N01005,N01067,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,41.530063148110884
A0015,N01005,N01109,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,61.006726108358386
A0016,N01005,N01113,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,67.2236152421497
A0017,N01005,N13061,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,35.51318151690233
A0018,N01005,N13239,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,21.03367388993222
A0019,N01005,N13259,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,56.69925820507078
A0020,N01007,N01021,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,44.87798746379263
A0021,N01007,N01065,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,53.26091330653006
A0022,N01007,N01073,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,61.47814579210199
A0023,N01007,N01105,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,53.99464087893706
A0024,N01007,N01117,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,46.58997738602183
A0025,N01007,N01125,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,40.702389197216945
A0026,N01009,N01043,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,31.82261921636299
A0027,N01009,N01055,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,52.35502613137479
A0028,N01009,N01073,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,52.387760744939854
A0029,N01009,N01095,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,48.12330422480418
A0030,N01009,N01115,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,38.141721089126634
A0031,N01009,N01127,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,61.8297839769824
A0032,N01011,N01087,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,34.64690288202749
A0033,N01011,N01101,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,55.867755850115614
A0034,N01011,N01109,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,43.089101754856614
A0035,N01011,N01113,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,69.00513871855051
A0036,N01013,N01035,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,51.35749511076657
A0037,N01013,N01039,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,59.02105769504208
A0038,N01013,N01041,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,33.583243854259266
A0039,N01013,N01085,1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9|1E9,43.0690612782596
