0,0.01075,0.02675,0.05825,0.117,0.208,0.32125,0.41975,0.48325,0.515,0.53025,0.53925,0.54525,0.5495,0.55425,0.55625,0.55725,0.5585,0.559,0.5575,0.55225,0.54725,0.5435,0.5375,0.534
0,0.01025,0.0295,0.06325,0.12225,0.212,0.3195,0.417,0.47575,0.50725,0.52125,0.53025,0.5335,0.5345,0.5365,0.53525,0.533,0.5285,0.524,0.5185,0.515,0.51325,0.51075,0.5095,0.51275
0,0.0155,0.03375,0.06625,0.1235,0.20975,0.31975,0.41575,0.47575,0.51,0.526,0.5355,0.541,0.543,0.5455,0.54475,0.5415,0.535,0.52825,0.52175,0.519,0.516,0.51475,0.51425,0.5145
0,0.0185,0.03575,0.071,0.1325,0.2245,0.332,0.42875,0.48875,0.524,0.54075,0.55025,0.555,0.55775,0.56,0.5585,0.55425,0.5505,0.54825,0.543,0.53975,0.5355,0.5315,0.528,0.52425
0,0.02425,0.0545,0.113,0.2085,0.3335,0.444,0.51175,0.5425,0.553,0.5555,0.556,0.556,0.5555,0.5585,0.55475,0.55375,0.5535,0.5545,0.55475,0.55525,0.5555,0.5555,0.55475,0.55425
0,0.01825,0.03775,0.0705,0.129,0.22625,0.35175,0.46325,0.52625,0.56425,0.584,0.59075,0.5885,0.5845,0.58325,0.57225,0.567,0.56075,0.554,0.54825,0.54275,0.5385,0.53625,0.53325,0.53025
0,0.01,0.02275,0.04325,0.0785,0.1465,0.252,0.3725,0.46425,0.51025,0.53875,0.5475,0.54375,0.5355,0.531,0.52475,0.52775,0.5235,0.51875,0.51325,0.5095,0.50525,0.5025,0.5,0.4985
0,0.0235,0.04975,0.09625,0.17375,0.28975,0.41525,0.49925,0.5405,0.56525,0.57325,0.575,0.574,0.56675,0.55775,0.5465,0.54275,0.5405,0.53625,0.52825,0.52475,0.524,0.52425,0.52825,0.53325
0,0.022,0.05125,0.1065,0.19875,0.32575,0.44175,0.5145,0.55475,0.57775,0.58675,0.59275,0.5955,0.5995,0.60525,0.59975,0.597,0.591,0.58425,0.575,0.565,0.5555,0.548,0.54225,0.53875
0,0.031,0.0675,0.13,0.2295,0.35575,0.4645,0.526,0.54725,0.55175,0.5465,0.544,0.53875,0.53725,0.543,0.54025,0.54,0.53975,0.543,0.54175,0.54275,0.54325,0.5415,0.5405,0.539
0,0.03925,0.08125,0.1405,0.244,0.39775,0.54975,0.6495,0.69525,0.705,0.71,0.71475,0.72225,0.727,0.72975,0.73325,0.73325,0.73175,0.73175,0.731,0.729,0.727,0.72325,0.71925,0.7135
0,0.03375,0.072,0.12175,0.21325,0.36475,0.5495,0.6825,0.70925,0.7085,0.70775,0.707,0.7065,0.70275,0.69125,0.67175,0.6775,0.681,0.685,0.688,0.68925,0.6875,0.6855,0.683,0.68175
0,0.03975,0.09475,0.179,0.31925,0.49075,0.61475,0.6815,0.68925,0.691,0.692,0.6945,0.6985,0.702,0.7065,0.7095,0.71225,0.7145,0.71625,0.7165,0.71675,0.71575,0.71475,0.7125,0.70925
0,0.04525,0.09225,0.16,0.27925,0.439,0.58275,0.653,0.6655,0.67375,0.6785,0.68475,0.69175,0.697,0.701,0.70175,0.70325,0.703,0.7035,0.703,0.70075,0.69775,0.691,0.67675,0.6675
0,0.05475,0.10375,0.17425,0.2945,0.464,0.62,0.70175,0.74975,0.779,0.799,0.8105,0.81325,0.812,0.8105,0.8085,0.8065,0.80475,0.80275,0.80025,0.7975,0.79375,0.789,0.78275,0.77675
0,0.0405,0.088,0.158,0.27775,0.43975,0.5865,0.668,0.6855,0.69575,0.70075,0.706,0.71275,0.71825,0.7255,0.72725,0.72925,0.72925,0.73,0.729,0.72375,0.72125,0.718,0.71425,0.71
0,0.04,0.08825,0.1615,0.29275,0.46425,0.62075,0.6855,0.698,0.6985,0.695,0.6935,0.695,0.69675,0.7035,0.7015,0.702,0.7015,0.698,0.697,0.6925,0.69125,0.687,0.6815,0.6755
0,0.04975,0.11125,0.204,0.3545,0.52575,0.646,0.7115,0.7185,0.721,0.7235,0.727,0.7305,0.734,0.74025,0.739,0.74,0.741,0.742,0.742,0.74175,0.74075,0.73975,0.7375,0.7345
0,0.0535,0.119,0.2235,0.386,0.55125,0.65,0.71375,0.761,0.773,0.7805,0.78325,0.7845,0.7845,0.7875,0.7825,0.7815,0.77925,0.7765,0.77275,0.76775,0.7625,0.75575,0.74725,0.73825
0,0.052,0.12425,0.24225,0.42275,0.60175,0.705,0.75575,0.786,0.80825,0.81925,0.81775,0.817,0.81575,0.81775,0.813,0.81225,0.8105,0.80925,0.80775,0.8055,0.80325,0.8,0.79625,0.792
