0,0.0255,0.07,0.14525,0.259,0.39275,0.49875,0.55675,0.58125,0.59025,0.59425,0.59725,0.59825,0.59925,0.60125,0.60175,0.6045,0.605,0.606,0.606,0.60425,0.60175,0.5965,0.594
0,0.02675,0.07075,0.13775,0.23025,0.3465,0.44975,0.50825,0.531,0.5415,0.5455,0.54725,0.5465,0.54475,0.5415,0.538,0.53625,0.53175,0.5295,0.5265,0.523,0.51825,0.515,0.514
0,0.0195,0.05175,0.10825,0.19575,0.3165,0.43925,0.52025,0.55975,0.5795,0.58775,0.593,0.59525,0.59625,0.59575,0.59,0.5805,0.5735,0.5685,0.5665,0.56475,0.55925,0.5545,0.55675
0,0.0145,0.03775,0.08175,0.15175,0.2525,0.37125,0.473,0.535,0.56975,0.587,0.59875,0.60325,0.6105,0.61175,0.61225,0.61075,0.60475,0.6005,0.5975,0.59275,0.5875,0.582,0.57625
0,0.0215,0.06375,0.14125,0.262,0.3975,0.502,0.55675,0.575,0.579,0.5785,0.579,0.57875,0.57925,0.57925,0.58,0.58075,0.5805,0.58075,0.57925,0.579,0.579,0.5775,0.5765
0,0.01125,0.02625,0.053,0.0965,0.16575,0.266,0.37725,0.462,0.51925,0.557,0.5805,0.58475,0.58225,0.58225,0.57975,0.577,0.57075,0.56425,0.55575,0.54975,0.54275,0.535,0.53125
0,0.0045,0.02,0.046,0.08625,0.15,0.24425,0.3575,0.44625,0.49675,0.538,0.55375,0.5535,0.548,0.542,0.541,0.53625,0.532,0.52575,0.51825,0.51375,0.50875,0.505,0.50275
0,0.01125,0.02075,0.0375,0.06875,0.1235,0.20875,0.3205,0.43025,0.5,0.5415,0.571,0.5835,0.5875,0.583,0.576,0.566,0.558,0.55025,0.54625,0.543,0.53625,0.53325,0.527
0,0.01225,0.028,0.058,0.106,0.1775,0.27,0.36925,0.44125,0.49575,0.5415,0.577,0.599,0.61475,0.61925,0.62475,0.6215,0.6165,0.611,0.60575,0.59575,0.58275,0.57575,0.5635
0,0.01425,0.03475,0.0795,0.15775,0.26725,0.38525,0.47525,0.5225,0.5365,0.53875,0.54475,0.5505,0.555,0.556,0.55775,0.55675,0.558,0.55675,0.55975,0.55825,0.55425,0.55025,0.54425
0,0.06525,0.14325,0.26,0.4235,0.5885,0.6915,0.75725,0.7735,0.77325,0.7755,0.78,0.78375,0.7865,0.79,0.7905,0.7915,0.79075,0.79075,0.78875,0.78825,0.784,0.78025,0.77425
0,0.04725,0.10875,0.205,0.36025,0.55275,0.71325,0.787,0.77625,0.77,0.76675,0.76425,0.7615,0.758,0.75575,0.75275,0.7475,0.74175,0.7355,0.72525,0.7185,0.71325,0.70975,0.706
0,0.05875,0.13925,0.25575,0.416,0.5775,0.6765,0.73825,0.75625,0.75275,0.752,0.75425,0.75725,0.7605,0.76375,0.76625,0.76875,0.76975,0.771,0.7715,0.771,0.76975,0.7675,0.764
0,0.04825,0.0985,0.17325,0.2965,0.4665,0.6295,0.7005,0.714,0.718,0.72,0.72275,0.725,0.72575,0.72425,0.7215,0.7185,0.7165,0.71525,0.714,0.71175,0.7085,0.70525,0.7005
0,0.05325,0.12175,0.22625,0.38725,0.5715,0.693,0.74575,0.77925,0.80425,0.82175,0.83425,0.83825,0.84025,0.839,0.83825,0.83775,0.83675,0.83625,0.83525,0.83425,0.832,0.83,0.82675
0,0.04325,0.095,0.16475,0.27425,0.43225,0.59425,0.689,0.7115,0.7145,0.712,0.7125,0.71425,0.71875,0.72175,0.72475,0.727,0.72875,0.731,0.7315,0.731,0.72975,0.728,0.72525
0,0.03525,0.08725,0.161,0.275,0.43225,0.587,0.674,0.69975,0.70025,0.6965,0.692,0.69075,0.69175,0.693,0.69525,0.6955,0.697,0.697,0.69675,0.695,0.6915,0.68625,0.68025
0,0.04675,0.10625,0.189,0.31075,0.47175,0.61825,0.7125,0.735,0.73475,0.73425,0.7365,0.73925,0.743,0.7465,0.7495,0.75225,0.7545,0.7565,0.75725,0.758,0.7575,0.7565,0.75525
0,0.031,0.0655,0.10575,0.17175,0.28525,0.45575,0.65075,0.7435,0.75575,0.75125,0.74675,0.744,0.74275,0.7415,0.7415,0.74025,0.7395,0.73975,0.74,0.73975,0.73975,0.74,0.74
0,0.0455,0.10075,0.1785,0.29325,0.458,0.62875,0.7385,0.79875,0.8285,0.83875,0.83725,0.83525,0.8335,0.83225,0.831,0.82975,0.829,0.82875,0.82825,0.82675,0.8255,0.82275,0.821
