B,V,B,U,B,T,B,O
B,U,B,T,B,O
B,V,B,T,B,O
B,V,B,U,B,O
B,V,B,U,B,T
F,P,B,V,B,U,B,T,B,O
F,P,B,U,B,T,B,O
F,P,B,V,B,T,B,O
F,P,B,V,B,U,B,O
F,P,B,V,B,U,B,T
E,L,B,V,B,U,B,T,B,O
E,L,B,U,B,T,B,O
E,L,B,V,B,T,B,O
E,L,B,V,B,U,B,O
E,L,B,V,B,U,B,T
F,P,E,L,B,V,B,U,B,T,B,O
F,P,E,L,B,U,B,T,B,O
F,P,E,L,B,V,B,T,B,O
F,P,E,L,B,V,B,U,B,O
F,P,E,L,B,V,B,U,B,T
