0.01375,0,0.00925,0.02675,0.0625,0.13,0.23725,0.3665,0.47575,0.53975,0.576,0.591,0.594,0.5925,0.59075,0.5885,0.58475,0.5815,0.578,0.5745,0.57225,0.57025,0.56875,0.5675,0.565
0.00975,0,0.0095,0.027,0.0645,0.1335,0.2415,0.3705,0.47025,0.52825,0.55475,0.5605,0.56125,0.5585,0.556,0.55425,0.5535,0.5535,0.5525,0.55125,0.54925,0.548,0.54625,0.5455,0.544
0.00675,0,0.01,0.02775,0.06625,0.13675,0.246,0.37775,0.47875,0.5335,0.569,0.5845,0.588,0.583,0.57425,0.563,0.55,0.537,0.5265,0.518,0.51375,0.512,0.5105,0.51,0.50925
0.00325,0,0.01375,0.03775,0.087,0.1705,0.28625,0.404,0.481,0.52775,0.557,0.56625,0.5655,0.561,0.55575,0.5505,0.5465,0.541,0.5375,0.534,0.53225,0.53,0.52775,0.52775,0.5265
0.00275,0,0.01225,0.03475,0.08125,0.164,0.28725,0.416,0.5065,0.553,0.567,0.56875,0.568,0.566,0.564,0.5605,0.55775,0.556,0.55425,0.55175,0.55,0.54825,0.54675,0.5445,0.54275
0,0.0025,0.0115,0.0285,0.0655,0.1315,0.23475,0.3615,0.45875,0.52225,0.5625,0.58025,0.579,0.568,0.55225,0.53825,0.52675,0.5195,0.5155,0.512,0.509,0.5045,0.5065,0.511,0.51475
0,0.001,0.0095,0.0245,0.05825,0.11925,0.21675,0.34175,0.4455,0.514,0.5605,0.58125,0.58125,0.5665,0.549,0.52975,0.515,0.50575,0.50275,0.4975,0.49375,0.50475,0.51825,0.52775,0.53075
0.00225,0,0.00625,0.018,0.04475,0.09425,0.18075,0.30275,0.4295,0.5075,0.56025,0.588,0.596,0.592,0.5795,0.5645,0.54925,0.535,0.5225,0.51325,0.5055,0.5015,0.5005,0.4995,0.5025
0.00275,0,0.004,0.011,0.02575,0.055,0.106,0.188,0.303,0.41175,0.47625,0.5255,0.5705,0.60125,0.62125,0.63125,0.633,0.6265,0.61825,0.60825,0.5985,0.58825,0.57575,0.56525,0.5535
0.0025,0,0.00425,0.012,0.02875,0.06125,0.1195,0.217,0.345,0.462,0.53925,0.56925,0.56925,0.55625,0.54175,0.53,0.52175,0.5145,0.51075,0.50725,0.50575,0.504,0.501,0.50075,0.49875
0.01025,0,0.00725,0.01975,0.04725,0.10275,0.2055,0.3745,0.573,0.71675,0.779,0.78475,0.78875,0.79175,0.79425,0.796,0.79525,0.7895,0.7885,0.785,0.77825,0.77625,0.77425,0.7725,0.77025
0.0095,0,0.00575,0.01775,0.043,0.0945,0.19225,0.35975,0.57625,0.73825,0.8075,0.80975,0.81225,0.81175,0.8085,0.8045,0.79925,0.79425,0.7885,0.78175,0.77175,0.76475,0.7575,0.74775,0.7385
0.009,0,0.0065,0.018,0.04225,0.09425,0.192,0.36375,0.583,0.723,0.77,0.786,0.78175,0.77575,0.74625,0.7325,0.7345,0.739,0.744,0.74975,0.7565,0.763,0.76875,0.7745,0.77875
0.00525,0,0.00725,0.02075,0.04875,0.106,0.209,0.374,0.5625,0.68375,0.7245,0.7365,0.7405,0.7465,0.75225,0.75175,0.752,0.75325,0.75175,0.745,0.74275,0.74025,0.7395,0.739,0.735
0.002,0,0.0065,0.02,0.04825,0.105,0.213,0.39525,0.6115,0.746,0.8085,0.84675,0.87425,0.89275,0.9,0.90125,0.898,0.894,0.8895,0.88475,0.87975,0.87475,0.8695,0.8635,0.85675
0,0.002,0.009,0.021,0.04675,0.09675,0.18675,0.32975,0.5,0.62225,0.70975,0.72675,0.716,0.7075,0.70375,0.7025,0.6975,0.701,0.70325,0.708,0.71225,0.71525,0.71875,0.71725,0.718
0,0.00125,0.007,0.0165,0.03675,0.0785,0.155,0.2855,0.47275,0.62425,0.72725,0.767,0.746,0.73,0.722,0.711,0.69775,0.69125,0.69975,0.702,0.71075,0.716,0.71675,0.715,0.71275
0,0.00075,0.006,0.01575,0.03575,0.07625,0.15275,0.29325,0.49675,0.673,0.757,0.754,0.7445,0.7345,0.7315,0.7265,0.7235,0.72925,0.71125,0.71425,0.72675,0.735,0.74125,0.745,0.7475
0.001,0,0.004,0.01025,0.02325,0.048,0.0945,0.185,0.34625,0.5665,0.72275,0.79325,0.80125,0.80625,0.8105,0.814,0.8145,0.81575,0.8155,0.8155,0.814,0.81225,0.81175,0.81025,0.80625
0.001,0,0.00375,0.01075,0.02575,0.055,0.11075,0.22075,0.4115,0.6505,0.835,0.875,0.8515,0.842,0.83675,0.834,0.8315,0.82925,0.827,0.82575,0.8235,0.8195,0.81625,0.81225,0.80925
