,date,secchi_m,chla,TP,Perception
0,2015-06-02,3.0,,,1.0
1,2015-07-07,2.7,,,1.0
2,2015-08-08,1.8,,,2.0
3,2015-08-27,2.7,,,1.0
4,2016-06-08,2.1,,,2.0
5,2016-06-16,,7.88,24.2,
6,2016-07-18,2.4,,,2.0
7,2016-08-10,2.4,,,2.0
8,2016-08-29,,4.79,22.7,
9,2017-06-19,1.8,5.99,24.8,
10,2017-06-19,1.8,,,2.0
11,2017-07-28,2.1,7.9,21.6,2.0
12,2017-08-17,2.7,,,3.0
13,2017-08-29,2.1,4.17,17.6,2.0
14,2018-05-23,3.3,,,1.0
15,2018-06-22,2.1,,,2.0
16,2018-07-23,2.0,,,2.0
17,2018-08-25,2.1,,,2.0
18,2018-08-25,2.1,3.61,14.8,
19,2018-09-26,3.2,,,1.0
20,2019-04-18,2.6,3.09,14.1,
21,2019-05-26,3.6,,14.8,
22,2019-05-26,3.6,,,1.0
23,2019-06-23,2.7,5.81,13.1,
24,2019-06-23,2.7,,,2.0
25,2019-07-11,3.0,2.26,12.7,
26,2019-07-22,2.3,3.35,14.5,
27,2019-07-22,2.3,,,2.0
28,2019-08-25,2.0,10.4,16.7,
29,2019-08-25,2.0,,,2.0
30,2019-10-30,3.4,,11.7,
31,2020-02-04,2.5,,,
32,2020-05-20,3.3,,,1.0
33,2020-06-23,2.6,,,2.0
34,2020-07-21,,22.9,20,
35,2020-07-22,2.0,,,3.0
36,2020-08-24,2.1,,,3.0
37,2020-08-24,,8.07,22.9,
