0.0021167,0,0.0022333,0.0083167,0.01285,0.020833,0.030817,0.0431,0.06005,0.081883,0.1045,0.1269,0.14877,0.17198,0.1938,0.22077,0.26563,0.2942,0.32688,0.35503,0.37962,0.4051,0.43053,0.45657,0.47848,0.50115,0.52307,0.54267,0.55922,0.57005,0.57498,0.57603,0.57642,0.57367,0.56877,0.5606,0.55103,0.5424,0.53407,0.52937,0.52083,0.5165,0.51038,0.50397,0.4975,0.49273
0,0.02645,0.067675,0.13025,0.19245,0.24668,0.30108,0.34908,0.40465,0.45003,0.5074,0.5698,0.618,0.6484,0.69063,0.71935,0.73818,0.75147,0.765,0.76618,0.7604,0.76118,0.7601,0.7652,0.75835,0.75378,0.75095,0.75077,0.75718,0.7569,0.75327,0.75758,0.76065,0.76118,0.7647,0.765,0.76718,0.76998,0.76935,0.77135,0.77595,0.7804,0.77798,0.78,0.77868,0.78208
0,0.0136,0.035775,0.06015,0.093875,0.13262,0.17927,0.23118,0.3157,0.41232,0.51392,0.63955,0.6961,0.7671,0.83223,0.9098,0.95235,0.98172,1.0103,1.0255,1.0302,1.0369,1.0339,1.0391,1.0431,1.0371,1.0483,1.0478,1.052,1.053,1.0477,1.0542,1.0515,1.0512,1.0547,1.0525,1.056,1.0556,1.0522,1.0554,1.0606,1.0595,1.0573,1.0487,1.0516,1.0496
0.00582,0.0003,0,0.00224,0.0049,0.0098,0.01408,0.01812,0.0233,0.02892,0.0351,0.0409,0.04748,0.05446,0.06154,0.06766,0.07406,0.08034,0.08712,0.09458,0.1022,0.11394,0.12898,0.14396,0.15098,0.15106,0.15624,0.15848,0.15776,0.15908,0.15888,0.16174,0.15894,0.1597,0.16374,0.15948,0.15844,0.16154,0.15808,0.15976,0.16106,0.16242,0.1625,0.16132,0.15674,0.15664
0,0.03805,0.0814,0.14273,0.20448,0.271,0.33497,0.37352,0.40602,0.4369,0.48798,0.52212,0.57195,0.62282,0.65617,0.6967,0.73822,0.7643,0.79557,0.81415,0.83918,0.84817,0.86882,0.87892,0.89945,0.89707,0.9174,0.92087,0.9224,0.93213,0.93267,0.94342,0.94225,0.95115,0.94635,0.94518,0.94252,0.94627,0.95003,0.94812,0.9497,0.96022,0.9558,0.95,0.95083,0.95328
0,0.00815,0.031075,0.0673,0.10638,0.14918,0.19343,0.25265,0.29498,0.36053,0.44653,0.51598,0.5609,0.60228,0.66995,0.7255,0.77505,0.7936,0.80883,0.83432,0.8549,0.8761,0.89258,0.90593,0.90798,0.9079,0.91235,0.90433,0.90775,0.90098,0.89835,0.8991,0.8971,0.89618,0.89838,0.8946,0.8919,0.89,0.89243,0.88872,0.88725,0.88685,0.88203,0.8733,0.86888,0.8629
0.00338,0.00074,0,0.00224,0.00416,0.00976,0.01316,0.01788,0.02268,0.02876,0.0349,0.03958,0.04648,0.05374,0.06136,0.06932,0.07784,0.0854,0.09282,0.09498,0.09706,0.10734,0.1185,0.13038,0.13876,0.14698,0.15936,0.1634,0.16812,0.1724,0.17428,0.17688,0.17484,0.17616,0.18038,0.17594,0.1751,0.1784,0.17522,0.17676,0.17782,0.17828,0.1777,0.17672,0.17524,0.17582
0.0052667,0.00045,0,0.0017667,0.0033667,0.0081667,0.012,0.017167,0.022217,0.028033,0.034367,0.039983,0.046917,0.0552,0.062167,0.071667,0.081567,0.090733,0.0975,0.0975,0.1023,0.11277,0.12393,0.13915,0.14962,0.15433,0.16033,0.16383,0.16563,0.16777,0.16533,0.16868,0.16775,0.17037,0.17538,0.17235,0.17227,0.17598,0.17278,0.1763,0.17637,0.17827,0.17863,0.17862,0.17707,0.17672
0.007,0.00114,0,0.00246,0.00356,0.00842,0.01394,0.01982,0.02728,0.03578,0.04512,0.0558,0.06802,0.08,0.09066,0.10072,0.1088,0.12034,0.1339,0.1565,0.17246,0.19274,0.20394,0.22012,0.22846,0.23434,0.24418,0.25134,0.2579,0.263,0.26404,0.2654,0.26558,0.26368,0.26642,0.26404,0.26312,0.26512,0.26554,0.2645,0.26448,0.26584,0.2651,0.2645,0.26374,0.26324
0,0.0082167,0.022183,0.03535,0.046217,0.06285,0.08525,0.11008,0.13745,0.16527,0.19408,0.22642,0.2626,0.30133,0.34408,0.38623,0.43802,0.49555,0.57183,0.62748,0.6914,0.74067,0.79068,0.83272,0.86647,0.89767,0.92238,0.93637,0.94732,0.95403,0.95575,0.95785,0.95263,0.94937,0.9464,0.93458,0.92648,0.92303,0.91278,0.90657,0.90055,0.897,0.89165,0.88055,0.87503,0.86898
0.0095,0.0046333,0,0.0005,0.0006,0.00295,0.0049333,0.00765,0.010833,0.014367,0.018867,0.022483,0.02845,0.03235,0.038183,0.042983,0.051117,0.057417,0.0658,0.071067,0.07255,0.0765,0.08325,0.096383,0.10355,0.11418,0.12223,0.12723,0.13065,0.13653,0.13688,0.14038,0.13738,0.1386,0.1441,0.14035,0.14133,0.14458,0.14078,0.14048,0.14133,0.14328,0.14325,0.14243,0.14162,0.14203
0,0.0106,0.03145,0.06265,0.0995,0.14005,0.18227,0.21242,0.25935,0.29273,0.34057,0.36617,0.42475,0.45517,0.48793,0.52465,0.54515,0.56247,0.5789,0.58745,0.58255,0.58957,0.58968,0.5933,0.59077,0.58805,0.59115,0.58815,0.58932,0.5832,0.5812,0.5855,0.58375,0.57858,0.58215,0.57827,0.5829,0.58458,0.57773,0.57665,0.5789,0.5811,0.57908,0.57625,0.5776,0.5784
0,0.00195,0.021675,0.04805,0.096625,0.1483,0.20787,0.27515,0.36408,0.4358,0.53825,0.62275,0.66783,0.71525,0.7729,0.82173,0.8647,0.89473,0.9268,0.93695,0.95678,0.96663,0.97735,0.97992,0.97967,0.98143,0.98957,0.98288,0.98373,0.98333,0.9852,0.99028,0.98755,0.99118,0.9999,0.996,0.99045,0.9926,0.99147,0.99605,0.99823,1.0009,1.0021,0.99925,0.99885,1.0069
0.00295,0.00071667,0,0.0011833,0.0049,0.011717,0.016883,0.0264,0.0353,0.0462,0.06255,0.079367,0.1026,0.123,0.15885,0.2027,0.25575,0.30728,0.36957,0.41963,0.47515,0.53168,0.5719,0.58965,0.58973,0.58407,0.58115,0.57735,0.57113,0.56382,0.55753,0.5536,0.54883,0.5413,0.5365,0.52918,0.52462,0.52163,0.51657,0.51682,0.5159,0.51537,0.51363,0.51618,0.51672,0.51322
