0,15.417,26,39.542,49.944,62.417,NaN
0,14.889,25.613,38.783,49.104,63.054,NaN
0,13.667,25.028,38,49.389,60.956,71.15
0,13.361,24.194,36.75,48.55,60.056,72
0,13.833,24.511,38.217,47.972,61.878,NaN
0,13.833,24.654,38.533,48.438,61.325,NaN
0,13.667,24.361,36.583,48.611,59.889,72
0,13.667,24.542,36.583,49.167,59.333,72
0,13.361,24.146,36.75,48.288,60.292,72
0,13.667,24.361,36.583,48.611,59.889,72
0,13.125,23.833,35.542,47.772,60.5,72
0,15.958,26.317,39.633,49.7,63.572,NaN
0,14.625,25.507,38.879,49.25,62.377,NaN
0,13.833,24.654,38.533,48.438,61.325,NaN
0,12.778,23.896,36.811,47.938,60.658,NaN
0,11.708,23.183,35.542,47.55,59.833,NaN
0,15.933,24.528,36.458,49.106,61.472,72
0,12.083,23.35,34,47.944,59,72
0,13.5,24,34,48,60,72
0,13.5,24,34,48,60,72
0,13.5,24,34,48,60,72
0,15.38,26.464,39.66,49.475,63.508,NaN
0,14.65,25.84,39.275,48.867,62.66,NaN
0,14.53,25.561,39.093,48.611,62.661,NaN
0,14.65,25.84,39.275,48.867,62.66,NaN
0,14.208,25.344,38.092,49.144,62.111,71.15
0,13.833,24.511,38.217,47.972,61.878,NaN
0,13.906,24.425,38.267,47.812,62.075,NaN
0,13.4,23.889,37.725,47.383,61.722,NaN
0,13.125,24.5,36.958,48.55,61.567,71.15
0,13.57,25.778,38.75,48.9,61.847,NaN
0,14.53,25.561,39.093,48.611,62.661,NaN
0,15,25.623,39.567,49.333,62.36,NaN
0,13.667,25.028,38,49.389,60.956,71.15
0,12.958,25.007,38.108,48.417,61.31,NaN
0,13.544,24.188,38.206,47.996,61.208,NaN
0,13.544,24.188,38.206,47.996,61.208,NaN
0,13.292,24.194,38.125,48.217,60.722,NaN
0,14.65,25.84,39.275,48.867,62.66,NaN
0,15,25.623,39.567,49.333,62.36,NaN
0,13.667,24.361,36.583,48.611,59.889,72
0,13.361,24.146,36.75,48.288,60.292,72
0,13.292,24.194,38.125,48.217,60.722,NaN
0,16.1,24.889,39.042,49.55,61.694,NaN
0,13.361,24.146,36.75,48.288,60.292,72
0,15.389,26.344,39.7,49.778,63.711,NaN
0,14.208,25.344,38.092,49.144,62.111,71.15
0,12.778,23.896,36.811,47.938,60.658,NaN
0,13.096,23.95,37.2,47.817,61.06,NaN
0,13.4,23.889,37.725,47.383,61.722,NaN
0,13.125,24.5,36.958,48.55,61.567,71.15
0,14.375,25.039,39.258,48.811,61.267,NaN
0,13.292,24.194,38.125,48.217,60.722,NaN
0,14.208,25.344,38.092,49.144,62.111,71.15
0,13.292,24.194,38.125,48.217,60.722,NaN
0,13.667,25.028,38,49.389,60.956,71.15
0,13.5,24,34,48,60,72
0,13.667,24.361,36.583,48.611,59.889,72
0,13.667,24.361,36.583,48.611,59.889,72
0,13.667,24.361,36.583,48.611,59.889,72
0,13.833,24.542,39.167,48.667,60.333,NaN
0,13.5,24,34,48,60,72
0,13.125,23.833,35.542,47.772,60.5,72
0,16.1,24.889,39.042,49.55,61.694,NaN
0,13.5,24,34,48,60,72
0,13.5,24,34,48,60,72
