0,0.0033333,0.012483,0.020917,0.031,0.044283,0.05885,0.07765,0.10202,0.13102,0.15783,0.1889,0.21692,0.25465,0.29622,0.33218,0.37237,0.39877,0.42447,0.45583,0.48037,0.5079,0.53383,0.55652,0.57705,0.59632,0.61008,0.61838,0.61948,0.61908,0.61328,0.6068,0.59597,0.58087,0.56752,0.55875,0.55122,0.54445,0.53467,0.52963,0.5195,0.51585,0.507,0.50267,0.49528,0.49077,0.48543,0.4797,0.47408,0.46632,0.46138,0.45268,0.44642,0.43912,0.43167,0.4232,0.41427,0.40657,0.39902,0.38963,0.38128,0.36712,0.3611,0.35473,0.34777,0.34088,0.33392,0.32838,0.32168,0.31562,0.31132
0,0.0218,0.059625,0.10828,0.16597,0.22262,0.27438,0.32878,0.38282,0.44378,0.50835,0.57825,0.61177,0.66278,0.69683,0.74035,0.76202,0.78567,0.80198,0.81323,0.81815,0.8247,0.82583,0.82605,0.82428,0.82757,0.83205,0.8342,0.83847,0.8377,0.8373,0.8377,0.83895,0.84335,0.84325,0.84765,0.8462,0.84892,0.85025,0.85633,0.85627,0.85847,0.85875,0.862,0.8437,0.84905,0.85197,0.85158,0.8514,0.85587,0.85498,0.85948,0.8622,0.86337,0.86322,0.86753,0.86872,0.86863,0.8682,0.87,0.87038,0.87157,0.8713,0.87665,0.87265,0.873,0.87312,0.8738,0.87575,0.87555,0.87507
0,0.03485,0.062425,0.09965,0.1496,0.1981,0.26455,0.3378,0.39042,0.4806,0.56668,0.64295,0.72712,0.77115,0.83005,0.86825,0.91455,0.9452,0.97123,0.97777,0.98457,0.99442,0.99232,0.99535,0.99775,0.99807,0.99517,0.99812,0.99892,1.0041,1.0043,1.0012,1.0054,1.0108,1.0073,1.0104,1.0125,1.013,1.0109,1.0151,1.0172,1.0169,1.0119,1.0157,1.0152,1.0133,1.0056,1.0088,1.0057,1.0007,1.0006,0.99792,0.99247,0.9949,0.99323,0.9904,0.9873,0.98387,0.98083,0.97597,0.97175,0.9689,0.96742,0.96755,0.95985,0.95322,0.95345,0.94695,0.94455,0.93592,0.93245
0.00082,0.00036,0,0.00178,0.0049,0.0106,0.0164,0.02082,0.02492,0.03108,0.03686,0.04362,0.05058,0.05972,0.0645,0.07262,0.08434,0.09418,0.10564,0.11818,0.13202,0.14504,0.15626,0.16614,0.17186,0.17696,0.18146,0.18318,0.18528,0.18802,0.18814,0.18894,0.1892,0.19038,0.19168,0.19212,0.19316,0.19604,0.19476,0.19608,0.1977,0.19826,0.19924,0.19864,0.20102,0.20094,0.20402,0.21366,0.21046,0.21164,0.21276,0.2118,0.21376,0.22036,0.21562,0.22308,0.21916,0.22222,0.22536,0.22652,0.22948,0.22972,0.232,0.23698,0.23356,0.23666,0.23862,0.24,0.24214,0.24488,0.24926
0,0.042575,0.081575,0.14345,0.20145,0.2672,0.33042,0.38112,0.41558,0.45515,0.5021,0.5762,0.63523,0.68863,0.73448,0.77428,0.80275,0.82922,0.85693,0.87218,0.8857,0.8964,0.91103,0.9149,0.93485,0.94,0.94798,0.95575,0.95862,0.96805,0.9779,0.9783,0.98602,0.99587,0.99048,0.99458,0.9931,1.0049,1.005,1.0048,1.0047,1.0029,1.0042,1.0103,1.0064,1.0117,1.0052,1.0056,0.99805,0.99872,0.98567,0.98048,0.98373,0.98803,0.9878,0.97928,0.9766,0.97995,0.98107,0.96188,0.96098,0.96337,0.96383,0.96265,0.95787,0.96075,0.95787,0.95957,0.9508,0.95068,0.9477
0,0.0156,0.043875,0.086975,0.13178,0.18773,0.2475,0.31275,0.38045,0.45442,0.54105,0.58963,0.6611,0.73547,0.77315,0.81368,0.8416,0.87125,0.89993,0.92703,0.9498,0.96525,0.97638,0.98365,0.98282,0.9815,0.98092,0.98092,0.98202,0.98148,0.98352,0.98352,0.97713,0.97683,0.97743,0.97647,0.96813,0.9673,0.9635,0.96518,0.96298,0.9616,0.95625,0.95435,0.95088,0.94642,0.9434,0.93905,0.93422,0.92775,0.92968,0.92773,0.924,0.92215,0.91953,0.91852,0.91595,0.91135,0.91283,0.9116,0.90765,0.90785,0.9073,0.90767,0.90598,0.9059,0.90463,0.90513,0.90358,0.9017,0.90163
0.00046667,0,0.0019,0.0042333,0.0082,0.015067,0.021567,0.0265,0.0314,0.037767,0.043967,0.050533,0.057633,0.0664,0.071133,0.079533,0.0896,0.099833,0.10997,0.1194,0.12987,0.1352,0.14687,0.1561,0.16423,0.169,0.17107,0.17193,0.17523,0.1764,0.17733,0.17817,0.17797,0.17897,0.1813,0.18047,0.1812,0.18277,0.18063,0.18297,0.18387,0.1848,0.1845,0.1831,0.18517,0.18457,0.18607,0.1894,0.18683,0.18927,0.1861,0.18573,0.18457,0.18577,0.18447,0.1855,0.18507,0.18303,0.1834,0.18227,0.18513,0.18293,0.1825,0.18577,0.18223,0.1838,0.18483,0.18357,0.18333,0.18383,0.1865
0.00041667,0,1.6667e-05,0.0015167,0.00475,0.011017,0.0174,0.022633,0.0271,0.034033,0.040717,0.048067,0.056833,0.068,0.077067,0.087083,0.096317,0.10172,0.11387,0.12663,0.14025,0.15293,0.16887,0.1851,0.1922,0.20035,0.20753,0.20888,0.2147,0.21908,0.22112,0.22415,0.22478,0.22477,0.22603,0.22737,0.22898,0.23227,0.23005,0.23223,0.23252,0.23333,0.23317,0.23157,0.23462,0.23338,0.23447,0.23743,0.23567,0.2368,0.23567,0.23575,0.23512,0.23647,0.23453,0.23763,0.23628,0.23423,0.23585,0.2356,0.23708,0.23578,0.23508,0.24015,0.23567,0.23935,0.23952,0.23698,0.23708,0.23772,0.23865
0.00128,0,0.00326,0.0083,0.01412,0.02428,0.03464,0.04548,0.05776,0.0732,0.0893,0.10508,0.11836,0.12872,0.14574,0.17462,0.19882,0.21802,0.2298,0.24596,0.25636,0.26544,0.27414,0.28328,0.28584,0.2877,0.28694,0.2885,0.28718,0.28782,0.28808,0.28776,0.28632,0.28632,0.28644,0.28688,0.2866,0.28764,0.28564,0.28674,0.28596,0.28638,0.28874,0.28824,0.28618,0.28524,0.28356,0.28388,0.28122,0.27958,0.28032,0.27684,0.27768,0.27528,0.27376,0.2725,0.27106,0.26902,0.26862,0.2652,0.26666,0.26394,0.26364,0.2651,0.26044,0.25868,0.25996,0.25786,0.25452,0.25568,0.25496
0,0.00398,0.01096,0.01906,0.02766,0.04196,0.05832,0.07524,0.09202,0.11082,0.12776,0.14698,0.16652,0.18718,0.20682,0.2285,0.2563,0.29396,0.3196,0.35532,0.4015,0.43336,0.4669,0.51034,0.5552,0.59132,0.65402,0.69726,0.74548,0.78934,0.83148,0.87284,0.90778,0.94282,0.96778,0.98638,0.99898,1.0035,0.99732,0.99408,0.98524,0.97348,0.962,0.94802,0.93314,0.92202,0.91096,0.90052,0.88972,0.87956,0.86112,0.84844,0.8399,0.82992,0.81818,0.81482,0.80378,0.7969,0.79098,0.7808,0.77114,0.76552,0.75584,0.7532,0.74464,0.73926,0.73284,0.72946,0.72442,0.7217,0.72066
