0.0,7500.0498046875
0.002,7500.000944754846
0.004,7500.000003452736
0.006,7500.210867179243
0.008,7500.000939820041
0.01,10460.268316544722
0.012,11936.555233324954
0.014,12428.297909056757
0.016,12910.428962332646
0.018,13382.57115687125
0.02,13844.92147619318
0.022,14297.71377793884
0.024,14741.026496191673
0.026,15000.437648002571
0.028,15000.081849239263
0.03,15000.004521561199
0.032,15000.383525261534
0.034,15000.004629856856
0.036,15000.000663304829
0.038,17351.226588750775
0.04,17960.79610905165
0.042,18426.036947376426
0.044,18884.597595540516
0.046,19334.240369629755
0.048,19777.31510979538
0.05,20213.551217554614
0.052,20642.552748512306
0.056,65062.86194297823
0.058,70523.0450669041
0.06,75348.12062939929
