0.07716,0.07648,0.07622,0.0762,0.07637,0.11664,0.1176,0.11829,0.11847,0.17852,0.1782,0.17756,0.177,0.17637,0.17604,0.11601,0.11684,0.12076,0.12102,0.12037,0.12024,0.11862,0.07697,0.07604
0.07453,0.07393,0.07332,0.07319,0.07454,0.11557,0.11792,0.1191,0.11848,0.17863,0.17907,0.17867,0.17796,0.17737,0.17702,0.11677,0.11776,0.121,0.12075,0.11942,0.11959,0.11834,0.07709,0.07617
0.07658,0.07577,0.07527,0.07523,0.0754,0.11573,0.11688,0.11819,0.11986,0.17968,0.1806,0.17973,0.17849,0.17781,0.17709,0.11696,0.11795,0.12033,0.11985,0.11917,0.11811,0.11703,0.0749,0.07197
0.07252,0.06828,0.0639,0.06342,0.06274,0.10373,0.10671,0.11083,0.11244,0.1729,0.17341,0.1738,0.1736,0.17322,0.17332,0.1137,0.11472,0.11758,0.11769,0.11751,0.11728,0.11633,0.07493,0.07284
0.07178,0.07171,0.07149,0.07226,0.07322,0.11552,0.11929,0.12106,0.11998,0.18042,0.18086,0.18033,0.17986,0.179,0.17877,0.11843,0.12046,0.13593,0.13329,0.1314,0.12955,0.12483,0.0796,0.07757
0.07905,0.07911,0.0789,0.07897,0.07921,0.1203,0.13086,0.13128,0.12857,0.18639,0.18634,0.18523,0.18351,0.18239,0.18122,0.12114,0.12207,0.13272,0.13082,0.12673,0.12559,0.12173,0.08033,0.07905
0.0796,0.07913,0.07935,0.07907,0.07951,0.12181,0.13872,0.145,0.14056,0.19636,0.20099,0.19366,0.1913,0.18642,0.18477,0.12583,0.12857,0.15268,0.17221,0.17454,0.15849,0.14856,0.094,0.08693
0.08496,0.084,0.08455,0.08566,0.08874,0.14242,0.16076,0.18692,0.17082,0.2166,0.20507,0.20184,0.19233,0.18925,0.18726,0.12689,0.13102,0.14994,0.15199,0.14536,0.13809,0.13419,0.08418,0.0813
0.08151,0.0809,0.08055,0.08054,0.08105,0.12592,0.14276,0.159,0.15164,0.20839,0.20622,0.19678,0.1898,0.18623,0.18579,0.12512,0.12699,0.16748,0.16291,0.15326,0.15155,0.13868,0.09415,0.08548
0.08585,0.08428,0.08394,0.08391,0.08435,0.12543,0.13105,0.13688,0.14769,0.20655,0.19944,0.19308,0.18797,0.18439,0.18268,0.1224,0.12653,0.14026,0.13565,0.13853,0.13637,0.13157,0.08982,0.08291
0.08102,0.08094,0.08054,0.08,0.07945,0.1193,0.12,0.1226,0.12224,0.18196,0.18065,0.17991,0.17917,0.17862,0.17811,0.11815,0.11909,0.12214,0.12306,0.12201,0.12141,0.11998,0.07924,0.07776
0.07928,0.07893,0.07886,0.07843,0.07909,0.12008,0.12588,0.13365,0.12947,0.1918,0.19157,0.19082,0.18743,0.18595,0.18508,0.12507,0.12599,0.13569,0.13542,0.13321,0.13025,0.12623,0.08275,0.08009
0.07928,0.07868,0.07879,0.07868,0.07931,0.12171,0.13133,0.13437,0.13432,0.19396,0.19421,0.19346,0.19092,0.18928,0.18853,0.12836,0.13061,0.14929,0.15083,0.14436,0.13668,0.13323,0.0891,0.08507
0.08568,0.08354,0.08319,0.08301,0.08397,0.12593,0.14158,0.16267,0.1414,0.19665,0.19712,0.1949,0.19122,0.1883,0.18704,0.12717,0.12948,0.14723,0.15195,0.14125,0.13605,0.13239,0.08642,0.08503
0.08454,0.08323,0.08301,0.08281,0.08403,0.12847,0.15935,0.16386,0.14374,0.20786,0.20238,0.19628,0.18917,0.18738,0.18606,0.12566,0.12786,0.14378,0.14206,0.13792,0.13463,0.12924,0.08362,0.07963
0.07889,0.07834,0.07834,0.07842,0.07882,0.12052,0.1309,0.14323,0.13265,0.19322,0.19195,0.1911,0.18798,0.18537,0.18366,0.12331,0.12353,0.13144,0.13387,0.13134,0.1313,0.12829,0.08229,0.08017
0.08064,0.0796,0.07952,0.07891,0.07881,0.12006,0.12352,0.1243,0.12628,0.18695,0.18686,0.18231,0.17992,0.17871,0.17809,0.11786,0.11904,0.12443,0.1263,0.12345,0.12226,0.12003,0.07818,0.07708
0.07645,0.07598,0.07548,0.07512,0.07512,0.11534,0.11568,0.1164,0.11696,0.17771,0.17757,0.17735,0.17728,0.17724,0.17705,0.11707,0.11778,0.12084,0.12113,0.1201,0.11981,0.11858,0.0771,0.07654
0.07568,0.07528,0.07497,0.0749,0.07547,0.11667,0.11853,0.11982,0.12057,0.18146,0.18124,0.17932,0.17868,0.17839,0.17819,0.11808,0.11903,0.12342,0.12698,0.12406,0.12272,0.11991,0.0778,0.07673
0.07581,0.07561,0.07531,0.07515,0.0758,0.11738,0.11842,0.1256,0.12318,0.18264,0.1821,0.17948,0.17856,0.17862,0.17894,0.11862,0.1194,0.12375,0.12483,0.12445,0.12327,0.12083,0.07843,0.07663
0.07612,0.07552,0.07548,0.07562,0.07593,0.11758,0.12327,0.12973,0.12572,0.18552,0.18511,0.18266,0.18079,0.1801,0.17924,0.11924,0.12054,0.12874,0.1297,0.12538,0.12485,0.12017,0.07824,0.07671
0.07629,0.07618,0.07601,0.07604,0.07623,0.118,0.12378,0.12867,0.12379,0.18226,0.18214,0.18079,0.17992,0.17961,0.17927,0.11912,0.11987,0.12803,0.12806,0.12735,0.12546,0.12296,0.07886,0.07733
0.07652,0.07607,0.0758,0.07579,0.07653,0.11811,0.12489,0.13542,0.12427,0.18326,0.18302,0.18113,0.17965,0.17892,0.17835,0.11808,0.11864,0.12217,0.12195,0.1219,0.12022,0.11898,0.07765,0.076
0.07764,0.07699,0.07689,0.0767,0.07671,0.1171,0.11816,0.11992,0.12377,0.18651,0.18636,0.18495,0.18032,0.17906,0.1781,0.11791,0.11871,0.1236,0.12243,0.1207,0.11989,0.11857,0.07748,0.07627
0.07684,0.07644,0.0761,0.07605,0.07617,0.1168,0.11685,0.11743,0.11857,0.17914,0.17925,0.179,0.17844,0.17801,0.17773,0.11766,0.11855,0.12472,0.12616,0.12559,0.12333,0.12131,0.0791,0.07748
0.07643,0.07588,0.07577,0.0758,0.07625,0.11793,0.12191,0.12914,0.12927,0.19068,0.18904,0.18664,0.18459,0.18319,0.1825,0.12193,0.12432,0.13593,0.14127,0.13314,0.13048,0.12571,0.08103,0.07859
0.07843,0.07808,0.07823,0.07833,0.07887,0.11966,0.124,0.13322,0.12721,0.19051,0.19393,0.19038,0.18457,0.18385,0.18244,0.12129,0.12243,0.1357,0.14702,0.13721,0.1328,0.12514,0.08192,0.07933
0.07941,0.07929,0.07933,0.07932,0.07982,0.12225,0.1417,0.15664,0.13604,0.18837,0.18427,0.18245,0.18177,0.18056,0.17991,0.11964,0.12061,0.12768,0.12978,0.12655,0.12476,0.12246,0.08038,0.07849
0.0782,0.07775,0.0777,0.07776,0.0784,0.11927,0.13486,0.14158,0.12509,0.18306,0.18327,0.18126,0.17961,0.17888,0.17854,0.11843,0.11888,0.12078,0.12272,0.12199,0.12037,0.11923,0.07809,0.07655
0.07545,0.07548,0.07516,0.07556,0.07644,0.1172,0.11982,0.1262,0.12483,0.18485,0.18755,0.18568,0.1826,0.18201,0.18123,0.12074,0.12139,0.13214,0.14199,0.13678,0.1317,0.1257,0.08213,0.07836
0.08157,0.08123,0.08021,0.07959,0.07981,0.12135,0.1242,0.12827,0.12897,0.18841,0.18607,0.18403,0.18118,0.17978,0.17848,0.11829,0.11853,0.12353,0.12358,0.1228,0.12235,0.12152,0.08014,0.07816
0.08019,0.07948,0.07886,0.0789,0.07925,0.11959,0.1203,0.12129,0.1222,0.18233,0.18218,0.1809,0.18037,0.17996,0.1792,0.11845,0.12013,0.1241,0.12345,0.12256,0.1215,0.12048,0.07941,0.0773
0.0752496,0.0746528,0.0742977,0.0745371,0.0748387,0.1163493,0.1212437,0.1284861,0.1287842,0.1899627,0.1899266,0.1900961,0.1876346,0.1854005,0.1840597,0.1236988,0.1331055,0.1421009,0.1661531,0.1581052,0.1504642,0.1356674,0.0890606,0.0817052
0.07858,0.07841,0.07824,0.07861,0.07912,0.12243,0.13824,0.15728,0.13643,0.18776,0.18842,0.18644,0.18543,0.18721,0.18256,0.12148,0.1208,0.12612,0.13158,0.13015,0.12818,0.1219,0.07976,0.07682
0.07629,0.07597,0.07562,0.07551,0.07603,0.11777,0.1223,0.12566,0.1239,0.18407,0.18351,0.18126,0.18029,0.17971,0.17872,0.11809,0.11895,0.12143,0.12504,0.12407,0.12185,0.1203,0.07761,0.07607
0.07651,0.07611,0.07608,0.07641,0.07716,0.11879,0.12376,0.12903,0.12967,0.19344,0.193,0.193,0.19127,0.18915,0.18724,0.126,0.12758,0.13546,0.14914,0.14637,0.14692,0.13257,0.08653,0.08101
0.08047,0.07981,0.07958,0.07962,0.08008,0.1231,0.14807,0.15412,0.1297,0.18457,0.18417,0.18304,0.18211,0.18143,0.18015,0.11957,0.12032,0.12145,0.12271,0.12207,0.12159,0.12092,0.07918,0.07681
0.07718,0.07618,0.07602,0.07625,0.07601,0.11768,0.12007,0.11973,0.12101,0.18052,0.17959,0.17782,0.17631,0.17584,0.17549,0.11537,0.11551,0.11692,0.11973,0.1189,0.1178,0.11659,0.0753,0.07435
0.07291,0.07219,0.07174,0.07128,0.07112,0.11191,0.11264,0.113,0.11459,0.17512,0.17504,0.17442,0.17429,0.17449,0.17387,0.11376,0.11439,0.11612,0.11686,0.11646,0.11605,0.11545,0.07452,0.07275
0.07106,0.06983,0.07059,0.07075,0.07148,0.11409,0.11775,0.1189,0.1196,0.18036,0.18068,0.18038,0.18163,0.18164,0.18099,0.11925,0.11929,0.1206,0.12642,0.12626,0.12247,0.12078,0.07775,0.07628
0.07703,0.07648,0.07645,0.07649,0.07701,0.11895,0.12595,0.13194,0.1305,0.19081,0.19,0.18632,0.18349,0.18286,0.18196,0.12123,0.12167,0.12793,0.13864,0.13066,0.13045,0.12355,0.08024,0.0781
0.0784,0.07793,0.07873,0.07847,0.07959,0.12073,0.13262,0.14251,0.13237,0.19317,0.18834,0.18484,0.18312,0.18256,0.18192,0.12139,0.12193,0.12357,0.12715,0.12612,0.12479,0.12262,0.08031,0.07863
0.08073,0.08038,0.08,0.07981,0.08056,0.12198,0.12792,0.12921,0.13162,0.19556,0.19305,0.19175,0.18968,0.18774,0.18698,0.12616,0.12661,0.12735,0.14572,0.14821,0.14577,0.1366,0.08632,0.08385
0.08204,0.08164,0.08164,0.08147,0.08248,0.12743,0.14481,0.16973,0.15186,0.20414,0.19924,0.1944,0.1902,0.18689,0.18556,0.1249,0.1254,0.12945,0.14621,0.1337,0.13058,0.12591,0.08389,0.08293
0.0798489,0.0798061,0.0790583,0.078804,0.0789639,0.11914,0.1211293,0.1232455,0.1251297,0.184806,0.1838153,0.1819475,0.1814438,0.1803944,0.1798942,0.1199022,0.1201652,0.1232792,0.1312987,0.1279661,0.1250622,0.1240083,0.0826989,0.0806013
0.07889,0.07929,0.07963,0.07913,0.07998,0.12173,0.1258,0.12862,0.13164,0.19329,0.19501,0.19249,0.19321,0.19126,0.18764,0.12852,0.12831,0.13657,0.15362,0.15682,0.15244,0.13823,0.097,0.08691
0.08857,0.08773,0.08844,0.08815,0.09005,0.13288,0.14558,0.17263,0.16664,0.21221,0.21867,0.21321,0.20163,0.1989,0.19485,0.13244,0.13093,0.14418,0.17073,0.16875,0.15074,0.14275,0.09975,0.0875
0.08332,0.08141,0.08291,0.08353,0.08573,0.13023,0.14167,0.15258,0.15467,0.21292,0.21255,0.20241,0.20162,0.19286,0.19051,0.12899,0.13024,0.13548,0.15844,0.15603,0.14211,0.13616,0.08846,0.08206
0.08766,0.08501,0.08509,0.08782,0.08936,0.13778,0.15894,0.16378,0.16316,0.21565,0.21319,0.20628,0.19893,0.19689,0.19433,0.1349,0.13756,0.14639,0.21248,0.20561,0.18939,0.15318,0.109,0.10339
