WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/Plasmo.jl/src/Plasmo.jl:16
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/Plasmo.jl/src/Plasmo.jl:16
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/Plasmo.jl/src/Plasmo.jl:55
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/Plasmo.jl/src/Plasmo.jl:66
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/Param/param.jl:152
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/Param/param.jl:152
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/Param/param.jl:152
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/Param/param.jl:152
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/Param/param.jl:156
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/Param/param.jl:156
presolving:
(round 1, fast)       93 del vars, 93 del conss, 0 add conss, 98 chg bounds, 0 chg sides, 0 chg coeffs, 470 upgd conss, 0 impls, 0 clqs
(round 2, fast)       93 del vars, 93 del conss, 0 add conss, 167 chg bounds, 0 chg sides, 0 chg coeffs, 470 upgd conss, 0 impls, 0 clqs
presolving (3 rounds: 3 fast, 1 medium, 1 exhaustive):
 93 deleted vars, 93 deleted constraints, 0 added constraints, 167 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 989 variables (0 bin, 0 int, 0 impl, 989 cont) and 987 constraints
    470 constraints of type <abspower>
    517 constraints of type <quadratic>
Presolving Time: 0.01

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************


  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |  1108 |     - |6423k| 2.411184e-01 |      --      |    Inf 
q     1 |     0 |  1108 |     - |6774k| 2.411184e-01 | 6.413589e+01 |  Large 
      1 |     0 |  1408 |     - |7189k| 2.411184e-01 | 6.413589e+01 |  Large 
      1 |     0 |  1408 |     - |7175k| 2.411184e-01 | 6.413589e+01 |  Large 
      1 |     0 |  1877 |     - |7564k| 2.427926e-01 | 6.413589e+01 |  Large 
      1 |     0 |  2232 |     - |7804k| 2.440343e-01 | 6.413589e+01 |  Large 
      1 |     0 |  2477 |     - |7939k| 2.442280e-01 | 6.413589e+01 |  Large 
      1 |     0 |  2679 |     - |8056k| 2.445097e-01 | 6.413589e+01 |  Large 
      1 |     0 |  2787 |     - |8115k| 2.446446e-01 | 6.413589e+01 |  Large 
      1 |     0 |  2897 |     - |8173k| 2.446477e-01 | 6.413589e+01 |  Large 
      1 |     0 |  2937 |     - |8194k| 2.446492e-01 | 6.413589e+01 |  Large 
      1 |     0 |  2981 |     - |8217k| 2.446500e-01 | 6.413589e+01 |  Large 
      1 |     0 |  3020 |     - |8238k| 2.446504e-01 | 6.413589e+01 |  Large 
      1 |     0 |  3042 |     - |6566k| 2.446507e-01 | 6.413589e+01 |  Large 
      1 |     0 | 33462 |     - |6557k| 2.446507e-01 | 6.413589e+01 |  Large 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 | 33616 |     - |6613k| 2.448193e-01 | 6.413589e+01 |  Large 
      1 |     0 | 33954 |     - |6763k| 2.449269e-01 | 6.413589e+01 |  Large 
      1 |     0 | 34152 |     - |6844k| 2.449532e-01 | 6.413589e+01 |  Large 
      1 |     0 | 34355 |     - |6304k| 2.449738e-01 | 6.413589e+01 |  Large 
      1 |     0 | 34448 |     - |6327k| 2.450477e-01 | 6.413589e+01 |  Large 
      1 |     0 | 34677 |     - |6443k| 2.450487e-01 | 6.413589e+01 |  Large 
      1 |     0 | 34784 |     - |6458k| 2.451776e-01 | 6.413589e+01 |  Large 
      1 |     0 | 34997 |     - |6564k| 2.451776e-01 | 6.413589e+01 |  Large 
      1 |     0 | 35051 |     - |6581k| 2.451891e-01 | 6.413589e+01 |  Large 
      1 |     0 | 35219 |     - |6498k| 2.451891e-01 | 6.413589e+01 |  Large 
      1 |     0 | 35247 |     - |6506k| 2.451948e-01 | 6.413589e+01 |  Large 
      1 |     0 | 35364 |     - |6564k| 2.451948e-01 | 6.413589e+01 |  Large 
      1 |     0 | 35384 |     - |6570k| 2.451977e-01 | 6.413589e+01 |  Large 
      1 |     0 | 35449 |     - |6602k| 2.451977e-01 | 6.413589e+01 |  Large 
      1 |     0 | 35463 |     - |6607k| 2.451991e-01 | 6.413589e+01 |  Large 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 | 35506 |     - |6510k| 2.451991e-01 | 6.413589e+01 |  Large 
      1 |     0 | 35516 |     - |6514k| 2.451999e-01 | 6.413589e+01 |  Large 
      1 |     0 | 35573 |     - |6542k| 2.451999e-01 | 6.413589e+01 |  Large 
      1 |     0 | 35581 |     - |6546k| 2.452002e-01 | 6.413589e+01 |  Large 
      1 |     0 | 35605 |     - |6558k| 2.452002e-01 | 6.413589e+01 |  Large 
      1 |     0 | 35612 |     - |6560k| 2.452002e-01 | 6.413589e+01 |  Large 
      1 |     0 | 35626 |     - |6535k| 2.452002e-01 | 6.413589e+01 |  Large 
      1 |     0 | 35629 |     - |6536k| 2.452002e-01 | 6.413589e+01 |  Large 
      1 |     0 | 35660 |     - |6536k| 2.452002e-01 | 6.413589e+01 |  Large 
      1 |     0 | 36206 |     - |6775k| 2.453183e-01 | 6.413589e+01 |  Large 
      1 |     0 | 39557 |     - |6776k| 2.453183e-01 | 6.413589e+01 |  Large 
      1 |     0 | 39844 |     - |6642k| 2.454935e-01 | 6.413589e+01 |  Large 
      1 |     0 | 40090 |     - |6763k| 2.454935e-01 | 6.413589e+01 |  Large 
      1 |     0 | 40255 |     - |6793k| 2.457910e-01 | 6.413589e+01 |  Large 
      1 |     0 | 40445 |     - |6887k| 2.457910e-01 | 6.413589e+01 |  Large 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 | 40448 |     - |6889k| 2.457910e-01 | 6.413589e+01 |  Large 
      1 |     0 | 40450 |     - |6890k| 2.457910e-01 | 6.413589e+01 |  Large 
      1 |     0 | 40456 |     - |6867k| 2.457910e-01 | 6.413589e+01 |  Large 
      1 |     0 | 40465 |     - |6870k| 2.457912e-01 | 6.413589e+01 |  Large 
      1 |     0 | 40474 |     - |6874k| 2.457920e-01 | 6.413589e+01 |  Large 
      1 |     0 | 40486 |     - |6880k| 2.457920e-01 | 6.413589e+01 |  Large 
      1 |     0 | 40486 |     - |6880k| 2.457920e-01 | 6.413589e+01 |  Large 
      1 |     0 | 40487 |     - |6880k| 2.457920e-01 | 6.413589e+01 |  Large 
      1 |     0 | 40749 |     - |6915k| 2.462653e-01 | 6.413589e+01 |  Large 
      1 |     0 | 40750 |     - |6760k| 2.462653e-01 | 6.413589e+01 |  Large 
      1 |     0 | 40937 |     - |6853k| 2.462653e-01 | 6.413589e+01 |  Large 
      1 |     0 | 40985 |     - |6877k| 2.462834e-01 | 6.413589e+01 |  Large 
      1 |     0 | 40992 |     - |6880k| 2.462834e-01 | 6.413589e+01 |  Large 
      1 |     0 | 41038 |     - |6904k| 2.462845e-01 | 6.413589e+01 |  Large 
      1 |     0 | 41041 |     - |6905k| 2.462845e-01 | 6.413589e+01 |  Large 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 | 41054 |     - |6905k| 2.462845e-01 | 6.413589e+01 |  Large 
      1 |     2 | 41054 |     - |6906k| 2.462845e-01 | 6.413589e+01 |  Large 
    100 |    91 |163720 |1580.2 |  17M| 3.761508e-01 | 6.413589e+01 |  Large 
    200 |   177 |213898 |1038.3 |  21M| 3.761539e-01 | 6.413589e+01 |  Large 
    300 |   277 |264437 | 860.0 |  27M| 3.761539e-01 | 6.413589e+01 |  Large 
    400 |   369 |311595 | 762.7 |  31M| 3.761539e-01 | 6.413589e+01 |  Large 
    500 |   457 |366752 | 720.4 |  37M| 3.761539e-01 | 6.413589e+01 |  Large 
    600 |   553 |406936 | 667.2 |  42M| 3.761539e-01 | 6.413589e+01 |  Large 
