WARNING: using JuMP.getdual in module Main conflicts with an existing identifier.

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

This is Ipopt version 3.12.4, running with linear solver ma57.

Number of nonzeros in equality constraint Jacobian...:    22000
Number of nonzeros in inequality constraint Jacobian.:   326000
Number of nonzeros in Lagrangian Hessian.............:   195000

Total number of variables............................:    32005
                     variables with only lower bounds:        0
                variables with lower and upper bounds:    32005
                     variables with only upper bounds:        0
Total number of equality constraints.................:     8000
Total number of inequality constraints...............:    16000
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:    16000

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0 -2.7064974e+03 9.60e-01 5.06e+00  -1.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1 -1.5661727e+04 1.78e-01 2.05e+01  -1.0 1.84e+00    -  4.98e-02 1.00e+00f  1
   2 -1.7273933e+04 1.98e-01 4.97e+01  -1.0 1.30e+00   2.0 9.87e-01 3.82e-01f  1
   3 -1.9716997e+04 2.31e-01 4.32e+01  -1.0 9.17e-01   1.5 1.00e+00 2.45e-01f  1
   4 -2.0564019e+04 2.34e-01 1.03e+02  -1.0 5.93e-01   1.9 1.00e+00 2.01e-01f  1
   5 -2.2420750e+04 2.14e-01 5.10e+01  -1.0 7.03e-01   1.5 1.00e+00 2.03e-01f  1
   6 -2.3256755e+04 1.90e-01 1.02e+02  -1.0 5.08e-01   1.9 1.00e+00 2.20e-01f  1
   7 -2.6952634e+04 1.20e-01 2.50e+01  -1.0 5.50e-01   1.4 1.00e+00 4.18e-01f  1
   8 -2.7890140e+04 8.88e-02 2.88e+01  -1.0 2.82e-01   1.8 1.00e+00 3.03e-01f  1
   9 -3.2253946e+04 2.86e-02 1.09e+01  -1.0 2.76e-01   1.4 1.00e+00 6.75e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10 -3.3878516e+04 2.25e-03 9.60e+00  -1.0 1.08e-01   1.8 1.00e+00 8.26e-01f  1
  11 -3.4362800e+04 8.58e-04 1.38e+02  -1.0 3.88e-02   2.2 1.00e+00 5.38e-01f  1
  12 -3.5702134e+04 3.31e-04 3.93e+02  -1.0 1.14e-01   1.7 1.00e+00 4.81e-01f  1
  13 -3.6472607e+04 1.16e-04 4.15e+02  -1.0 4.28e-02   2.2 1.00e+00 7.39e-01f  1
  14 -3.7771857e+04 5.11e-05 2.96e+03  -1.0 1.27e-01   1.7 1.00e+00 4.08e-01f  1
  15 -3.8665277e+04 1.73e-05 2.71e+03  -1.0 4.78e-02   2.1 1.00e+00 7.47e-01f  1
  16 -4.0122747e+04 7.71e-06 1.99e+04  -1.0 1.43e-01   1.6 1.00e+00 4.03e-01f  1
  17 -4.1141412e+04 2.58e-06 1.78e+04  -1.0 5.37e-02   2.1 1.00e+00 7.50e-01f  1
  18 -4.2790885e+04 1.14e-06 1.31e+05  -1.0 1.61e-01   1.6 1.00e+00 4.04e-01f  1
  19 -4.3957454e+04 3.70e-07 1.12e+05  -1.0 6.04e-02   2.0 1.00e+00 7.59e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20 -4.5867058e+04 1.55e-07 8.20e+05  -1.0 1.81e-01   1.5 1.00e+00 4.14e-01f  1
  21 -4.7285402e+04 3.91e-08 5.04e+05  -1.0 6.80e-02   2.0 1.00e+00 8.18e-01f  1
  22 -4.9836988e+04 7.65e-09 3.48e+06  -1.0 2.04e-01   1.5 1.00e+00 4.93e-01f  1
  23 -5.1782666e+04 2.22e-16 4.25e+04  -1.0 7.67e-02   1.9 1.00e+00 1.00e+00f  1
  24 -5.7581498e+04 2.22e-16 1.38e+05  -1.0 2.30e-01   1.4 1.00e+00 1.00e+00f  1
  25 -5.9763915e+04 2.22e-16 3.75e+03  -1.0 8.66e-02   1.9 1.00e+00 1.00e+00f  1
  26 -6.6139966e+04 2.22e-16 4.07e+04  -1.0 2.58e-01   1.4 1.00e+00 9.75e-01f  1
  27 -6.8693835e+04 2.22e-16 6.06e+02  -1.0 9.73e-02   1.8 1.00e+00 1.00e+00f  1
  28 -7.5160711e+04 2.22e-16 2.64e+05  -1.0 2.90e-01   1.3 1.00e+00 8.48e-01f  1
  29 -7.8092679e+04 2.22e-16 1.72e+03  -1.0 1.09e-01   1.8 1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30 -8.5306833e+04 2.22e-16 3.11e+05  -1.0 3.25e-01   1.3 1.00e+00 8.13e-01f  1
  31 -8.8672774e+04 2.22e-16 2.21e+03  -1.0 1.26e-01   1.7 1.00e+00 1.00e+00f  1
  32 -9.6663021e+04 2.22e-16 3.51e+05  -1.0 3.80e-01   1.2 1.00e+00 7.81e-01f  1
  33 -1.0904529e+05 2.22e-16 2.81e+06  -1.0 1.20e+00   0.8 9.89e-01 3.90e-01f  1
  34 -1.1889482e+05 2.22e-16 1.82e+05  -1.0 4.46e-01   1.2 1.00e+00 8.42e-01f  1
  35 -1.3376165e+05 2.22e-16 1.34e+06  -1.0 1.34e+00   0.7 9.76e-01 4.19e-01f  1
  36 -1.4447286e+05 2.22e-16 8.90e+04  -1.0 5.02e-01   1.1 1.00e+00 8.17e-01f  1
  37 -1.6109971e+05 2.22e-16 3.82e+05  -1.0 1.50e+00   0.7 1.00e+00 4.22e-01f  1
  38 -1.7265471e+05 2.22e-16 1.88e+04  -1.0 5.60e-01   1.1 1.00e+00 7.90e-01f  1
  39 -1.9039227e+05 2.22e-16 8.37e+04  -1.0 1.68e+00   0.6 1.00e+00 4.04e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40 -2.0273735e+05 2.22e-16 1.10e+04  -1.0 6.28e-01   1.0 1.00e+00 7.54e-01f  1
  41 -2.2188818e+05 2.22e-16 6.84e+04  -1.0 1.88e+00   0.6 1.00e+00 3.90e-01f  1
  42 -2.3487856e+05 2.22e-16 1.03e+04  -1.0 7.06e-01   1.0 1.00e+00 7.08e-01f  1
  43 -2.5546043e+05 2.22e-16 5.57e+04  -1.0 2.12e+00   0.5 1.00e+00 3.74e-01f  1
  44 -2.6929946e+05 2.22e-16 9.38e+03  -1.0 7.94e-01   0.9 1.00e+00 6.72e-01f  1
  45 -2.7701816e+05 2.22e-16 1.04e+01  -1.0 2.98e-01   1.4 1.00e+00 1.00e+00f  1
  46 -2.9098406e+05 2.22e-16 1.18e+04  -1.0 8.93e-01   0.9 1.00e+00 6.04e-01f  1
  47 -2.9965098e+05 2.22e-16 1.08e+01  -1.0 3.35e-01   1.3 1.00e+00 1.00e+00f  1
  48 -3.1389333e+05 2.22e-16 1.66e+04  -1.0 1.00e+00   0.8 1.00e+00 5.48e-01f  1
  49 -3.2362360e+05 2.22e-16 8.87e+00  -1.0 3.77e-01   1.2 1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50 -3.3831750e+05 2.22e-16 2.21e+04  -1.0 1.13e+00   0.8 1.00e+00 5.04e-01f  1
  51 -3.4889025e+05 2.22e-16 4.66e+02  -1.0 4.23e-01   1.2 1.00e+00 9.68e-01f  1
  52 -3.6435956e+05 2.22e-16 2.78e+04  -1.0 1.27e+00   0.7 1.00e+00 4.73e-01f  1
  53 -3.7538917e+05 2.22e-16 1.72e+03  -1.0 4.76e-01   1.1 1.00e+00 9.00e-01f  1
  54 -3.9185018e+05 2.22e-16 3.42e+04  -1.0 1.43e+00   0.7 1.00e+00 4.49e-01f  1
  55 -4.0348357e+05 2.22e-16 3.10e+03  -1.0 5.35e-01   1.1 1.00e+00 8.46e-01f  1
  56 -4.2100973e+05 2.22e-16 4.12e+04  -1.0 1.60e+00   0.6 1.00e+00 4.26e-01f  1
  57 -4.3323387e+05 2.22e-16 4.83e+03  -1.0 6.02e-01   1.0 1.00e+00 7.92e-01f  1
  58 -4.5197477e+05 2.22e-16 4.85e+04  -1.0 1.80e+00   0.6 1.00e+00 4.05e-01f  1
  59 -4.6497605e+05 2.22e-16 6.58e+03  -1.0 6.77e-01   1.0 1.00e+00 7.50e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60 -4.7147332e+05 2.22e-16 6.67e+00  -1.0 2.54e-01   1.4 1.00e+00 1.00e+00f  1
  61 -4.8134934e+05 2.22e-16 7.35e+06  -1.7 7.69e-01   0.9 9.59e-01 4.90e-01f  1
  62 -4.8594620e+05 2.22e-16 3.21e+06  -1.7 2.90e-01   1.4 1.00e+00 5.98e-01f  1
  63 -4.9329055e+05 2.22e-16 2.15e+06  -1.7 8.60e-01   0.9 1.00e+00 3.30e-01f  1
  64 -4.9754741e+05 2.22e-16 1.07e+06  -1.7 3.23e-01   1.3 1.00e+00 5.09e-01f  1
  65 -5.0460924e+05 2.22e-16 7.62e+05  -1.7 9.63e-01   0.8 1.00e+00 2.85e-01f  1
  66 -5.0906985e+05 2.22e-16 3.99e+05  -1.7 3.62e-01   1.3 1.00e+00 4.80e-01f  1
  67 -5.1657501e+05 2.22e-16 2.91e+05  -1.7 1.08e+00   0.8 1.00e+00 2.71e-01f  1
  68 -5.2149480e+05 2.22e-16 1.55e+05  -1.7 4.06e-01   1.2 1.00e+00 4.73e-01f  1
  69 -5.2951659e+05 2.22e-16 1.15e+05  -1.7 1.22e+00   0.7 1.00e+00 2.58e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70 -5.3466512e+05 2.22e-16 6.48e+04  -1.7 4.57e-01   1.2 1.00e+00 4.41e-01f  1
  71 -5.3781133e+05 2.22e-16 1.84e+04  -1.7 1.71e-01   1.6 1.00e+00 7.18e-01f  1
  72 -5.4252355e+05 2.22e-16 1.20e+04  -1.7 5.13e-01   1.1 1.00e+00 3.59e-01f  1
