WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGONN/Plasmo.jl/src/Plasmo.jl:16
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGONN/Plasmo.jl/src/Plasmo.jl:16
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGONN/Plasmo.jl/src/Plasmo.jl:55
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGONN/Plasmo.jl/src/Plasmo.jl:66
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/PID12/pidnonlinear.jl:127
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/PID12/pidnonlinear.jl:127
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/PID12/pidnonlinear.jl:127
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/PID12/pidnonlinear.jl:127
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/PID12/pidnonlinear.jl:133
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/PID12/pidnonlinear.jl:133
presolving:
(round 1, fast)       40 del vars, 40 del conss, 0 add conss, 656 chg bounds, 0 chg sides, 0 chg coeffs, 10 upgd conss, 0 impls, 0 clqs
(round 2, fast)       60 del vars, 60 del conss, 0 add conss, 962 chg bounds, 0 chg sides, 0 chg coeffs, 10 upgd conss, 0 impls, 0 clqs
(round 3, fast)       60 del vars, 60 del conss, 0 add conss, 996 chg bounds, 0 chg sides, 0 chg coeffs, 10 upgd conss, 0 impls, 0 clqs
presolving (4 rounds: 4 fast, 1 medium, 1 exhaustive):
 60 deleted vars, 60 deleted constraints, 0 added constraints, 996 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 743 variables (0 bin, 0 int, 0 impl, 743 cont) and 740 constraints
    170 constraints of type <linear>
    570 constraints of type <quadratic>
Presolving Time: 0.00

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************


  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |   610 |     - |5780k| 1.193901e+02 |      --      |    Inf 
      1 |     0 |  1500 |     - |6291k| 1.197281e+02 |      --      |    Inf 
      1 |     0 |  1847 |     - |6404k| 1.205087e+02 |      --      |    Inf 
      1 |     0 |  2716 |     - |6533k| 1.222187e+02 |      --      |    Inf 
      1 |     0 |  2992 |     - |6672k| 1.233752e+02 |      --      |    Inf 
      1 |     0 |  3250 |     - |6802k| 1.237761e+02 |      --      |    Inf 
      1 |     0 |  3501 |     - |6933k| 1.240408e+02 |      --      |    Inf 
      1 |     0 |  3782 |     - |7052k| 1.241372e+02 |      --      |    Inf 
      1 |     0 |  3966 |     - |7144k| 1.241721e+02 |      --      |    Inf 
      1 |     0 |  4189 |     - |7206k| 1.241842e+02 |      --      |    Inf 
      1 |     0 |  4366 |     - |7232k| 1.241876e+02 |      --      |    Inf 
      1 |     0 |  4772 |     - |5756k| 1.241885e+02 |      --      |    Inf 
      1 |     0 |  4797 |     - |5769k| 1.241889e+02 |      --      |    Inf 
      1 |     0 |  4810 |     - |5775k| 1.241890e+02 |      --      |    Inf 
      1 |     0 |  4821 |     - |5780k| 1.241890e+02 |      --      |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |  4831 |     - |5784k| 1.241890e+02 |      --      |    Inf 
      1 |     0 |  7939 |     - |5777k| 1.241890e+02 |      --      |    Inf 
      1 |     0 |  7953 |     - |5779k| 1.241890e+02 |      --      |    Inf 
      1 |     0 |  8230 |     - |5945k| 1.241911e+02 |      --      |    Inf 
      1 |     0 |  8235 |     - |5948k| 1.241911e+02 |      --      |    Inf 
      1 |     0 |  8468 |     - |5354k| 1.241917e+02 |      --      |    Inf 
      1 |     0 |  8470 |     - |5354k| 1.241917e+02 |      --      |    Inf 
      1 |     0 |  8705 |     - |5459k| 1.241919e+02 |      --      |    Inf 
      1 |     0 |  8815 |     - |5514k| 1.241919e+02 |      --      |    Inf 
      1 |     0 |  8848 |     - |5530k| 1.241919e+02 |      --      |    Inf 
      1 |     0 |  8874 |     - |5542k| 1.241919e+02 |      --      |    Inf 
      1 |     0 |  8895 |     - |5485k| 1.241919e+02 |      --      |    Inf 
      1 |     0 |  8898 |     - |5486k| 1.241919e+02 |      --      |    Inf 
      1 |     0 |  8900 |     - |5487k| 1.241919e+02 |      --      |    Inf 
      1 |     0 |  8901 |     - |5488k| 1.241919e+02 |      --      |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     2 |  8901 |     - |5489k| 1.241919e+02 |      --      |    Inf 
    100 |   101 | 31422 | 258.9 |6678k| 1.242532e+02 |      --      |    Inf 
    200 |   201 | 49118 | 217.7 |7784k| 1.242532e+02 |      --      |    Inf 
    300 |   301 | 56542 | 169.7 |8414k| 1.242532e+02 |      --      |    Inf 
    400 |   401 | 59663 | 135.0 |8962k| 1.242532e+02 |      --      |    Inf 
    500 |   501 | 65627 | 119.9 |9926k| 1.242532e+02 |      --      |    Inf 
    600 |   601 | 73531 | 113.1 |  11M| 1.242532e+02 |      --      |    Inf 
    700 |   701 | 80887 | 107.4 |  12M| 1.242532e+02 |      --      |    Inf 
    800 |   801 | 87120 | 101.8 |  13M| 1.242532e+02 |      --      |    Inf 
    900 |   901 | 93432 |  97.5 |  14M| 1.242532e+02 |      --      |    Inf 
   1000 |  1001 |100967 |  95.3 |  15M| 1.242532e+02 |      --      |    Inf 
   1100 |  1101 |108373 |  93.3 |  17M| 1.242532e+02 |      --      |    Inf 
   1200 |  1201 |115556 |  91.5 |  18M| 1.242532e+02 |      --      |    Inf 
   1300 |  1301 |123008 |  90.2 |  19M| 1.242532e+02 |      --      |    Inf 
   1400 |  1401 |130007 |  88.8 |  19M| 1.242532e+02 |      --      |    Inf 
