WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGONN/Plasmo.jl/src/Plasmo.jl:16
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGONN/Plasmo.jl/src/Plasmo.jl:16
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGONN/Plasmo.jl/src/Plasmo.jl:55
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGONN/Plasmo.jl/src/Plasmo.jl:66
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/PID12/pidnonlinear.jl:127
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/PID12/pidnonlinear.jl:127
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/PID12/pidnonlinear.jl:127
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/PID12/pidnonlinear.jl:127
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/PID12/pidnonlinear.jl:133
WARNING: Base.String is deprecated, use AbstractString instead.
  likely near /home/cao27/SINGO/PID12/pidnonlinear.jl:133
presolving:
(round 1, fast)       160 del vars, 160 del conss, 95 add conss, 2521 chg bounds, 0 chg sides, 0 chg coeffs, 135 upgd conss, 0 impls, 0 clqs
(round 2, fast)       245 del vars, 245 del conss, 95 add conss, 4241 chg bounds, 0 chg sides, 0 chg coeffs, 135 upgd conss, 0 impls, 0 clqs
(round 3, fast)       245 del vars, 245 del conss, 95 add conss, 4300 chg bounds, 0 chg sides, 0 chg coeffs, 135 upgd conss, 0 impls, 0 clqs
presolving (4 rounds: 4 fast, 1 medium, 1 exhaustive):
 245 deleted vars, 245 deleted constraints, 95 added constraints, 4301 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 3053 variables (0 bin, 0 int, 0 impl, 3053 cont) and 3050 constraints
    770 constraints of type <linear>
     95 constraints of type <abspower>
   2185 constraints of type <quadratic>
Presolving Time: 0.03

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************


  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |  2695 |     - |  22M| 8.294997e+01 |      --      |    Inf 
      1 |     0 |  4879 |     - |  24M| 8.306341e+01 |      --      |    Inf 
      1 |     0 |  5952 |     - |  24M| 8.317447e+01 |      --      |    Inf 
      1 |     0 |  7299 |     - |  25M| 8.349755e+01 |      --      |    Inf 
      1 |     0 |  8609 |     - |  25M| 8.367605e+01 |      --      |    Inf 
      1 |     0 |  9633 |     - |  26M| 8.396067e+01 |      --      |    Inf 
      1 |     0 | 10700 |     - |  26M| 8.431621e+01 |      --      |    Inf 
      1 |     0 | 11669 |     - |  27M| 8.454918e+01 |      --      |    Inf 
      1 |     0 | 13108 |     - |  27M| 8.467747e+01 |      --      |    Inf 
      1 |     0 | 14223 |     - |  28M| 8.474326e+01 |      --      |    Inf 
      1 |     0 | 15081 |     - |  28M| 8.478678e+01 |      --      |    Inf 
      1 |     0 | 15906 |     - |  22M| 8.482150e+01 |      --      |    Inf 
      1 |     0 | 16498 |     - |  23M| 8.483901e+01 |      --      |    Inf 
      1 |     0 | 17019 |     - |  23M| 8.484696e+01 |      --      |    Inf 
      1 |     0 | 17462 |     - |  23M| 8.485171e+01 |      --      |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 | 17764 |     - |  23M| 8.485411e+01 |      --      |    Inf 
      1 |     0 | 18032 |     - |  23M| 8.485524e+01 |      --      |    Inf 
      1 |     0 | 18240 |     - |  21M| 8.485569e+01 |      --      |    Inf 
      1 |     0 | 18441 |     - |  21M| 8.485604e+01 |      --      |    Inf 
      1 |     0 | 18531 |     - |  21M| 8.485608e+01 |      --      |    Inf 
      1 |     0 | 18602 |     - |  21M| 8.485612e+01 |      --      |    Inf 
      1 |     0 | 18664 |     - |  21M| 8.485612e+01 |      --      |    Inf 
      1 |     0 | 18721 |     - |  21M| 8.485612e+01 |      --      |    Inf 
      1 |     0 | 18776 |     - |  19M| 8.485612e+01 |      --      |    Inf 
      1 |     0 | 25332 |     - |  19M| 8.485612e+01 |      --      |    Inf 
      1 |     0 | 25359 |     - |  19M| 8.485612e+01 |      --      |    Inf 
      1 |     0 | 25409 |     - |  19M| 8.485612e+01 |      --      |    Inf 
      1 |     0 | 25433 |     - |  19M| 8.485612e+01 |      --      |    Inf 
      1 |     0 | 26531 |     - |  20M| 8.485783e+01 |      --      |    Inf 
      1 |     0 | 26584 |     - |  19M| 8.485790e+01 |      --      |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 | 26619 |     - |  19M| 8.485790e+01 |      --      |    Inf 
      1 |     0 | 26645 |     - |  19M| 8.485790e+01 |      --      |    Inf 
      1 |     0 | 26647 |     - |  19M| 8.485790e+01 |      --      |    Inf 
      1 |     0 | 26651 |     - |  19M| 8.485790e+01 |      --      |    Inf 
      1 |     0 | 26653 |     - |  19M| 8.485790e+01 |      --      |    Inf 
      1 |     0 | 26654 |     - |  19M| 8.485790e+01 |      --      |    Inf 
      1 |     0 | 27602 |     - |  20M| 8.485844e+01 |      --      |    Inf 
      1 |     0 | 27605 |     - |  20M| 8.485844e+01 |      --      |    Inf 
      1 |     0 | 27608 |     - |  20M| 8.485844e+01 |      --      |    Inf 
      1 |     0 | 27609 |     - |  20M| 8.485844e+01 |      --      |    Inf 
      1 |     0 | 28563 |     - |  20M| 8.485860e+01 |      --      |    Inf 
      1 |     0 | 28567 |     - |  20M| 8.485860e+01 |      --      |    Inf 
      1 |     0 | 28602 |     - |  20M| 8.485860e+01 |      --      |    Inf 
      1 |     0 | 28604 |     - |  20M| 8.485860e+01 |      --      |    Inf 
      1 |     0 | 28605 |     - |  20M| 8.485860e+01 |      --      |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 | 28607 |     - |  20M| 8.485860e+01 |      --      |    Inf 
      1 |     0 | 28609 |     - |  20M| 8.485860e+01 |      --      |    Inf 
      1 |     0 | 28610 |     - |  20M| 8.485860e+01 |      --      |    Inf 
      1 |     0 | 28612 |     - |  20M| 8.485860e+01 |      --      |    Inf 
      1 |     0 | 28615 |     - |  20M| 8.485860e+01 |      --      |    Inf 
      1 |     0 | 28616 |     - |  20M| 8.485860e+01 |      --      |    Inf 
      1 |     0 | 28619 |     - |  20M| 8.485860e+01 |      --      |    Inf 
      1 |     0 | 28620 |     - |  20M| 8.485860e+01 |      --      |    Inf 
      1 |     0 | 28621 |     - |  19M| 8.485860e+01 |      --      |    Inf 
      1 |     0 | 29222 |     - |  20M| 8.485865e+01 |      --      |    Inf 
      1 |     0 | 29246 |     - |  20M| 8.485865e+01 |      --      |    Inf 
      1 |     0 | 29508 |     - |  20M| 8.485865e+01 |      --      |    Inf 
      1 |     0 | 29521 |     - |  20M| 8.485865e+01 |      --      |    Inf 
      1 |     0 | 29522 |     - |  20M| 8.485865e+01 |      --      |    Inf 
      1 |     0 | 29533 |     - |  20M| 8.485865e+01 |      --      |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 | 29534 |     - |  20M| 8.485865e+01 |      --      |    Inf 
      1 |     0 | 29545 |     - |  20M| 8.485865e+01 |      --      |    Inf 
      1 |     0 | 29735 |     - |  20M| 8.485865e+01 |      --      |    Inf 
      1 |     0 | 29744 |     - |  20M| 8.485865e+01 |      --      |    Inf 
      1 |     0 | 29745 |     - |  20M| 8.485865e+01 |      --      |    Inf 
