Investment Cost ($),1.4736e8
Transportation Cost ($/day),12110.247808
Operating Cost ($/yr),7.792e7
Revenue from Products ($/day),267227.2931840001
Return on Investment (%),5.313328964603722
Payback Period (yrs),18.820592639036455
Total Technologies Installed,16.0
Percentage of Manure Unprocessed (%),42.97590680686104
Total Manure recovered (kg/day),9.03409e6
Total Electricity recovered (kWh/day),0.0
Total Biogas recovered (Nm3/day),148641.28
Total Biomethane recovered (Nm3/day),0.0
Total Liq.Biomethane recovered (gal/day),0.0
Total Cake1 recovered (kg/day),0.0
Total Cake2 recovered (kg/day),0.0
Total Cake3 recovered (kg/day),0.0
Total Struvite recovered (kg/day),74320.64
Total Struvite+Solids recovered (kg/day),0.0
Total Digestate_AD recovered (kg/day),0.0
Total Digestate1 recovered (kg/day),0.0
Total Digestate2 recovered (kg/day),0.0
Total Digestate3 recovered (kg/day),0.0
Total Digestate4 recovered (kg/day),1.1772629120000001e7
Total Digestate5 recovered (kg/day),0.0
Mass-Distance for Manure (kg km/day),7.568904880000001e7
Mass-Distance for Electricity (kWh km/day),0.0
Mass-Distance for Biogas (Nm3 km/day),6.7159846336e7
Mass-Distance for Biomethane (Nm3 km/day),0.0
Mass-Distance for Liq.Biomethane (gal km/day),0.0
Mass-Distance for Cake1 (kg km/day),0.0
Mass-Distance for Cake2 (kg km/day),0.0
Mass-Distance for Cake3 (kg km/day),0.0
Mass-Distance for Struvite (kg km/day),0.0
Mass-Distance for Struvite+Solids (kg km/day),0.0
Mass-Distance for Digestate_AD (kg km/day),0.0
Mass-Distance for Digestate1 (kg km/day),0.0
Mass-Distance for Digestate2 (kg km/day),0.0
Mass-Distance for Digestate3 (kg km/day),0.0
Mass-Distance for Digestate4 (kg km/day),0.0
Mass-Distance for Digestate5 (kg km/day),0.0
Percentage of Manure Moved ,32.40195535097989
CO2 emissions	(g/day),1.42848895136e7
Objective Value ($/day),-21451.291951342566
epsilon,value_analysis_lbm

