# DEMS,dem_node,dem_prod,dem_cap,dem_price
d878,n78,p9,60000,0.8
d879,n79,p9,60000,0.8
d880,n80,p9,60000,0.8
d881,n81,p9,60000,0.8
d882,n82,p9,60000,0.8
d883,n83,p9,60000,0.8
d884,n84,p9,60000,0.8
d885,n85,p9,60000,0.8
d886,n86,p9,60000,0.8
d887,n87,p9,60000,0.8
d888,n88,p9,60000,0.8
d889,n89,p9,60000,0.8
d890,n90,p9,60000,0.8
d891,n91,p9,60000,0.8
d892,n92,p9,60000,0.8
d893,n93,p9,60000,0.8
d894,n94,p9,60000,0.8
d895,n95,p9,60000,0.8
d896,n96,p9,60000,0.8
d897,n97,p9,60000,0.8
d898,n98,p9,60000,0.8
d899,n99,p9,60000,0.8
d900,n100,p9,60000,0.8
d901,n1,p10,60000,0.0773
d902,n2,p10,60000,0.0773
d903,n3,p10,60000,0.0773
d904,n4,p10,60000,0.0773
d905,n5,p10,60000,0.0773
d906,n6,p10,60000,0.0773
d907,n7,p10,60000,0.0773
d908,n8,p10,60000,0.0773
d909,n9,p10,60000,0.0773
d910,n10,p10,60000,0.0773
d911,n11,p10,60000,0.0773
d912,n12,p10,60000,0.0773
d913,n13,p10,60000,0.0773
d914,n14,p10,60000,0.0773
d915,n15,p10,60000,0.0773
d916,n16,p10,60000,0.0773
d917,n17,p10,60000,0.0773
d918,n18,p10,60000,0.0773
d919,n19,p10,60000,0.0773
d920,n20,p10,60000,0.0773
d921,n21,p10,60000,0.0773
d922,n22,p10,60000,0.0773
d923,n23,p10,60000,0.0773
d924,n24,p10,60000,0.0773
d925,n25,p10,60000,0.0773
d926,n26,p10,60000,0.0773
d927,n27,p10,60000,0.0773
d928,n28,p10,60000,0.0773
d929,n29,p10,60000,0.0773
d930,n30,p10,60000,0.0773
d931,n31,p10,60000,0.0773
d932,n32,p10,60000,0.0773
d933,n33,p10,60000,0.0773
d934,n34,p10,60000,0.0773
d935,n35,p10,60000,0.0773
d936,n36,p10,60000,0.0773
d937,n37,p10,60000,0.0773
d938,n38,p10,60000,0.0773
d939,n39,p10,60000,0.0773
d940,n40,p10,60000,0.0773
d941,n41,p10,60000,0.0773
d942,n42,p10,60000,0.0773
d943,n43,p10,60000,0.0773
d944,n44,p10,60000,0.0773
d945,n45,p10,60000,0.0773
d946,n46,p10,60000,0.0773
d947,n47,p10,60000,0.0773
d948,n48,p10,60000,0.0773
d949,n49,p10,60000,0.0773
d950,n50,p10,60000,0.0773
d951,n51,p10,60000,0.0773
d952,n52,p10,60000,0.0773
d953,n53,p10,60000,0.0773
d954,n54,p10,60000,0.0773
d955,n55,p10,60000,0.0773
d956,n56,p10,60000,0.0773
d957,n57,p10,60000,0.0773
d958,n58,p10,60000,0.0773
d959,n59,p10,60000,0.0773
d960,n60,p10,60000,0.0773
d961,n61,p10,60000,0.0773
d962,n62,p10,60000,0.0773
d963,n63,p10,60000,0.0773
d964,n64,p10,60000,0.0773
d965,n65,p10,60000,0.0773
d966,n66,p10,60000,0.0773
d967,n67,p10,60000,0.0773
d968,n68,p10,60000,0.0773
d969,n69,p10,60000,0.0773
d970,n70,p10,60000,0.0773
d971,n71,p10,60000,0.0773
d972,n72,p10,60000,0.0773
d973,n73,p10,60000,0.0773
d974,n74,p10,60000,0.0773
d975,n75,p10,60000,0.0773
d976,n76,p10,60000,0.0773
d977,n77,p10,60000,0.0773
d978,n78,p10,60000,0.0773
d979,n79,p10,60000,0.0773
d980,n80,p10,60000,0.0773
d981,n81,p10,60000,0.0773
d982,n82,p10,60000,0.0773
d983,n83,p10,60000,0.0773
d984,n84,p10,60000,0.0773
d985,n85,p10,60000,0.0773
d986,n86,p10,60000,0.0773
d987,n87,p10,60000,0.0773
d988,n88,p10,60000,0.0773
d989,n89,p10,60000,0.0773
d990,n90,p10,60000,0.0773
d991,n91,p10,60000,0.0773
d992,n92,p10,60000,0.0773
d993,n93,p10,60000,0.0773
d994,n94,p10,60000,0.0773
d995,n95,p10,60000,0.0773
d996,n96,p10,60000,0.0773
d997,n97,p10,60000,0.0773
d998,n98,p10,60000,0.0773
d999,n99,p10,60000,0.0773
d1000,n100,p10,60000,0.0773
d1001,n1,p11,60000,0
d1002,n2,p11,60000,0
d1003,n3,p11,60000,0
d1004,n4,p11,60000,0
d1005,n5,p11,60000,0
d1006,n6,p11,60000,0
d1007,n7,p11,60000,0
d1008,n8,p11,60000,0
d1009,n9,p11,60000,0
d1010,n10,p11,60000,0
d1011,n11,p11,60000,0
d1012,n12,p11,60000,0
d1013,n13,p11,60000,0
d1014,n14,p11,60000,0
d1015,n15,p11,60000,0
d1016,n16,p11,60000,0
d1017,n17,p11,60000,0
d1018,n18,p11,60000,0
d1019,n19,p11,60000,0
d1020,n20,p11,60000,0
d1021,n21,p11,60000,0
d1022,n22,p11,60000,0
d1023,n23,p11,60000,0
d1024,n24,p11,60000,0
d1025,n25,p11,60000,0
d1026,n26,p11,60000,0
d1027,n27,p11,60000,0
d1028,n28,p11,60000,0
d1029,n29,p11,60000,0
d1030,n30,p11,60000,0
d1031,n31,p11,60000,0
d1032,n32,p11,60000,0
d1033,n33,p11,60000,0
d1034,n34,p11,60000,0
d1035,n35,p11,60000,0
d1036,n36,p11,60000,0
d1037,n37,p11,60000,0
d1038,n38,p11,60000,0
d1039,n39,p11,60000,0
d1040,n40,p11,60000,0
d1041,n41,p11,60000,0
d1042,n42,p11,60000,0
d1043,n43,p11,60000,0
d1044,n44,p11,60000,0
d1045,n45,p11,60000,0
d1046,n46,p11,60000,0
d1047,n47,p11,60000,0
d1048,n48,p11,60000,0
d1049,n49,p11,60000,0
d1050,n50,p11,60000,0
d1051,n51,p11,60000,0
d1052,n52,p11,60000,0
d1053,n53,p11,60000,0
d1054,n54,p11,60000,0
d1055,n55,p11,60000,0
d1056,n56,p11,60000,0
d1057,n57,p11,60000,0
d1058,n58,p11,60000,0
d1059,n59,p11,60000,0
d1060,n60,p11,60000,0
d1061,n61,p11,60000,0
d1062,n62,p11,60000,0
d1063,n63,p11,60000,0
d1064,n64,p11,60000,0
d1065,n65,p11,60000,0
d1066,n66,p11,60000,0
d1067,n67,p11,60000,0
d1068,n68,p11,60000,0
d1069,n69,p11,60000,0
d1070,n70,p11,60000,0
d1071,n71,p11,60000,0
d1072,n72,p11,60000,0
d1073,n73,p11,60000,0
d1074,n74,p11,60000,0
d1075,n75,p11,60000,0
d1076,n76,p11,60000,0
d1077,n77,p11,60000,0
d1078,n78,p11,60000,0
d1079,n79,p11,60000,0
d1080,n80,p11,60000,0
d1081,n81,p11,60000,0
d1082,n82,p11,60000,0
d1083,n83,p11,60000,0
d1084,n84,p11,60000,0
d1085,n85,p11,60000,0
d1086,n86,p11,60000,0
d1087,n87,p11,60000,0
d1088,n88,p11,60000,0
d1089,n89,p11,60000,0
d1090,n90,p11,60000,0
d1091,n91,p11,60000,0
d1092,n92,p11,60000,0
d1093,n93,p11,60000,0
d1094,n94,p11,60000,0
d1095,n95,p11,60000,0
d1096,n96,p11,60000,0
d1097,n97,p11,60000,0
d1098,n98,p11,60000,0
d1099,n99,p11,60000,0
d1100,n100,p11,60000,0
d1101,n1,p12,60000,0
d1102,n2,p12,60000,0
d1103,n3,p12,60000,0
d1104,n4,p12,60000,0
d1105,n5,p12,60000,0
d1106,n6,p12,60000,0
d1107,n7,p12,60000,0
d1108,n8,p12,60000,0
d1109,n9,p12,60000,0
d1110,n10,p12,60000,0
d1111,n11,p12,60000,0
d1112,n12,p12,60000,0
d1113,n13,p12,60000,0
d1114,n14,p12,60000,0
d1115,n15,p12,60000,0
d1116,n16,p12,60000,0
d1117,n17,p12,60000,0
d1118,n18,p12,60000,0
d1119,n19,p12,60000,0
d1120,n20,p12,60000,0
d1121,n21,p12,60000,0
d1122,n22,p12,60000,0
d1123,n23,p12,60000,0
d1124,n24,p12,60000,0
d1125,n25,p12,60000,0
d1126,n26,p12,60000,0
d1127,n27,p12,60000,0
d1128,n28,p12,60000,0
d1129,n29,p12,60000,0
d1130,n30,p12,60000,0
d1131,n31,p12,60000,0
d1132,n32,p12,60000,0
d1133,n33,p12,60000,0
d1134,n34,p12,60000,0
d1135,n35,p12,60000,0
d1136,n36,p12,60000,0
d1137,n37,p12,60000,0
d1138,n38,p12,60000,0
d1139,n39,p12,60000,0
d1140,n40,p12,60000,0
d1141,n41,p12,60000,0
d1142,n42,p12,60000,0
d1143,n43,p12,60000,0
d1144,n44,p12,60000,0
d1145,n45,p12,60000,0
d1146,n46,p12,60000,0
d1147,n47,p12,60000,0
d1148,n48,p12,60000,0
d1149,n49,p12,60000,0
d1150,n50,p12,60000,0
d1151,n51,p12,60000,0
d1152,n52,p12,60000,0
d1153,n53,p12,60000,0
d1154,n54,p12,60000,0
d1155,n55,p12,60000,0
d1156,n56,p12,60000,0
d1157,n57,p12,60000,0
d1158,n58,p12,60000,0
d1159,n59,p12,60000,0
d1160,n60,p12,60000,0
d1161,n61,p12,60000,0
d1162,n62,p12,60000,0
d1163,n63,p12,60000,0
d1164,n64,p12,60000,0
d1165,n65,p12,60000,0
d1166,n66,p12,60000,0
d1167,n67,p12,60000,0
d1168,n68,p12,60000,0
d1169,n69,p12,60000,0
d1170,n70,p12,60000,0
d1171,n71,p12,60000,0
d1172,n72,p12,60000,0
d1173,n73,p12,60000,0
d1174,n74,p12,60000,0
d1175,n75,p12,60000,0
d1176,n76,p12,60000,0
d1177,n77,p12,60000,0
d1178,n78,p12,60000,0
d1179,n79,p12,60000,0
d1180,n80,p12,60000,0
d1181,n81,p12,60000,0
d1182,n82,p12,60000,0
d1183,n83,p12,60000,0
d1184,n84,p12,60000,0
d1185,n85,p12,60000,0
d1186,n86,p12,60000,0
d1187,n87,p12,60000,0
d1188,n88,p12,60000,0
d1189,n89,p12,60000,0
d1190,n90,p12,60000,0
d1191,n91,p12,60000,0
d1192,n92,p12,60000,0
d1193,n93,p12,60000,0
d1194,n94,p12,60000,0
d1195,n95,p12,60000,0
d1196,n96,p12,60000,0
d1197,n97,p12,60000,0
d1198,n98,p12,60000,0
d1199,n99,p12,60000,0
d1200,n100,p12,60000,0
d1201,n1,p13,60000,0
d1202,n2,p13,60000,0
d1203,n3,p13,60000,0
d1204,n4,p13,60000,0
d1205,n5,p13,60000,0
d1206,n6,p13,60000,0
d1207,n7,p13,60000,0
d1208,n8,p13,60000,0
d1209,n9,p13,60000,0
d1210,n10,p13,60000,0
d1211,n11,p13,60000,0
d1212,n12,p13,60000,0
d1213,n13,p13,60000,0
d1214,n14,p13,60000,0
d1215,n15,p13,60000,0
d1216,n16,p13,60000,0
d1217,n17,p13,60000,0
d1218,n18,p13,60000,0
d1219,n19,p13,60000,0
d1220,n20,p13,60000,0
d1221,n21,p13,60000,0
d1222,n22,p13,60000,0
d1223,n23,p13,60000,0
d1224,n24,p13,60000,0
d1225,n25,p13,60000,0
d1226,n26,p13,60000,0
d1227,n27,p13,60000,0
d1228,n28,p13,60000,0
d1229,n29,p13,60000,0
d1230,n30,p13,60000,0
d1231,n31,p13,60000,0
d1232,n32,p13,60000,0
d1233,n33,p13,60000,0
d1234,n34,p13,60000,0
d1235,n35,p13,60000,0
d1236,n36,p13,60000,0
d1237,n37,p13,60000,0
d1238,n38,p13,60000,0
d1239,n39,p13,60000,0
d1240,n40,p13,60000,0
d1241,n41,p13,60000,0
d1242,n42,p13,60000,0
d1243,n43,p13,60000,0
d1244,n44,p13,60000,0
d1245,n45,p13,60000,0
d1246,n46,p13,60000,0
d1247,n47,p13,60000,0
d1248,n48,p13,60000,0
d1249,n49,p13,60000,0
d1250,n50,p13,60000,0
d1251,n51,p13,60000,0
d1252,n52,p13,60000,0
d1253,n53,p13,60000,0
d1254,n54,p13,60000,0
d1255,n55,p13,60000,0
d1256,n56,p13,60000,0
d1257,n57,p13,60000,0
d1258,n58,p13,60000,0
d1259,n59,p13,60000,0
d1260,n60,p13,60000,0
d1261,n61,p13,60000,0
d1262,n62,p13,60000,0
d1263,n63,p13,60000,0
d1264,n64,p13,60000,0
d1265,n65,p13,60000,0
d1266,n66,p13,60000,0
d1267,n67,p13,60000,0
d1268,n68,p13,60000,0
d1269,n69,p13,60000,0
d1270,n70,p13,60000,0
d1271,n71,p13,60000,0
d1272,n72,p13,60000,0
d1273,n73,p13,60000,0
d1274,n74,p13,60000,0
d1275,n75,p13,60000,0
d1276,n76,p13,60000,0
d1277,n77,p13,60000,0
d1278,n78,p13,60000,0
d1279,n79,p13,60000,0
d1280,n80,p13,60000,0
d1281,n81,p13,60000,0
d1282,n82,p13,60000,0
d1283,n83,p13,60000,0
d1284,n84,p13,60000,0
d1285,n85,p13,60000,0
d1286,n86,p13,60000,0
d1287,n87,p13,60000,0
d1288,n88,p13,60000,0
d1289,n89,p13,60000,0
d1290,n90,p13,60000,0
d1291,n91,p13,60000,0
d1292,n92,p13,60000,0
d1293,n93,p13,60000,0
d1294,n94,p13,60000,0
d1295,n95,p13,60000,0
d1296,n96,p13,60000,0
d1297,n97,p13,60000,0
d1298,n98,p13,60000,0
d1299,n99,p13,60000,0
d1300,n100,p13,60000,0
d1301,n1,p14,60000,0
d1302,n2,p14,60000,0
d1303,n3,p14,60000,0
d1304,n4,p14,60000,0
d1305,n5,p14,60000,0
d1306,n6,p14,60000,0
d1307,n7,p14,60000,0
d1308,n8,p14,60000,0
d1309,n9,p14,60000,0
d1310,n10,p14,60000,0
d1311,n11,p14,60000,0
d1312,n12,p14,60000,0
d1313,n13,p14,60000,0
d1314,n14,p14,60000,0
d1315,n15,p14,60000,0
d1316,n16,p14,60000,0
d1317,n17,p14,60000,0
d1318,n18,p14,60000,0
d1319,n19,p14,60000,0
d1320,n20,p14,60000,0
d1321,n21,p14,60000,0
d1322,n22,p14,60000,0
d1323,n23,p14,60000,0
d1324,n24,p14,60000,0
d1325,n25,p14,60000,0
d1326,n26,p14,60000,0
d1327,n27,p14,60000,0
d1328,n28,p14,60000,0
d1329,n29,p14,60000,0
d1330,n30,p14,60000,0
d1331,n31,p14,60000,0
d1332,n32,p14,60000,0
d1333,n33,p14,60000,0
d1334,n34,p14,60000,0
d1335,n35,p14,60000,0
d1336,n36,p14,60000,0
d1337,n37,p14,60000,0
d1338,n38,p14,60000,0
d1339,n39,p14,60000,0
d1340,n40,p14,60000,0
d1341,n41,p14,60000,0
d1342,n42,p14,60000,0
d1343,n43,p14,60000,0
d1344,n44,p14,60000,0
d1345,n45,p14,60000,0
d1346,n46,p14,60000,0
d1347,n47,p14,60000,0
d1348,n48,p14,60000,0
d1349,n49,p14,60000,0
d1350,n50,p14,60000,0
d1351,n51,p14,60000,0
d1352,n52,p14,60000,0
d1353,n53,p14,60000,0
d1354,n54,p14,60000,0
d1355,n55,p14,60000,0
d1356,n56,p14,60000,0
d1357,n57,p14,60000,0
d1358,n58,p14,60000,0
d1359,n59,p14,60000,0
d1360,n60,p14,60000,0
d1361,n61,p14,60000,0
d1362,n62,p14,60000,0
d1363,n63,p14,60000,0
d1364,n64,p14,60000,0
d1365,n65,p14,60000,0
d1366,n66,p14,60000,0
d1367,n67,p14,60000,0
d1368,n68,p14,60000,0
d1369,n69,p14,60000,0
d1370,n70,p14,60000,0
d1371,n71,p14,60000,0
d1372,n72,p14,60000,0
d1373,n73,p14,60000,0
d1374,n74,p14,60000,0
d1375,n75,p14,60000,0
d1376,n76,p14,60000,0
d1377,n77,p14,60000,0
d1378,n78,p14,60000,0
d1379,n79,p14,60000,0
d1380,n80,p14,60000,0
d1381,n81,p14,60000,0
d1382,n82,p14,60000,0
d1383,n83,p14,60000,0
d1384,n84,p14,60000,0
d1385,n85,p14,60000,0
d1386,n86,p14,60000,0
d1387,n87,p14,60000,0
d1388,n88,p14,60000,0
d1389,n89,p14,60000,0
d1390,n90,p14,60000,0
d1391,n91,p14,60000,0
d1392,n92,p14,60000,0
d1393,n93,p14,60000,0
d1394,n94,p14,60000,0
d1395,n95,p14,60000,0
d1396,n96,p14,60000,0
d1397,n97,p14,60000,0
d1398,n98,p14,60000,0
d1399,n99,p14,60000,0
d1400,n100,p14,60000,0
d1401,n1,p15,60000,0
d1402,n2,p15,60000,0
d1403,n3,p15,60000,0
d1404,n4,p15,60000,0
d1405,n5,p15,60000,0
d1406,n6,p15,60000,0
d1407,n7,p15,60000,0
d1408,n8,p15,60000,0
d1409,n9,p15,60000,0
d1410,n10,p15,60000,0
d1411,n11,p15,60000,0
d1412,n12,p15,60000,0
d1413,n13,p15,60000,0
d1414,n14,p15,60000,0
d1415,n15,p15,60000,0
d1416,n16,p15,60000,0
d1417,n17,p15,60000,0
d1418,n18,p15,60000,0
d1419,n19,p15,60000,0
d1420,n20,p15,60000,0
d1421,n21,p15,60000,0
d1422,n22,p15,60000,0
d1423,n23,p15,60000,0
d1424,n24,p15,60000,0
d1425,n25,p15,60000,0
d1426,n26,p15,60000,0
d1427,n27,p15,60000,0
d1428,n28,p15,60000,0
d1429,n29,p15,60000,0
d1430,n30,p15,60000,0
d1431,n31,p15,60000,0
d1432,n32,p15,60000,0
d1433,n33,p15,60000,0
d1434,n34,p15,60000,0
d1435,n35,p15,60000,0
d1436,n36,p15,60000,0
d1437,n37,p15,60000,0
d1438,n38,p15,60000,0
d1439,n39,p15,60000,0
d1440,n40,p15,60000,0
d1441,n41,p15,60000,0
d1442,n42,p15,60000,0
d1443,n43,p15,60000,0
d1444,n44,p15,60000,0
d1445,n45,p15,60000,0
d1446,n46,p15,60000,0
d1447,n47,p15,60000,0
d1448,n48,p15,60000,0
d1449,n49,p15,60000,0
d1450,n50,p15,60000,0
d1451,n51,p15,60000,0
d1452,n52,p15,60000,0
d1453,n53,p15,60000,0
d1454,n54,p15,60000,0
d1455,n55,p15,60000,0
d1456,n56,p15,60000,0
d1457,n57,p15,60000,0
d1458,n58,p15,60000,0
d1459,n59,p15,60000,0
d1460,n60,p15,60000,0
d1461,n61,p15,60000,0
d1462,n62,p15,60000,0
d1463,n63,p15,60000,0
d1464,n64,p15,60000,0
d1465,n65,p15,60000,0
d1466,n66,p15,60000,0
d1467,n67,p15,60000,0
d1468,n68,p15,60000,0
d1469,n69,p15,60000,0
d1470,n70,p15,60000,0
d1471,n71,p15,60000,0
d1472,n72,p15,60000,0
d1473,n73,p15,60000,0
d1474,n74,p15,60000,0
d1475,n75,p15,60000,0
d1476,n76,p15,60000,0
d1477,n77,p15,60000,0
d1478,n78,p15,60000,0
d1479,n79,p15,60000,0
d1480,n80,p15,60000,0
d1481,n81,p15,60000,0
d1482,n82,p15,60000,0
d1483,n83,p15,60000,0
d1484,n84,p15,60000,0
d1485,n85,p15,60000,0
d1486,n86,p15,60000,0
d1487,n87,p15,60000,0
d1488,n88,p15,60000,0
d1489,n89,p15,60000,0
d1490,n90,p15,60000,0
d1491,n91,p15,60000,0
d1492,n92,p15,60000,0
d1493,n93,p15,60000,0
d1494,n94,p15,60000,0
d1495,n95,p15,60000,0
d1496,n96,p15,60000,0
d1497,n97,p15,60000,0
d1498,n98,p15,60000,0
d1499,n99,p15,60000,0
d1500,n100,p15,60000,0
d1501,n1,p16,60000,0
d1502,n2,p16,60000,0
d1503,n3,p16,60000,0
d1504,n4,p16,60000,0
d1505,n5,p16,60000,0
d1506,n6,p16,60000,0
d1507,n7,p16,60000,0
d1508,n8,p16,60000,0
d1509,n9,p16,60000,0
d1510,n10,p16,60000,0
d1511,n11,p16,60000,0
d1512,n12,p16,60000,0
d1513,n13,p16,60000,0
d1514,n14,p16,60000,0
d1515,n15,p16,60000,0
d1516,n16,p16,60000,0
d1517,n17,p16,60000,0
d1518,n18,p16,60000,0
d1519,n19,p16,60000,0
d1520,n20,p16,60000,0
d1521,n21,p16,60000,0
d1522,n22,p16,60000,0
d1523,n23,p16,60000,0
d1524,n24,p16,60000,0
d1525,n25,p16,60000,0
d1526,n26,p16,60000,0
d1527,n27,p16,60000,0
d1528,n28,p16,60000,0
d1529,n29,p16,60000,0
d1530,n30,p16,60000,0
d1531,n31,p16,60000,0
d1532,n32,p16,60000,0
d1533,n33,p16,60000,0
d1534,n34,p16,60000,0
d1535,n35,p16,60000,0
d1536,n36,p16,60000,0
d1537,n37,p16,60000,0
d1538,n38,p16,60000,0
d1539,n39,p16,60000,0
d1540,n40,p16,60000,0
d1541,n41,p16,60000,0
d1542,n42,p16,60000,0
d1543,n43,p16,60000,0
d1544,n44,p16,60000,0
d1545,n45,p16,60000,0
d1546,n46,p16,60000,0
d1547,n47,p16,60000,0
d1548,n48,p16,60000,0
d1549,n49,p16,60000,0
d1550,n50,p16,60000,0
d1551,n51,p16,60000,0
d1552,n52,p16,60000,0
d1553,n53,p16,60000,0
d1554,n54,p16,60000,0
d1555,n55,p16,60000,0
d1556,n56,p16,60000,0
d1557,n57,p16,60000,0
d1558,n58,p16,60000,0
d1559,n59,p16,60000,0
d1560,n60,p16,60000,0
d1561,n61,p16,60000,0
d1562,n62,p16,60000,0
d1563,n63,p16,60000,0
d1564,n64,p16,60000,0
d1565,n65,p16,60000,0
d1566,n66,p16,60000,0
d1567,n67,p16,60000,0
d1568,n68,p16,60000,0
d1569,n69,p16,60000,0
d1570,n70,p16,60000,0
d1571,n71,p16,60000,0
d1572,n72,p16,60000,0
d1573,n73,p16,60000,0
d1574,n74,p16,60000,0
d1575,n75,p16,60000,0
d1576,n76,p16,60000,0
d1577,n77,p16,60000,0
d1578,n78,p16,60000,0
d1579,n79,p16,60000,0
d1580,n80,p16,60000,0
d1581,n81,p16,60000,0
d1582,n82,p16,60000,0
d1583,n83,p16,60000,0
d1584,n84,p16,60000,0
d1585,n85,p16,60000,0
d1586,n86,p16,60000,0
d1587,n87,p16,60000,0
d1588,n88,p16,60000,0
d1589,n89,p16,60000,0
d1590,n90,p16,60000,0
d1591,n91,p16,60000,0
d1592,n92,p16,60000,0
d1593,n93,p16,60000,0
d1594,n94,p16,60000,0
d1595,n95,p16,60000,0
d1596,n96,p16,60000,0
d1597,n97,p16,60000,0
d1598,n98,p16,60000,0
d1599,n99,p16,60000,0
d1600,n100,p16,60000,0
