#1. Node ID,2. Node Name,3. Node longitude,4. Node latitude
N17203,Woodford County,-89.29163,40.76916
N18001,Adams County,-84.934318,40.749532
N18003,Allen County,-85.125233,41.100842
N18005,Bartholomew County,-85.905294,39.215015
N18007,Benton County,-87.291866,40.576258
N18009,Blackford County,-85.345621,40.468109
N18011,Boone County,-86.383249,40.004643
N18013,Brown County,-86.208688,39.236665
N18015,Carroll County,-86.601213,40.579184
N18017,Cass County,-86.338974,40.747129
N18019,Clark County,-85.732548,38.373412
N18021,Clay County,-87.123964,39.469332
N18023,Clinton County,-86.513556,40.297795
N18025,Crawford County,-86.422116,38.315739
N18027,Daviess County,-87.096158,38.697526
N18029,Dearborn County,-84.920533,39.14676
N18031,Decatur County,-85.493081,39.320693
N18033,DeKalb County,-85.034535,41.377157
N18035,Delaware County,-85.402908,40.20524
N18037,Dubois County,-86.915674,38.35868
N18039,Elkhart County,-85.905688,41.637245
N18041,Fayette County,-85.147252,39.64037
N18043,Floyd County,-85.857888,38.32223
N18045,Fountain County,-87.274375,40.14941
N18047,Franklin County,-85.070967,39.398519
N18049,Fulton County,-86.217151,41.059339
N18051,Gibson County,-87.549447,38.305848
N18053,Grant County,-85.644184,40.525256
N18055,Greene County,-86.994152,39.052523
N18057,Hamilton County,-86.057612,40.001506
N18059,Hancock County,-85.829626,39.815247
N18061,Harrison County,-86.098168,38.234174
N18063,Hendricks County,-86.41108,39.773147
N18065,Henry County,-85.403738,39.928844
N18067,Howard County,-86.133562,40.470296
N18069,Huntington County,-85.486182,40.869855
N18071,Jackson County,-85.936294,38.928711
N18073,Jasper County,-87.150606,41.082454
N18075,Jay County,-85.028696,40.430767
N18077,Jefferson County,-85.433151,38.758699
N18079,Jennings County,-85.649705,39.005508
N18081,Johnson County,-86.115187,39.555913
N18083,Knox County,-87.454832,38.699306
N18085,Kosciusko County,-85.830509,41.267835
N18087,LaGrange County,-85.467264,41.632874
N18089,Lake County,-87.407505,41.518998
N18091,LaPorte County,-86.791226,41.632279
N18093,Lawrence County,-86.495942,38.847818
N18095,Madison County,-85.7088,40.113496
N18097,Marion County,-86.136268,39.788896
N18099,Marshall County,-86.272256,41.347653
N18101,Martin County,-86.850513,38.679659
N18103,Miami County,-86.076111,40.729384
N18105,Monroe County,-86.53857,39.162275
N18107,Montgomery County,-86.90058,40.034526
N18109,Morgan County,-86.399124,39.512934
N18111,Newton County,-87.38049,40.999168
N18113,Noble County,-85.388959,41.415849
N18115,Ohio County,-84.909987,38.954376
N18117,Orange County,-86.495955,38.562253
N18119,Owen County,-86.798175,39.314578
N18121,Parke County,-87.225163,39.757908
N18123,Perry County,-86.705505,38.008616
N18125,Pike County,-87.233088,38.427019
N18127,Porter County,-87.104333,41.513979
N18129,Posey County,-87.819868,38.012717
N18131,Pulaski County,-86.684796,41.051366
N18133,Putnam County,-86.834304,39.646449
N18135,Randolph County,-84.996903,40.169491
N18137,Ripley County,-85.219308,39.160663
N18139,Rush County,-85.475672,39.62209
N18141,St. Joseph County,-86.227079,41.67642
N18143,Scott County,-85.764092,38.697942
N18145,Shelby County,-85.790065,39.535011
N18147,Spencer County,-87.009078,38.019216
N18149,Starke County,-86.632742,41.281734
N18151,Steuben County,-85.010961,41.650003
N18153,Sullivan County,-87.393185,39.103793
N18155,Switzerland County,-85.023673,38.816976
N18157,Tippecanoe County,-86.886959,40.418699
N18159,Tipton County,-86.051278,40.307543
N18161,Union County,-84.919464,39.618364
N18163,Vanderburgh County,-87.549603,37.998233
N18165,Vermillion County,-87.439022,39.759924
N18167,Vigo County,-87.386916,39.460456
N18169,Wabash County,-85.80421,40.855768
N18171,Warren County,-87.325412,40.312721
N18173,Warrick County,-87.355616,38.011051
N18175,Washington County,-86.084553,38.573362
N18177,Wayne County,-84.948672,39.843304
N18179,Wells County,-85.192988,40.770773
N18181,White County,-86.809953,40.753581
N18183,Whitley County,-85.478007,41.16305
N19001,Adair County,-94.478337,41.347726
N19003,Adams County,-94.708824,41.007205
N19005,Allamakee County,-91.42476,43.252971
N19007,Appanoose County,-92.864741,40.741265
N19009,Audubon County,-94.925428,41.675888
N19011,Benton County,-92.013283,42.063318
N19013,Black Hawk County,-92.37179,42.490207
N19015,Boone County,-93.892211,42.026222
N19017,Bremer County,-92.380697,42.740346
N19019,Buchanan County,-91.901131,42.48513
N19021,Buena Vista County,-95.184296,42.676707
N19023,Butler County,-92.758281,42.701602
N19025,Calhoun County,-94.623179,42.39777
N19027,Carroll County,-94.867701,42.039462
N19029,Cass County,-94.977692,41.366511
N19031,Cedar County,-91.140408,41.756011
N19033,Cerro Gordo County,-93.246108,43.135216
N19035,Cherokee County,-95.591928,42.751225
N19037,Chickasaw County,-92.342847,43.038731
N19039,Clarke County,-93.783479,41.034767
N19041,Clay County,-95.159344,43.127358
N19043,Clayton County,-91.321147,42.860684
N19045,Clinton County,-90.341168,41.852141
N19047,Crawford County,-95.357436,42.026692
N19049,Dallas County,-93.900543,41.630722
N19051,Davis County,-92.418316,40.762546
N19053,Decatur County,-93.817156,40.7123
N19055,Delaware County,-91.383936,42.48163
N19057,Des Moines County,-91.143256,40.83528
N19059,Dickinson County,-95.134559,43.38895
N19061,Dubuque County,-90.762214,42.493173
N19063,Emmet County,-94.75827,43.395995
N19065,Fayette County,-91.855739,42.821543
N19067,Floyd County,-92.751434,43.075228
N19069,Franklin County,-93.239282,42.754609
N19071,Fremont County,-95.616798,40.753741
N19073,Greene County,-94.379863,42.029106
N19075,Grundy County,-92.747282,42.38048
N19077,Guthrie County,-94.427696,41.665841
N19079,Hamilton County,-93.767427,42.406603
N19081,Hancock County,-93.702667,43.092315
N19083,Hardin County,-93.217038,42.436346
N19085,Harrison County,-95.804583,41.662599
N19087,Henry County,-91.536884,40.977985
N19089,Howard County,-92.229351,43.361965
N19091,Humboldt County,-94.216619,42.746569
N19093,Ida County,-95.505465,42.393275
N19095,Iowa County,-92.039155,41.701018
N19097,Jackson County,-90.567662,42.141479
N19099,Jasper County,-93.07144,41.678059
N19101,Jefferson County,-91.965861,41.012603
N19103,Johnson County,-91.561276,41.683586
N19105,Jones County,-91.200472,42.138136
N19107,Keokuk County,-92.175248,41.324433
N19109,Kossuth County,-94.221432,43.143301
N19111,Lee County,-91.397062,40.560697
N19113,Linn County,-91.648394,42.008474
N19115,Louisa County,-91.262686,41.225335
N19117,Lucas County,-93.312466,41.022123
N19119,Lyon County,-96.227291,43.385476
N19121,Madison County,-93.98679,41.348667
N19123,Mahaska County,-92.642105,41.311761
N19125,Marion County,-93.041728,41.357267
N19127,Marshall County,-92.938199,42.030436
N19129,Mills County,-95.693715,41.050907
N19131,Mitchell County,-92.806056,43.334549
N19133,Monona County,-95.988925,42.062617
N19135,Monroe County,-92.825189,41.03376
N19137,Montgomery County,-95.169693,41.009252
N19139,Muscatine County,-91.077753,41.465515
N19141,O'Brien County,-95.69531,43.129233
N19143,Osceola County,-95.680981,43.387203
N19145,Page County,-95.18734,40.746972
N19147,Palo Alto County,-94.688525,43.101085
N19149,Plymouth County,-96.20304,42.748026
N19151,Pocahontas County,-94.706993,42.744041
N19153,Polk County,-93.640165,41.630968
N19155,Pottawattamie County,-95.79385,41.278446
N19157,Poweshiek County,-92.624939,41.712451
N19159,Ringgold County,-94.237097,40.737978
N19161,Sac County,-95.089609,42.37525
N19163,Scott County,-90.562678,41.5647
N19165,Shelby County,-95.32328,41.662625
N19167,Sioux County,-96.167993,43.080798
N19169,Story County,-93.604948,42.025132
N19171,Tama County,-92.544134,42.062414
N19173,Taylor County,-94.679839,40.753586
N19175,Union County,-94.318334,41.054759
N19177,Van Buren County,-91.942474,40.744224
N19179,Wapello County,-92.418899,41.01642
N19181,Warren County,-93.595647,41.40685
N19183,Washington County,-91.69418,41.365129
N19185,Wayne County,-93.304108,40.733313
N19187,Webster County,-94.179496,42.481229
N19189,Winnebago County,-93.663913,43.341507
N19191,Winneshiek County,-91.813207,43.281109
N19193,Woodbury County,-96.345995,42.483312
N19195,Worth County,-93.250437,43.369396
N19197,Wright County,-93.756305,42.732976
N20001,Allen County,-95.369306,37.896944
N20003,Anderson County,-95.263224,38.251802
N20005,Atchison County,-95.179193,39.555375
N20007,Barber County,-98.557723,37.211912
N20009,Barton County,-98.75829,38.396456
N20011,Bourbon County,-94.749672,37.845974
N20013,Brown County,-95.551801,39.805025
N20015,Butler County,-96.99849,37.725409
N20017,Chase County,-96.558338,38.358225
N20019,Chautauqua County,-96.228059,37.115752
N20021,Cherokee County,-94.751725,37.114832
N20023,Cheyenne County,-101.738091,39.769323
N20025,Clark County,-99.886429,37.295814
N20027,Clay County,-97.122448,39.354338
N20029,Cloud County,-97.635801,39.53486
N20031,Coffey County,-95.741609,38.249077
N20033,Comanche County,-99.373213,37.233664
N20035,Cowley County,-96.99836,37.17461
N20037,Crawford County,-94.729385,37.438265
N20039,Decatur County,-100.484373,39.804239
N20041,Dickinson County,-97.152074,38.886002
N20043,Doniphan County,-95.071424,39.787452
N20045,Douglas County,-95.254186,38.942493
N20047,Edwards County,-99.352782,37.913198
N20049,Elk County,-96.239085,37.423675
N20051,Ellis County,-99.330542,38.882206
N20053,Ellsworth County,-98.268058,38.725437
N20055,Finney County,-100.863047,37.977246
N20057,Ford County,-99.995523,37.753005
N20059,Franklin County,-95.260357,38.603542
N20061,Geary County,-96.838824,39.040483
N20063,Gove County,-100.377754,39.047079
N20065,Graham County,-99.855627,39.358244
N20067,Grant County,-101.351338,37.580299
N20069,Gray County,-100.412286,37.724149
N20071,Greeley County,-101.758084,38.483553
N20073,Greenwood County,-96.224613,37.861919
N20075,Hamilton County,-101.760582,37.98058
N20077,Harper County,-98.049879,37.215327
N20079,Harvey County,-97.385867,38.046143
N20081,Haskell County,-100.890211,37.495004
N20083,Hodgeman County,-99.860131,38.085859
N20085,Jackson County,-95.75283400000001,39.402317
N20087,Jefferson County,-95.397523,39.210953
N20089,Jewell County,-98.198892,39.777617
N20091,Johnson County,-94.740299,38.924919
N20093,Kearny County,-101.24168,37.951539
N20095,Kingman County,-98.098011,37.610273
N20097,Kiowa County,-99.252339,37.595999
N20099,Labette County,-95.262384,37.259841
N20101,Lane County,-100.483419,38.504038
N20103,Leavenworth County,-94.959527,39.23513
N20105,Lincoln County,-98.186201,39.035019
N20107,Linn County,-94.800976,38.239619
N20109,Logan County,-100.926327,39.095504
N20111,Lyon County,-96.17907,38.416221
N20113,McPherson County,-97.646719,38.382645
N20115,Marion County,-97.127529,38.324754
N20117,Marshall County,-96.573926,39.800328
N20119,Meade County,-100.396872,37.292243
N20121,Miami County,-94.83105,38.595195
N20123,Mitchell County,-98.175033,39.45426
N20125,Montgomery County,-95.693873,37.143443
N20127,Morris County,-96.58085,38.694354
N20129,Morton County,-101.840026,37.043232
N20131,Nemaha County,-95.96626,39.829395
N20133,Neosho County,-95.396134,37.623786
N20135,Ness County,-99.897744,38.488254
N20137,Norton County,-99.876765,39.82351
N20139,Osage County,-95.713137,38.699173
N20141,Osborne County,-98.705316,39.425897
N20143,Ottawa County,-97.682422,39.096393
N20145,Pawnee County,-99.146958,38.179763
N20147,Phillips County,-99.348621,39.759487
N20149,Pottawatomie County,-96.332282,39.251723
N20151,Pratt County,-98.730599,37.6448
N20153,Rawlins County,-101.050348,39.807173
N20155,Reno County,-97.931942,38.051646
N20157,Republic County,-97.659071,39.817924
N20159,Rice County,-98.199874,38.320405
N20161,Riley County,-96.632706,39.190165
N20163,Rooks County,-99.314061,39.321747
N20165,Rush County,-99.281206,38.527826
N20167,Russell County,-98.830652,38.904218
N20169,Saline County,-97.605554,38.814764
N20171,Scott County,-100.913143,38.481574
N20173,Sedgwick County,-97.34439,37.680269
N20175,Seward County,-100.918735,37.051086
N20177,Shawnee County,-95.706417,39.034789
N20179,Sheridan County,-100.463405,39.368138
N20181,Sherman County,-101.726045,39.350878
N20183,Smith County,-98.805608,39.770601
N20185,Stafford County,-98.733831,38.005058
N20187,Stanton County,-101.757372,37.565287
N20189,Stevens County,-101.322543,37.187133
N20191,Sumner County,-97.406786,37.303365
N20193,Thomas County,-101.050191,39.384656
N20195,Trego County,-99.881416,39.003748
N20197,Wabaunsee County,-96.178582,38.989695
N20199,Wallace County,-101.761616,38.885844
N20201,Washington County,-97.048861,39.779332
N20203,Wichita County,-101.349645,38.494575
N20205,Wilson County,-95.739717,37.511463
N20207,Woodson County,-95.735035,37.876071
N20209,Wyandotte County,-94.712818,39.106038
N21001,Adair County,-85.27965,37.107461
N21003,Allen County,-86.210149,36.750241
N21005,Anderson County,-84.925693,38.02799
N21007,Ballard County,-88.976992,37.043623
N21009,Barren County,-85.932182,36.995285
N21011,Bath County,-83.7406,38.138475
N21013,Bell County,-83.70439,36.680825
N21015,Boone County,-84.678985,38.984893
N21017,Bourbon County,-84.246703,38.203999
N21019,Boyd County,-82.666251,38.432179
N21021,Boyle County,-84.796823,37.637853
N21023,Bracken County,-84.072685,38.701217
N21025,Breathitt County,-83.377385,37.518699
N21027,Breckinridge County,-86.408122,37.769799
N21029,Bullitt County,-85.651771,38.023787
N21031,Butler County,-86.677714,37.217537
N21033,Caldwell County,-87.878812,37.125484
N21035,Calloway County,-88.30609,36.621007
N21037,Campbell County,-84.439251,39.032376
N21039,Carlisle County,-88.946346,36.855639
N21041,Carroll County,-85.140741,38.669245
N21043,Carter County,-83.034886,38.314087
N21045,Casey County,-84.925995,37.301616
N21047,Christian County,-87.477832,36.80904
N21049,Clark County,-84.182808,37.986421
N21051,Clay County,-83.750091,37.168974
N21053,Clinton County,-85.13447,36.715915
N21055,Crittenden County,-88.095012,37.33223
N21057,Cumberland County,-85.389733,36.782421
N21059,Daviess County,-87.095079,37.747426
N21061,Edmonson County,-86.253259,37.192292
N21063,Elliott County,-83.108689,38.122978
N21065,Estill County,-83.991846,37.707053
N21067,Fayette County,-84.49441,38.020293
N21069,Fleming County,-83.709683,38.388852
N21071,Floyd County,-82.7396,37.558551
N21073,Franklin County,-84.867165,38.195361
N21075,Fulton County,-89.037115,36.538105
N21077,Gallatin County,-84.841609,38.764935
N21079,Garrard County,-84.575237,37.650333
N21081,Grant County,-84.602905,38.689224
N21083,Graves County,-88.650736,36.742207
N21085,Grayson County,-86.30457,37.471252
N21087,Green County,-85.538884,37.265986
N21089,Greenup County,-82.809161,38.55436
N21091,Hancock County,-86.805118,37.868547
N21093,Hardin County,-85.915853,37.743564
N21095,Harlan County,-83.2338,36.866097
N21097,Harrison County,-84.314294,38.414072
N21099,Hart County,-85.88777,37.280435
N21101,Henderson County,-87.564508,37.817983
N21103,Henry County,-85.180752,38.4314
N21105,Hickman County,-88.956556,36.664413
N21107,Hopkins County,-87.52201,37.308856
N21109,Jackson County,-83.992381,37.400575
N21111,Jefferson County,-85.686227,38.201451
N21113,Jessamine County,-84.585371,37.886869
N21115,Johnson County,-82.817074,37.830575
N21117,Kenton County,-84.549073,39.011065
N21119,Knott County,-82.942351,37.328988
N21121,Knox County,-83.921054,36.902733
N21123,Larue County,-85.723159,37.542807
N21125,Laurel County,-84.087505,37.091997
N21127,Lawrence County,-82.677508,38.081027
N21129,Lee County,-83.702693,37.590698
N21131,Leslie County,-83.376004,37.115702
N21133,Letcher County,-82.807202,37.146816
N21135,Lewis County,-83.350474,38.564104
N21137,Lincoln County,-84.670402,37.473364
N21139,Livingston County,-88.351386,37.133064
N21141,Logan County,-86.862831,36.859958
N21143,Lyon County,-88.079475,37.065485
N21145,McCracken County,-88.649871,37.0493
N21147,McCreary County,-84.447417,36.713019
N21149,McLean County,-87.221398,37.51554
N21151,Madison County,-84.286707,37.70685
N21153,Magoffin County,-83.057067,37.733397
N21155,Marion County,-85.28442,37.570127
N21157,Marshall County,-88.34,36.897003
N21159,Martin County,-82.516965,37.835468
N21161,Mason County,-83.789096,38.616511
N21163,Meade County,-86.134606,37.934417
N21165,Menifee County,-83.595979,37.945275
N21167,Mercer County,-84.84891,37.785035
N21169,Metcalfe County,-85.64095,36.990976
N21171,Monroe County,-85.723364,36.707799
N21173,Montgomery County,-83.918227,38.037988
N21175,Morgan County,-83.268972,37.914473
N21177,Muhlenberg County,-87.146244,37.238076
N21179,Nelson County,-85.4595,37.820783
N21181,Nicholas County,-84.022987,38.324558
N21183,Ohio County,-86.864757,37.464465
N21185,Oldham County,-85.459227,38.372614
N21187,Owen County,-84.831041,38.530989
N21189,Owsley County,-83.68482,37.45244
N21191,Pendleton County,-84.359242,38.715312
N21193,Perry County,-83.200329,37.258818
N21195,Pike County,-82.427235,37.463914
N21197,Powell County,-83.880539,37.850736
N21199,Pulaski County,-84.614379,37.092197
N21201,Robertson County,-84.051005,38.520923
N21203,Rockcastle County,-84.351176,37.380897
N21205,Rowan County,-83.444323,38.194754
N21207,Russell County,-85.058512,37.030799
N21209,Scott County,-84.568282,38.230636
N21211,Shelby County,-85.232221,38.212966
N21213,Simpson County,-86.571947,36.732484
N21215,Spencer County,-85.350311,38.06313
N21217,Taylor County,-85.342524,37.350286
N21219,Todd County,-87.173233,36.812095
N21221,Trigg County,-87.834907,36.845549
N21223,Trimble County,-85.33207,38.61932
N21225,Union County,-87.929907,37.652277
N21227,Warren County,-86.435814,36.966984
N21229,Washington County,-85.192752,37.738166
N21231,Wayne County,-84.845965,36.838184
N21233,Webster County,-87.68192,37.502386
N21235,Whitley County,-84.141533,36.814087
N21237,Wolfe County,-83.509721,37.739826
N21239,Woodford County,-84.726705,38.048373
N22001,Acadia Parish,-92.350979,30.281563
N22003,Allen Parish,-92.779523,30.669442
N22005,Ascension Parish,-90.934071,30.254386
N22007,Assumption Parish,-91.065832,29.921462
N22009,Avoyelles Parish,-92.067528,31.057263
N22011,Beauregard Parish,-93.282544,30.723548
N22013,Bienville Parish,-93.079008,32.384335
N22015,Bossier Parish,-93.659046,32.560816
N22017,Caddo Parish,-93.799166,32.468933
N22019,Calcasieu Parish,-93.257749,30.225067
N22021,Caldwell Parish,-92.104629,32.073032
N22023,Cameron Parish,-93.210852,29.957136
N22025,Catahoula Parish,-91.820047,31.694978
N22027,Claiborne Parish,-93.033201,32.826371
N22029,Concordia Parish,-91.54632,31.592181
N22031,De Soto Parish,-93.778274,32.121308
N22033,East Baton Rouge Parish,-91.100064,30.460289
N22035,East Carroll Parish,-91.184557,32.761788
N22037,East Feliciana Parish,-91.090607,30.820502
N22039,Evangeline Parish,-92.361575,30.690294
N22041,Franklin Parish,-91.695666,32.147658
N22043,Grant Parish,-92.538082,31.530198
N22045,Iberia Parish,-91.80964,29.994242
N22047,Iberville Parish,-91.232013,30.271035
N22049,Jackson Parish,-92.643112,32.283184
N22051,Jefferson Parish,-90.152287,29.945816
N22053,Jefferson Davis Parish,-92.746247,30.241059
N22055,Lafayette Parish,-92.042199,30.198103
N22057,Lafourche Parish,-90.63396,29.690273
N22059,LaSalle Parish,-92.16954,31.726006
N22061,Lincoln Parish,-92.645045,32.54964
N22063,Livingston Parish,-90.843081,30.48237
N22065,Madison Parish,-91.197847,32.397655
N22067,Morehouse Parish,-91.8883,32.785896
N22069,Natchitoches Parish,-93.097411,31.757091
N22071,Orleans Parish,-90.05295,29.975765
N22073,Ouachita Parish,-92.131922,32.516411
N22075,Plaquemines Parish,-89.903288,29.725872
N22077,Pointe Coupee Parish,-91.4947,30.664814
N22079,Rapides Parish,-92.455373,31.286365
N22081,Red River Parish,-93.305191,32.054844
N22083,Richland Parish,-91.718715,32.440206
N22085,Sabine Parish,-93.564477,31.578134
N22087,St. Bernard Parish,-89.937239,29.930597
N22089,St. Charles Parish,-90.376212,29.938265
N22091,St. Helena Parish,-90.693517,30.786666
N22093,St. James Parish,-90.736618,30.020844
N22095,St. John the Baptist Parish,-90.511201,30.072182
N22097,St. Landry Parish,-92.112737,30.510054
N22099,St. Martin Parish,-91.83735,30.231079
N22101,St. Mary Parish,-91.339006,29.738031
N22103,St. Tammany Parish,-89.961836,30.386943
N22105,Tangipahoa Parish,-90.449002,30.561076
N22107,Tensas Parish,-91.298951,31.960595
N22109,Terrebonne Parish,-90.725647,29.596256
N22111,Union Parish,-92.398543,32.788831
N22113,Vermilion Parish,-92.161801,29.998731
N22115,Vernon Parish,-93.24714,31.09456
N22117,Washington Parish,-90.004103,30.839568
N22119,Webster Parish,-93.338052,32.699031
N22121,West Baton Rouge Parish,-91.266575,30.436753
N22123,West Carroll Parish,-91.427421,32.827035
N22125,West Feliciana Parish,-91.442588,30.888343
N22127,Winn Parish,-92.67791,31.930579
N23001,Androscoggin County,-70.202081,44.117226
N23003,Aroostook County,-68.088411,46.701279
N23005,Cumberland County,-70.305033,43.746359
N23007,Franklin County,-70.225872,44.707406
N23009,Hancock County,-68.468176,44.471045
N23011,Kennebec County,-69.748924,44.395615
N23013,Knox County,-69.161632,44.132937
N23015,Lincoln County,-69.553445,44.034295
N23017,Oxford County,-70.614092,44.279251
N23019,Penobscot County,-68.797457,44.944506
N23021,Piscataquis County,-69.256031,45.242664
N23023,Sagadahoc County,-69.871506,43.956844
N23025,Somerset County,-69.685098,44.820189
N23027,Waldo County,-69.086158,44.490051
N23029,Washington County,-67.46595,44.861852
N23031,York County,-70.64015,43.422532
N24001,Allegany County,-78.820665,39.628458
N24003,Anne Arundel County,-76.604417,39.071038
N24005,Baltimore County,-76.620325,39.368834
N24009,Calvert County,-76.54407,38.551108
N24011,Caroline County,-75.830203,38.873476
N24013,Carroll County,-76.993056,39.526206
N24015,Cecil County,-75.936285,39.614177
N24017,Charles County,-76.951519,38.58147
N24019,Dorchester County,-76.011658,38.571271
N24021,Frederick County,-77.400605,39.427679
N24023,Garrett County,-79.305826,39.51324
N24025,Harford County,-76.309261,39.520613
N24027,Howard County,-76.854298,39.217658
N24029,Kent County,-76.05767,39.244676
N24031,Montgomery County,-77.124126,39.087069
N24033,Prince George's County,-76.888689,38.909313
N24035,Queen Anne's County,-76.149985,39.021381
N24037,St. Mary's County,-76.577954,38.307223
N24039,Somerset County,-75.742151,38.13306
N24041,Talbot County,-76.098027,38.7685
N24043,Washington County,-77.73148,39.618688
N24045,Wicomico County,-75.593756,38.372255
N24047,Worcester County,-75.234513,38.30361
N24510,Baltimore city,-76.618104,39.314378
N25001,Barnstable County,-70.328659,41.692343
N25003,Berkshire County,-73.218336,42.456888
N25005,Bristol County,-71.109451,41.794278
N25007,Dukes County,-70.60331,41.419712
N25009,Essex County,-70.991432,42.625306
N25011,Franklin County,-72.559152,42.578152
N25013,Hampden County,-72.574333,42.125554
N25015,Hampshire County,-72.572165,42.312741
N25017,Middlesex County,-71.254598,42.447845
N25019,Nantucket County,-70.089225,41.267216
N25021,Norfolk County,-71.146359,42.202442
N25023,Plymouth County,-70.855576,42.023677
N25025,Suffolk County,-71.077148,42.336102
N25027,Worcester County,-71.802715,42.303377
N26001,Alcona County,-83.46556,44.668106
N26003,Alger County,-86.711752,46.384467
N26005,Allegan County,-85.871027,42.608445
N26007,Alpena County,-83.502895,45.050588
N26009,Antrim County,-85.198554,44.978317
N26011,Arenac County,-83.884489,44.044452
N26013,Baraga County,-88.450012,46.766517
N26015,Barry County,-85.349392,42.618511
N26017,Bay County,-83.929196,43.629992
N26019,Benzie County,-86.011382,44.651834
N26021,Berrien County,-86.406377,41.985704
N26023,Branch County,-85.030705,41.929177
N26025,Calhoun County,-85.106049,42.289631
N26027,Cass County,-86.040504,41.892277
N26029,Charlevoix County,-85.11101,45.244536
N26031,Cheboygan County,-84.52108,45.511041
N26033,Chippewa County,-84.396326,46.365585
N26035,Clare County,-84.825685,43.944384
N26037,Clinton County,-84.55428,42.886259
N26039,Crawford County,-84.668957,44.657052
N26041,Delta County,-87.065752,45.801912
N26043,Dickinson County,-88.014029,45.832994
N26045,Eaton County,-84.739621,42.645094
N26047,Emmet County,-84.910442,45.432042
N26049,Genesee County,-83.693809,43.002399
N26051,Gladwin County,-84.439806,43.968003
N26053,Gogebic County,-89.992958,46.446365
N26055,Grand Traverse County,-85.613028,44.713441
N26057,Gratiot County,-84.631259,43.34413
N26059,Hillsdale County,-84.605231,41.916883
N26061,Houghton County,-88.54177,47.127331
N26063,Huron County,-83.063027,43.832366
N26065,Ingham County,-84.486253,42.688382
N26067,Ionia County,-85.086727,42.957003
N26069,Iosco County,-83.532361,44.357042
N26071,Iron County,-88.53764,46.099565
N26073,Isabella County,-84.80345,43.608534
N26075,Jackson County,-84.406618,42.241802
N26077,Kalamazoo County,-85.586372,42.262549
N26079,Kalkaska County,-85.164963,44.720582
N26081,Kent County,-85.625638,42.961776
N26083,Keweenaw County,-88.289269,47.336126
N26085,Lake County,-85.799431,43.95721
N26087,Lapeer County,-83.249396,43.058194
N26089,Leelanau County,-85.730072,44.906992
N26091,Lenawee County,-84.052777,41.926112
N26093,Livingston County,-83.856466,42.575026
N26095,Luce County,-85.56135,46.335663
N26097,Mackinac County,-84.881331,45.997314
N26099,Macomb County,-82.957895,42.589118
N26101,Manistee County,-86.185294,44.306321
N26103,Marquette County,-87.492759,46.486717
N26105,Mason County,-86.346719,43.97455
N26107,Mecosta County,-85.382191,43.650863
N26109,Menominee County,-87.579801,45.342064
N26111,Midland County,-84.296349,43.643318
N26113,Missaukee County,-85.179858,44.307677
N26115,Monroe County,-83.486421,41.901664
N26117,Montcalm County,-85.172737,43.283564
N26119,Montmorency County,-84.12591,44.997449
N26121,Muskegon County,-86.214941,43.243847
N26123,Newaygo County,-85.811272,43.466224
N26125,Oakland County,-83.314039,42.586862
N26127,Oceana County,-86.305778,43.632662
N26129,Ogemaw County,-84.127345,44.286618
N26131,Ontonagon County,-89.288199,46.718929
N26133,Osceola County,-85.357843,43.965434
N26135,Oscoda County,-84.14837,44.701471
N26137,Otsego County,-84.666769,45.006949
N26139,Ottawa County,-86.015862,42.911054
N26141,Presque Isle County,-83.868249,45.356976
N26143,Roscommon County,-84.650133,44.364342
N26145,Saginaw County,-83.996446,43.399088
N26147,St. Clair County,-82.563457,42.912215
N26149,St. Joseph County,-85.526887,41.887521
N26151,Sanilac County,-82.782963,43.365189
N26153,Schoolcraft County,-86.226826,46.006087
N26155,Shiawassee County,-84.147876,42.942704
N26157,Tuscola County,-83.433939,43.429916
N26159,Van Buren County,-86.001338,42.260186
N26161,Washtenaw County,-83.726939,42.257602
N26163,Wayne County,-83.226321,42.329477
N26165,Wexford County,-85.486553,44.309686
N27001,Aitkin County,-93.52998,46.570797
N27003,Anoka County,-93.269315,45.195033
N27005,Becker County,-95.781108,46.846984
N27007,Beltrami County,-94.86333,47.585267
N27009,Benton County,-94.10435,45.634664
N27011,Big Stone County,-96.446286,45.395362
N27013,Blue Earth County,-93.994417,44.133623
N27015,Brown County,-94.59176,44.285144
N27017,Carlton County,-92.532283,46.644206
N27019,Carver County,-93.679267,44.836919
N27021,Cass County,-94.417932,46.817725
N27023,Chippewa County,-95.618298,44.961846
N27025,Chisago County,-92.924032,45.452093
N27027,Clay County,-96.673903,46.855003
N27029,Clearwater County,-95.388788,47.559971
N27031,Cook County,-90.339448,47.790102
N27033,Cottonwood County,-95.120928,43.938574
N27035,Crow Wing County,-94.162322,46.430863
N27037,Dakota County,-93.154642,44.763244
N27039,Dodge County,-92.805954,44.030082
N27041,Douglas County,-95.389465,45.907933
N27043,Faribault County,-93.954993,43.682751
N27045,Fillmore County,-92.081754,43.696271
N27047,Freeborn County,-93.361666,43.662772
N27049,Goodhue County,-92.66657,44.446353
N27051,Grant County,-95.931474,45.948536
N27053,Hennepin County,-93.361233,44.976697
N27055,Houston County,-91.438661,43.720423
N27057,Hubbard County,-94.933356,47.058441
N27059,Isanti County,-93.259775,45.542718
N27061,Itasca County,-93.521135,47.315009
N27063,Jackson County,-95.109576,43.66536
N27065,Kanabec County,-93.297994,45.885216
N27067,Kandiyohi County,-95.017492,45.154628
N27069,Kittson County,-96.77663,48.729252
