,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,
n19,-15.175885624132222,-21.795546382219975,-17.15331863472534,0.0,-0.0,-0.0,-0.0,798.2244581457484,-14.857182606060844,-21.546379539536282,-16.874106121489895,-15.691127848066264,-16.402182636567183,-11.666270142384208,98.22445814574841,98.22445814574841,98.22445814574841,-0.0,-0.0,-0.0,
n20,-14.622283561591981,-20.948990385961658,-16.231080143102606,0.0,-0.0,-0.0,-0.0,797.7800282551148,-14.153978055088178,-20.795724152875902,-16.18471980438366,-16.34840505706451,-17.043638191546613,-12.259356243026165,97.7800282551147,97.7800282551147,97.7800282551147,-0.0,-0.0,-0.0,
n21,-16.262162868469673,-21.813373994658225,-16.972208823380903,0.0,-0.0,-0.0,-0.0436381259353082,797.4439748988905,-14.29112094861495,-21.95778730104886,-17.174208400686286,-16.29807118947182,-16.499069011826645,-11.948517018682482,97.44397489889045,97.44397489889045,97.44397489889045,-0.0,-0.0,-0.0,
n22,-14.820451896989518,-21.32955715281271,-16.9201218431078,0.0,-0.0,-0.0,-0.0,796.4828447493143,-13.27890412861025,-19.664883844762922,-15.348023655750271,-17.40897848276639,-17.7944931464563,-13.173740583260305,96.4828447493143,96.4828447493143,96.4828447493143,-0.0,-0.0,-0.0,
n23,-14.90871978220495,-21.39950361232232,-16.985000978630993,0.0,-0.0,-0.0,-0.0,796.4503925186499,-13.232343644158055,-19.585637482825298,-15.287241099995377,-17.37656111969711,-17.790642098100708,-13.179385000375202,96.45039251864993,96.45039251864993,96.45039251864993,-0.0,-0.0,-0.0,
n24,-14.371292347580738,-20.922082877136123,-16.52130207239056,0.0,-0.0,-0.0,-0.027427507686512878,796.5969946958633,-13.71137820664534,-20.07282264620694,-15.694680127849823,-17.648289942188573,-17.913410486166068,-13.256664742834898,96.59699469586329,96.59699469586329,96.59699469586329,-0.0,-0.0,-0.0,
n25,-15.03531354679484,-21.478643465490432,-17.027027529274886,0.0,-0.0,-0.0,-0.0,796.3739214317461,-13.146277252860871,-19.49371650807268,-15.212335184869994,-17.43660097798925,-17.79537304195442,-13.106216315479838,96.37392143174615,96.37392143174615,96.37392143174615,-0.0,-0.0,-0.0,
n26,-15.139511364262708,-21.621897999467546,-17.207395365776218,0.0,-0.0,-0.0,-0.0,796.4098909896128,-12.995941426617314,-19.349235265284555,-15.097693214573232,-17.42691557543407,-17.78680746776288,-13.095417015178855,96.40989098961273,96.40989098961273,96.40989098961273,-0.0,-0.0,-0.0,
n27,-14.980843730533113,-20.91269333955342,-16.601453625448727,0.0,-0.0,-0.0,-0.0,796.2730933868518,-13.289246202438488,-19.854494419091214,-15.57094148864624,-17.33414178044237,-17.87918866961932,-13.25321131990838,96.27309338685171,96.27309338685171,96.27309338685171,-0.0,-0.0,-0.0,
n28,-14.840719957914795,-21.24166489548632,-16.83487569554954,0.0,-0.0,-0.0,-0.0,797.6339544092049,-13.108899559116438,-19.588610108454038,-15.269921742529101,-16.93944304505525,-17.19199711034487,-12.280153536243542,97.63395440920486,97.63395440920486,97.63395440920486,-0.0,-0.0,-0.0,
n29,-14.802076649474298,-21.418933438128622,-17.07990811618171,0.0,-0.0,-0.0,-0.0,797.1306827816518,-13.206626835229962,-19.736743479160488,-15.293996648674828,-17.173372601288126,-17.636750737554543,-12.803746357806446,97.13068278165176,97.13068278165176,97.13068278165176,-0.0,-0.0,-0.0,
n30,-13.336026698863547,-22.223501955449986,-17.437520830125766,0.0,-0.0,-0.0,-0.0,797.0672058504376,-12.560531983558377,-18.177074574738192,-14.059804703175452,-17.54853093619736,-17.262295459365664,-12.429282776393828,97.06720585043763,97.06720585043763,97.06720585043763,-0.0,-0.0,-0.0,
n31,-13.764891189521457,-22.28749534875557,-17.427750477526253,0.0,-0.0,-0.0,-0.0,796.8483714076314,-12.131667492900466,-18.092344238646092,-13.902380212516487,-17.37043116687935,-17.256260891492566,-12.386591157531232,96.84837140763135,96.84837140763135,96.84837140763135,-0.0,-0.0,-0.0,
n32,-14.827418728585254,-21.534580122739715,-17.03161378440106,0.0,-0.0,-0.0,-0.0,797.7815336196695,-12.813338092820644,-19.196755409757447,-15.045783392953274,-16.833960157561936,-17.138593659487075,-12.094830707172054,97.78153361966947,97.78153361966947,97.78153361966947,-0.0,-0.0,-0.0,
n33,-14.385761680081309,-21.208437295258825,-16.556233715833446,0.0,-0.0,-0.0,-0.0,797.0700395822051,-11.538835298350008,-17.213501493397565,-13.35114971155911,-17.25649156544911,-17.243826163411853,-12.320923697138873,97.0700395822051,97.0700395822051,97.0700395822051,-0.0,-0.0,-0.0,
n34,-14.07539751120895,-21.99652924590693,-17.217560870965123,0.0,-0.0,-0.0,-0.0,796.7024862428486,-11.926849222124794,-17.778374830398427,-13.778311435989815,-17.361563437645867,-17.2723220982377,-12.40440053362441,96.70248624284864,96.70248624284864,96.70248624284864,-0.0,-0.0,-0.0,
n35,-15.503363748358412,-22.243572143137726,-17.449241924075544,0.0,-0.0,-0.0,-0.0,796.9814357935063,-15.080295180563091,-22.110280295707486,-17.285171983542565,-16.863338450659775,-16.467057807073353,-11.905740681861145,96.98143579350626,96.98143579350626,96.98143579350626,-0.0,-0.0,-0.0,
n36,-15.834528629553386,-22.45252813098978,-17.57088521488022,0.0,-0.0,-0.0,-0.0,797.0284249452955,-14.749130299368117,-22.065148555666028,-17.155925890835622,-16.732913893390556,-16.315215320564477,-11.756390552471645,97.0284249452955,97.0284249452955,97.0284249452955,-0.0,-0.0,-0.0,
n37,-16.024364883226458,-22.199154994491153,-17.40482477542897,0.0,-0.0,-0.0,-0.0,797.2409288943265,-14.765733328127089,-22.098651236409438,-17.274191803870735,-16.585471178730153,-16.354213204560185,-11.803846915086082,97.24092889432654,97.24092889432654,97.24092889432654,-0.0,-0.0,-0.0,
n38,-13.998234526428389,-21.52790775450333,-16.971904559584516,0.0,-0.0,-0.0,-0.0,797.2269782734121,-13.32429435401894,-19.02698684338872,-14.802962641742209,-17.38875851322284,-17.4309862515256,-12.544922063401982,97.22697827341214,97.22697827341214,97.22697827341214,-0.0,-0.0,-0.0,
n39,-15.838968314600992,-21.571578845095015,-16.873261257727435,0.0,-0.0,-0.0,-0.0,797.6588372087996,-14.349084158208175,-21.64840673378322,-16.873915845840155,-16.174932979052457,-16.52383692999604,-11.97299183632614,97.65883720879954,97.65883720879954,97.65883720879954,-0.0,-0.0,-0.0,
n40,-16.659582459470307,-22.89016501465322,-18.17640804283462,0.0,-0.0,-0.0,-0.0,796.4711930398287,-14.192057068013249,-21.191199745578462,-16.509953073289005,-16.765297674759722,-16.451206226089187,-11.833634745927034,96.47119303982869,96.47119303982869,96.47119303982869,-0.0,-0.0,-0.0,
n41,-16.21188538957338,-21.652622468732304,-17.15613758184782,0.0,-0.0,-0.0,-0.0,796.5251299138337,-13.892644474202553,-20.776327697902605,-16.198229696639455,-16.903675427311107,-17.507422170191195,-12.974746360973457,96.52512991383364,96.52512991383364,96.52512991383364,-0.0,-0.0,-0.0,
n42,-16.122137104946574,-21.694937891412426,-17.288457694865457,0.0,-0.0,-0.0,-0.0,796.4053334177429,-13.708404451608963,-20.544238990630408,-15.924502268490789,-17.015418943917123,-17.64195319331707,-12.951434864683396,96.40533341774285,96.40533341774285,96.40533341774285,-0.0,-0.0,-0.0,
n43,-14.734836258164743,-21.485257578747035,-16.980348346456747,0.0,-0.0,-0.0,-0.0,797.7029228309996,-12.927981385488877,-19.260108240841824,-15.0269278960718,-16.91281395563539,-17.183589536178008,-12.1761497455229,97.7029228309996,97.7029228309996,97.7029228309996,-0.0,-0.0,-0.0,
n44,-15.128540928326577,-21.43998202053111,-16.7192022748145,0.0,-0.0,-0.0,-0.0,797.9626218604701,-12.877202003312531,-19.207918327096937,-14.900883452064772,-16.652871650755937,-16.97151826327854,-11.92585983117193,97.9626218604701,97.9626218604701,97.9626218604701,-0.0,-0.0,-0.0,
n45,-14.936549667752265,-21.471013694327638,-17.082646799338587,0.0,-0.0,-0.0,-0.0,796.6878002575878,-13.149903688859366,-19.51330877904606,-15.230128517696834,-17.346819371430424,-17.804516970090003,-13.095468155869916,96.68780025758777,96.68780025758777,96.68780025758777,-0.0,-0.0,-0.0,
n46,-14.794525164266553,-21.198939386482362,-16.781378130357464,0.0,-0.0,-0.0,-0.0,796.4158061761509,-13.288145389959526,-19.767810455359434,-15.389667937002315,-17.42256577328947,-17.87411666953715,-13.187327873783387,96.41580617615092,96.41580617615092,96.41580617615092,-0.0,-0.0,-0.0,
n47,-15.015326839542944,-21.339794247360924,-16.9531272658502,0.0,-0.0,-0.0,-0.0,796.3090499554597,-13.137732539413927,-19.588804790310643,-15.20859135807358,-17.44197002575653,-17.837080212086644,-13.145629789306337,96.30904995545971,96.30904995545971,96.30904995545971,-0.0,-0.0,-0.0,
n48,-14.671371668599704,-21.699365900101597,-16.89691679765302,0.0,-0.0,-0.0,-0.0,796.2697583857934,-11.740839131710752,-17.40366525847023,-13.625490673977831,-17.339488124054192,-17.295897421007922,-12.387075945521259,96.26975838579338,96.26975838579338,96.26975838579338,-0.0,-0.0,-0.0,
n49,-14.737954075012034,-21.81225298792695,-17.008604432234947,0.0,-0.0,-0.0,-0.0,796.1875095326121,-11.877909234961548,-17.422947312167164,-13.786501197038652,-17.388339349581663,-17.31437569870993,-12.435927171048732,96.18750953261207,96.18750953261207,96.18750953261207,-0.0,-0.0,-0.0,
n50,-14.508961194143192,-21.49004994711469,-16.782686804422074,0.0,-0.0,-0.0,-0.0,796.1167438145848,-11.74025162778248,-17.441962227501417,-13.566605788415776,-17.335619341737267,-17.241679817549134,-12.477554662088224,96.11674381458477,96.11674381458477,96.11674381458477,-0.0,-0.0,-0.0,
n51,-14.610731343186538,-21.401188039320395,-16.693824896627778,0.0,-0.0,-0.0,-0.0,796.045613357345,-11.651389719988185,-17.360358739529875,-13.437584947732095,-17.31224418772581,-17.202789198822916,-12.516445280814438,96.04561335734506,96.04561335734506,96.04561335734506,-0.0,-0.0,-0.0,
n52,-14.502879007084747,-21.349137363797652,-16.686722070939872,0.0,-0.0,-0.0,-0.0,796.3793632497446,-11.497128781624285,-17.161391218718144,-13.33385000319477,-17.293587331249004,-17.22113227747096,-12.325139932316329,96.37936324974461,96.37936324974461,96.37936324974461,-0.0,-0.0,-0.0,
n53,-14.149940272350642,-21.946967531723473,-17.133791846977854,0.0,-0.0,-0.0,-0.0,796.6559715203509,-11.947324784955144,-17.765296362223864,-13.743125320209211,-17.325731390866785,-17.288650845305572,-12.386426522678326,96.65597152035099,96.65597152035099,96.65597152035099,-0.0,-0.03061640075225302,-0.0,
n54,-14.155664989030518,-21.826455025255633,-17.04387253684216,0.0,-0.0,-0.0,-0.0,796.7409525862626,-11.84930993892331,-17.728836396646727,-13.793375372216511,-17.30867454179929,-17.28900479239512,-12.38189147437039,96.74095258626255,96.74095258626255,96.74095258626255,-0.0,-0.0,-0.0,
n55,-14.494869313950845,-21.33096878478228,-16.64910627841638,0.0,-0.0,-0.0,-0.0,797.0983228999276,-11.583852357529562,-17.257895499366764,-13.449044104916858,-17.298888374414812,-17.259859462782266,-12.37043485311777,97.0983228999275,97.0983228999275,97.0983228999275,-0.0,-0.0,-0.0,
n56,-15.960748247215037,-22.400207326073797,-17.530434683606526,0.0,-0.0,-0.0,-0.0,797.130792149065,-14.930823084805569,-22.405044389723365,-17.533158816801947,-16.553715310228675,-16.092371309114302,-11.553307484341067,97.13079214906496,97.13079214906496,97.13079214906496,-0.0,-0.0,-0.0,
n57,-16.115114570734427,-22.14948602272253,-17.27971338025526,0.0,-0.0,-0.0,-0.0,797.2621425738298,-15.06272554703984,-22.65576537799788,-17.746542713167475,-16.43493101492204,-15.98733894827333,-11.43687392456151,97.2621425738298,97.2621425738298,97.2621425738298,-0.0,-0.0,-0.0,
n58,-16.012943820815472,-22.43868562712395,-17.568912984656677,0.0,-0.0,-0.0,-0.0,797.2289783324758,-14.789453199181661,-22.368074510647077,-17.45885184581667,-16.57800197361707,-16.113642724371477,-11.552400680522744,97.22897833247572,97.22897833247572,97.22897833247572,-0.0,-0.0,-0.0,
n59,-15.96705917018747,-22.17745131761254,-17.28851638625789,0.0,-0.0,-0.0,-0.0,797.2487479330243,-15.09980432696348,-22.696805544125514,-17.766053115656945,-16.390587303147196,-15.909476521141027,-11.359011497429208,97.24874793302435,97.24874793302435,97.24874793302435,-0.0,-0.0,-0.0,
n60,-16.299693504310227,-23.055812893474243,-18.26148267441206,0.0,-0.0,-0.0,-0.0,796.6636424155258,-14.43407033097297,-21.49645214174264,-16.711616628358282,-16.7092493011131,-16.395157852442566,-11.87115897201675,96.6636424155258,96.6636424155258,96.6636424155258,-0.0,-0.0,-0.0,
n61,-16.328219519989332,-23.078101715928362,-18.28377149686618,0.0,-0.0,-0.0,-0.0,796.6373555061879,-14.379646705155352,-21.44251637384753,-16.65594418906389,-16.738941268736774,-16.414313270342394,-11.868117557384407,96.63735550618787,96.63735550618787,96.63735550618787,-0.0,-0.0,-0.0,
n62,-16.21161373265961,-22.946210603640267,-18.151880384578085,0.0,-0.0,-0.0,-0.0,796.6378972751814,-14.368278947494936,-21.407040668117563,-16.689914110839773,-16.744435612128594,-16.451765402044213,-11.964922097037386,96.63789727518144,96.63789727518144,96.63789727518144,-0.0,-0.0,-0.0,
n63,-15.93998289571192,-22.688190397275754,-17.796132809868467,0.0,-0.0,-0.0,-0.0,797.5890951702236,-15.375405850445476,-22.565554397405418,-17.704505369968498,-16.490192082197815,-15.587724153918963,-11.037273698624679,97.58909517022359,97.58909517022359,97.58909517022359,-0.0,-0.0,-0.0,
n64,-16.307600922043836,-22.39164857463911,-17.44754604134586,0.0,-0.0,-0.0,-0.0,797.7612303898222,-15.044547164989957,-23.004898549276128,-18.012162636621365,-16.295123404144643,-15.363683645113337,-10.813218621401518,97.76123038982223,97.76123038982223,97.76123038982223,-0.0,-0.0,-0.0,
n65,-16.316201150416695,-22.549753786752504,-17.605651253459254,0.0,-0.0,-0.0,-0.0,797.7095782530549,-14.983063155100727,-22.85070320580789,-17.888341656061648,-16.289557626336425,-15.331688637230608,-10.781248065704073,97.7095782530549,97.7095782530549,97.7095782530549,-0.0,-0.0,-0.0,
n66,-16.673603820070994,-22.41044516863591,-17.446511640464593,0.0,-0.0,-0.08220261739732576,-0.0,797.9092881924305,-14.869756855853979,-23.04263839556475,-18.02762139556475,-16.19454026097725,-15.229153969099224,-10.678688945387405,97.90928819243047,97.90928819243047,97.90928819243047,-0.0,-0.0,-0.0,
n67,-16.700275397047587,-22.388024643169736,-17.42409111499842,0.0,-0.0,-0.11147396952704483,-0.0,797.8434607353317,-14.859884494502468,-23.032601969527043,-18.017584969527043,-16.189275001589778,-15.10649681353599,-10.556031789824171,97.8434607353318,97.8434607353318,97.8434607353318,-0.0,-0.0,-0.0,
n68,-16.392189849209025,-22.44370358430689,-17.479770056135575,0.0,-0.0,-0.0,-0.0,797.3765669477598,-14.915641514448518,-23.037354344021143,-18.022337344021143,-16.30177157852305,-15.574374271989615,-11.023909248277796,97.3765669477598,97.3765669477598,97.3765669477598,-0.0,-0.0,-0.0,
n69,-16.919394046894006,-22.669562659741707,-17.70562913157039,0.0,-0.0,-0.15179211316107327,-0.0,798.0416794521582,-14.716339240053422,-22.783593134233552,-17.772993806052742,-16.09246718994813,-15.307914523843726,-10.763096125977077,98.04167945215822,98.04167945215822,98.04167945215822,-0.0,-0.0,-0.0,
n70,-16.947947717365672,-22.56250766262701,-17.649027029736814,0.0,-0.0,-0.14684758273794518,-0.0,798.1103339705335,-14.738968648229278,-22.661320653744152,-17.743166652165915,-16.083870131182454,-15.366715368608693,-10.831252005667011,98.11033397053347,98.11033397053347,98.11033397053347,-0.0,-0.0,-0.0,
n71,-16.604398511646774,-22.21434958192056,-17.300868949030363,0.0,-0.0,-0.0,-0.0,798.2325130851352,-14.84364854923655,-22.782589528957384,-17.824258810885784,-15.93619684654474,-15.550694832015006,-11.000229808303187,98.23251308513525,98.23251308513525,98.23251308513525,-0.0,-0.0,-0.0,
n72,-15.898459696355927,-21.992172309612865,-17.15669618038253,0.0,-0.0,-0.0,-0.0,798.5009326376069,-14.684270372788479,-22.486318016728983,-17.615629152737508,-15.691731903073768,-15.928234718161592,-11.377769694449773,98.50093263760681,98.50093263760681,98.50093263760681,-0.0,-0.0,-0.0,
n73,-15.954998645767844,-22.015517482614946,-17.17261146657966,0.0,-0.0,-0.0,-0.0,798.3997091760169,-14.744115823054694,-22.514166001510308,-17.63512929829623,-15.69674161575044,-15.9151342310396,-11.36466920732778,98.39970917601694,98.39970917601694,98.39970917601694,-0.0,-0.0,-0.0,
n74,-16.13074766222802,-22.378540194238823,-17.559322812845025,0.0,-0.0,-0.0,-0.0,798.2093420659384,-14.766107494980377,-22.24591197748233,-17.35196091933575,-15.849621138594248,-15.748052455368917,-11.197471642708091,98.20934206593837,98.20934206593837,98.20934206593837,-0.0,-0.0,-0.0,
n75,-16.393566659160676,-22.66186641837675,-17.740604670496733,0.0,-0.0,-0.05276402567885265,-0.0,797.8887202035246,-14.935253729989643,-22.71187396438298,-17.71910400747049,-16.206179517456707,-15.434831811436352,-10.884366488474619,97.88872020352454,97.88872020352454,97.88872020352454,-0.0,-0.0,-0.0,
n76,-16.27628413592828,-22.410511553471988,-17.5184539660647,0.0,-0.0,-0.04650418226069726,-0.0,797.903367193185,-14.967257463222023,-22.496462113457305,-17.528466759823853,-16.14938975913042,-15.616877610954436,-11.06659226179208,97.90336719318496,97.90336719318496,97.90336719318496,-0.0,-0.0,-0.0,
n77,-16.29989278075406,-22.164103839213062,-17.272046251805776,0.0,-0.0,-0.0,-0.0,797.7851403988664,-14.996594359233047,-22.70913535851564,-17.77487447408278,-16.218646663702415,-15.68829759612626,-11.13783257241444,97.78514039886635,97.78514039886635,97.78514039886635,-0.0,-0.0,-0.0,
n78,-16.13242871218886,-22.412498559609336,-17.551779075980434,0.0,-0.0,-0.0,-0.0,797.9850997455517,-14.72684234475633,-22.29095806554085,-17.387295241884043,-15.997630648560547,-15.769023247740261,-11.218670348810154,97.98509974555168,97.98509974555168,97.98509974555168,-0.0,-0.0,-0.0,
n79,-15.75847819326052,-21.994111433872316,-17.216898797348986,0.0,-0.0,-0.0,-0.0,798.2125560326708,-14.783220977359756,-22.12341134201829,-17.31818434607859,-15.719745017349322,-15.966401810947305,-11.402500314903563,98.21255603267088,98.21255603267088,98.21255603267088,-0.0,-0.0,-0.0,
n80,-15.759716607082792,-21.828758771104198,-17.051546134580867,0.0,-0.0,-0.0,-0.0,798.276052018671,-14.79942514731455,-22.288764004786408,-17.483537008846707,-15.63155693053966,-16.041153425425044,-11.490688401713225,98.27605201867097,98.27605201867097,98.27605201867097,-0.0,-0.0,-0.0,
n81,-15.737847240573291,-22.154008789202795,-17.376796152679464,0.0,-0.0,-0.0,-0.0,798.1098640316802,-14.60016893156368,-21.982589152540008,-17.15828699074811,-15.734785296072301,-16.063584200141822,-11.515232308914806,98.10986403168027,98.10986403168027,98.10986403168027,-0.0,-0.0,-0.0,
n82,-15.60673084677341,-22.292743771968272,-17.51553113544494,0.0,-0.0,-0.0,-0.0,798.5230686444861,-14.829977158742572,-22.129815656788463,-17.334655606520446,-15.615452885307578,-16.053845807695556,-11.42006171141405,98.52306864448612,98.52306864448612,98.52306864448612,-0.0,-0.0,-0.0,
n83,-15.630471536337387,-22.08354756733139,-17.351291652375654,0.0,-0.0,-0.0,-0.0,798.0670352771176,-14.571963193311474,-21.79443520793961,-16.98920821199991,-15.752328961225816,-16.181234551825472,-11.622394607449534,98.06703527711763,98.06703527711763,98.06703527711763,-0.0,-0.0,-0.0,
n84,-15.749219180879178,-22.108077179785038,-17.375821264829302,0.0,-0.0,-0.0,-0.0,798.0292351608294,-14.55012274299325,-21.786594250447017,-16.978344471834003,-15.798535128637692,-16.133563718497847,-11.562656342484756,98.02923516082944,98.02923516082944,98.02923516082944,-0.0,-0.0,-0.0,
n85,-16.353160403950376,-22.01123864035068,-17.150519156721778,0.0,-0.0,-0.0,-0.0,797.7862265906107,-14.83795144430048,-22.515040339606546,-17.61598933908589,-16.10195407617267,-15.869145659569512,-11.318680635857692,97.78622659061065,97.78622659061065,97.78622659061065,-0.0,-0.0,-0.0,
n86,-16.263333928802254,-21.959950619744024,-17.132955463195525,0.0,-0.0,-0.0,-0.0,797.6645290185073,-14.593178057560536,-22.427403562257755,-17.566243483597447,-16.176436016523056,-16.11206368156573,-11.56159865785391,97.66452901850735,97.66452901850735,97.66452901850735,-0.0,-0.0,-0.0,
n87,-16.47928772078571,-22.388457733831775,-17.527738250202873,0.0,-0.0,-0.0,-0.0,797.6100179632936,-14.892520531847765,-22.33415372962685,-17.39989284519399,-16.303137592695922,-15.840271405305204,-11.289742200121681,97.61001796329356,97.61001796329356,97.61001796329356,-0.0,-0.0,-0.0,
n88,-16.491091011739083,-22.481064790308185,-17.620345306679283,0.0,-0.0,-0.0,-0.0,797.5414012380495,-14.756281541719547,-22.17921618026925,-17.2547424145221,-16.33470848336516,-15.91457972725216,-11.364136328146794,97.54140123804952,97.54140123804952,97.54140123804952,-0.0,-0.0,-0.0,
n89,-16.345215386360547,-22.610780576432273,-17.741007933965,0.0,-0.0,-0.0,-0.0,797.4555654536341,-14.918231107133117,-22.19629143801347,-17.31181072918374,-16.370535202565296,-15.969921236685781,-11.419298479690026,97.45556545363411,97.45556545363411,97.45556545363411,-0.0,-0.0,-0.0,
n90,-16.439876157466763,-22.25534795595625,-17.42835279940775,0.0,-0.0,-0.0,-0.0,797.5480573630243,-14.734920355190924,-22.153118861610757,-17.29195878295045,-16.294975743449466,-16.063874343034428,-11.516499922256456,97.54805736302431,97.54805736302431,97.54805736302431,-0.0,-0.0,-0.0,
n91,-16.402201846336634,-22.321716416082676,-17.494721259534177,0.0,-0.0,-0.0,-0.0,797.4935680984183,-14.697246044060797,-22.065637765919103,-17.228363181906666,-16.35106425331206,-16.10537174687083,-11.55490672315901,97.49356809841831,97.49356809841831,97.49356809841831,-0.0,-0.0,-0.0,
