Market player,Profit (million $ /year),If involved?
d8858,58489.19814872631,Yes
d8859,25307.86556386828,Yes
d8860,2901.4777936859623,Yes
d8861,12353.161015058186,Yes
d8862,0.0,No
d8863,0.0,No
d8864,5433.720471557628,Yes
d8865,4064.0817737646034,Yes
d8866,10265.77147041567,Yes
d8867,0.0,No
d8868,0.0,No
d8869,0.0,No
d8870,7848.867078226318,Yes
d8871,27551.76170907233,Yes
d8872,13034.395670354847,Yes
d8873,16041.918992660801,Yes
d8874,0.0,No
d8875,6950.562600165111,Yes
d8876,0.0,No
d8877,0.0,No
d8878,31486.696047548874,Yes
d8879,6023.619398121678,Yes
d8880,30254.75178782775,Yes
d8881,10896.957417202857,Yes
d8882,8628.88161873067,Yes
d8883,6042.8574137120095,Yes
d8884,22008.51564247752,Yes
d8885,8292.661389680648,Yes
d8886,0.0,No
d8887,0.0,No
d8888,3695.5093129411835,Yes
d8889,0.0,No
d8890,0.0,No
d8891,7384.7795790846085,Yes
d8892,0.0,No
d8893,0.0,No
d8894,16721.510478942877,Yes
d8895,2731.129235208537,Yes
d8896,0.0,No
d8897,0.0,No
d8898,11123.04223783638,Yes
d8899,0.0,No
d8900,187577.22013293652,Yes
d8901,11087.419205959912,Yes
d8902,6616.315934201601,Yes
d8903,8786.684651501299,Yes
d8904,16081.384596300368,Yes
d8905,24658.68135363983,Yes
d8906,15679.587549382599,Yes
d8907,3054.722770894972,Yes
d8908,0.0,No
d8909,45848.88094490941,Yes
d8910,0.0,No
d8911,0.0,No
d8912,47230.61693208347,Yes
d8913,0.0,No
d8914,12751.23893526234,Yes
d8915,0.0,No
d8916,3571.7566697687917,Yes
d8917,0.0,No
d8918,144092.8186915102,Yes
d8919,3711.7374500439455,Yes
d8920,0.0,No
d8921,6872.889520215962,Yes
d8922,11846.512464926838,Yes
d8923,0.0,No
d8924,10347.683869214923,Yes
d8925,0.0,No
d8926,32574.882066315513,Yes
d8927,5508.301276021042,Yes
d8928,21835.167101328007,Yes
d8929,41106.352284261484,Yes
d8930,5862.219674941312,Yes
d8931,17578.012044009218,Yes
d8932,34846.70422514028,Yes
d8933,0.0,No
d8934,0.0,No
d8935,4300.547911215861,Yes
d8936,22716.78244859417,Yes
d8937,14696.58526880661,Yes
d8938,2346.683539575201,Yes
d8939,32437.38202182056,Yes
d8940,16309.870045053847,Yes
d8941,4159.704044640132,Yes
d8942,46863.78491085493,Yes
d8943,10524.107206381734,Yes
d8944,7109.239354646308,Yes
d8945,8105.029625250795,Yes
d8946,12041.851526677847,Yes
d8947,17114.896054947032,Yes
d8948,76123.32605478019,Yes
d8949,2902.721996384217,Yes
d8950,92732.22032556517,Yes
d8951,0.0,No
d8952,8166.08416590688,Yes
d8953,6127.60340019413,Yes
d8954,5044.39585789487,Yes
d8955,0.0,No
d8956,7407.5815065944125,Yes
d8957,4179.262415198205,Yes
d8958,0.0,No
d8959,0.0,No
d8960,32423.175416890466,Yes
d8961,0.0,No
d8962,4109.861031602206,Yes
d8963,5503.560904505134,Yes
d8964,18428.315020815975,Yes
d8965,10224.063587648889,Yes
d8966,4696.381332687129,Yes
d8967,12257.57633451713,Yes
d8968,3430.834820375923,Yes
d8969,0.0,No
d8970,0.0,No
d8971,26148.923404370573,Yes
d8972,8230.483367050712,Yes
d8973,15273.091282386598,Yes
d8974,0.0,No
d8975,0.0,No
d8976,0.0,No
d8977,27578.712295779784,Yes
d8978,0.0,No
d8979,3635.7842984099393,Yes
d8980,22569.61139314754,Yes
d8981,8234.386762556562,Yes
d8982,27818.94840454425,Yes
d8983,12222.784447119097,Yes
d8984,10626.249428659115,Yes
d8985,4640.552742094735,Yes
d8986,5680.017955846489,Yes
d8987,36103.07395780516,Yes
d8988,67591.81113992358,Yes
d8989,15701.966023163162,Yes
d8990,63527.4445954681,Yes
d8991,9315.393683280729,Yes
d8992,18404.972732046703,Yes
d8993,80924.00617478261,Yes
d8994,6643.45047963661,Yes
d8995,12591.97345112757,Yes
d8996,34074.35633676894,Yes
d8997,11065.91553327111,Yes
d8998,7655.444902128329,Yes
d8999,12923.190880954966,Yes
d9000,9924.810325489932,Yes
d9001,5996.658621365272,Yes
d9002,6324.774594886375,Yes
d9003,0.0,No
d9004,0.0,No
d9005,33790.42486636031,Yes
d9006,43241.67546299027,Yes
d9007,13214.9666487319,Yes
d9008,0.0,No
d9009,14413.439225683285,Yes
d9010,21001.991208959964,Yes
d9011,15285.488670735593,Yes
d9012,27051.6692925721,Yes
d9013,2732.3175398810654,Yes
d9014,7554.748797112935,Yes
d9015,7283.401499235838,Yes
d9016,2882.09229773737,Yes
d9017,6659.189877243783,Yes
d9018,0.0,No
d9019,3777.2806739520006,Yes
d9020,14661.857769464095,Yes
d9021,13649.950209277753,Yes
d9022,0.0,No
d9023,14401.698325546266,Yes
d9024,60779.814292877585,Yes
d9025,0.0,No
d9026,2915.7874049233906,Yes
d9027,12640.820742994669,Yes
d9028,8451.937003798314,Yes
d9029,0.0,No
d9030,29723.57108539849,Yes
d9031,4798.5209034499385,Yes
d9032,6444.27836287841,Yes
d9033,0.0,No
d9034,7269.559765795625,Yes
d9035,0.0,No
d9036,0.0,No
d9037,0.0,No
d9038,10922.784837528485,Yes
d9039,9023.152949981644,Yes
d9040,20525.742604270516,Yes
d9041,0.0,No
d9042,6218.806195178414,Yes
d9043,19496.949325004505,Yes
d9044,0.0,No
d9045,0.0,No
d9046,8125.829182341458,Yes
d9047,20010.288134749917,Yes
d9048,0.0,No
d9049,0.0,No
d9050,8844.479450050014,Yes
d9051,0.0,No
d9052,0.0,No
d9053,25801.673034028812,Yes
d9054,5752.911111035782,Yes
d9055,13403.586113728943,Yes
d9056,0.0,No
d9057,12438.487998418901,Yes
d9058,0.0,No
d9059,27867.084994857832,Yes
d9060,23050.4284476688,Yes
d9061,0.0,No
d9062,8755.313557697953,Yes
d9063,0.0,No
d9064,5962.069333435937,Yes
d9065,0.0,No
d9066,6933.715665298112,Yes
d9067,75035.03948456139,Yes
d9068,0.0,No
d9069,0.0,No
d9070,0.0,No
d9071,3553.4043142531254,Yes
d9072,8676.455914539682,Yes
d9073,0.0,No
d9074,0.0,No
d9075,13995.355524740397,Yes
d9076,0.0,No
d9077,0.0,No
d9078,7910.9645264379615,Yes
d9079,0.0,No
d9080,0.0,No
d9081,0.0,No
d9082,0.0,No
d9083,0.0,No
d9084,15554.086756764758,Yes
d9085,9736.69272089464,Yes
d9086,0.0,No
d9087,7648.807478338124,Yes
d9088,33637.19817009163,Yes
d9089,7567.116162700147,Yes
d9090,5048.656305082645,Yes
d9091,5961.575784566385,Yes
d9092,13581.074789027061,Yes
d9093,0.0,No
d9094,0.0,No
d9095,0.0,No
d9096,0.0,No
d9097,40320.20158455812,Yes
d9098,11050.403700831168,Yes
d9099,10658.601763747354,Yes
d9100,31544.584211657184,Yes
d9101,46594.58690447143,Yes
d9102,0.0,No
d9103,15539.057592878702,Yes
d9104,36275.440241685115,Yes
d9105,0.0,No
d9106,0.0,No
d9107,0.0,No
d9108,17489.144654850927,Yes
d9109,0.0,No
d9110,6339.544486783074,Yes
d9111,117323.34831684078,Yes
d9112,12787.664933640768,Yes
d9113,5459.685364899724,Yes
d9114,4652.100963481149,Yes
d9115,0.0,No
d9116,4811.264994734328,Yes
d9117,0.0,No
d9118,24377.170080977347,Yes
d9119,10112.338335365328,Yes
d9120,0.0,No
d9121,7030.354363317872,Yes
d9122,0.0,No
d9123,29742.505533671174,Yes
d9124,0.0,No
d9125,0.0,No
d9126,13012.27696133325,Yes
d9127,10889.591391155935,Yes
d9128,0.0,No
d9129,0.0,No
d9130,0.0,No
d9131,15119.689293616128,Yes
d9132,12234.832718556054,Yes
d9133,6402.1502821094755,Yes
d9134,5365.081195620435,Yes
d9135,0.0,No
d9136,0.0,No
d9137,6068.158955817379,Yes
d9138,0.0,No
d9139,0.0,No
d9140,0.0,No
d9141,16576.0027040002,Yes
d9142,0.0,No
d9143,0.0,No
d9144,0.0,No
d9145,17364.412475685796,Yes
d9146,0.0,No
d9147,33609.66336756641,Yes
d9148,17661.597966657846,Yes
d9149,34922.55999764049,Yes
d9150,0.0,No
d9151,0.0,No
d9152,0.0,No
d9153,2537.6205268519375,Yes
d9154,0.0,No
d9155,3801.2197476802185,Yes
d9156,0.0,No
d9157,34974.52322469494,Yes
d9158,14018.751246350805,Yes
d9159,0.0,No
d9160,0.0,No
d9161,0.0,No
d9162,0.0,No
d9163,0.0,No
d9164,0.0,No
d9165,110956.12128651868,Yes
d9166,0.0,No
d9167,26223.464120596924,Yes
d9168,0.0,No
d9169,0.0,No
d9170,0.0,No
d9171,0.0,No
d9172,0.0,No
d9173,0.0,No
d9174,0.0,No
d9175,0.0,No
d9176,0.0,No
d9177,6614.434628564398,Yes
d9178,6954.883455227141,Yes
d9179,0.0,No
d9180,5915.9552030257455,Yes
d9181,20053.17439081161,Yes
d9182,0.0,No
d9183,0.0,No
d9184,4476.654542545003,Yes
d9185,0.0,No
d9186,0.0,No
d9187,6016.778992634523,Yes
d9188,34180.88089289912,Yes
d9189,0.0,No
d9190,0.0,No
d9191,2206.7412898370812,Yes
d9192,74576.70600860786,Yes
d9193,0.0,No
d9194,0.0,No
d9195,14342.608606570748,Yes
d9196,39523.34135932637,Yes
d9197,4022.8312313743377,Yes
d9198,19643.228640894824,Yes
d9199,0.0,No
d9200,8875.68428538669,Yes
d9201,4621.491433437319,Yes
d9202,0.0,No
d9203,7388.546842186538,Yes
d9204,10286.021179849447,Yes
d9205,25436.893251175727,Yes
d9206,79706.12560763981,Yes
d9207,27375.312863101753,Yes
d9208,12656.87607813673,Yes
d9209,36505.17437406762,Yes
d9210,0.0,No
d9211,22660.73041203376,Yes
d9212,12392.124984550393,Yes
d9213,0.0,No
d9214,119278.01591704402,Yes
d9215,2949.9273687103437,Yes
d9216,9687.458364154347,Yes
d9217,0.0,No
d9218,8639.696909453536,Yes
d9219,0.0,No
d9220,13888.584798139167,Yes
d9221,0.0,No
d9222,0.0,No
d9223,6819.6192686142285,Yes
d9224,0.0,No
d9225,11155.709546275784,Yes
d9226,7823.865064667325,Yes
d9227,28137.218581064186,Yes
d9228,7232.920633797972,Yes
d9229,0.0,No
d9230,0.0,No
d9231,0.0,No
d9232,17355.898958173282,Yes
d9233,0.0,No
d9234,13928.232556756508,Yes
d9235,4020.353879394864,Yes
d9236,14635.523449388515,Yes
d9237,3909.616438116191,Yes
d9238,106512.39595462776,Yes
d9239,30687.570527634176,Yes
d9240,2378.8677169638527,Yes
d9241,0.0,No
d9242,0.0,No
d9243,34507.3150858926,Yes
d9244,3821.3578300572417,Yes
d9245,7189.4315548837085,Yes
d9246,14148.790936646272,Yes
d9247,30187.337502140675,Yes
d9248,0.0,No
d9249,0.0,No
d9250,0.0,No
d9251,1093.9039540129431,Yes
d9252,20111.352192803275,Yes
d9253,12229.415569580246,Yes
d9254,0.0,No
d9255,27511.83752427395,Yes
d9256,0.0,No
d9257,16995.57330531291,Yes
d9258,0.0,No
d9259,27610.3673114018,Yes
d9260,12752.942455225604,Yes
d9261,4336.009349385882,Yes
d9262,0.0,No
d9263,27065.638696620415,Yes
d9264,8220.76810876327,Yes
d9265,12703.236836413493,Yes
d9266,6029.181036983424,Yes
d9267,24034.516823387217,Yes
d9268,6326.817116539228,Yes
d9269,0.0,No
d9270,4573.078370303251,Yes
d9271,11349.09744421555,Yes
d9272,8714.244346834583,Yes
d9273,24529.911067907193,Yes
d9274,10496.073157736439,Yes
d9275,44273.94951510504,Yes
d9276,501638.3622432917,Yes
d9277,27437.386812054898,Yes
d9278,49654.88573821432,Yes
d9279,49211.56166185634,Yes
d9280,12380.027139954807,Yes
d9281,42180.32364520457,Yes
d9282,51021.22151142264,Yes
d9283,0.0,No
d9284,0.0,No
d9285,0.0,No
d9286,5548.806354229259,Yes
d9287,11893.640688259922,Yes
d9288,0.0,No
d9289,1.0272703808143546e6,Yes
d9290,4049.961731466757,Yes
d9291,9439.856866259488,Yes
d9292,34171.42140366757,Yes
d9293,5403.3362839613155,Yes
d9294,6039.720128926718,Yes
d9295,21252.692678806816,Yes
d9296,12803.598464825007,Yes
d9297,7801.5274746488785,Yes
d9298,7040.325191932932,Yes
d9299,6449.436765902305,Yes
d9300,1477.331762851161,Yes
d9301,2043.6326434997193,Yes
d9302,11193.509642650386,Yes
d9303,11473.890568543711,Yes
d9304,28684.555363518553,Yes
d9305,11788.088842020163,Yes
d9306,39186.7790834875,Yes
d9307,9029.72709283475,Yes
d9308,28542.697678054385,Yes
d9309,12253.644601578648,Yes
d9310,8170.75083231425,Yes
d9311,35584.29639244252,Yes
d9312,16729.725582149083,Yes
d9313,8826.583291037827,Yes
d9314,26890.18164287916,Yes
d9315,12567.612274678682,Yes
d9316,11835.50545497162,Yes
d9317,9497.54005444164,Yes
d9318,6458.771086845932,Yes
d9319,14078.64681703898,Yes
d9320,7435.117135303172,Yes
d9321,1996.4913656178073,Yes
d9322,7922.981262494973,Yes
d9323,4546.2999110879155,Yes
d9324,3735.4898434386278,Yes
d9325,20272.35101086575,Yes
d9326,32037.557158092477,Yes
d9327,3568.167318302228,Yes
d9328,4255.828665302548,Yes
d9329,5528.557095371982,Yes
d9330,6917.00300673333,Yes
d9331,11950.695691582494,Yes
d9332,5535.260555339718,Yes
d9333,26905.50555006132,Yes
d9334,4280.669429266257,Yes
d9335,13827.511663316558,Yes
d9336,23332.621459054797,Yes
d9337,0.0,No
d9338,0.0,No
d9339,0.0,No
d9340,0.0,No
d9341,0.0,No
d9342,0.0,No
d9343,0.0,No
d9344,0.0,No
d9345,0.0,No
d9346,0.0,No
d9347,0.0,No
d9348,0.0,No
d9349,0.0,No
d9350,0.0,No
d9351,0.0,No
d9352,0.0,No
d9353,0.0,No
d9354,0.0,No
d9355,0.0,No
d9356,0.0,No
d9357,0.0,No
d9358,0.0,No
d9359,0.0,No
d9360,0.0,No
d9361,0.0,No
d9362,0.0,No
d9363,0.0,No
d9364,0.0,No
d9365,0.0,No
d9366,0.0,No
d9367,0.0,No
d9368,0.0,No
d9369,33867.30512501135,Yes
d9370,0.0,No
d9371,0.0,No
d9372,0.0,No
d9373,0.0,No
d9374,0.0,No
d9375,0.0,No
d9376,0.0,No
d9377,0.0,No
d9378,0.0,No
d9379,0.0,No
d9380,0.0,No
d9381,0.0,No
d9382,0.0,No
d9383,0.0,No
d9384,0.0,No
d9385,0.0,No
d9386,0.0,No
d9387,0.0,No
d9388,0.0,No
d9389,0.0,No
d9390,0.0,No
d9391,0.0,No
d9392,0.0,No
d9393,0.0,No
d9394,0.0,No
d9395,34278.861057259484,Yes
d9396,0.0,No
d9397,0.0,No
d9398,7581.617301847145,Yes
d9399,0.0,No
d9400,0.0,No
d9401,0.0,No
d9402,0.0,No
d9403,0.0,No
d9404,0.0,No
d9405,0.0,No
d9406,0.0,No
d9407,0.0,No
d9408,0.0,No
d9409,0.0,No
d9410,0.0,No
d9411,0.0,No
d9412,0.0,No
d9413,0.0,No
d9414,0.0,No
d9415,0.0,No
d9416,0.0,No
d9417,8319.235890248128,Yes
d9418,4642.714109772539,Yes
d9419,0.0,No
d9420,0.0,No
d9421,0.0,No
d9422,0.0,No
d9423,0.0,No
d9424,6589.002323489381,Yes
d9425,0.0,No
d9426,0.0,No
d9427,0.0,No
d9428,0.0,No
d9429,0.0,No
d9430,0.0,No
d9431,0.0,No
d9432,0.0,No
d9433,0.0,No
d9434,6122.804066210521,Yes
d9435,0.0,No
d9436,46824.48095604465,Yes
d9437,0.0,No
d9438,0.0,No
d9439,0.0,No
d9440,0.0,No
d9441,0.0,No
d9442,0.0,No
d9443,7539.07159955539,Yes
d9444,0.0,No
d9445,0.0,No
d9446,10977.013027149347,Yes
d9447,6115.9897302856325,Yes
d9448,14634.287707092022,Yes
d9449,0.0,No
d9450,0.0,No
d9451,0.0,No
d9452,0.0,No
d9453,0.0,No
d9454,0.0,No
d9455,0.0,No
d9456,0.0,No
d9457,0.0,No
d9458,14208.34890154196,Yes
d9459,0.0,No
d9460,0.0,No
d9461,0.0,No
d9462,12375.907046316946,Yes
d9463,0.0,No
d9464,0.0,No
d9465,0.0,No
d9466,0.0,No
d9467,0.0,No
d9468,0.0,No
d9469,0.0,No
d9470,0.0,No
d9471,0.0,No
d9472,0.0,No
d9473,0.0,No
d9474,0.0,No
d9475,0.0,No
d9476,0.0,No
d9477,0.0,No
d9478,0.0,No
d9479,10412.076331514754,Yes
d9480,0.0,No
d9481,0.0,No
d9482,6518.808723330347,Yes
d9483,48189.3740899569,Yes
d9484,5091.04497284282,Yes
d9485,0.0,No
d9486,0.0,No
d9487,0.0,No
d9488,0.0,No
d9489,24553.822054553457,Yes
d9490,0.0,No
d9491,0.0,No
d9492,0.0,No
d9493,0.0,No
d9494,0.0,No
d9495,0.0,No
d9496,0.0,No
d9497,0.0,No
d9498,0.0,No
d9499,0.0,No
d9500,0.0,No
d9501,0.0,No
d9502,5700.112436368712,Yes
d9503,0.0,No
d9504,0.0,No
d9505,0.0,No
d9506,0.0,No
d9507,0.0,No
d9508,0.0,No
d9509,9981.010112921405,Yes
d9510,0.0,No
d9511,0.0,No
d9512,0.0,No
d9513,0.0,No
d9514,0.0,No
d9515,0.0,No
d9516,0.0,No
d9517,0.0,No
d9518,0.0,No
d9519,9992.556802752059,Yes
d9520,4362.454622458622,Yes
d9521,16505.55004103408,Yes
d9522,0.0,No
d9523,0.0,No
d9524,0.0,No
d9525,0.0,No
d9526,0.0,No
d9527,0.0,No
d9528,0.0,No
d9529,8975.161311239091,Yes
d9530,0.0,No
d9531,0.0,No
d9532,0.0,No
d9533,0.0,No
d9534,0.0,No
d9535,0.0,No
d9536,0.0,No
d9537,0.0,No
d9538,0.0,No
d9539,0.0,No
d9540,0.0,No
d9541,11210.319681134748,Yes
d9542,0.0,No
d9543,0.0,No
d9544,0.0,No
d9545,0.0,No
d9546,0.0,No
d9547,0.0,No
d9548,0.0,No
d9549,0.0,No
d9550,0.0,No
d9551,10355.36140891945,Yes
d9552,0.0,No
d9553,0.0,No
d9554,0.0,No
d9555,0.0,No
d9556,5548.759684519627,Yes
d9557,0.0,No
d9558,3907.7016690859336,Yes
d9559,0.0,No
d9560,10973.888998946935,Yes
d9561,3948.438807384126,Yes
d9562,0.0,No
d9563,0.0,No
d9564,0.0,No
d9565,0.0,No
d9566,0.0,No
d9567,0.0,No
d9568,0.0,No
d9569,0.0,No
d9570,0.0,No
d9571,0.0,No
d9572,0.0,No
d9573,0.0,No
d9574,0.0,No
d9575,0.0,No
d9576,0.0,No
d9577,0.0,No
d9578,0.0,No
d9579,4094.3621786350463,Yes
d9580,0.0,No
d9581,0.0,No
d9582,0.0,No
d9583,0.0,No
d9584,0.0,No
d9585,0.0,No
d9586,29241.294290377657,Yes
d9587,9675.038028759698,Yes
d9588,13239.390925709788,Yes
d9589,0.0,No
d9590,0.0,No
d9591,18133.248181795745,Yes
d9592,0.0,No
d9593,0.0,No
d9594,0.0,No
d9595,0.0,No
d9596,0.0,No
d9597,0.0,No
d9598,0.0,No
d9599,0.0,No
d9600,15852.116261852398,Yes
d9601,6180.8112246702085,Yes
d9602,0.0,No
d9603,0.0,No
d9604,0.0,No
d9605,0.0,No
d9606,0.0,No
d9607,0.0,No
d9608,0.0,No
d9609,0.0,No
d9610,0.0,No
d9611,3129.368640885105,Yes
d9612,6332.690766392133,Yes
d9613,0.0,No
d9614,0.0,No
d9615,20350.166732481965,Yes
d9616,0.0,No
d9617,0.0,No
d9618,0.0,No
d9619,0.0,No
d9620,0.0,No
d9621,0.0,No
d9622,29508.954826156772,Yes
d9623,0.0,No
d9624,0.0,No
d9625,0.0,No
d9626,0.0,No
d9627,0.0,No
d9628,0.0,No
d9629,0.0,No
d9630,0.0,No
d9631,0.0,No
d9632,0.0,No
d9633,0.0,No
d9634,0.0,No
d9635,0.0,No
d9636,0.0,No
d9637,0.0,No
d9638,10577.759856377372,Yes
d9639,0.0,No
d9640,0.0,No
d9641,7489.38535227301,Yes
d9642,0.0,No
d9643,0.0,No
d9644,0.0,No
d9645,0.0,No
d9646,8769.939718226602,Yes
d9647,4640.314283508296,Yes
d9648,24132.771539367597,Yes
d9649,3863.491275407296,Yes
d9650,6046.43091622316,Yes
d9651,6243.3923327271295,Yes
d9652,0.0,No
d9653,0.0,No
d9654,0.0,No
d9655,0.0,No
d9656,0.0,No
d9657,0.0,No
d9658,0.0,No
d9659,0.0,No
d9660,0.0,No
d9661,0.0,No
d9662,0.0,No
d9663,0.0,No
d9664,0.0,No
d9665,0.0,No
d9666,0.0,No
d9667,0.0,No
d9668,0.0,No
d9669,0.0,No
d9670,4381.796055085043,Yes
d9671,0.0,No
d9672,0.0,No
d9673,0.0,No
d9674,0.0,No
d9675,0.0,No
d9676,0.0,No
d9677,0.0,No
d9678,0.0,No
d9679,0.0,No
d9680,0.0,No
d9681,0.0,No
d9682,0.0,No
d9683,17049.261062784455,Yes
d9684,0.0,No
d9685,0.0,No
d9686,0.0,No
d9687,0.0,No
d9688,0.0,No
d9689,0.0,No
d9690,0.0,No
d9691,0.0,No
d9692,0.0,No
d9693,0.0,No
d9694,0.0,No
d9695,0.0,No
d9696,0.0,No
d9697,0.0,No
d9698,0.0,No
d9699,0.0,No
d9700,0.0,No
d9701,5281.371809195653,Yes
d9702,0.0,No
d9703,0.0,No
d9704,0.0,No
d9705,0.0,No
d9706,0.0,No
d9707,0.0,No
d9708,1610.0127024313263,Yes
d9709,0.0,No
d9710,0.0,No
d9711,5238.5454744413255,Yes
d9712,0.0,No
d9713,0.0,No
d9714,0.0,No
d9715,0.0,No
d9716,0.0,No
d9717,0.0,No
d9718,14635.647766287708,Yes
d9719,7966.236914616633,Yes
d9720,0.0,No
d9721,0.0,No
d9722,22439.550233510665,Yes
d9723,0.0,No
d9724,0.0,No
d9725,0.0,No
d9726,0.0,No
d9727,0.0,No
d9728,0.0,No
d9729,0.0,No
d9730,0.0,No
d9731,0.0,No
d9732,0.0,No
d9733,0.0,No
d9734,24259.905663430407,Yes
d9735,10867.205076440607,Yes
d9736,0.0,No
d9737,0.0,No
d9738,0.0,No
d9739,0.0,No
d9740,0.0,No
d9741,0.0,No
d9742,0.0,No
d9743,0.0,No
d9744,0.0,No
d9745,0.0,No
d9746,17025.288604432775,Yes
d9747,0.0,No
d9748,17138.723684106386,Yes
d9749,10164.462683791911,Yes
d9750,0.0,No
d9751,0.0,No
d9752,0.0,No
d9753,0.0,No
d9754,0.0,No
d9755,0.0,No
d9756,0.0,No
d9757,0.0,No
d9758,0.0,No
d9759,0.0,No
d9760,0.0,No
d9761,0.0,No
d9762,0.0,No
d9763,0.0,No
d9764,7216.517308935692,Yes
d9765,0.0,No
d9766,0.0,No
d9767,0.0,No
d9768,0.0,No
d9769,0.0,No
d9770,0.0,No
d9771,0.0,No
d9772,0.0,No
d9773,0.0,No
d9774,0.0,No
d9775,0.0,No
d9776,0.0,No
d9777,24135.225994411656,Yes
d9778,0.0,No
d9779,0.0,No
d9780,0.0,No
d9781,0.0,No
d9782,0.0,No
d9783,67.04643866028134,Yes
d9784,0.0,No
d9785,0.0,No
d9786,0.0,No
d9787,0.0,No
d9788,0.0,No
d9789,0.0,No
d9790,0.0,No
d9791,0.0,No
d9792,41309.30422762407,Yes
d9793,0.0,No
d9794,0.0,No
d9795,0.0,No
d9796,0.0,No
d9797,0.0,No
d9798,8259.522874591341,Yes
d9799,10209.261301930772,Yes
d9800,0.0,No
d9801,0.0,No
d9802,0.0,No
d9803,0.0,No
d9804,0.0,No
d9805,0.0,No
d9806,0.0,No
d9807,0.0,No
d9808,3448.9161793190756,Yes
d9809,0.0,No
d9810,0.0,No
d9811,0.0,No
d9812,0.0,No
d9813,0.0,No
d9814,0.0,No
d9815,0.0,No
d9816,0.0,No
d9817,0.0,No
d9818,8204.190428207541,Yes
d9819,14448.545908250286,Yes
d9820,0.0,No
d9821,5865.706169036496,Yes
d9822,0.0,No
d9823,11237.478655126835,Yes
d9824,10079.715892053971,Yes
d9825,0.0,No
d9826,0.0,No
d9827,0.0,No
d9828,0.0,No
d9829,0.0,No
d9830,0.0,No
d9831,0.0,No
d9832,44069.16142716887,Yes
d9833,0.0,No
d9834,0.0,No
d9835,0.0,No
d9836,0.0,No
d9837,0.0,No
d9838,20735.07233108335,Yes
d9839,828.364985755065,Yes
d9840,0.0,No
d9841,0.0,No
d9842,0.0,No
d9843,0.0,No
d9844,0.0,No
d9845,0.0,No
d9846,0.0,No
d9847,16497.243332204725,Yes
d9848,16136.561628794483,Yes
d9849,0.0,No
d9850,0.0,No
d9851,0.0,No
d9852,5376.491384166661,Yes
d9853,0.0,No
d9854,0.0,No
d9855,0.0,No
d9856,0.0,No
d9857,0.0,No
d9858,0.0,No
d9859,0.0,No
d9860,0.0,No
d9861,0.0,No
d9862,0.0,No
d9863,0.0,No
d9864,3307.0941323141474,Yes
d9865,0.0,No
d9866,0.0,No
d9867,2555.1818970373315,Yes
d9868,0.0,No
d9869,15721.828537607302,Yes
d9870,0.0,No
d9871,0.0,No
d9872,0.0,No
d9873,0.0,No
d9874,0.0,No
d9875,0.0,No
d9876,0.0,No
d9877,0.0,No
d9878,0.0,No
d9879,0.0,No
d9880,0.0,No
d9881,0.0,No
d9882,0.0,No
d9883,0.0,No
d9884,0.0,No
d9885,4909.702990628957,Yes
d9886,13638.922839248777,Yes
d9887,0.0,No
d9888,0.0,No
d9889,0.0,No
d9890,0.0,No
d9891,0.0,No
d9892,15292.636985716084,Yes
d9893,0.0,No
d9894,0.0,No
d9895,0.0,No
d9896,0.0,No
d9897,4237.317798201557,Yes
d9898,0.0,No
d9899,5635.644137714661,Yes
d9900,0.0,No
d9901,0.0,No
d9902,0.0,No
d9903,0.0,No
d9904,0.0,No
d9905,0.0,No
d9906,0.0,No
d9907,7559.727986672975,Yes
d9908,7465.569298023934,Yes
d9909,0.0,No
d9910,0.0,No
d9911,6656.429616371706,Yes
d9912,0.0,No
d9913,5176.3214161119395,Yes
d9914,0.0,No
d9915,0.0,No
d9916,450.0823998435224,Yes
d9917,0.0,No
d9918,0.0,No
d9919,6543.193861427836,Yes
d9920,0.0,No
d9921,0.0,No
d9922,0.0,No
d9923,13778.196905650915,Yes
d9924,0.0,No
d9925,0.0,No
d9926,0.0,No
d9927,0.0,No
d9928,0.0,No
d9929,0.0,No
d9930,0.0,No
d9931,63146.65485167724,Yes
d9932,15516.018911707422,Yes
d9933,0.0,No
d9934,0.0,No
d9935,0.0,No
d9936,9358.330450791043,Yes
d9937,2688.938023886853,Yes
d9938,21494.202964230317,Yes
d9939,0.0,No
d9940,0.0,No
d9941,0.0,No
d9942,0.0,No
d9943,0.0,No
d9944,8816.855758960379,Yes
d9945,31786.60209459393,Yes
d9946,0.0,No
d9947,0.0,No
d9948,20771.1884169043,Yes
d9949,0.0,No
d9950,7045.318673952923,Yes
d9951,15381.18029256583,Yes
d9952,0.0,No
d9953,3587.2679450238284,Yes
d9954,0.0,No
d9955,3797.724067676114,Yes
d9956,7547.525897126585,Yes
d9957,0.0,No
d9958,6508.658572005785,Yes
d9959,0.0,No
d9960,0.0,No
d9961,6223.364791635074,Yes
d9962,0.0,No
d9963,0.0,No
d9964,0.0,No
d9965,0.0,No
d9966,0.0,No
d9967,0.0,No
d9968,0.0,No
d9969,0.0,No
d9970,0.0,No
d9971,0.0,No
d9972,19250.01771732793,Yes
d9973,26915.017986424693,Yes
d9974,0.0,No
d9975,0.0,No
d9976,0.0,No
d9977,0.0,No
d9978,0.0,No
d9979,0.0,No
d9980,0.0,No
d9981,10312.32500485057,Yes
d9982,6631.683888250161,Yes
d9983,0.0,No
d9984,0.0,No
d9985,0.0,No
d9986,0.0,No
d9987,0.0,No
d9988,13027.313468388807,Yes
