# demand,node,prod,bid($/tonne),capacity(tonne/yr)
d1220,n256,p2,0,4.54e7,
d1898,n934,p2,0,4.54e7,
d1785,n821,p2,0,4.54e7,
d1428,n464,p2,0,4.54e7,
d1640,n676,p2,0,4.54e7,
d1258,n294,p2,0,4.54e7,
d1916,n952,p2,0,4.54e7,
d2171,n1207,p2,0,4.54e7,
d1414,n450,p2,0,4.54e7,
d1427,n463,p2,0,4.54e7,
d1790,n826,p2,0,4.54e7,
d2212,n1248,p2,0,4.54e7,
d2109,n1145,p2,0,4.54e7,
d2163,n1199,p2,0,4.54e7,
d1362,n398,p2,0,4.54e7,
d1196,n232,p2,0,4.54e7,
d1696,n732,p2,0,4.54e7,
d1948,n984,p2,0,4.54e7,
d1242,n278,p2,0,4.54e7,
d2215,n1251,p2,0,4.54e7,
d1347,n383,p2,0,4.54e7,
d2103,n1139,p2,0,4.54e7,
d2147,n1183,p2,0,4.54e7,
d2254,n1290,p2,0,4.54e7,
d1236,n272,p2,0,4.54e7,
d1991,n1027,p2,0,4.54e7,
d1322,n358,p2,0,4.54e7,
d1400,n436,p2,0,4.54e7,
d1624,n660,p2,0,4.54e7,
d1694,n730,p2,0,4.54e7,
d1824,n860,p2,0,4.54e7,
d1706,n742,p2,0,4.54e7,
d1358,n394,p2,0,4.54e7,
d1581,n617,p2,0,4.54e7,
d2204,n1240,p2,0,4.54e7,
d1530,n566,p2,0,4.54e7,
d1946,n982,p2,0,4.54e7,
d2065,n1101,p2,0,4.54e7,
d1986,n1022,p2,0,4.54e7,
d1238,n274,p2,0,4.54e7,
d1832,n868,p2,0,4.54e7,
d2190,n1226,p2,0,4.54e7,
d1597,n633,p2,0,4.54e7,
d1988,n1024,p2,0,4.54e7,
d1962,n998,p2,0,4.54e7,
d1638,n674,p2,0,4.54e7,
d1450,n486,p2,0,4.54e7,
d1561,n597,p2,0,4.54e7,
d2102,n1138,p2,0,4.54e7,
d1376,n412,p2,0,4.54e7,
