#daily flow (m3),P (mg),N (mg)
2.991033569603319e6,2.3839200655930758e8,1.3347007450566446e10
3.0058224977962254e6,2.3962402485660708e8,1.341598525578157e10
3.954668829224754e6,1.7860758559818262e8,9.999818408817173e9
2.2180708717384203e6,1.6065973868314186e8,8.994960695867472e9
2.6981332843069206e6,2.1399142079255235e8,1.1980876074235903e10
2.9092371639524754e6,2.133388424292443e8,1.19762314550813e10
2.978849723976593e6,2.1868129967453814e8,1.2276141700116663e10
3.0018048137705266e6,2.204430016683088e8,1.2375038603240496e10
3.009374369426359e6,2.2102393171086362e8,1.2407650351619856e10
3.011870468258518e6,2.2121549629757345e8,1.2418404238736288e10
3.012693569331182e6,2.2127866567803785e8,1.2421950386792128e10
3.012964991026146e6,2.2129949609715024e8,1.2423119746847502e10
2.9727366778096245e6,2.5335996621264273e8,1.4222902694433332e10
2.445383210820166e6,1.9277955227976835e8,1.0822091802973837e10
2.773090664887129e6,2.3640214297801515e8,1.3270939077683083e10
2.933954735053734e6,2.5078691041330734e8,1.4078458712977404e10
2.0345629910724605e6,1.3993506510174298e8,7.8555536781642065e9
2.5782196323038726e6,2.1897640906066382e8,1.2292708295644058e10
2.8696950375273777e6,2.450406875095756e8,1.3755882220558285e10
2.7004552585864514e6,1.3194478908786227e8,1.2237664473533073e10
2.8869024535535495e6,1.4547702077643117e8,1.349275694158456e10
2.9714847415287243e6,1.4993934184917706e8,1.3906629959526001e10
2.9195554967873823e6,1.4614375746003732e8,1.3554595684005342e10
2.9756521335357665e6,1.5015920160488474e8,1.392702159408909e10
2.9604325764540187e6,1.4882828851011962e8,1.3803581570350666e10
2.8360218805372776e6,1.4068081627137682e8,1.3047916778626564e10
2.9415063935392327e6,1.4189618347779307e8,1.3160640109248993e10
2.989490663808262e6,1.4431743942655247e8,1.3385207658375414e10
3.005313716894376e6,1.451158606841332e8,1.3459259930741415e10
3.010531447779149e6,1.4537914408665136e8,1.3483679037882675e10
3.012252020631792e6,1.4546596310528767e8,1.3491731360580202e10
3.0128193881343775e6,1.454945921108569e8,1.3494386654258635e10
3.0130064804057074e6,1.4550403266861436e8,1.3495262250627975e10
3.0130681750178095e6,1.5901678004403007e8,1.4773707471731663e10
2.933267841935316e6,1.5351252473317277e8,1.4262325856597618e10
2.980173847922469e6,1.5720284619004798e8,1.4605181055058014e10
3.0022414502635007e6,1.5841974814540923e8,1.4718239271337498e10
1.9824918606932322e6,8.066378284659263e7,7.494197348285357e9
2.5445486359229963e6,1.3318060924312136e8,1.2373356832656761e10
2.858591858085241e6,1.5049829537917283e8,1.3982284072853971e10
2.962149181094378e6,1.3980612259728318e8,1.29889107139348e10
2.9962977262372435e6,1.4149148419112715e8,1.3145491919796516e10
3.007558379771823e6,1.420472406050348e8,1.3197125355477564e10
3.011271636588338e6,1.422305040618073e8,1.3214151739107428e10
3.0124961015932383e6,1.422909361031617e8,1.321976627425675e10
3.0128998750520404e6,1.423108638710133e8,1.3221617695300009e10
3.0130330213693143e6,1.423174351521193e8,1.3222228210647808e10
3.013076927033288e6,1.6629477609483868e8,1.3289835517828615e10
3.013091405145551e6,1.6629561101839232e8,1.3289902242694895e10
3.0130961793754734e6,1.6629588633860952e8,1.3289924245553232e10
2.094795389565234e6,9.487155072623655e7,7.581881608559741e9
1.636107723530639e6,6.668860314382397e7,5.329575513482869e9
1.525224594910467e6,6.202555096593662e7,4.956916805191078e9
1.3898363695091023e6,5.0178158029332474e7,4.010104721612703e9
1.4308151597532483e6,5.605008210781072e7,4.479373251922089e9
2.3857308779334114e6,1.2889572414873004e8,1.03010029125094e10
2.806220908155243e6,1.5291693890604794e8,1.222071440652007e10
1.8802787621614274e6,7.600944862730621e7,6.074472655001794e9
2.1336065321622663e6,1.0877567483648582e8,8.693062168671293e9
2.649763266938032e6,1.434073262600648e8,1.1460731496225262e10
2.205516515009331e6,1.0659494143072462e8,8.518783764073231e9
1.7591907775204782e6,6.660289666822484e7,5.928992617079509e9
2.453696564190487e6,1.1770422923669724e8,1.0478035356626661e10
2.8253328769415477e6,1.3711470915418306e8,1.2205957081983816e10
2.951181865737153e6,1.4351541197699046e8,1.277574791209722e10
2.992681199151668e6,1.456260757421346e8,1.2963639287798407e10
3.006365811879436e6,1.4632207767392534e8,1.3025597408563282e10
3.0108783813619018e6,1.465515877915747e8,1.3046028408732338e10
3.012366423715688e6,1.6788103916175494e8,1.4944777052205198e10
2.3283867754487284e6,1.1581314748998338e8,1.0309691181291273e10
1.98504914407436e6,9.465423303756298e7,8.426123741293304e9
1.6457553356749262e6,6.848589934050858e7,6.096617592874856e9
2.4500083635453777e6,1.351335687711553e8,1.2029595883117619e10
2.827416730481555e6,1.571109710647475e8,1.3986025144601381e10
2.9518690268631303e6,1.643581293780177e8,1.4631167477497612e10
