,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,
n21,-17.51636907728206,-23.718634913683424,-18.478944290194033,0.0,-0.0,-0.0,-0.0,797.4439748988905,-15.921767400985049,-24.086503656115216,-18.837213937018138,-16.236739131402057,-16.499092212733334,-11.947967803778852,97.44397489889045,97.44397489889045,97.44397489889045,-0.0,-0.0,-0.0,
n22,-16.042628229745528,-23.149162194690046,-18.349178998967048,0.0,-0.0,-0.0,-0.0,796.4828447493143,-14.637060942420845,-21.70509626914606,-16.889013112587094,-17.455554199893108,-17.740469431147982,-13.211576429566586,96.4828447493143,96.4828447493143,96.4828447493143,-0.0,-0.0,-0.0,
n23,-16.13089611496096,-23.22058634780188,-18.42739982905756,0.0,-0.0,-0.0,-0.0,796.4503925186499,-14.54712532977046,-21.626121849060567,-16.872264987062355,-17.437908277503084,-17.708052068078704,-13.163610769486379,96.45039251864993,96.45039251864993,96.45039251864993,-0.0,-0.0,-0.0,
n24,-15.59346868033675,-22.744986981081304,-17.939249775917805,0.0,-0.0,-0.0,-0.0,796.5969946958633,-15.08455276439467,-22.11303507059008,-17.288544218275543,-17.648289942188573,-17.915989972373612,-13.249061528440398,96.59699469586329,96.59699469586329,96.59699469586329,-0.0,-0.0,-0.0,
n25,-16.25748987955085,-23.274262314611303,-18.48207098182528,0.0,-0.0,-0.0,-0.0,796.3739214317461,-14.5194518106102,-21.53392893245582,-16.806893573178854,-17.438102907648283,-17.767499536919853,-13.140830372413625,96.37392143174615,96.37392143174615,96.37392143174615,-0.0,-0.0,-0.0,
n26,-16.36168769701872,-23.44911344363007,-18.662064681930804,0.0,-0.0,-0.0,-0.0,796.4098909896128,-14.37008060283862,-21.39034660691896,-16.665124406841304,-17.434073647165256,-17.758933962728314,-13.168884010123222,96.40989098961273,96.40989098961273,96.40989098961273,-0.0,-0.0,-0.0,
n27,-16.203020063289127,-22.741357809103363,-17.934241193701197,0.0,-0.0,-0.0,-0.0,796.2730933868518,-14.804168669048039,-21.894706843474353,-17.164805579071963,-17.41810487787422,-17.892034647418402,-13.314866842747698,96.27309338685171,96.27309338685171,96.27309338685171,-0.0,-0.0,-0.0,
n28,-16.07599081957025,-23.134309162515695,-18.33428212037238,0.0,-0.0,-0.0,-0.0,797.6339544092049,-14.52812530524966,-21.717288994036736,-16.917238130823502,-16.93943294976342,-17.084032985877784,-12.382844178493537,97.63395440920486,97.63395440920486,97.63395440920486,-0.0,-0.0,-0.0,
n29,-16.037347511129756,-23.313536669243494,-18.508013913357736,0.0,-0.0,-0.0,-0.0,797.1306827816518,-14.600351204814626,-21.807764376902927,-16.98299904721812,-17.20814343733902,-17.440339537782158,-12.800928054692159,97.13068278165176,97.13068278165176,97.13068278165176,-0.0,-0.0,-0.0,
n30,-14.58168843795287,-24.450424478177098,-19.246916898640354,0.0,-0.0,-0.0,-0.0,797.0672058504376,-13.960093537677196,-20.303333421650976,-15.726707955132003,-17.54853093619736,-17.394494377988302,-12.694596853172502,97.06720585043763,97.06720585043763,97.06720585043763,-0.0,-0.0,-0.0,
n31,-15.010552928610782,-24.623540198354846,-19.28256737705298,0.0,-0.0,-0.0,-0.0,796.8483714076314,-13.531525995213162,-20.011171606657054,-15.500707795360455,-17.369473072606905,-17.422239785215677,-12.7429951185584,96.84837140763135,96.84837140763135,96.84837140763135,-0.0,-0.0,-0.0,
n32,-16.073080467674576,-23.530340911485123,-18.724966076126663,0.0,-0.0,-0.0,-0.0,797.7815336196695,-14.268949623322058,-21.325434295340145,-16.571113388968186,-16.83420084767436,-17.059112669108124,-12.256663704029432,97.78153361966947,97.78153361966947,97.78153361966947,-0.0,-0.0,-0.0,
n33,-15.903522082919862,-23.662781834615924,-18.45578109174486,0.0,-0.0,-0.0,-0.0,797.0700395822051,-12.875570690553792,-19.201105046915888,-14.966753125663917,-17.28301721054309,-17.361763773198266,-12.653617450397736,97.0700395822051,97.0700395822051,97.0700395822051,-0.0,-0.0,-0.0,
n34,-15.321059250298273,-24.332574095506207,-19.04253756063801,0.0,-0.0,-0.0,-0.0,796.7024862428486,-13.224773800660309,-19.712138965468103,-15.425444078072259,-17.310261901404868,-17.440465208465316,-12.760575317954471,96.70248624284864,96.70248624284864,96.70248624284864,-0.0,-0.0,-0.0,
n35,-16.658950438693154,-23.743842392238932,-18.709347803205596,0.0,-0.0,-0.0,-0.0,796.9814357935063,-16.378653036064296,-23.92355375448687,-18.700962231574785,-16.863338450659775,-16.42739643327154,-11.915150073159918,96.98143579350626,96.98143579350626,96.98143579350626,-0.0,-0.0,-0.0,
n36,-16.990115319888126,-24.011395750006265,-18.858500796647128,0.0,-0.0,-0.0,-0.0,797.0284249452955,-16.21995631040418,-24.042733953363612,-18.684685619730026,-16.74089309234491,-16.301974739148243,-11.766398171775466,97.0284249452955,97.0284249452955,97.0284249452955,-0.0,-0.0,-0.0,
n37,-17.179951573561198,-23.81214300650709,-18.664930654559022,0.0,-0.0,-0.0,-0.0,797.2409288943265,-15.979431183200033,-23.966366766141483,-18.745427092760195,-16.58570991120116,-16.35283133944851,-11.803385088828964,97.24092889432654,97.24092889432654,97.24092889432654,-0.0,-0.0,-0.0,
n38,-15.233505388083847,-23.77026807534644,-18.553690391911164,0.0,-0.0,-0.0,-0.0,797.2269782734121,-14.712181251917983,-21.12662173086693,-16.463724575586255,-17.38875851322284,-17.315005239305624,-12.636474112209193,97.22697827341214,97.22697827341214,97.22697827341214,-0.0,-0.0,-0.0,
n39,-17.093174523413378,-23.570229593436185,-18.36724636292595,0.0,-0.0,-0.0,-0.0,797.6588372087996,-15.804517270101405,-23.838523130922525,-18.63176260197708,-16.15277434918333,-16.524067122753745,-11.973693541863325,97.65883720879954,97.65883720879954,97.65883720879954,-0.0,-0.0,-0.017975350513174435,
n40,-17.81516914980505,-23.21109396167837,-19.25652780086406,0.0,-0.0,-0.0,-0.0,796.4711930398287,-15.579570307033938,-23.1474056963758,-18.06413583483026,-16.642655908357867,-16.406608585002985,-11.800276384956659,96.47119303982869,96.47119303982869,96.47119303982869,-0.0,-0.0,-0.0,
n41,-17.43406172232939,-23.37848257490161,-18.574735791343336,0.0,-0.0,0.044078595931136416,-0.0,796.5251299138337,-15.144574581299699,-22.769378646885755,-17.73901955573074,-16.955603701490944,-17.520704382938845,-13.00174640892748,96.52512991383364,96.52512991383364,96.52512991383364,-0.0,-0.0,-0.0,
n42,-17.344313437702585,-23.51080268791925,-18.707055904360974,0.0,-0.0,-0.0,-0.0,796.4053334177429,-14.985300233263203,-22.495635670171566,-17.599874779744905,-17.023434412959364,-17.62690164879592,-13.112484613991613,96.40533341774285,96.40533341774285,96.40533341774285,-0.0,-0.0,-0.0,
n43,-15.980497997254066,-23.481018367492442,-18.663937433151556,0.0,-0.0,-0.0,-0.0,797.7029228309996,-14.370341958824111,-21.388269382353986,-16.728875314604178,-16.912791075508235,-17.09080071610209,-12.339172874421049,97.7029228309996,97.7029228309996,97.7029228309996,-0.0,-0.0,-0.0,
n44,-16.3742026674159,-23.44067060257273,-18.623589668231844,0.0,-0.0,-0.0,-0.0,797.9626218604701,-14.353483234768262,-21.388301564461276,-16.66851873119056,-16.653113885325816,-16.878024162302125,-12.077852716514936,97.9626218604701,97.9626218604701,97.9626218604701,-0.0,-0.0,-0.0,
n45,-16.158726000508278,-23.239821557853457,-18.450826081765104,0.0,-0.0,-0.0,-0.0,796.6878002575878,-14.519295444223143,-21.553299664865026,-16.818750198027722,-17.4575835179157,-17.746530904787345,-13.086804496107494,96.68780025758777,96.68780025758777,96.68780025758777,-0.0,-0.0,-0.0,
n46,-16.016701497022567,-23.02861291569388,-18.239246836619955,0.0,-0.0,-0.0,-0.0,796.4158061761509,-14.661319947708856,-21.80866525563708,-17.02721359560143,-17.444727590640074,-17.754056721671063,-13.196695228640666,96.41580617615092,96.41580617615092,96.41580617615092,-0.0,-0.0,-0.0,
n47,-16.237503172298954,-23.104274503511785,-18.315974502547007,0.0,-0.0,-0.0,-0.0,796.3090499554597,-14.510907097163258,-21.626946300813838,-16.81072986278019,-17.444591783779202,-17.86039342894904,-13.111275744696599,96.30904995545971,96.30904995545971,96.30904995545971,-0.0,-0.0,-0.0,
n48,-16.176657037514293,-24.01354026250499,-18.704807715479053,0.0,-0.0,-0.0,-0.0,796.2697583857934,-13.005332885690857,-19.38980276048149,-15.118975589903805,-17.267482741183066,-17.337909252735404,-12.814482375381859,96.26975838579338,96.26975838579338,96.26975838579338,-0.0,-0.0,-0.0,
n49,-16.2955233638855,-24.126427350330342,-18.81649535006098,0.0,-0.0,-0.0,-0.0,796.1875095326121,-13.13018699965952,-19.407735556626676,-15.092181747630663,-17.316333966710538,-17.333872721041686,-12.863333600909332,96.18750953261207,96.18750953261207,96.18750953261207,-0.0,-0.0,-0.0,
n50,-16.066530483016656,-23.804224309518087,-18.590577722248106,0.0,-0.0,-0.0,-0.0,796.1167438145848,-13.013365396282927,-19.15415950892511,-14.906934522351763,-17.30612313700196,-17.3641504154865,-12.866335306916612,96.11674381458477,96.11674381458477,96.11674381458477,-0.0,-0.0,-0.0,
n51,-16.168300632060003,-23.71536240172379,-18.50171581445381,0.0,-0.0,-0.0,-0.0,796.045613357345,-12.92450348848863,-19.069713309610012,-14.86310610858028,-17.23318018530856,-17.2906927425719,-12.814789349322686,96.04561335734506,96.04561335734506,96.04561335734506,-0.0,-0.0,-0.0,
n52,-16.060448295958214,-23.663311726201044,-18.59425438109861,0.0,-0.0,-0.0,-0.0,796.3793632497446,-12.79047963273709,-19.069667090772523,-14.856425636237622,-17.306894544643463,-17.396758441657422,-12.828510161236967,96.37936324974461,96.37936324974461,96.37936324974461,-0.0,-0.0,-0.0,
n53,-15.395602011439966,-24.28301238132275,-19.00387768044634,0.0,-0.0,-0.0,-0.0,796.6559715203509,-13.161448732160181,-19.657826925470708,-15.406107266998864,-17.326590648472738,-17.488686004176472,-12.753675660903165,96.65597152035099,96.65597152035099,96.65597152035099,-0.0,-0.0,-0.0,
n54,-15.401326728119841,-24.219245056837636,-18.93284391367816,0.0,-0.0,-0.0,-0.0,796.7409525862626,-13.169434962990644,-19.70215865410958,-15.214172001763552,-17.270953073505805,-17.43275165277581,-12.752861762264965,96.74095258626255,96.74095258626255,96.74095258626255,-0.0,-0.0,-0.0,
n55,-15.740531053040169,-23.829771295087948,-18.623384988107127,0.0,-0.0,-0.0,-0.0,797.0983228999276,-12.887807861416082,-19.361564472987695,-14.96112155287959,-17.338891941466503,-17.37474333364671,-12.677626548626833,97.0983228999275,97.0983228999275,97.0983228999275,-0.0,-0.0,-0.0,
n56,-17.23039438658501,-24.17086379607854,-18.935263429527236,0.0,-0.0,-0.0,-0.0,797.130792149065,-16.29536176598916,-24.394463060302506,-19.07421483815494,-16.654558385770276,-16.073951633481578,-11.54688606231008,97.13079214906496,97.13079214906496,97.13079214906496,-0.0,-0.0,-0.0,
n57,-17.47150824516942,-23.920142492727273,-18.68454212617597,0.0,-0.0,-0.0,-0.0,797.2621425738298,-16.42578324356445,-24.645184048577022,-19.324936141506207,-16.530179346991023,-15.98733894827333,-11.43687392456151,97.2621425738298,97.2621425738298,97.2621425738298,-0.0,-0.0,-0.0,
n58,-17.31965207636043,-24.20934209712869,-18.973741730577387,0.0,-0.0,-0.0,-0.0,797.2289783324758,-16.34559236018527,-24.357493181226218,-19.08702635958871,-16.52285234029582,-16.1060412959927,-11.56317824078987,97.22897833247572,97.22897833247572,97.22897833247572,-0.0,-0.0,-0.0,
n59,-17.436185003788214,-23.931581800915612,-18.712507421065983,0.0,-0.0,-0.0,-0.0,797.2487479330243,-16.520827464617103,-24.66765646480455,-19.36597630763384,-16.492092840668214,-15.909476521141027,-11.359011497429208,97.24874793302435,97.24874793302435,97.24874793302435,-0.0,-0.0,-0.0,
n60,-17.444678049517023,-23.578390935290606,-19.521588553542113,0.0,-0.0,-0.0,-0.0,796.6636424155258,-15.833688183802122,-23.48587081232178,-18.240533651410775,-16.632917348472358,-16.414998115344275,-11.824763550724029,96.6636424155258,96.6636424155258,96.6636424155258,-0.0,-0.0,-0.0,
n61,-17.483806210324076,-23.531723111005842,-19.54387737599623,0.0,-0.0,-0.0,-0.0,796.6373555061879,-15.802529722294425,-23.43301280247065,-18.296206090705166,-16.603225380848684,-16.385306147720602,-11.82836359716195,96.63735550618787,96.63735550618787,96.63735550618787,-0.0,-0.0,-0.0,
n62,-17.340358942497993,-23.562918722532054,-19.411986263708137,0.0,-0.0,-0.0,-0.0,796.6378972751814,-15.726694580713835,-23.36010193537652,-18.227252552738197,-16.657440392874545,-16.439411432702467,-11.859949861739521,96.63789727518144,96.63789727518144,96.63789727518144,-0.0,-0.0,-0.0,
n63,-17.409040936773422,-24.601993074118806,-19.382918694269176,0.0,-0.0,-0.0,-0.0,797.5890951702236,-17.025964016053027,-25.135709055705487,-19.581102782156,-16.49019275558322,-15.587724153918963,-11.037273698624679,97.58909517022359,97.58909517022359,97.58909517022359,-0.0,-0.0,-0.0,
n64,-17.775885775480127,-24.677487976129182,-19.23329996332622,0.0,-0.0,-0.0,-0.0,797.7612303898222,-16.90093083414559,-25.57315030239999,-20.018544028850506,-16.320095495647553,-15.363683645113337,-10.813218621401518,97.76123038982223,97.76123038982223,97.76123038982223,-0.0,-0.0,-0.0,
n65,-17.785254274524327,-24.835593188242576,-19.391405175439616,0.0,-0.0,-0.0,-0.0,797.7095782530549,-16.923264649533138,-25.541420627571963,-20.020355012881833,-16.289557626336425,-15.331743891179796,-10.781278867467977,97.7095782530549,97.7095782530549,97.7095782530549,-0.0,-0.0,-0.0,
n66,-18.148778595499657,-24.921327926571283,-19.464290612482742,0.0,-0.0,-0.0,-0.0,797.9092881924305,-16.91557791234623,-25.863737305992306,-20.294694217445407,-16.180548492812573,-15.229153969099224,-10.678688945387405,97.90928819243047,97.90928819243047,97.90928819243047,-0.0,-0.0,-0.0,
n67,-18.20759254510646,-24.996863122986476,-19.515965367277087,0.0,-0.0,-0.0,-0.0,797.8434607353317,-16.884859349448817,-25.963758898154097,-20.36790744285007,-16.175556369951458,-15.10649681353599,-10.556031789824171,97.8434607353318,97.8434607353318,97.8434607353318,-0.0,-0.0,-0.0,
n68,-17.905384778820732,-24.299952940032362,-19.28573131936829,0.0,-0.0,-0.0,-0.0,797.3765669477598,-16.71338287156313,-25.122940785032405,-20.051422667052904,-16.317482022771863,-15.574374271989615,-11.023909248277796,97.3765669477598,97.3765669477598,97.3765669477598,-0.0,-0.0,-0.0,
n69,-18.38712350690652,-25.021681912529036,-19.620568395823216,0.0,-0.0,-0.0,-0.0,798.0416794521582,-16.8943218794439,-25.604692044661107,-20.040699683351473,-16.169211941931326,-15.312596832353869,-10.760817591668047,98.04167945215822,98.04167945215822,98.04167945215822,-0.0,-0.0,-0.0,
n70,-18.416950660793347,-24.91462691541434,-19.51351339870852,0.0,-0.0,-0.0,-0.0,798.1103339705335,-16.93143159860022,-25.4825844662373,-19.947078458177543,-16.181280959625116,-15.38171702937883,-10.8202319311753,98.11033397053347,98.11033397053347,98.11033397053347,-0.0,-0.0,-0.0,
n71,-18.069372540040458,-24.566468834707887,-19.165355318002067,0.0,-0.0,-0.0,-0.0,798.2325130851352,-16.828545078130286,-25.425309918932996,-19.919099936935876,-16.06811687377191,-15.550694832015006,-11.000229808303187,98.23251308513525,98.23251308513525,98.23251308513525,-0.0,-0.0,-0.0,
n72,-17.5378468747597,-24.017931677352205,-18.75322578864236,0.0,-0.0,-0.0,-0.0,798.5009326376069,-16.309631294743564,-24.76235720137695,-19.409407824438862,-15.795601383845312,-15.928234718161592,-11.377769694449773,98.50093263760681,98.50093263760681,98.50093263760681,-0.0,0.03513129366071942,-0.0,
n73,-17.40052311569741,-24.009434596822828,-18.756951322569336,0.0,-0.0,-0.0,-0.0,798.3997091760169,-16.308762747250885,-24.754428865476132,-19.415212190400133,-15.75196456944035,-15.9151342310396,-11.36466920732778,98.39970917601694,98.39970917601694,98.39970917601694,-0.0,-0.0,-0.0,
n74,-17.6723105802425,-24.35279337879189,-19.1436626688347,0.0,-0.0,-0.0,-0.0,798.2093420659384,-16.571134593081087,-24.888632367457937,-19.498516871866975,-15.87376924827228,-15.750289670538121,-11.199824646826302,98.20934206593837,98.20934206593837,98.20934206593837,-0.0,-0.0,-0.0,
n75,-17.86262470022218,-24.815172460500133,-19.457407247700214,0.0,-0.0,-0.0,-0.0,797.8887202035246,-16.93091430939567,-25.45317797533809,-19.9217259574198,-16.198836370732657,-15.434831680166578,-10.884366656454757,97.88872020352454,97.88872020352454,97.88872020352454,-0.0,-0.0,-0.0,
n76,-17.645781933212742,-24.56381759559537,-19.206052382795452,0.0,-0.0,-0.0,-0.0,797.903367193185,-16.933736311291273,-25.12155679729393,-19.593730462455973,-16.1504042654667,-15.617045829393156,-11.066591229953271,97.90336719318496,97.90336719318496,97.90336719318496,-0.0,-0.03831642666597079,-0.0,
n77,-17.560736692633935,-24.317409881336445,-18.959644668536527,0.0,-0.0,-0.0,-0.0,797.7851403988664,-16.744982371776803,-25.128479435833842,-19.67097338178053,-16.211762002808623,-15.68829759612626,-11.13783257241444,97.78514039886635,97.78514039886635,97.78514039886635,-0.0,-0.0,-0.0,
n78,-17.54411603944861,-24.49235029021861,-19.217230421767617,0.0,-0.0,-0.0,-0.0,797.9850997455517,-16.687719605371765,-24.843488933612445,-19.323887376814245,-15.997630648560547,-15.769884175932974,-11.21855822402844,97.98509974555168,97.98509974555168,97.98509974555168,-0.0,-0.0,-0.0,
n79,-17.24468422890739,-23.968364618425383,-18.759233908468193,0.0,-0.0,-0.0,-0.0,798.2125560326708,-16.252901320094402,-24.545736770940003,-19.069985332638694,-15.719745017349322,-15.953950929087108,-11.402500314903563,98.21255603267088,98.21255603267088,98.21255603267088,-0.0,-0.0,-0.0,
n80,-17.18991075336551,-23.803011955657265,-18.593881245700075,0.0,-0.0,-0.0,-0.0,798.276052018671,-16.28446898954979,-24.506933487311542,-19.216425526935193,-15.63155693053966,-16.041153425425044,-11.490688401713225,98.27605201867097,98.27605201867097,98.27605201867097,-0.0,-0.0,-0.0,
n81,-17.026084113711544,-24.128261973755862,-18.919131263798672,0.0,-0.0,-0.0,-0.0,798.1098640316802,-16.175992506330665,-24.295772341825,-18.891175508836596,-15.738497023761303,-16.062144226606538,-11.470675891089074,98.10986403168027,98.10986403168027,98.10986403168027,-0.0,-0.0,-0.0,
n82,-17.189362114317266,-24.26699695652134,-19.05786624656415,0.0,-0.0,-0.0,-0.0,798.5230686444861,-16.31502100097781,-24.37535607243655,-19.030861845678288,-15.611275431143795,-16.05632964754868,-11.394553185076735,98.52306864448612,98.52306864448612,98.52306864448612,-0.0,-0.0,-0.0,
n83,-17.004857079435215,-24.013946830042965,-18.863495128325443,0.0,-0.0,-0.0,-0.0,798.0670352771176,-16.167799695907068,-24.081829101261988,-18.76688133710598,-15.753951902700654,-16.181234551825472,-11.591998994950524,98.06703527711763,98.06703527711763,98.06703527711763,-0.0,-0.0,-0.0,
n84,-17.09069198295127,-24.038476442496613,-18.88802474077909,0.0,-0.0,-0.0,-0.0,798.0292351608294,-16.28654734044886,-24.167664004778043,-18.88562898164777,-15.798653138049467,-16.13356304809714,-11.566503520688801,98.02923516082944,98.02923516082944,98.02923516082944,-0.0,-0.0,-0.0,
n85,-17.571196226090127,-24.091090370959954,-18.81597050250896,0.0,-0.0,-0.0,-0.0,797.7862265906107,-16.603843423660162,-24.851854925046343,-19.48720493532252,-16.103075509726505,-15.869145659569512,-11.318680635857692,97.78622659061065,97.78622659061065,97.78622659061065,-0.0,-0.0,-0.0,
n86,-17.436775942168257,-23.953511341026978,-18.69037409655024,0.0,-0.0,-0.0,-0.0,797.6645290185073,-16.32940534770402,-24.66726600143711,-19.31607907259536,-16.176436016523056,-16.11206368156573,-11.56159865785391,97.66452901850735,97.66452901850735,97.66452901850735,-0.0,-0.0,-0.0,
n87,-17.731279407176,-24.46830946444105,-19.193189595990056,0.0,-0.0,-0.0,-0.0,797.6100179632936,-16.54122182600759,-24.753520685347056,-19.29880739991317,-16.2382019600462,-15.840271405305204,-11.289520003097032,97.61001796329356,97.61001796329356,97.61001796329356,-0.0,-0.0,-0.0,
n88,-17.744244364826802,-24.50542799334066,-19.266722384647,0.0,-0.0,-0.0,-0.0,797.5414012380495,-16.501762665680392,-24.598560257587454,-19.161407920125356,-16.280082402895275,-15.91457972725216,-11.364136328146794,97.54140123804952,97.54140123804952,97.54140123804952,-0.0,-0.0,-0.0,
n89,-17.608926554148592,-24.381437046437014,-19.14583667988571,0.0,-0.0,-0.0,-0.0,797.4555654536341,-16.406161511658734,-24.44586348834399,-19.06194570745828,-16.36059433340413,-15.969763503401847,-11.419452928195643,97.45556545363411,97.45556545363411,97.45556545363411,-0.0,-0.0,-0.0,
n90,-17.620365103540905,-24.248908677239204,-18.985771432762466,0.0,-0.0,-0.0,-0.0,797.5480573630243,-16.350697484339864,-24.4364735422478,-19.071359572353458,-16.298604041949474,-16.063195885781496,-11.512730862069679,97.54805736302431,97.54805736302431,97.54805736302431,-0.0,-0.0,-0.0,
n91,-17.560454606374865,-24.256608266762782,-19.052139892888892,0.0,-0.0,-0.0,-0.0,797.4935680984183,-16.345115828483333,-24.37656304508176,-18.963603610040128,-16.353876682113388,-16.10537174687083,-11.556498173610645,97.49356809841831,97.49356809841831,97.49356809841831,-0.0,-0.0,-0.0,
