demand,node,product,valued1220,n256,p2,2165.6242006708735
d1898,n934,p2,0.0
d1785,n821,p2,0.0
d1428,n464,p2,0.0
d1640,n676,p2,0.0
d1258,n294,p2,6254.884346179238
d1916,n952,p2,6152.188677685192
d2171,n1207,p2,5516.992133125266
d1414,n450,p2,5260.614513950775
d1427,n463,p2,5169.877808824707
d1790,n826,p2,4934.914406722936
d2212,n1248,p2,4580.309322784668
d2109,n1145,p2,4328.492699450999
d2163,n1199,p2,4118.095641457406
d1362,n398,p2,4109.4186597438875
d1196,n232,p2,4059.804467345383
d1696,n732,p2,4027.0248238352915
d1948,n984,p2,3870.3763316529494
d1242,n278,p2,3709.1300659247777
d2215,n1251,p2,3697.2271182748
d1347,n383,p2,3626.680499101622
d2103,n1139,p2,3598.128305918268
d2147,n1183,p2,3329.9402503382858
d2254,n1290,p2,3321.745621967401
d1236,n272,p2,3313.049969222854
d1991,n1027,p2,3226.6700033730176
d1322,n358,p2,3193.408288698816
d1400,n436,p2,3127.422946232523
d1624,n660,p2,3093.9757549587953
d1694,n730,p2,3061.4930538147255
d1824,n860,p2,3040.8944534202005
d1706,n742,p2,3016.1430894479668
d1358,n394,p2,2987.145604117969
d1581,n617,p2,2983.085351784746
d2204,n1240,p2,2925.5727331549265
d1530,n566,p2,2888.176645067979
d1946,n982,p2,2863.5177923402307
d2065,n1101,p2,2809.954525946643
d1986,n1022,p2,2801.666823286684
d1238,n274,p2,2801.4257877046284
d1832,n868,p2,2764.4376483898104
d2190,n1226,p2,2756.3725924594023
d1597,n633,p2,2713.0552111810944
d1988,n1024,p2,2566.4626677813812
d1962,n998,p2,2558.1749651214222
d1638,n674,p2,2525.0988359807807
d1450,n486,p2,2496.1757565337452
d1561,n597,p2,2471.4241090705304
d2102,n1138,p2,2463.340379484178
d1376,n412,p2,2376.4783424702305
