,Latitude,Longitude,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
n812,43.2128,-89.406,-15.92674791,-22.53731999,-17.71942944,0,0,0,0,797.5268228,-15.08167665,-22.3326459,-17.53259513,-16.75270832,-17.37239859,-12.50643927,97.52682281,97.52682281,97.52682281,0,0,0
n813,43.2171,-89.536,-17.25369377,-23.56426545,-18.69673328,0,0,0,0,796.9143537,-15.90134628,-23.70742938,-18.52038896,-16.59535777,-16.72367558,-12.17468191,96.91435367,96.91435367,96.91435367,0,0,0
n814,43.2113,-89.4558,-16.40481027,-23.20954625,-18.221839,0,0,0,0,797.4547035,-15.76192684,-23.49987907,-18.32285669,-16.52538293,-17.04929034,-12.4968885,97.45470355,97.45470355,97.45470355,0,0,0
n815,43.212,-89.469,-16.63226208,-23.40238743,-18.29206561,0,0,0,0,797.3907149,-15.8108792,-23.81742265,-18.62746839,-16.47987265,-16.95832099,-12.40785522,97.39071492,97.39071492,97.39071492,0,0,0
n816,43.2031,-89.3013,-15.26457834,-24.12712943,-19.08586624,0,0,0,0,797.3621966,-13.24534918,-19.86322015,-15.43293975,-17.15699945,-17.04975529,-12.52025131,97.36219663,97.36219663,97.36219663,0,0,0
n817,43.2133,-89.4827,-16.90894837,-23.60027463,-18.48064833,0,0,0,0,797.3050672,-15.95662448,-23.97783987,-18.77617611,-16.48336086,-16.88266009,-12.33222144,97.3050672,97.3050672,97.3050672,0,0,0
n818,43.2075,-89.3905,-15.96896863,-22.83357238,-18.02913442,0,0,0,0,797.6173264,-14.83859576,-22.02375054,-17.22369977,-16.85145872,-17.29394856,-12.42268401,97.6173264,97.6173264,97.6173264,0,0,0
n819,43.2158,-89.558,-16.97216858,-23.64122935,-19.02228856,0,0,0,0,796.7637479,-15.94328332,-23.59399007,-18.4631514,-16.66378531,-16.59200202,-12.03451189,96.76374795,96.76374795,96.76374795,0,0,0
n820,43.2069,-89.3988,-15.88648169,-22.64444923,-17.82880419,0,0,0,0,797.6317637,-15.01118787,-22.22408077,-17.42403,-16.76664056,-17.32786462,-12.3995259,97.6317637,97.6317637,97.6317637,0,0,0
n821,43.2044,-89.2406,-15.37311972,-22.84076849,-17.84377987,0,0,0,0,796.8854757,-12.49825072,-18.57041432,-14.50722654,-17.06026442,-17.03577201,-12.55282623,96.88547573,96.88547573,96.88547573,0,0,0
n822,43.2118,-89.4852,-16.97174485,-23.66170964,-18.5509084,0,-0.078288369,0,-0.078288369,797.3166024,-15.91241302,-23.8995515,-18.70284647,-16.46237398,-16.84301106,-12.29319325,97.31660238,97.31660238,97.31660238,0,-0.078288369,-0.078288369
n823,43.2075,-89.4045,-15.74723333,-22.50520087,-17.6906343,0,0,0,0,797.6209819,-15.02484784,-22.36224145,-17.56218759,-16.72040779,-17.31822999,-12.41088258,97.62098187,97.62098187,97.62098187,0,0,0
n824,43.2019,-89.2973,-15.3691717,-24.10420003,-18.99085052,0,0,0,0,797.3548714,-13.30181761,-19.76432455,-15.4018172,-17.12383562,-17.08299677,-12.50365261,97.35487136,97.35487136,97.35487136,0,0,0
n825,43.2118,-89.4932,-17.16515985,-23.70327189,-18.63788706,0,0,0,0,797.2732485,-15.81448727,-23.76862299,-18.59225513,-16.49714053,-16.79437469,-12.24390967,97.27324849,97.27324849,97.27324849,0,0,0
n826,43.2035,-89.2718,-15.85387915,-23.55506168,-18.40180358,0,0,0,0,797.1507399,-12.88916769,-19.15122442,-14.86463237,-17.25101147,-16.92308897,-12.70767967,97.15073989,97.15073989,97.15073989,0,0,0
n827,43.2135,-89.4422,-16.15730255,-22.95589966,-18.13881873,0,0,0,0,797.4595453,-15.59917291,-23.17765085,-18.01813764,-16.60711453,-17.16101467,-12.58255044,97.45954526,97.45954526,97.45954526,0,0,0
n828,43.2081,-89.4124,-15.93927734,-22.32129992,-17.50424403,0,0,0,0,797.606394,-15.11598435,-22.54864093,-17.74859015,-16.63555586,-17.38450883,-12.43533636,97.60639402,97.60639402,97.60639402,0,0,0
n829,43.2107,-89.4186,-15.76633379,-22.40539646,-17.58831071,0,0,0,0,797.5544411,-15.20005585,-22.61187974,-17.66451865,-16.66326182,-17.33867289,-12.48765458,97.55444113,97.55444113,97.55444113,0,0,0
n830,43.2148,-89.544,-17.08471624,-23.77217261,-18.73232995,0,0,0,0,796.8878368,-15.99354268,-23.78818813,-18.58347968,-16.63711249,-16.6581038,-12.10708709,96.88783682,96.88783682,96.88783682,0,0,0
n831,43.2037,-89.3283,-15.36853737,-24.17122376,-19.32307002,0,0,0,0,797.5041853,-13.69770385,-20.51618107,-15.95092429,-17.10300598,-17.07174771,-12.51622077,97.50418532,97.50418532,97.50418532,0,0,0
n832,43.2156,-89.5753,-17.23531601,-23.55478493,-19.36742386,0,0,0,0,796.6222494,-15.68698964,-23.27930175,-18.20844314,-16.72872503,-16.55281691,-11.92321577,96.62224937,96.62224937,96.62224937,0,0,0
n833,43.215,-89.5722,-17.15783119,-23.6173374,-19.28993904,0,0,0,0,796.6567104,-15.75879479,-23.34249972,-18.26653888,-16.77008072,-16.51146122,-11.9254395,96.65671035,96.65671035,96.65671035,0,0,0
n834,43.2135,-89.5474,-17.01275552,-23.77656286,-18.77283677,0,0,0,0,796.8799826,-16.02484796,-23.80397366,-18.58303399,-16.68642866,-16.61846346,-12.06786513,96.8799826,96.8799826,96.8799826,0,0,0
n835,43.2119,-89.5091,-17.30172774,-23.57328556,-18.6729682,0,0,0,0,797.176287,-15.97869995,-23.74153822,-18.54703563,-16.51585047,-16.69719048,-12.1559868,97.17628699,97.17628699,97.17628699,0,0,0
n836,43.2108,-89.4302,-15.85367117,-22.65226828,-17.83519191,0,0,0,0,797.5344461,-15.40093464,-22.88311569,-17.72154366,-16.61481159,-17.19408295,-12.50763775,97.53444609,97.53444609,97.53444609,0,0,0
n837,43.2049,-89.3649,-15.82439403,-23.44974073,-18.64474058,0,0,0,0,797.6206715,-14.23339336,-21.4019067,-16.71925798,-16.9949527,-17.19126764,-12.28559563,97.62067153,97.62067153,97.62067153,0,0,0
n838,43.2041,-89.3562,-15.72937178,-23.65988897,-18.82118973,0,0,0,0,797.6097392,-14.16220419,-21.19016166,-16.55383755,-17.00050767,-17.17911704,-12.33032394,97.60973918,97.60973918,97.60973918,0,0,0
n839,43.2115,-89.4891,-17.06655861,-23.71355341,-18.64572216,0,0,0,0,797.3006891,-15.81759926,-23.81729358,-18.64092572,-16.49710149,-16.8147731,-12.26425296,97.30068913,97.30068913,97.30068913,0,0,0
n840,43.2104,-89.4655,-16.6412223,-23.34022438,-18.19217791,0,0,0,0,797.4323153,-15.71099151,-23.72070781,-18.5307624,-16.44226356,-16.95922615,-12.41041142,97.43231529,97.43231529,97.43231529,0,0,0
n841,43.2165,-89.5825,-17.41175979,-23.40453579,-19.54309243,0,0,0,0,796.5480438,-15.56784948,-23.18558907,-18.11271449,-16.69987112,-16.59589669,-11.95206967,96.54804382,96.54804382,96.54804382,0,0,0
n842,43.2145,-89.5797,-17.33818436,-23.4979364,-19.45452516,0,0,0,0,796.5985315,-15.66263182,-23.27193577,-18.12796794,-16.72655562,-16.55056278,-11.90151909,96.59853147,96.59853147,96.59853147,0,0,0
n843,43.2159,-89.5778,-17.29646639,-23.50653435,-19.42856228,0,0,0,0,796.5967601,-15.6432785,-23.24318131,-18.15770696,-16.76139282,-16.58539999,-11.89054798,96.59676014,96.59676014,96.59676014,0,0,0
n844,43.2129,-89.5004,-17.18268227,-23.75127302,-18.46003172,0,0,0,0,797.2142507,-15.9167078,-23.64943255,-18.47508041,-16.40228435,-16.77394281,-12.22331649,97.21425071,97.21425071,97.21425071,0,0,0
n845,43.2083,-89.439,-16.00423174,-22.84921174,-17.94976716,0,0,0,0,797.5580303,-15.41012134,-23.08256899,-17.90762313,-16.53016343,-17.11268889,-12.48406537,97.55803034,97.55803034,97.55803034,0,0,0
n846,43.2044,-89.3682,-15.83753726,-23.36955994,-18.57273568,0,0,0,0,797.6374023,-14.31487079,-21.48014928,-16.68009851,-16.97833451,-17.20713472,-12.25795723,97.63740228,97.63740228,97.63740228,0,0,0
n847,43.2013,-89.3255,-15.26402733,-24.26058693,-19.34910816,0,0,0,0,797.529369,-13.63592209,-20.44256628,-15.84641425,-17.06602507,-17.1274864,-12.46856041,97.52936904,97.52936904,97.52936904,0,0,0
n848,43.2095,-89.4834,-16.91624087,-23.68742018,-18.56269467,0,0,0,0,797.3631999,-15.97054863,-23.89542853,-18.68903057,-16.4155285,-16.82004219,-12.26966255,97.36319985,97.36319985,97.36319985,0,0,0
n849,43.2111,-89.5185,-17.33157839,-23.7490891,-18.61881241,0,0,0,0,797.12655,-15.90497555,-23.83637281,-18.63446117,-16.56418638,-16.66148495,-12.11519304,97.12654999,97.12654999,97.12654999,0,0,0
n850,43.2091,-89.4488,-16.23515854,-23.02523949,-18.03753224,0,0,0,0,797.515947,-15.64854824,-23.3200036,-18.13854993,-16.50753202,-17.07451232,-12.48813077,97.515947,97.515947,97.515947,0,0,0
n851,43.2057,-89.4236,-15.79273649,-22.48339242,-17.65476915,0,0,0,0,797.6355002,-15.27805181,-22.70054089,-17.65887451,-16.55469581,-17.26781877,-12.40659589,97.63550024,97.63550024,97.63550024,0,0,0
n852,43.2021,-89.3057,-15.22760272,-24.23857514,-19.18599524,0,0,0,0,797.4050825,-13.35679489,-19.96743783,-15.50265651,-17.16610877,-17.10745493,-12.53725291,97.40508247,97.40508247,97.40508247,0,0,0
n853,43.2004,-89.3019,-15.33541535,-24.1307625,-19.09382833,0,0,0,0,797.407583,-13.2874266,-19.87150737,-15.52367241,-17.1086087,-17.09814604,-12.56864206,97.40758305,97.40758305,97.40758305,0,0,0
n854,43.2144,-89.5645,-17.07119922,-23.69895456,-19.1275251,0,0,0,0,796.7295915,-15.90639857,-23.50418434,-18.42884532,-16.7459449,-16.55910831,-11.96241236,96.72959149,96.72959149,96.72959149,0,0,0
n855,43.2105,-89.4787,-16.87184934,-23.57394598,-18.44431715,0,0,0,0,797.370667,-15.97305999,-23.95136053,-18.75974061,-16.47866317,-16.86552299,-12.31505797,97.37066701,97.37066701,97.37066701,0,0,0
n856,43.2079,-89.4539,-16.36473331,-23.08776407,-18.10005682,0,0,0,0,797.5192797,-15.76801977,-23.42851732,-18.2681247,-16.47568458,-17.0159381,-12.45153121,97.51927966,97.51927966,97.51927966,0,0,0
n857,43.2136,-89.5978,-17.72237467,-23.17372769,-19.3389615,0,0,0,0,796.4472837,-15.53972652,-23.08932758,-18.03751265,-16.63275259,-16.52549794,-11.83529903,96.44728366,96.44728366,96.44728366,0,0,0
n858,43.2103,-89.4745,-16.77669996,-23.47218427,-18.40980025,0,0,0,0,797.3941039,-15.91232628,-23.90958454,-18.71426519,-16.42439026,-16.89342321,-12.34285166,97.39410388,97.39410388,97.39410388,0,0,0
n859,43.2027,-89.3642,-15.89931016,-23.48017947,-18.67498852,0,0,0,0,797.6569886,-14.3083095,-21.37789643,-16.70050057,-16.9587482,-17.23122292,-12.3176692,97.65698859,97.65698859,97.65698859,0,0,0
n860,43.2158,-89.5243,-17.4469958,-23.59744811,-18.46717142,0,-0.137573576,0,-0.137573576,797.0163948,-16.11466597,-23.95063271,-18.74872107,-16.61685733,-16.72397469,-12.17597979,97.01639476,97.01639476,97.01639476,-0.137573576,-0.137573576,-0.137573576
n861,43.2037,-89.3736,-15.95267231,-23.25376034,-18.44532996,0,0,0,0,797.6612241,-14.44749118,-21.607555,-16.8127189,-16.93699948,-17.13640385,-12.32868811,97.6612241,97.6612241,97.6612241,0,0,0
n862,43.2117,-89.5434,-17.00530693,-23.72123025,-18.6641088,0,0,0,0,796.9364773,-16.08537126,-23.89204025,-18.67085059,-16.69250029,-16.60537957,-12.05592832,96.93647731,96.93647731,96.93647731,0,0,0
n863,43.2073,-89.4671,-16.5719681,-23.35633117,-18.30204768,0,0,0,0,797.4772617,-15.82086127,-23.70485267,-18.51630071,-16.39318652,-16.90552991,-12.3549161,97.4772617,97.4772617,97.4772617,0,0,0
n864,43.2125,-89.5493,-16.96833205,-23.78985331,-18.78517601,0,0,0,0,796.8790836,-16.06927143,-23.81119217,-18.62974261,-16.71664772,-16.58824441,-12.04153614,96.87908358,96.87908358,96.87908358,0,0,0
n865,43.2075,-89.48,-16.84837525,-23.62413951,-18.54867966,0,0,0,0,797.4131144,-16.07453167,-23.84821434,-18.65826893,-16.43191418,-16.81311885,-12.26265383,97.41311438,97.41311438,97.41311438,0,0,0
n866,43.2124,-89.5575,-16.88942562,-23.69839036,-18.95223545,0,0,0,0,796.8145231,-16.05280301,-23.67906197,-18.48911736,-16.69184782,-16.54378063,-11.98717298,96.81452308,96.81452308,96.81452308,0,0,0
n867,43.2138,-89.5546,-16.91494718,-23.65465659,-18.9199064,0,0,0,0,796.8187616,-16.02840087,-23.69896577,-18.5681271,-16.67653729,-16.58863266,-12.02699373,96.81876164,96.81876164,96.81876164,0,0,0
n868,43.2188,-89.554,-17.05755372,-23.66991962,-18.96762061,0,0,0,0,796.7538143,-15.8657312,-23.57369338,-18.41591112,-16.58978014,-16.66567021,-12.10851707,96.7538143,96.7538143,96.7538143,0,0,0
n869,43.2044,-89.4006,-15.79283633,-22.61624745,-17.79825059,0,0,0,0,797.676187,-14.97091586,-22.25371844,-17.45366767,-16.71990516,-17.28114761,-12.35396407,97.67618697,97.67618697,97.67618697,0,0,0
n870,43.2118,-89.5621,-16.96725017,-23.78117028,-19.03144953,0,0,0,0,796.784696,-16.00973963,-23.59842959,-18.53279437,-16.74408421,-16.50366882,-11.95052485,96.78469596,96.78469596,96.78469596,0,0,0
n871,43.2093,-89.5228,-17.3312791,-23.81446621,-18.68418952,0,0,0,0,797.1236495,-15.99977619,-23.77285251,-18.57149912,-16.50024494,-16.62046045,-12.06999543,97.12364949,97.12364949,97.12364949,0,0,0
n872,43.2081,-89.4897,-17.01607833,-23.82437178,-18.70474548,0,0,0,0,797.3518071,-15.83915757,-23.73618433,-18.54623892,-16.43799836,-16.75822043,-12.20775585,97.35180711,97.35180711,97.35180711,0,0,0
n873,43.2009,-89.3694,-15.87621945,-23.37678897,-18.55968475,0,0,0,0,797.7010973,-14.30986376,-21.49250453,-16.69245376,-16.91450838,-17.18189737,-12.25528682,97.7010973,97.7010973,97.7010973,0,0,0
n874,43.197,-89.2661,-15.7340454,-23.37701747,-18.26271099,0,0,0,0,797.1977934,-12.791728,-19.00645212,-14.84786998,-17.11507464,-16.78660335,-12.57174285,97.19779344,97.19779344,97.19779344,0,0,0
n875,43.2087,-89.5137,-17.4244263,-23.72702943,-18.63987938,0,0,0,0,797.1951063,-15.96763897,-23.72510422,-18.53419699,-16.48925442,-16.64331637,-12.08589038,97.19510626,97.19510626,97.19510626,0,0,0
n876,43.2008,-89.3121,-15.17347375,-24.34239756,-19.2217178,0,0,0,0,797.4638295,-13.51741847,-20.11837606,-15.6190179,-17.0804265,-17.12189989,-12.45157064,97.4638295,97.4638295,97.4638295,0,0,0
n877,43.2116,-89.5737,-17.24778085,-23.67199464,-19.28312833,0,0,0,0,796.6886261,-15.78982263,-23.40844308,-18.2834293,-16.71426093,-16.49276016,-11.89000122,96.68862609,96.68862609,96.68862609,0,0,0
n878,43.204,-89.4075,-15.80035273,-22.46851746,-17.65143652,0,0,0,0,797.6818644,-14.97843225,-22.40143899,-17.60138822,-16.66380986,-17.30298726,-12.36023128,97.68186442,97.68186442,97.68186442,0,0,0
n879,43.2024,-89.3187,-15.1324344,-24.26241023,-19.18067845,0,0,0,0,797.4757072,-13.65005193,-20.28171835,-15.78720615,-17.09257778,-17.14378755,-12.52813014,97.47570724,97.47570724,97.47570724,0,0,0
n880,43.1997,-89.3676,-15.93520368,-23.4282682,-18.61118241,0,0,0,0,797.7176753,-14.28567576,-21.44169769,-16.75034368,-16.89806153,-17.16237742,-12.28674508,97.71767525,97.71767525,97.71767525,0,0,0
n881,43.1972,-89.306,-15.36326403,-24.15764631,-19.17765089,0,0,0,0,797.4828887,-13.43267841,-19.95875274,-15.59183064,-17.09081388,-17.02067841,-12.49117442,97.48288873,97.48288873,97.48288873,0,0,0
n882,43.2112,-89.5871,-17.53947738,-23.42514704,-19.41993247,0,0,0,0,796.5749794,-15.67903812,-23.29631165,-18.19921369,-16.64760762,-16.53506838,-11.84111855,96.57497936,96.57497936,96.57497936,0,0,0
n883,43.1987,-89.329,-15.38486549,-24.29158738,-19.3944916,0,0,0,0,797.5893737,-13.66692254,-20.51662154,-15.89456126,-17.01479545,-17.06303938,-12.45187139,97.58937366,97.58937366,97.58937366,0,0,0
n884,43.2085,-89.5444,-16.91041267,-23.61867345,-18.62587558,0,0,0,0,796.9737214,-16.16564643,-23.98496686,-18.76402718,-16.74166417,-16.54768157,-11.99793944,96.97372137,96.97372137,96.97372137,0,0,0
n885,43.2054,-89.4843,-16.973525,-23.7294245,-18.60979819,0,0,0,0,797.4246115,-15.9905465,-23.75913939,-18.56078609,-16.40448846,-16.75113786,-12.20067284,97.42461154,97.42461154,97.42461154,0,0,0
n886,43.2044,-89.46,-16.43698126,-23.19609533,-18.10525888,0,0,0,0,797.5554811,-15.82249681,-23.50945732,-18.31951191,-16.39336072,-16.91940608,-12.36361711,97.55548108,97.55548108,97.55548108,0,0,0
n887,43.2032,-89.3589,-15.80116052,-23.5926983,-18.80039491,0,0,0,0,797.6334709,-14.23399293,-21.25249004,-16.60253002,-16.98226593,-17.21740437,-12.36861127,97.63347085,97.63347085,97.63347085,0,0,0
n888,43.2106,-89.5844,-17.47560774,-23.44667798,-19.40963858,0,0,0,0,796.6069187,-15.71158684,-23.34467135,-18.23699347,-16.67828236,-16.54256633,-11.87179328,96.60691872,96.60691872,96.60691872,0,0,0
n889,43.2109,-89.5801,-17.38020006,-23.54345993,-19.37506384,0,0,0,0,796.6415172,-15.65740342,-23.3794648,-18.23888714,-16.70632661,-16.49210177,-11.89983753,96.64151723,96.64151723,96.64151723,0,0,0
n890,43.2088,-89.5635,-16.98766788,-23.88628603,-19.01960618,0,0,0,0,796.8131475,-16.04993559,-23.63332872,-18.42767863,-16.68802248,-16.46223876,-11.89446336,96.81314746,96.81314746,96.81314746,0,0,0
n891,43.208,-89.5361,-17.06383867,-23.64113213,-18.45250353,0,0,0,0,797.0450913,-16.17128432,-23.99925276,-18.77057116,-16.65845118,-16.56526126,-12.01473355,97.04509135,97.04509135,97.04509135,0,0,0
n892,43.2103,-89.5314,-17.20071203,-23.6396597,-18.58937688,0,0,0,0,797.0470796,-16.06003268,-23.86237941,-18.64143973,-16.58692762,-16.61253024,-12.06307989,97.04707964,97.04707964,97.04707964,0,0,0
n893,43.2044,-89.4549,-16.31672161,-23.20635805,-17.99191819,0,0,0,0,797.5751079,-15.75176674,-23.40436916,-18.21868395,-16.41260595,-16.96004865,-12.38869836,97.57510788,97.57510788,97.57510788,0,0,0
n894,43.1982,-89.3572,-15.89395922,-23.68455105,-18.86747011,0,0,0,0,797.7140839,-14.11313278,-21.18539927,-16.55011705,-16.89902846,-17.12626851,-12.31831489,97.71408387,97.71408387,97.71408387,0,0,0
n895,43.2111,-89.5978,-17.79007661,-23.22624892,-19.40666343,0,0,0,0,796.4780611,-15.51484764,-23.15552587,-18.02051599,-16.58852288,-16.48939025,-11.79106932,96.47806114,96.47806114,96.47806114,0,0,0
n896,43.2082,-89.5545,-16.77933954,-23.76394457,-18.81230317,0,0,0,0,796.8964647,-16.20918089,-23.81722141,-18.64619062,-16.77562023,-16.48954972,-11.94754048,96.89646474,96.89646474,96.89646474,0,0,0
n897,43.2037,-89.4738,-16.76483157,-23.52256775,-18.35281403,0,0,0,0,797.5059368,-15.87866604,-23.70321154,-18.51709388,-16.34277404,-16.80167083,-12.25244021,97.50593678,97.50593678,97.50593678,0,0,0
n898,43.2026,-89.4229,-15.68851877,-22.43029233,-17.6981774,0,0,0,0,797.6910362,-15.22124088,-22.65999845,-17.55465679,-16.5096036,-17.24466771,-12.35105951,97.6910362,97.6910362,97.6910362,0,0,0
n899,43.1978,-89.3257,-15.32525089,-24.3767906,-19.40350914,0,0,0,0,797.5871449,-13.75212576,-20.4333759,-15.96261792,-17.00442968,-17.1084811,-12.40658512,97.58714495,97.58714495,97.58714495,0,0,0
n900,43.1967,-89.3157,-15.33495553,-24.18091578,-19.38319958,0,0,0,0,797.5495259,-13.58752088,-20.188812,-15.73528982,-17.022166,-17.03577628,-12.49052818,97.54952593,97.54952593,97.54952593,0,0,0
n901,43.2079,-89.5396,-16.9960736,-23.63644269,-18.5081254,0,0,0,0,797.0196608,-16.13181402,-24.02478265,-18.80271726,-16.70087263,-16.5580994,-12.00768187,97.01966085,97.01966085,97.01966085,0,0,0
n902,43.2049,-89.478,-16.84590725,-23.63164601,-18.4618923,0,0,0,0,797.4655449,-15.97565185,-23.76482633,-18.57337813,-16.37917827,-16.78898403,-12.23821957,97.46554492,97.46554492,97.46554492,0,0,0
n903,43.2007,-89.4034,-15.65266317,-22.61330511,-17.79622418,0,0,0,0,797.7414875,-14.83074269,-22.2732494,-17.45661001,-16.64745598,-17.23540628,-12.28987736,97.74148746,97.74148746,97.74148746,0,0,0
n904,43.1963,-89.3214,-15.20997329,-24.28823794,-19.36099503,0,0,0,0,797.5881935,-13.67780662,-20.32295524,-15.87376974,-16.98640811,-17.07240224,-12.45390222,97.58819348,97.58819348,97.58819348,0,0,0
n905,43.207,-89.5209,-17.24881207,-23.89693323,-18.76665654,0,0,0,0,797.1711165,-15.91071726,-23.70288654,-18.5009749,-16.51908125,-16.58698029,-12.03694694,97.17111653,97.17111653,97.17111653,0,0,0
n906,43.2047,-89.4921,-17.14291707,-23.86184624,-18.72091204,0,-0.055347293,-0.055347293,-0.055347293,797.3921444,-15.88320826,-23.71125067,-18.52337425,-16.3707298,-16.69059444,-12.1401364,97.39214443,97.39214443,97.39214443,-0.055347293,-0.126838738,-0.055347293
n907,43.2027,-89.4193,-15.69448647,-22.41501039,-17.63542609,0,0,0,0,797.6944452,-15.13412789,-22.57677587,-17.61740809,-16.55606386,-17.28199237,-12.34765049,97.69444521,97.69444521,97.69444521,0,0,0
n908,43.2079,-89.5843,-17.45168112,-23.53627576,-19.49879709,0,0,0,0,796.6418845,-15.79958418,-23.42502196,-18.32659126,-16.63049687,-16.50333453,-11.82400779,96.64188446,96.64188446,96.64188446,0,0,0
n909,43.2045,-89.4975,-17.23920545,-23.73110726,-18.61148095,0,0,0,0,797.3631713,-16.01394724,-23.79390735,-18.58794768,-16.44045726,-16.65382399,-12.10366014,97.36317127,97.36317127,97.36317127,0,0,0
n910,43.2068,-89.5715,-17.14122949,-23.78308525,-19.18716682,0,0,0,0,796.7703216,-15.89622513,-23.57631966,-18.45130588,-16.62472675,-16.40507011,-11.80046704,96.77032163,96.77032163,96.77032163,0,0,0
n911,43.2056,-89.5433,-16.8784958,-23.5188649,-18.54912605,0,0,0,0,797.0229258,-16.24939182,-24.08218058,-18.86123169,-16.75964969,-16.50309882,-11.95295776,97.02292584,97.02292584,97.02292584,0,0,0
n912,43.2058,-89.5088,-17.27181301,-23.68456474,-18.4872661,0,0,0,0,797.2715914,-16.03270666,-23.8217794,-18.60972201,-16.40786067,-16.61167812,-12.06121309,97.27159138,97.27159138,97.27159138,0,0,0
n913,43.207,-89.5791,-17.32260477,-23.62184012,-19.36957235,0,0,0,0,796.7002258,-15.74569221,-23.50780387,-18.36119701,-16.69941673,-16.50313877,-11.83726693,96.7002258,96.7002258,96.7002258,0,0,0
n914,43.1976,-89.3518,-15.826619,-23.81624225,-18.99912524,0,0,0,0,797.7059547,-13.98103981,-21.05356324,-16.44712351,-16.90978205,-17.19671809,-12.26755371,97.70595474,97.70595474,97.70595474,0,0,0
n915,43.2108,-89.5921,-17.65313109,-23.33869752,-19.40717234,0,0,0,0,796.5344309,-15.64412107,-23.24443318,-18.15868495,-16.64080222,-16.47020865,-11.83431314,96.5344309,96.5344309,96.5344309,0,0,0
n916,43.2093,-89.5951,-17.71114762,-23.31456125,-19.49513196,0,0,0,0,796.5252303,-15.60315996,-23.24268774,-18.10882831,-16.63562279,-16.44220703,-11.83816923,96.52523029,96.52523029,96.52523029,0,0,0
n917,43.209,-89.5889,-17.56764047,-23.43542489,-19.50490242,0,0,0,0,796.5861635,-15.7062315,-23.33671458,-18.23077745,-16.69292493,-16.52233136,-11.88643585,96.58616353,96.58616353,96.58616353,0,0,0
n918,43.1973,-89.3781,-15.90234581,-23.20740043,-18.39031949,0,0,0,0,797.7816224,-14.55177703,-21.66256546,-16.92289101,-16.81291363,-17.05287696,-12.20145336,97.78162243,97.78162243,97.78162243,0,0,0
n919,43.1952,-89.3558,-15.95138956,-23.73353676,-18.92187106,0,0,0,0,797.7607833,-14.0080146,-21.12822843,-16.44499888,-16.84296543,-17.18233153,-12.26225186,97.76078327,97.76078327,97.76078327,0,0,0
n920,43.1933,-89.3209,-15.29856281,-24.18798918,-19.37090824,0,0,0,0,797.6332372,-13.57755786,-20.29293515,-15.77352098,-16.93294211,-17.12586824,-12.40043622,97.63323717,97.63323717,97.63323717,0,0,0
n921,43.1923,-89.2902,-15.27420689,-23.74240893,-18.7624135,0,0,0,0,797.4493306,-13.16934561,-19.56750252,-15.20255638,-16.95439385,-16.89004151,-12.49123211,97.44933061,97.44933061,97.44933061,0,0,0
