#day,Chlorella,Rhodomonas,Oocystis,Microcystis,Planktothrix,Asterionella,Anabaena,Ceratium,
38,0.4540951505441761,9.874959251615709e-11,5.5693734070773904e-5,1.3367218995687535e-10,2.5721934785369874e-8,0.013701326150144313,2.3880805099777243e-9,1.1931375653623125e-10,
39,0.42841184745713223,9.980435284503021e-11,5.5214147408720406e-5,1.3271123037562832e-10,1.970550661002871e-8,0.0132767231917776,1.6640474963982435e-9,1.1823041775317363e-10,
40,0.40475898494996915,9.785106200528069e-11,5.472639209869713e-5,1.3190525207544142e-10,1.3784563982046694e-8,0.012865927568154915,1.0743999957077765e-9,1.1617580688799306e-10,
41,0.3823022451562807,9.743122571860116e-11,5.420097373049428e-5,1.325149364352152e-10,1.0064018102204169e-8,0.012462064473983722,7.326133565674112e-10,1.1658778496649093e-10,
42,0.3631842348376764,9.498674921191796e-11,5.3661972046483514e-5,1.3262979304353856e-10,6.48025665581698e-9,0.012064490672555233,4.627830516210875e-10,1.1497001294269057e-10,
43,0.34575777471612185,9.135621047519908e-11,5.312205300357863e-5,1.3098413785255022e-10,4.266444214362816e-9,0.011680048205665799,3.0889046832721243e-10,1.1199012104401182e-10,
44,0.3288487730236472,9.236358976756317e-11,5.25855443576263e-5,1.3192824333438632e-10,3.2776291142736526e-9,0.011313671765838555,2.410681090170994e-10,1.1245982329053778e-10,
45,0.31305841932771405,9.218373635654813e-11,5.212620580172515e-5,1.3194237161226362e-10,2.555390530231379e-9,0.010977480274923124,1.9602873982267573e-10,1.122447553283466e-10,
46,0.29759729002394497,9.22997463432441e-11,5.162940645238046e-5,1.3089984622826906e-10,1.9473384039892207e-9,0.010646975593144689,1.617143297052819e-10,1.1198267243200693e-10,
47,0.28292065236232433,9.159326348630582e-11,5.122857482496793e-5,1.3054760405005993e-10,1.3118254635584554e-9,0.010346685983527209,1.326619373897519e-10,1.118134890505203e-10,
48,0.26851700770188575,9.171506107874195e-11,5.077194443771119e-5,1.3086374555707614e-10,8.822228329332943e-10,0.010044444197431253,1.1586296269834168e-10,1.1230591931757251e-10,
49,0.2545362700866288,9.260372904140574e-11,5.0286062813448696e-5,1.310089492968614e-10,6.21506802461627e-10,0.009745664046635391,1.0696808317237056e-10,1.1277596012010291e-10,
50,0.242772192008872,9.819741654627189e-11,4.990472116662067e-5,1.3303879524115675e-10,5.636725357648356e-10,0.009477623939472933,1.0940975998390368e-10,1.16576680625282e-10,
51,0.23147555781177317,1.0647110205288558e-10,4.9462534209832507e-5,1.3494152103464296e-10,5.541959509314954e-10,0.009205951013822478,1.1495642678890699e-10,1.209373664676064e-10,
52,0.22087981233539686,1.1678317627169213e-10,4.9010823883761344e-5,1.3613479921056656e-10,5.819064062423351e-10,0.008940599870424375,1.227401821258836e-10,1.2534171846950255e-10,
53,0.2106690551036268,1.2402548627018436e-10,4.856395331561575e-5,1.358003892010363e-10,5.753573791581221e-10,0.00868345551052578,1.2767891848400235e-10,1.2675438701274172e-10,
54,0.20094869587497982,1.3655271044005557e-10,4.809244609597664e-5,1.3677885535165982e-10,6.078729958184591e-10,0.008429229093314592,1.3749868135913323e-10,1.2993105689773405e-10,
55,0.1916014790109496,1.4668649166258065e-10,4.760947805464384e-5,1.3712807140532284e-10,6.399917833664887e-10,0.008180203266907542,1.4721126522142242e-10,1.3243533552446328e-10,
56,0.18288014934532862,1.5802377011892113e-10,4.7157777163055e-5,1.367159140942862e-10,6.866489263742255e-10,0.007943777846606806,1.595646981232596e-10,1.342565004943756e-10,
57,0.1745653924209602,1.7609033259787808e-10,4.668981937358558e-5,1.3781604608628174e-10,7.826404594435368e-10,0.007711324157050159,1.7979663198174892e-10,1.3740357149736725e-10,
58,0.16698679779728906,1.9663467431172722e-10,4.6311078460179425e-5,1.3761436509830456e-10,9.435899094124502e-10,0.007500214214305585,2.0852366414823194e-10,1.3930088053783944e-10,
59,0.15965620251461762,2.2283291504001631e-10,4.590239164848512e-5,1.390356136590942e-10,1.2224325657846303e-9,0.007290041791414254,2.528894166624845e-10,1.4304608251563654e-10,
60,0.15257914259369335,2.650444852285642e-10,4.545565264992112e-5,1.4190335693081928e-10,1.7010058186360682e-9,0.0070796380729958915,3.20789680708315e-10,1.499532690692153e-10,
61,0.14585419735368912,3.313338076689677e-10,4.499775945974902e-5,1.4449959584920709e-10,2.4897827689311025e-9,0.006873361014979162,4.26202630137495e-10,1.609905873039125e-10,
62,0.1397124625510715,4.4045741991829413e-10,4.4539148102745605e-5,1.5371650320843836e-10,3.822265025535064e-9,0.006672764172618329,6.016572097864329e-10,1.7777039347944535e-10,
63,0.13381074541623622,5.833307994367295e-10,4.4083052023233565e-5,1.5828558634075023e-10,5.6390098310583886e-9,0.006477873259344531,8.507793035039343e-10,1.9260708146083494e-10,
64,0.12824465101805518,8.020523966642219e-10,4.363421522622697e-5,1.6296415963673502e-10,8.86351721265168e-9,0.006289242924051308,1.2855594434686194e-9,2.112074970020859e-10,
65,0.12293760437496278,1.1030657334722244e-9,4.318731601054122e-5,1.6683857109302077e-10,1.4202050176451639e-8,0.006105793417897119,1.9775624257817025e-9,2.308351975443004e-10,
66,0.11788620427502033,1.5283035274387233e-9,4.274371533794205e-5,1.699877297367651e-10,2.3397081703540163e-8,0.005927505799475654,3.0763899827147603e-9,2.5254806354784797e-10,
67,0.11310413179030704,2.153641388268146e-9,4.2304477807764586e-5,1.735419907399052e-10,3.9152640690776535e-8,0.005754310819168808,4.85914548923517e-9,2.787804090566225e-10,
68,0.10851721513828806,3.183594929327817e-9,4.1869854225324335e-5,1.652664144102544e-10,6.664218812474769e-8,0.0055859745019235145,7.561147218742006e-9,3.088737186912101e-10,
69,0.10425525370745696,4.36219205373341e-9,4.144077003533698e-5,1.6865940611068157e-10,1.0687634695505947e-7,0.005422569178985503,1.129039263415324e-8,3.2635571709362234e-10,
70,0.10029340449889954,6.116139571914882e-9,4.1018384832017794e-5,1.7250448808605742e-10,1.6815534606230988e-7,0.005263763151654995,1.6970215425069252e-8,3.5183941527099427e-10,
71,0.09672157636611459,8.454974214301204e-9,4.0603102764698326e-5,1.6243381588307485e-10,2.5680585502012686e-7,0.005109328509305501,2.447010793443649e-8,3.65778916419802e-10,
72,0.09352872681606503,9.408490334041099e-9,4.0195747984479826e-5,1.5152237850580298e-10,3.331181239382927e-7,0.004959151157924605,2.971039756613284e-8,3.234568597731595e-10,
73,0.08999914230470304,1.0516138557558265e-8,3.9858462061385156e-5,1.4527892640633816e-10,4.3269258458769295e-7,0.004822958788689136,3.482577451575679e-8,2.893003336066851e-10,
74,0.0864380336675248,1.341197342255353e-8,3.9435451522925044e-5,1.450412836597295e-10,6.079743798663765e-7,0.004679575745054483,4.5081147771848327e-8,2.841946621951413e-10,
75,0.08328596167709112,1.6298188095080377e-8,3.9143344001552614e-5,1.443963808647374e-10,8.092988501381315e-7,0.004555393546879298,5.56575012947263e-8,2.702374541495605e-10,
76,0.08056268243069672,1.6495834855041195e-8,3.879917043207392e-5,1.429475448207448e-10,9.080111996424073e-7,0.0044261903364293245,5.870462745734083e-8,2.34278230361049e-10,
77,0.07761877608008504,1.6786754948152043e-8,3.850281701374688e-5,1.405846567272111e-10,1.0338620750982757e-6,0.004307436950122903,6.251014740353831e-8,2.0929365361341514e-10,
78,0.07479882274519273,2.091547700788197e-8,3.8201250937793076e-5,1.4326232728154634e-10,1.434614114637183e-6,0.004191251455486335,7.985889667406701e-8,2.1197085493364445e-10,
79,0.0722351177636838,2.9016021198721123e-8,3.785622585430466e-5,1.4891129845732083e-10,2.253012968801511e-6,0.004072077252566148,1.0878152029289111e-7,2.285308489257966e-10,
80,0.06977956674153508,4.211975420681795e-8,3.751858936697754e-5,1.5195297380893175e-10,3.6779537956448567e-6,0.00395705982821655,1.4362391406917355e-7,2.5225363250331703e-10,
81,0.0678787124633673,5.648747053333175e-8,3.7167026535329915e-5,1.596886802320207e-10,5.309407105822024e-6,0.003842506115034472,1.6993249530171031e-7,2.673432949246389e-10,
82,0.06769868853647394,8.757088083913917e-8,3.681904046998152e-5,1.725452404984858e-10,7.817421688236807e-6,0.003729094125573227,2.0614260325527888e-7,3.14001802334356e-10,
83,0.06539073251577535,1.2595224423737426e-7,3.651089537254053e-5,1.730257685617415e-10,9.927060106455759e-6,0.0036264451023520373,2.34479297477968e-7,3.4276917113568023e-10,
84,0.06339520000503034,1.972045946288232e-7,3.6249687805019894e-5,1.783402516932547e-10,1.3477565836226769e-5,0.0035308514165697633,2.8840578866859e-7,3.930050511369242e-10,
85,0.06249847250902185,2.7171560032281297e-7,3.594140077322747e-5,1.7703811774728676e-10,1.6177047223350607e-5,0.0034321977249157005,3.095757881557457e-7,4.071496030618804e-10,
86,0.06363877130995733,4.0550985302781654e-7,3.562039278507476e-5,1.80284038871787e-10,2.0864582949242632e-5,0.003334077189022014,3.612169663681861e-7,4.5244960165164993e-10,
87,0.07320403267248483,5.686041941964714e-7,3.529180995062847e-5,1.81682983721528e-10,2.4947789409641876e-5,0.003235679074856353,3.9179623970578e-7,4.786050000716407e-10,
88,0.10292776228082974,8.499880244208105e-7,3.4977488943880284e-5,1.7192372109083276e-10,3.110166354839165e-5,0.0031389853515256467,4.256615200682577e-7,5.243678330781017e-10,
89,0.11010901545426241,1.17542994542363e-6,3.4627878735656254e-5,1.7096738506499128e-10,4.148345456726309e-5,0.003045862067533521,4.966621508349012e-7,5.403057886812937e-10,
90,0.21561749705131347,2.0396038275908685e-6,3.439699155647868e-5,1.7232427957315037e-10,5.898600549829193e-5,0.00295703168837969,6.231323040170104e-7,6.683037611424892e-10,
91,0.2099316047397154,3.6652260105109673e-6,3.408853990350221e-5,1.7094261642219985e-10,0.00010315499439935455,0.002872956246429386,9.535892929504998e-7,8.53375446624887e-10,
92,0.3703573597215478,6.69421144613965e-6,3.3849970937298525e-5,1.7498282645512236e-10,0.00018371543796887263,0.0027880067188972195,1.482989641867904e-6,1.1103849658116372e-9,
93,0.4078060908138139,1.0170205954878957e-5,3.353852231062553e-5,1.8133948461302348e-10,0.00027428370041125564,0.002704653423988194,1.9467514668374806e-6,1.2403753729783073e-9,
94,0.613517962272482,1.792267392754784e-5,3.330337823726297e-5,1.9786437106692036e-10,0.0004058358805065812,0.002622837947278887,2.566571761603647e-6,1.6127620609270802e-9,
95,0.6819886596904564,4.049671085927257e-5,3.295011736092428e-5,2.365631858480812e-10,0.0007872454347263091,0.0025430064985208366,4.486917921888764e-6,2.7490493732103095e-9,
96,0.6340180968030231,7.21936369755542e-5,3.257239707221565e-5,2.397690630393455e-10,0.0011829355262873056,0.00246644259354242,5.9566258195233525e-6,3.626382551173237e-9,
97,0.5887157201621714,0.00014170279859937075,3.216509482969952e-5,2.2140858793248847e-10,0.001936820177378567,0.0023895752971001584,8.536056343400298e-6,5.169717304304301e-9,
98,0.6664009140643192,0.0002814544165764746,3.1835651926647766e-5,2.1416062711455047e-10,0.003808404743634617,0.002318581147774679,1.4713470615902498e-5,7.49963167881439e-9,
99,0.991031013481599,0.0004525378581605546,3.151136582932138e-5,2.1573445588886914e-10,0.006092145007005439,0.0022482080001754714,2.0706724349058305e-5,8.925971291685555e-9,
100,1.5160390824134602,0.0009007348935128877,3.1196706051610526e-5,2.087124863144039e-10,0.010136351939019225,0.0021793729350215296,3.0267051295849157e-5,1.3023855884669177e-8,
101,1.3720370724390163,0.0017193965402612476,3.0890957505859815e-5,1.9743760237611736e-10,0.01923795994545607,0.002117503048223592,5.034938682550989e-5,1.8280020912306132e-8,
102,1.4677488617058676,0.0034746233995967797,3.056788871266e-5,1.9676519947798354e-10,0.038546210464779566,0.0020546502406505493,8.853031450055838e-5,2.7264571608088336e-8,
103,1.4449983413972558,0.005389372382908533,3.0291876933723925e-5,1.7634440491294765e-10,0.058476549840258386,0.0019967966150108173,0.00011667677985493129,3.0295297995121616e-8,
104,1.9287450098383843,0.008615818463331553,2.9988471935805524e-5,1.6901609466590168e-10,0.09089723464338183,0.0019377202046138226,0.00015792616950281895,3.495374844364499e-8,
105,1.03028309410412,0.015220187537885505,2.96556843730669e-5,1.691781244825018e-10,0.16022296233520145,0.001878523419947329,0.00024386354716610136,4.6052539272675606e-8,
106,2.356851999332606,0.028220988044364716,2.9379512668329987e-5,1.8698950557663783e-10,0.30080682211651016,0.0018240913901864937,0.00040833968576094794,6.586306145582624e-8,
107,3.2022795967172746,0.04815821889620228,2.9088307093618093e-5,2.0029988564362282e-10,0.4616372120273299,0.0017690128743163898,0.0005593430685806039,9.048991835449748e-8,
108,2.1317909075761365,0.0837281729226007,2.876270306696722e-5,2.1828094393751364e-10,0.7696667462146448,0.0017144184022731635,0.0008370821372336367,1.3580913506489668e-7,
109,3.0079922539165733,0.15757310712646833,2.84522412553304e-5,2.2235326403886483e-10,1.488026585932508,0.0016610557930767098,0.001443968628292416,2.349853860459921e-7,
110,0.7111296951146918,0.13165556093073383,2.8179468914445348e-5,1.884178661067209e-10,2.080540644002631,0.0016129169808497743,0.0018667218662825908,2.564068098041792e-7,
111,2.011215370441565,0.14624593530974456,2.7959811243194994e-5,1.6571271324466325e-10,2.5423602629610316,0.0015683337755444497,0.002158748793568378,2.5138214043352697e-7,
112,0.216744830064019,0.0755487721674676,2.7632207553751034e-5,1.5089034408669646e-10,2.2340254652829215,0.0015189800040353145,0.001816446157927695,1.7884321170535836e-7,
113,0.5712195597340746,0.09164995099389717,2.7392528858156e-5,1.4969018333842447e-10,2.4281523156999385,0.0014728850761755805,0.0018172300562720014,1.793520098421829e-7,
114,1.6711786761333531,0.10170199249866588,2.7169843507677457e-5,1.4653192966299426e-10,2.903781639936837,0.0014270594866910185,0.002030696647963808,1.7039180603773004e-7,
115,0.940698800523996,0.07392234333317385,2.6873046294143332e-5,1.4065491163848164e-10,3.1054550026465133,0.0013822378177039006,0.002052892735715255,1.458729459568353e-7,
116,1.7198637939238743,0.057604531210921246,2.6585542700899933e-5,1.401054008471709e-10,2.6820192812080035,0.0013386354609085675,0.001689733813016876,1.0192964048948358e-7,
117,0.1953141916487417,0.05481622527701977,2.6317854999222293e-5,1.395424493242063e-10,2.7126080205355434,0.0012980532762077092,0.0015942662486836047,9.637196555084116e-8,
118,0.6189644936147064,0.047142677737935984,2.611287249861577e-5,1.4311284271866652e-10,2.5823410445320816,0.0012576921630102465,0.0014457980975264505,7.430075126020195e-8,
119,2.0217530249799767,0.04197993949897885,2.6024676708383696e-5,1.4508164204861639e-10,2.1750851369085527,0.0012180667103089068,0.0011657979909618348,6.001258930118567e-8,
120,0.5946130923637448,0.036010222856345316,2.575167519606943e-5,1.46400434945975e-10,1.9674410638172952,0.0011794944585640699,0.001001395957025617,5.164648089784197e-8,
121,1.9021589870723492,0.037598874689262034,2.5637698143082792e-5,1.5124061591465624e-10,1.9029556898332343,0.0011420536432591617,0.0009120231886285172,4.7136279683130496e-8,
122,1.0492876549140648,0.035250284729698156,2.5307061040158937e-5,1.5358460879645232e-10,1.836835898092125,0.0011057374451991936,0.0008343770585760015,4.32056499285035e-8,
123,1.5731029226942497,0.04949925287251066,2.5053971632600466e-5,1.5775397403112443e-10,2.4000389685264496,0.0010705182971068345,0.0010295297658301872,5.338959810673396e-8,
124,0.04513743115481652,0.048431303000085656,2.4702759972964782e-5,1.5198188959657633e-10,3.0097798456168032,0.0010363683519942206,0.0012288753119601584,5.375233600323381e-8,
125,0.05142776212756771,0.04863411158512963,2.43998456356326e-5,1.4390880595119018e-10,3.409127510101661,0.0010055108417358534,0.0013417166330502172,4.973958876280722e-8,
126,0.07402661727037649,0.04462216226400074,2.4095075882544493e-5,1.39280741762721e-10,3.5147478906697107,0.0009745833485582506,0.0013238811257316354,4.1356945857300744e-8,
127,0.15717631840855215,0.040499598680208075,2.378143847543651e-5,1.379209522223894e-10,3.5570730420563206,0.0009437703191514823,0.0012822183912690277,3.401304830776464e-8,
128,0.25714333170282483,0.037266014094638415,2.3468828278944956e-5,1.375431374115221e-10,3.6658723278725267,0.0009136108266106495,0.0012698719246614996,2.8635150864340073e-8,
129,0.2908215711702489,0.03411231742761233,2.31612932601926e-5,1.3767867775799739e-10,3.8072106555610983,0.0008842905932420691,0.0012773117775280068,2.442111318778402e-8,
130,0.3219696017447044,0.029758714579025063,2.2865529634026532e-5,1.3651432952933406e-10,3.7426461376388938,0.0008558416124130233,0.001204590958342925,1.9420122779894234e-8,
131,0.3570685819554076,0.0259704023724308,2.2578144073480352e-5,1.3559793980851134e-10,3.6206273402043334,0.0008282582416783941,0.0011098465889534648,1.5194176013169182e-8,
132,0.3425460316253217,0.02331096068865098,2.2325705994097978e-5,1.3375504183811556e-10,3.6107738719786586,0.0008029041695205832,0.0010592883876917691,1.2371206523795111e-8,
133,0.43254005444571036,0.020676692962854896,2.2076497815546455e-5,1.3444160788130147e-10,3.5090602718963355,0.0007779525494257733,0.0009715218208123621,9.637919006623075e-9,
134,0.6395738386286877,0.01888980003505428,2.181788535987883e-5,1.3413545870292528e-10,3.388546089346176,0.0007530910215370214,0.0008666414113564127,7.352108553791907e-9,
135,0.8809293302707779,0.017845366994071132,2.155729752032018e-5,1.344360755682408e-10,3.3689787538700147,0.0007287858626897915,0.0007975241868923827,5.831312814149305e-9,
136,0.9893244715782782,0.017153702159205447,2.1299015683043237e-5,1.3481578322593607e-10,3.4293184818269475,0.0007051656050639142,0.000753577034798012,4.7405216160004166e-9,
137,1.1278887685851124,0.016308575687619776,2.1045248853671915e-5,1.3411472313492992e-10,3.383709515602108,0.000682260963306,0.0006787344924303973,3.6649618040014737e-9,
138,1.151102575146941,0.015520164602297676,2.074953488542274e-5,1.323280282785245e-10,3.3168201895856937,0.0006587604286493095,0.0006068876273395137,2.8363994427908534e-9,
139,1.2382478285146226,0.014670494998851421,2.053314097742169e-5,1.3221309488400264e-10,3.2072469922802798,0.000638348028211878,0.0005325350369775302,2.1604453810043673e-9,
140,1.6245669645596286,0.0141353831999625,2.030325291043284e-5,1.3256999272337005e-10,3.095336436364286,0.0006179286411451972,0.0004607022787161454,1.6345373941321582e-9,
141,0.6923186318970537,0.013246302186279346,2.006781453815779e-5,1.3241431644925923e-10,2.9472769543038035,0.0005978851587594867,0.0003897351862956,1.2207278861568846e-9,
142,1.8980268705544905,0.01607773633040323,1.9839410072674504e-5,1.3797982661384129e-10,3.4471515226219127,0.0005783921776766343,0.0003999773113948689,1.0990946801961375e-9,
143,1.0508431547486774,0.013076045597784237,1.9604205602652658e-5,1.3304573451798004e-10,3.5898336890950167,0.0005594860665968465,0.0003782922763746477,7.743540818411069e-10,
144,1.6958386015216176,0.01169554056322635,1.9375454723891536e-5,1.327648919463088e-10,3.4839078903665013,0.0005411656236309429,0.0003381918632425197,5.995920935332756e-10,
145,0.803835877878243,0.010203535065825923,1.9144992937427455e-5,1.3235186805605933e-10,3.312224557752526,0.0005234145243507807,0.0002978549443204911,4.795325354524211e-10,
146,1.3956616766908712,0.010455481922137935,1.892338607796144e-5,1.349754038793826e-10,3.657413576584168,0.0005062225916724173,0.0003094686454436487,4.4297158385918605e-10,
147,2.0574158623844174,0.00983085857139897,1.869975343344903e-5,1.3436006335302402e-10,3.7665863023061283,0.0004895734439596211,0.00030023213353311056,3.845427314339001e-10,
148,0.3407164971434743,0.008462761935014362,1.8479726320803256e-5,1.333155455995946e-10,3.657673918482543,0.0004734930368169383,0.0002746442361428373,3.226980484595295e-10,
149,0.5595528673158872,0.007966036322895866,1.828317901629649e-5,1.3332330559188924e-10,3.6688372487468546,0.0004584304337728862,0.00025557824474596667,2.7930041884678275e-10,
150,1.0877758031583324,0.007434031277191433,1.8082597741194114e-5,1.3374419776912924e-10,3.631914635556241,0.00044352428875814315,0.00023462808508975365,2.440505746060608e-10,
151,1.7040208222977193,0.006880163716722568,1.7876518471588985e-5,1.327362056445048e-10,3.417725450978819,0.0004289274077755888,0.00019898816328939748,2.0619809162003415e-10,
152,0.49574842072472664,0.006352667353399487,1.7697912695785956e-5,1.3147369530487195e-10,3.1735588746193577,0.0004155758393116454,0.00016469073226683178,1.7737432355892814e-10,
153,1.1236297813271372,0.006647567869080372,1.7510431955077308e-5,1.330481618997659e-10,3.222085002631495,0.0004021664169747457,0.00014741787322833968,1.6347971249501368e-10,
154,2.429588700658328,0.006227726561153902,1.7310890786508865e-5,1.3196387668379357e-10,2.9367239719523632,0.00038893666377980406,0.00011849830911556754,1.4623537689304905e-10,
155,0.7667196215925517,0.006169424952732188,1.7115985394385566e-5,1.3199889373788575e-10,2.8680159976092825,0.0003762569443233777,0.00010244722471441807,1.3716984852710323e-10,
156,1.690585802254618,0.006267713935607823,1.6923150525219443e-5,1.328345986981768e-10,2.8370390853508107,0.0003638326289317204,8.94666593006042e-5,1.3174202729239676e-10,
157,1.2735636090481817,0.0056659619060504375,1.6725516507828952e-5,1.3159089904996452e-10,2.5333917332223232,0.00035174066409613465,7.056962052757969e-5,1.2374769329806737e-10,
158,2.4434611439976885,0.005745235091574343,1.6533702255468995e-5,1.3455189714719278e-10,2.486320540544114,0.0003400742335733003,6.12581102784254e-5,1.2145343203374612e-10,
