node,product,amount(tonne/week),time
beef04,p1,3601.26846531,1
beef04,p1,3799.56043062,2
beef04,p1,3997.8523959299996,3
beef04,p1,4196.14436124,4
beef04,p1,4394.43632655,5
beef04,p1,4592.728291859999,6
beef04,p1,1754.8541750952604,7
beef04,p1,198.29196531,12
beef11,p1,204.48148363840534,1
beef11,p1,274.5,2
beef11,p1,274.5,3
beef11,p1,274.5,4
beef11,p1,76.20803472,5
beef11,p1,175.35401736,6
beef11,p1,274.5,7
beef11,p1,175.35401736,8
beef11,p1,274.5,9
beef11,p1,99.14598264,12
beef14,p1,846.15771528,1
beef14,p1,1044.4496805600002,2
beef14,p1,891.7492760720659,3
beef14,p1,990.8952587120659,4
beef14,p1,99.14598264,6
beef14,p1,198.29196528,7
beef14,p1,99.14598264,9
beef14,p1,99.14598264,11
beef14,p1,70.41617900685497,14
beef16,p1,3161.44446531,1
beef16,p1,3359.7364306199997,2
beef16,p1,2471.461433287574,3
beef16,p1,2669.753398597574,4
beef16,p1,2868.0453639075736,5
beef16,p1,2352.9445779160033,6
beef16,p1,1971.8809209833018,7
beef16,p1,2170.172886293302,8
beef16,p1,2368.4648516033017,9
beef16,p1,1853.3640656117313,10
beef16,p1,1113.3144010205074,11
beef16,p1,598.213615028937,12
beef19,p1,2182.568894287861,1
beef19,p1,3123.0,2
beef19,p1,2762.8715632621497,3
beef19,p1,2080.7468972120696,4
beef19,p1,1918.910425754219,5
beef19,p1,1459.6360063763686,6
beef19,p1,1000.3615869985182,7
beef19,p1,739.3791329006679,8
beef19,p1,358.84720384441215,9
beef19,p1,492.48252006951867,10
beef19,p1,351.61783629462525,11
beef19,p1,164.56739458096894,12
beef19,p1,175.80891814731262,13
beef19,p1,87.90445907365631,14
beef20,p1,1032.9864392700001,1
beef20,p1,1379.9973785400002,2
beef20,p1,1201.65803469,3
beef20,p1,1399.95,4
beef20,p1,198.29196531,6
beef20,p1,396.58393062,7
beef20,p1,594.87589593,8
beef20,p1,793.16786124,9
beef20,p1,991.45982655,10
beef20,p1,198.29196531,12
beef20,p1,396.58393062,13
beef28,p1,5618.338059213001,1
