4.01,0
4.02,1.016
4.03,8.382
4.04,9.144
4.05,3.556
4.06,0
4.07,0
4.08,0
4.09,0
4.1,0.254
4.11,0.254
4.12,0.254
4.13,9.652
4.14,9.906
4.15,21.59
4.16,1.016
4.17,0
4.18,0
4.19,0.508
4.2,10.16
4.21,0
4.22,0
4.23,0
4.24,0
4.25,0
4.26,19.812
4.27,22.098
4.28,2.032
4.29,2.286
4.3,12.7
5.01,9.144
5.02,0.254
5.03,0
5.04,0
5.05,4.826
5.06,0.508
5.07,0
5.08,0.508
5.09,5.08
5.1,2.032
5.11,0
5.12,0
5.13,0
5.14,0
5.15,5.334
5.16,0
5.17,10.922
5.18,0.508
5.19,0.508
5.2,14.224
5.21,0.254
5.22,2.032
5.23,2.286
5.24,0.254
5.25,0
5.26,2.286
5.27,0
5.28,9.398
5.29,1.524
5.3,0
5.31,0
6.01,0
6.02,0
6.03,0.254
6.04,0
6.05,0
6.06,0
6.07,0
6.08,0
6.09,0
6.1,0
6.11,0
6.12,9.144
6.13,39.878
6.14,9.652
6.15,0
6.16,16.51
6.17,5.08
6.18,0.762
6.19,3.81
6.2,0.762
6.21,0
6.22,21.082
6.23,21.082
6.24,1.016
6.25,2.54
6.26,0
6.27,0
6.28,33.274
6.29,0
6.3,6.096
7.01,0
7.02,0.762
7.03,0
7.04,0
7.05,1.27
7.06,38.608
7.07,0.254
7.08,0
7.09,0
7.1,13.97
7.11,0
7.12,17.78
7.13,0
7.14,0
7.15,8.636
7.16,0
7.17,0
7.18,0
7.19,20.32
7.2,17.018
7.21,42.164
7.22,0
7.23,0
7.24,0
7.25,0
7.26,4.826
7.27,0
7.28,0
7.29,0
7.3,0
7.31,0
8.01,0
8.02,0
8.03,10.922
8.04,0.762
8.05,0
8.06,0
8.07,0
8.08,0
8.09,0
8.1,26.416
8.11,0
8.12,0
8.13,0
8.14,0
8.15,0
8.16,42.672
8.17,4.064
8.18,0
8.19,0
8.2,0
8.21,0
8.22,0
8.23,0
8.24,0
8.25,0
8.26,0.254
8.27,4.064
8.28,0
8.29,0
8.3,8.636
8.31,0
9.01,0
9.02,1.778
9.03,0
9.04,0
9.05,0.508
9.06,0
9.07,0.254
9.08,1.016
9.09,0
9.1,0
9.11,0
9.12,0
9.13,0
9.14,0
9.15,0
9.16,0
9.17,0.508
9.18,0
9.19,0
9.2,9.906
9.21,0
9.22,0
9.23,0
9.24,0
9.25,0
9.26,0
9.27,0
9.28,0
9.29,0
9.3,0
10.01,0
10.02,0
10.03,8.128
10.04,8.89
10.05,8.128
10.06,9.906
10.07,8.128
10.08,0
10.09,0
10.1,10.668
10.11,2.54
10.12,0.254
10.13,5.334
10.14,8.128
10.15,0.254
10.16,0
10.17,0
10.18,0
10.19,0
10.2,0
10.21,0
10.22,5.334
10.23,5.842
10.24,8.636
10.25,0
10.26,0
10.27,0
