# Origin,Destination,orig_lat,orig_long,dest_lat,dest_long,distance (miles),distance (km),,miles_to_km,1.60934
n18,n42,44.369922,-88.258894,44.6441993,-88.3247075,23.9,38.5,,,
n18,n43,44.369922,-88.258894,44.5040238,-89.2921029,74.1,119.3,,,
n18,n44,44.369922,-88.258894,44.7341321,-90.5163997,142.9,230.0,,,
n18,n45,44.369922,-88.258894,43.8943569,-88.5950853,45.6,73.4,,,
n18,n46,44.369922,-88.258894,44.3926874,-88.0902886,16.1,25.9,,,
n18,n47,44.369922,-88.258894,42.7853566,-90.2565106,186,299.3,,,
n18,n48,44.369922,-88.258894,44.487244,-87.7649307,31.2,50.2,,,
n18,n49,44.369922,-88.258894,44.409054,-87.904771,24.7,39.8,,,
n18,n50,44.369922,-88.258894,42.973292,-88.775482,115.7,186.2,,,
n18,n51,44.369922,-88.258894,44.340874,-88.133287,10.1,16.3,,,
n18,n52,44.369922,-88.258894,43.908778,-88.290109,35.1,56.5,,,
n18,n53,44.369922,-88.258894,42.5695939,-89.4255293,163.5,263.1,,,
n18,n54,44.369922,-88.258894,42.6533571,-90.2918458,196.9,316.9,,,
n18,n55,44.369922,-88.258894,44.388485,-88.314505,4,6.4,,,
n18,n56,44.369922,-88.258894,44.257304,-87.961376,21,33.8,,,
n18,n57,44.369922,-88.258894,43.861379,-89.557082,94.7,152.4,,,
n18,n58,44.369922,-88.258894,45.1957146,-89.0315902,93.1,149.8,,,
n18,n59,44.369922,-88.258894,44.130844,-88.167076,22,35.4,,,
n18,n60,44.369922,-88.258894,43.726016,-88.398931,62.8,101.1,,,
n18,n61,44.369922,-88.258894,44.146298,-88.651705,33.4,53.8,,,
n18,n62,44.369922,-88.258894,45.639964,-90.3406313,181.4,291.9,,,
n18,n63,44.369922,-88.258894,44.5526729,-91.4129221,186,299.3,,,
n18,n64,44.369922,-88.258894,45.0086159,-91.7608218,216,347.6,,,
n18,n65,44.369922,-88.258894,45.0472743,-89.8839076,119.2,191.8,,,
n18,n66,44.369922,-88.258894,44.844099,-89.26493,78.2,125.9,,,
n18,n67,44.369922,-88.258894,42.534871,-88.460084,168.4,271.0,,,
n18,n68,44.369922,-88.258894,43.7449956,-90.7767576,174.8,281.3,,,
n18,n69,44.369922,-88.258894,42.6328184,-89.9460492,176.4,283.9,,,
n18,n70,44.369922,-88.258894,43.817701,-88.323724,42.9,69.0,,,
n18,n71,44.369922,-88.258894,43.4171904,-88.3677982,84.2,135.5,,,
n18,n72,44.369922,-88.258894,43.6230688,-90.6908274,177.5,285.7,,,
n18,n73,44.369922,-88.258894,45.4788,-91.834341,240.9,387.7,,,
n18,n74,44.369922,-88.258894,45.0032736,-90.3526429,139.2,224.0,,,
n18,n75,44.369922,-88.258894,43.686573,-88.398594,64.6,104.0,,,
n18,n76,44.369922,-88.258894,42.736022,-89.663736,157,252.7,,,
n18,n77,44.369922,-88.258894,43.667986,-88.862655,72.2,116.2,,,
n18,n78,44.369922,-88.258894,44.597806,-87.731243,41.1,66.1,,,
n18,n79,44.369922,-88.258894,43.427712,-87.985899,84.4,135.8,,,
n18,n80,44.369922,-88.258894,44.6838614,-91.8816514,219.4,353.1,,,
n18,n81,44.369922,-88.258894,44.322784,-87.956543,19.9,32.0,,,
n18,n82,44.369922,-88.258894,45.004624,-92.394297,244.2,393.0,,,
n18,n83,44.369922,-88.258894,45.0173606,-90.3556863,140.3,225.8,,,
n18,n84,44.369922,-88.258894,44.901922,-91.497807,195.1,314.0,,,
n18,n85,44.369922,-88.258894,43.9790956,-87.8015843,48.9,78.7,,,
n18,n86,44.369922,-88.258894,42.8646017,-90.6961852,206.3,332.0,,,
n18,n87,44.369922,-88.258894,43.571302,-87.9327198,72.5,116.7,,,
n18,n88,44.369922,-88.258894,44.5056081,-91.9506223,217.5,350.0,,,
n18,n89,44.369922,-88.258894,44.6969027,-88.3831678,30.6,49.2,,,
n18,n90,44.369922,-88.258894,44.901323,-89.958202,114.1,183.6,,,
n18,n91,44.369922,-88.258894,42.5937001,-89.3798796,160,257.5,,,
n18,n92,44.369922,-88.258894,44.937498,-89.256461,83.8,134.9,,,
n18,n93,44.369922,-88.258894,42.868704,-88.868785,127,204.4,,,
n18,n94,44.369922,-88.258894,43.219504,-89.484778,122.3,196.8,,,
n18,n95,44.369922,-88.258894,43.18301,-89.179032,109.9,176.9,,,
n18,n96,44.369922,-88.258894,44.58509,-90.019386,113.7,183.0,,,
n18,n97,44.369922,-88.258894,43.770841,-87.924136,59.3,95.4,,,
n18,n98,44.369922,-88.258894,44.8223091,-90.1500371,128.5,206.8,,,
n18,n99,44.369922,-88.258894,44.315446,-88.042711,13.9,22.4,,,
n18,n100,44.369922,-88.258894,44.1457958,-91.0670134,175.5,282.4,,,
n18,n101,44.369922,-88.258894,45.578866,-92.884752,294,473.1,,,
n18,n102,44.369922,-88.258894,42.50829,-90.690884,217.8,350.5,,,
n18,n103,44.369922,-88.258894,42.49254,-87.803743,167.4,269.4,,,
n19,n1,44.2994683,-88.1107442,43.867771,-88.717945,55.2,88.8,,,
n19,n2,44.2994683,-88.1107442,44.366372,-88.2587304,11.2,18.0,,,
n19,n3,44.2994683,-88.1107442,44.499718,-87.5954299,39.8,64.1,,,
n19,n4,44.2994683,-88.1107442,45.044792,-89.706382,120.7,194.2,,,
n19,n5,44.2994683,-88.1107442,43.9505879,-87.7465309,39.8,64.1,,,
n19,n6,44.2994683,-88.1107442,44.115038,-88.2172159,16.6,26.7,,,
n19,n7,44.2994683,-88.1107442,44.7366839,-87.5027549,55.5,89.3,,,
n19,n8,44.2994683,-88.1107442,44.097001,-88.147437,16.5,26.6,,,
n19,n9,44.2994683,-88.1107442,44.2522468,-89.9621392,115.3,185.6,,,
n19,n10,44.2994683,-88.1107442,43.427712,-87.985899,72.8,117.2,,,
n19,n11,44.2994683,-88.1107442,43.922701,-87.868523,37.8,60.8,,,
n19,n12,44.2994683,-88.1107442,44.6838614,-91.8816514,235.6,379.2,,,
n19,n13,44.2994683,-88.1107442,44.7807238,-88.291793,46.9,75.5,,,
n19,n14,44.2994683,-88.1107442,43.3487533,-88.6550266,86.1,138.6,,,
n19,n15,44.2994683,-88.1107442,44.663093,-87.588472,47.6,76.6,,,
n19,n16,44.2994683,-88.1107442,44.282748,-88.108356,1.2,1.9,,,
n19,n17,44.2994683,-88.1107442,44.540205,-87.789123,30.6,49.2,,,
n19,n18,44.2994683,-88.1107442,44.369922,-88.258894,11.5,18.5,,,
n19,n19,44.2994683,-88.1107442,44.2994683,-88.1107442,0,0.0,,,
n19,n20,44.2994683,-88.1107442,44.9115979,-88.3436306,57.3,92.2,,,
n19,n21,44.2994683,-88.1107442,44.369791,-88.229303,10.3,16.6,,,
n19,n22,44.2994683,-88.1107442,44.5547449,-87.478025,47.6,76.6,,,
n19,n23,44.2994683,-88.1107442,45.330174,-91.543636,236.3,380.3,,,
n19,n24,44.2994683,-88.1107442,43.991883,-87.758921,36.2,58.3,,,
n19,n25,44.2994683,-88.1107442,44.6407302,-90.3771428,133.5,214.8,,,
n19,n26,44.2994683,-88.1107442,43.123768,-89.548574,128.5,206.8,,,
n19,n27,44.2994683,-88.1107442,44.595906,-88.789993,52.2,84.0,,,
n19,n28,44.2994683,-88.1107442,42.7377646,-89.3607856,148.7,239.3,,,
n19,n29,44.2994683,-88.1107442,45.115722,-87.965177,66.2,106.5,,,
n19,n30,44.2994683,-88.1107442,43.702029,-88.358279,49.1,79.0,,,
n19,n31,44.2994683,-88.1107442,44.2997938,-88.9616664,50.5,81.3,,,
n19,n32,44.2994683,-88.1107442,43.2627431,-89.4217299,115,185.1,,,
n19,n33,44.2994683,-88.1107442,44.6760007,-87.4156663,59.4,95.6,,,
n19,n34,44.2994683,-88.1107442,44.616287,-87.63395,45.3,72.9,,,
n19,n35,44.2994683,-88.1107442,44.9076949,-88.201485,54.9,88.4,,,
n19,n36,44.2994683,-88.1107442,44.993569,-88.4431369,64.2,103.3,,,
n19,n37,44.2994683,-88.1107442,43.563386,-88.3733479,62.6,100.7,,,
n19,n38,44.2994683,-88.1107442,45.032389,-90.121009,141.1,227.1,,,
n19,n39,44.2994683,-88.1107442,44.9188885,-89.1435829,89.6,144.2,,,
n19,n40,44.2994683,-88.1107442,44.334034,-88.168628,4.8,7.7,,,
n19,n41,44.2994683,-88.1107442,44.203572,-88.106757,8.3,13.4,,,
n19,n42,44.2994683,-88.1107442,44.6441993,-88.3247075,36.6,58.9,,,
n19,n43,44.2994683,-88.1107442,44.5040238,-89.2921029,76.2,122.6,,,
n19,n44,44.2994683,-88.1107442,44.7341321,-90.5163997,145,233.4,,,
n19,n45,44.2994683,-88.1107442,43.8943569,-88.5950853,49.8,80.1,,,
n19,n46,44.2994683,-88.1107442,44.3926874,-88.0902886,7.1,11.4,,,
n19,n47,44.2994683,-88.1107442,42.7853566,-90.2565106,184.8,297.4,,,
n19,n48,44.2994683,-88.1107442,44.487244,-87.7649307,29.9,48.1,,,
n19,n49,44.2994683,-88.1107442,44.409054,-87.904771,17.4,28.0,,,
n19,n50,44.2994683,-88.1107442,42.973292,-88.775482,114.5,184.3,,,
n19,n51,44.2994683,-88.1107442,44.340874,-88.133287,4.1,6.6,,,
n19,n52,44.2994683,-88.1107442,43.908778,-88.290109,33.8,54.4,,,
n19,n53,44.2994683,-88.1107442,42.5695939,-89.4255293,162.3,261.2,,,
n19,n54,44.2994683,-88.1107442,42.6533571,-90.2918458,195.7,314.9,,,
n19,n55,44.2994683,-88.1107442,44.388485,-88.314505,15.5,24.9,,,
n19,n56,44.2994683,-88.1107442,44.257304,-87.961376,10.5,16.9,,,
n19,n57,44.2994683,-88.1107442,43.861379,-89.557082,98.9,159.2,,,
n19,n58,44.2994683,-88.1107442,45.1957146,-89.0315902,104.4,168.0,,,
n19,n59,44.2994683,-88.1107442,44.130844,-88.167076,12.6,20.3,,,
n19,n60,44.2994683,-88.1107442,43.726016,-88.398931,47.1,75.8,,,
n19,n61,44.2994683,-88.1107442,44.146298,-88.651705,37.5,60.4,,,
n19,n62,44.2994683,-88.1107442,45.639964,-90.3406313,192.7,310.1,,,
n19,n63,44.2994683,-88.1107442,44.5526729,-91.4129221,188.1,302.7,,,
n19,n64,44.2994683,-88.1107442,45.0086159,-91.7608218,227.3,365.8,,,
n19,n65,44.2994683,-88.1107442,45.0472743,-89.8839076,130.5,210.0,,,
n19,n66,44.2994683,-88.1107442,44.844099,-89.26493,89.5,144.0,,,
n19,n67,44.2994683,-88.1107442,42.534871,-88.460084,157.1,252.8,,,
n19,n68,44.2994683,-88.1107442,43.7449956,-90.7767576,176.9,284.7,,,
n19,n69,44.2994683,-88.1107442,42.6328184,-89.9460492,175.2,282.0,,,
n19,n70,44.2994683,-88.1107442,43.817701,-88.323724,41.6,66.9,,,
n19,n71,44.2994683,-88.1107442,43.4171904,-88.3677982,73,117.5,,,
n19,n72,44.2994683,-88.1107442,43.6230688,-90.6908274,179.7,289.2,,,
n19,n73,44.2994683,-88.1107442,45.4788,-91.834341,252.2,405.9,,,
n19,n74,44.2994683,-88.1107442,45.0032736,-90.3526429,150.5,242.2,,,
n19,n75,44.2994683,-88.1107442,43.686573,-88.398594,50,80.5,,,
n19,n76,44.2994683,-88.1107442,42.736022,-89.663736,155.8,250.7,,,
n19,n77,44.2994683,-88.1107442,43.667986,-88.862655,76.4,123.0,,,
n19,n78,44.2994683,-88.1107442,44.597806,-87.731243,37.2,59.9,,,
n19,n79,44.2994683,-88.1107442,43.427712,-87.985899,72.8,117.2,,,
n19,n80,44.2994683,-88.1107442,44.6838614,-91.8816514,235.6,379.2,,,
n19,n81,44.2994683,-88.1107442,44.322784,-87.956543,10.2,16.4,,,
n19,n82,44.2994683,-88.1107442,45.004624,-92.394297,255.5,411.2,,,
n19,n83,44.2994683,-88.1107442,45.0173606,-90.3556863,151.6,244.0,,,
n19,n84,44.2994683,-88.1107442,44.901922,-91.497807,206.4,332.2,,,
n19,n85,44.2994683,-88.1107442,43.9790956,-87.8015843,37.4,60.2,,,
n19,n86,44.2994683,-88.1107442,42.8646017,-90.6961852,205.1,330.1,,,
n19,n87,44.2994683,-88.1107442,43.571302,-87.9327198,60.9,98.0,,,
n19,n88,44.2994683,-88.1107442,44.5056081,-91.9506223,219.6,353.4,,,
n19,n89,44.2994683,-88.1107442,44.6969027,-88.3831678,41.9,67.4,,,
n19,n90,44.2994683,-88.1107442,44.901323,-89.958202,125.4,201.8,,,
n19,n91,44.2994683,-88.1107442,42.5937001,-89.3798796,158.8,255.6,,,
n19,n92,44.2994683,-88.1107442,44.937498,-89.256461,95.1,153.0,,,
n19,n93,44.2994683,-88.1107442,42.868704,-88.868785,125.8,202.5,,,
n19,n94,44.2994683,-88.1107442,43.219504,-89.484778,121.2,195.1,,,
n19,n95,44.2994683,-88.1107442,43.18301,-89.179032,108.7,174.9,,,
n19,n96,44.2994683,-88.1107442,44.58509,-90.019386,115.8,186.4,,,
n19,n97,44.2994683,-88.1107442,43.770841,-87.924136,47.8,76.9,,,
n19,n98,44.2994683,-88.1107442,44.8223091,-90.1500371,130.7,210.3,,,
n19,n99,44.2994683,-88.1107442,44.315446,-88.042711,4.2,6.8,,,
n19,n100,44.2994683,-88.1107442,44.1457958,-91.0670134,177.6,285.8,,,
n19,n101,44.2994683,-88.1107442,45.578866,-92.884752,305.3,491.3,,,
n19,n102,44.2994683,-88.1107442,42.50829,-90.690884,216.6,348.6,,,
n19,n103,44.2994683,-88.1107442,42.49254,-87.803743,146.1,235.1,,,
n20,n1,44.9115979,-88.3436306,43.867771,-88.717945,87.2,140.3,,,
n20,n2,44.9115979,-88.3436306,44.366372,-88.2587304,45.8,73.7,,,
n20,n3,44.9115979,-88.3436306,44.499718,-87.5954299,65.7,105.7,,,
n20,n4,44.9115979,-88.3436306,45.044792,-89.706382,89.4,143.9,,,
n20,n5,44.9115979,-88.3436306,43.9505879,-87.7465309,87,140.0,,,
n20,n6,44.9115979,-88.3436306,44.115038,-88.2172159,70.7,113.8,,,
n20,n7,44.9115979,-88.3436306,44.7366839,-87.5027549,78.7,126.7,,,
n20,n8,44.9115979,-88.3436306,44.097001,-88.147437,71.6,115.2,,,
n20,n9,44.9115979,-88.3436306,44.2522468,-89.9621392,134,215.7,,,
n20,n10,44.9115979,-88.3436306,43.427712,-87.985899,134.5,216.5,,,
n20,n11,44.9115979,-88.3436306,43.922701,-87.868523,91.8,147.7,,,
n20,n12,44.9115979,-88.3436306,44.6838614,-91.8816514,204.3,328.8,,,
n20,n13,44.9115979,-88.3436306,44.7807238,-88.291793,11.8,19.0,,,
n20,n14,44.9115979,-88.3436306,43.3487533,-88.6550266,123.4,198.6,,,
n20,n15,44.9115979,-88.3436306,44.663093,-87.588472,70.9,114.1,,,
n20,n16,44.9115979,-88.3436306,44.282748,-88.108356,58.3,93.8,,,
n20,n17,44.9115979,-88.3436306,44.540205,-87.789123,53.8,86.6,,,
n20,n18,44.9115979,-88.3436306,44.369922,-88.258894,44.6,71.8,,,
n20,n19,44.9115979,-88.3436306,44.2994683,-88.1107442,57.2,92.1,,,
n20,n20,44.9115979,-88.3436306,44.9115979,-88.3436306,0,0.0,,,
n20,n21,44.9115979,-88.3436306,44.369791,-88.229303,46.6,75.0,,,
n20,n22,44.9115979,-88.3436306,44.5547449,-87.478025,70.7,113.8,,,
n20,n23,44.9115979,-88.3436306,45.330174,-91.543636,204.9,329.8,,,
n20,n24,44.9115979,-88.3436306,43.991883,-87.758921,84.7,136.3,,,
n20,n25,44.9115979,-88.3436306,44.6407302,-90.3771428,135.9,218.7,,,
n20,n26,44.9115979,-88.3436306,43.123768,-89.548574,165.9,267.0,,,
n20,n27,44.9115979,-88.3436306,44.595906,-88.789993,39.3,63.2,,,
n20,n28,44.9115979,-88.3436306,42.7377646,-89.3607856,186,299.3,,,
n20,n29,44.9115979,-88.3436306,45.115722,-87.965177,32.7,52.6,,,
n20,n30,44.9115979,-88.3436306,43.702029,-88.358279,101.6,163.5,,,
n20,n31,44.9115979,-88.3436306,44.2997938,-88.9616664,66.7,107.3,,,
n20,n32,44.9115979,-88.3436306,43.2627431,-89.4217299,152.3,245.1,,,
n20,n33,44.9115979,-88.3436306,44.6760007,-87.4156663,82.6,132.9,,,
n20,n34,44.9115979,-88.3436306,44.616287,-87.63395,68.5,110.2,,,
n20,n35,44.9115979,-88.3436306,44.9076949,-88.201485,9,14.5,,,
n20,n36,44.9115979,-88.3436306,44.993569,-88.4431369,10.7,17.2,,,
n20,n37,44.9115979,-88.3436306,43.563386,-88.3733479,110,177.0,,,
n20,n38,44.9115979,-88.3436306,45.032389,-90.121009,109.8,176.7,,,
n20,n39,44.9115979,-88.3436306,44.9188885,-89.1435829,49.4,79.5,,,
n20,n40,44.9115979,-88.3436306,44.334034,-88.168628,52.6,84.7,,,
n20,n41,44.9115979,-88.3436306,44.203572,-88.106757,62.3,100.3,,,
n20,n42,44.9115979,-88.3436306,44.6441993,-88.3247075,22.6,36.4,,,
n20,n43,44.9115979,-88.3436306,44.5040238,-89.2921029,80.1,128.9,,,
n20,n44,44.9115979,-88.3436306,44.7341321,-90.5163997,138.4,222.7,,,
n20,n45,44.9115979,-88.3436306,43.8943569,-88.5950853,81.8,131.6,,,
n20,n46,44.9115979,-88.3436306,44.3926874,-88.0902886,47.5,76.4,,,
n20,n47,44.9115979,-88.3436306,42.7853566,-90.2565106,222.1,357.4,,,
n20,n48,44.9115979,-88.3436306,44.487244,-87.7649307,56.7,91.2,,,
n20,n49,44.9115979,-88.3436306,44.409054,-87.904771,50.3,80.9,,,
n20,n50,44.9115979,-88.3436306,42.973292,-88.775482,151.8,244.3,,,
n20,n51,44.9115979,-88.3436306,44.340874,-88.133287,55.8,89.8,,,
n20,n52,44.9115979,-88.3436306,43.908778,-88.290109,85,136.8,,,
n20,n53,44.9115979,-88.3436306,42.5695939,-89.4255293,199.6,321.2,,,
n20,n54,44.9115979,-88.3436306,42.6533571,-90.2918458,233,375.0,,,
n20,n55,44.9115979,-88.3436306,44.388485,-88.314505,40.9,65.8,,,
n20,n56,44.9115979,-88.3436306,44.257304,-87.961376,59.9,96.4,,,
n20,n57,44.9115979,-88.3436306,43.861379,-89.557082,139.2,224.0,,,
n20,n58,44.9115979,-88.3436306,45.1957146,-89.0315902,52.7,84.8,,,
n20,n59,44.9115979,-88.3436306,44.130844,-88.167076,67.7,109.0,,,
n20,n60,44.9115979,-88.3436306,43.726016,-88.398931,98.9,159.2,,,
n20,n61,44.9115979,-88.3436306,44.146298,-88.651705,68.6,110.4,,,
n20,n62,44.9115979,-88.3436306,45.639964,-90.3406313,146.6,235.9,,,
n20,n63,44.9115979,-88.3436306,44.5526729,-91.4129221,199,320.3,,,
n20,n64,44.9115979,-88.3436306,45.0086159,-91.7608218,195.9,315.3,,,
n20,n65,44.9115979,-88.3436306,45.0472743,-89.8839076,99.2,159.6,,,
n20,n66,44.9115979,-88.3436306,44.844099,-89.26493,58.2,93.7,,,
n20,n67,44.9115979,-88.3436306,42.534871,-88.460084,204.5,329.1,,,
n20,n68,44.9115979,-88.3436306,43.7449956,-90.7767576,204.6,329.3,,,
n20,n69,44.9115979,-88.3436306,42.6328184,-89.9460492,212.5,342.0,,,
n20,n70,44.9115979,-88.3436306,43.817701,-88.323724,92.8,149.3,,,
n20,n71,44.9115979,-88.3436306,43.4171904,-88.3677982,120.3,193.6,,,
n20,n72,44.9115979,-88.3436306,43.6230688,-90.6908274,207.4,333.8,,,
n20,n73,44.9115979,-88.3436306,45.4788,-91.834341,220.9,355.5,,,
n20,n74,44.9115979,-88.3436306,45.0032736,-90.3526429,119.1,191.7,,,
n20,n75,44.9115979,-88.3436306,43.686573,-88.398594,100.8,162.2,,,
n20,n76,44.9115979,-88.3436306,42.736022,-89.663736,193.1,310.8,,,
n20,n77,44.9115979,-88.3436306,43.667986,-88.862655,108.3,174.3,,,
n20,n78,44.9115979,-88.3436306,44.597806,-87.731243,60.4,97.2,,,
n20,n79,44.9115979,-88.3436306,43.427712,-87.985899,134.5,216.5,,,
n20,n80,44.9115979,-88.3436306,44.6838614,-91.8816514,204.3,328.8,,,
n20,n81,44.9115979,-88.3436306,44.322784,-87.956543,54.7,88.0,,,
n20,n82,44.9115979,-88.3436306,45.004624,-92.394297,224.2,360.8,,,
n20,n83,44.9115979,-88.3436306,45.0173606,-90.3556863,120.3,193.6,,,
n20,n84,44.9115979,-88.3436306,44.901922,-91.497807,175.1,281.8,,,
n20,n85,44.9115979,-88.3436306,43.9790956,-87.8015843,86.8,139.7,,,
n20,n86,44.9115979,-88.3436306,42.8646017,-90.6961852,242.4,390.1,,,
n20,n87,44.9115979,-88.3436306,43.571302,-87.9327198,119.8,192.8,,,
n20,n88,44.9115979,-88.3436306,44.5056081,-91.9506223,222,357.3,,,
n20,n89,44.9115979,-88.3436306,44.6969027,-88.3831678,20.8,33.5,,,
n20,n90,44.9115979,-88.3436306,44.901323,-89.958202,94,151.3,,,
n20,n91,44.9115979,-88.3436306,42.5937001,-89.3798796,196.1,315.6,,,
n20,n92,44.9115979,-88.3436306,44.937498,-89.256461,63.7,102.5,,,
n20,n93,44.9115979,-88.3436306,42.868704,-88.868785,163.1,262.5,,,
n20,n94,44.9115979,-88.3436306,43.219504,-89.484778,158.5,255.1,,,
n20,n95,44.9115979,-88.3436306,43.18301,-89.179032,146,235.0,,,
n20,n96,44.9115979,-88.3436306,44.58509,-90.019386,118.1,190.1,,,
n20,n97,44.9115979,-88.3436306,43.770841,-87.924136,108.9,175.3,,,
n20,n98,44.9115979,-88.3436306,44.8223091,-90.1500371,113.7,183.0,,,
n20,n99,44.9115979,-88.3436306,44.315446,-88.042711,53,85.3,,,
n20,n100,44.9115979,-88.3436306,44.1457958,-91.0670134,196,315.4,,,
n20,n101,44.9115979,-88.3436306,45.578866,-92.884752,274,441.0,,,
n20,n102,44.9115979,-88.3436306,42.50829,-90.690884,253.9,408.6,,,
n20,n103,44.9115979,-88.3436306,42.49254,-87.803743,201.8,324.8,,,
n21,n1,44.369791,-88.229303,43.867771,-88.717945,52,83.7,,,
n21,n2,44.369791,-88.229303,44.366372,-88.2587304,2,3.2,,,
n21,n3,44.369791,-88.229303,44.499718,-87.5954299,42.5,68.4,,,
n21,n4,44.369791,-88.229303,45.044792,-89.706382,115.3,185.6,,,
n21,n5,44.369791,-88.229303,43.9505879,-87.7465309,60,96.6,,,
n21,n6,44.369791,-88.229303,44.115038,-88.2172159,23.9,38.5,,,
n21,n7,44.369791,-88.229303,44.7366839,-87.5027549,58,93.3,,,
n21,n8,44.369791,-88.229303,44.097001,-88.147437,24.7,39.8,,,
n21,n9,44.369791,-88.229303,44.2522468,-89.9621392,114.1,183.6,,,
n21,n10,44.369791,-88.229303,43.427712,-87.985899,83.2,133.9,,,
n21,n11,44.369791,-88.229303,43.922701,-87.868523,48.1,77.4,,,
n21,n12,44.369791,-88.229303,44.6838614,-91.8816514,230.2,370.5,,,
n21,n13,44.369791,-88.229303,44.7807238,-88.291793,35.7,57.5,,,
n21,n14,44.369791,-88.229303,43.3487533,-88.6550266,88.2,141.9,,,
n21,n15,44.369791,-88.229303,44.663093,-87.588472,50.1,80.6,,,
n21,n16,44.369791,-88.229303,44.282748,-88.108356,11.5,18.5,,,
n21,n17,44.369791,-88.229303,44.540205,-87.789123,33,53.1,,,
n21,n18,44.369791,-88.229303,44.369922,-88.258894,1.5,2.4,,,
n21,n19,44.369791,-88.229303,44.2994683,-88.1107442,10.3,16.6,,,
n21,n20,44.369791,-88.229303,44.9115979,-88.3436306,46,74.0,,,
n21,n21,44.369791,-88.229303,44.369791,-88.229303,0,0.0,,,
n21,n22,44.369791,-88.229303,44.5547449,-87.478025,49.9,80.3,,,
n21,n23,44.369791,-88.229303,45.330174,-91.543636,230.8,371.4,,,
n21,n24,44.369791,-88.229303,43.991883,-87.758921,57.6,92.7,,,
n21,n25,44.369791,-88.229303,44.6407302,-90.3771428,132.4,213.1,,,
n21,n26,44.369791,-88.229303,43.123768,-89.548574,130.7,210.3,,,
n21,n27,44.369791,-88.229303,44.595906,-88.789993,41.7,67.1,,,
n21,n28,44.369791,-88.229303,42.7377646,-89.3607856,150.8,242.7,,,
n21,n29,44.369791,-88.229303,45.115722,-87.965177,60.7,97.7,,,
n21,n30,44.369791,-88.229303,43.702029,-88.358279,66.5,107.0,,,
n21,n31,44.369791,-88.229303,44.2997938,-88.9616664,49.3,79.3,,,
n21,n32,44.369791,-88.229303,43.2627431,-89.4217299,117.2,188.6,,,
n21,n33,44.369791,-88.229303,44.6760007,-87.4156663,61.8,99.5,,,
n21,n34,44.369791,-88.229303,44.616287,-87.63395,47.7,76.8,,,
n21,n35,44.369791,-88.229303,44.9076949,-88.201485,49.5,79.7,,,
n21,n36,44.369791,-88.229303,44.993569,-88.4431369,58.7,94.5,,,
n21,n37,44.369791,-88.229303,43.563386,-88.3733479,74.8,120.4,,,
n21,n38,44.369791,-88.229303,45.032389,-90.121009,135.7,218.4,,,
n21,n39,44.369791,-88.229303,44.9188885,-89.1435829,84.2,135.5,,,
n21,n40,44.369791,-88.229303,44.334034,-88.168628,5.7,9.2,,,
n21,n41,44.369791,-88.229303,44.203572,-88.106757,19.4,31.2,,,
n21,n42,44.369791,-88.229303,44.6441993,-88.3247075,24.6,39.6,,,
n21,n43,44.369791,-88.229303,44.5040238,-89.2921029,75,120.7,,,
n21,n44,44.369791,-88.229303,44.7341321,-90.5163997,143.8,231.4,,,
n21,n45,44.369791,-88.229303,43.8943569,-88.5950853,46.6,75.0,,,
n21,n46,44.369791,-88.229303,44.3926874,-88.0902886,14.9,24.0,,,
n21,n47,44.369791,-88.229303,42.7853566,-90.2565106,187,300.9,,,
n21,n48,44.369791,-88.229303,44.487244,-87.7649307,29.8,48.0,,,
n21,n49,44.369791,-88.229303,44.409054,-87.904771,23.2,37.3,,,
n21,n50,44.369791,-88.229303,42.973292,-88.775482,116.6,187.6,,,
n21,n51,44.369791,-88.229303,44.340874,-88.133287,8.9,14.3,,,
n21,n52,44.369791,-88.229303,43.908778,-88.290109,36.1,58.1,,,
n21,n53,44.369791,-88.229303,42.5695939,-89.4255293,164.4,264.6,,,
n21,n54,44.369791,-88.229303,42.6533571,-90.2918458,197.9,318.5,,,
n21,n55,44.369791,-88.229303,44.388485,-88.314505,5.2,8.4,,,
n21,n56,44.369791,-88.229303,44.257304,-87.961376,19.8,31.9,,,
n21,n57,44.369791,-88.229303,43.861379,-89.557082,95.7,154.0,,,
n21,n58,44.369791,-88.229303,45.1957146,-89.0315902,99,159.3,,,
n21,n59,44.369791,-88.229303,44.130844,-88.167076,20.8,33.5,,,
n21,n60,44.369791,-88.229303,43.726016,-88.398931,63.7,102.5,,,
n21,n61,44.369791,-88.229303,44.146298,-88.651705,34.3,55.2,,,
n21,n62,44.369791,-88.229303,45.639964,-90.3406313,187.2,301.3,,,
n21,n63,44.369791,-88.229303,44.5526729,-91.4129221,186.9,300.8,,,
n21,n64,44.369791,-88.229303,45.0086159,-91.7608218,221.8,357.0,,,
n21,n65,44.369791,-88.229303,45.0472743,-89.8839076,125.1,201.3,,,
n21,n66,44.369791,-88.229303,44.844099,-89.26493,84.1,135.3,,,
n21,n67,44.369791,-88.229303,42.534871,-88.460084,169.4,272.6,,,
n21,n68,44.369791,-88.229303,43.7449956,-90.7767576,175.7,282.8,,,
n21,n69,44.369791,-88.229303,42.6328184,-89.9460492,177.3,285.3,,,
n21,n70,44.369791,-88.229303,43.817701,-88.323724,43.9,70.7,,,
n21,n71,44.369791,-88.229303,43.4171904,-88.3677982,85.2,137.1,,,
n21,n72,44.369791,-88.229303,43.6230688,-90.6908274,178.5,287.3,,,
n21,n73,44.369791,-88.229303,45.4788,-91.834341,246.8,397.2,,,
