# Origin,Destination,orig_lat,orig_long,dest_lat,dest_long,distance (miles),distance (km),,miles_to_km,1.60934
n1,n68,43.867771,-88.717945,43.7449956,-90.7767576,114,183.5,,,
n1,n69,43.867771,-88.717945,42.6328184,-89.9460492,130.4,209.9,,,
n1,n70,43.867771,-88.717945,43.817701,-88.323724,31.4,50.5,,,
n1,n71,43.867771,-88.717945,43.4171904,-88.3677982,46.1,74.2,,,
n1,n72,43.867771,-88.717945,43.6230688,-90.6908274,118.2,190.2,,,
n1,n73,43.867771,-88.717945,45.4788,-91.834341,232.4,374.0,,,
n1,n74,43.867771,-88.717945,45.0032736,-90.3526429,152.5,245.4,,,
n1,n75,43.867771,-88.717945,43.686573,-88.398594,26.5,42.6,,,
n1,n76,43.867771,-88.717945,42.736022,-89.663736,111,178.6,,,
n1,n77,43.867771,-88.717945,43.667986,-88.862655,21.9,35.2,,,
n1,n78,43.867771,-88.717945,44.597806,-87.731243,88.9,143.1,,,
n1,n79,43.867771,-88.717945,43.427712,-87.985899,62.7,100.9,,,
n1,n80,43.867771,-88.717945,44.6838614,-91.8816514,198.9,320.1,,,
n1,n81,43.867771,-88.717945,44.322784,-87.956543,62.1,99.9,,,
n1,n82,43.867771,-88.717945,45.004624,-92.394297,228.3,367.4,,,
n1,n83,43.867771,-88.717945,45.0173606,-90.3556863,153.6,247.2,,,
n1,n84,43.867771,-88.717945,44.901922,-91.497807,187.1,301.1,,,
n1,n85,43.867771,-88.717945,43.9790956,-87.8015843,65.4,105.3,,,
n1,n86,43.867771,-88.717945,42.8646017,-90.6961852,160.3,258.0,,,
n1,n87,43.867771,-88.717945,43.571302,-87.9327198,55.6,89.5,,,
n1,n88,43.867771,-88.717945,44.5056081,-91.9506223,197,317.0,,,
n1,n89,43.867771,-88.717945,44.6969027,-88.3831678,67.6,108.8,,,
n1,n90,43.867771,-88.717945,44.901323,-89.958202,120.6,194.1,,,
n1,n91,43.867771,-88.717945,42.5937001,-89.3798796,114,183.5,,,
n1,n92,43.867771,-88.717945,44.937498,-89.256461,99.6,160.3,,,
n1,n93,43.867771,-88.717945,42.868704,-88.868785,81,130.4,,,
n1,n94,43.867771,-88.717945,43.219504,-89.484778,76.4,123.0,,,
n1,n95,43.867771,-88.717945,43.18301,-89.179032,63.9,102.8,,,
n1,n96,43.867771,-88.717945,44.58509,-90.019386,112.6,181.2,,,
n1,n97,43.867771,-88.717945,43.770841,-87.924136,46.5,74.8,,,
n1,n98,43.867771,-88.717945,44.8223091,-90.1500371,127.5,205.2,,,
n1,n99,43.867771,-88.717945,44.315446,-88.042711,56.2,90.4,,,
n1,n100,43.867771,-88.717945,44.1457958,-91.0670134,138.6,223.1,,,
n1,n101,43.867771,-88.717945,45.578866,-92.884752,285.5,459.5,,,
n1,n102,43.867771,-88.717945,42.50829,-90.690884,171.8,276.5,,,
n1,n103,43.867771,-88.717945,42.49254,-87.803743,129.3,208.1,,,
n2,n1,44.366372,-88.2587304,43.867771,-88.717945,50.8,81.8,,,
n2,n2,44.366372,-88.2587304,44.366372,-88.2587304,0,0.0,,,
n2,n3,44.366372,-88.2587304,44.499718,-87.5954299,44.2,71.1,,,
n2,n4,44.366372,-88.2587304,45.044792,-89.706382,109.9,176.9,,,
n2,n5,44.366372,-88.2587304,43.9505879,-87.7465309,61.7,99.3,,,
n2,n6,44.366372,-88.2587304,44.115038,-88.2172159,20.7,33.3,,,
n2,n7,44.366372,-88.2587304,44.7366839,-87.5027549,59.7,96.1,,,
n2,n8,44.366372,-88.2587304,44.097001,-88.147437,25.7,41.4,,,
n2,n9,44.366372,-88.2587304,44.2522468,-89.9621392,112.9,181.7,,,
n2,n10,44.366372,-88.2587304,43.427712,-87.985899,84.1,135.3,,,
n2,n11,44.366372,-88.2587304,43.922701,-87.868523,0,0.0,,,
n2,n12,44.366372,-88.2587304,44.6838614,-91.8816514,51,82.1,,,
n2,n13,44.366372,-88.2587304,44.7807238,-88.291793,91.8,147.7,,,
n2,n14,44.366372,-88.2587304,43.3487533,-88.6550266,122.7,197.5,,,
n2,n15,44.366372,-88.2587304,44.663093,-87.588472,68.8,110.7,,,
n2,n16,44.366372,-88.2587304,44.282748,-88.108356,49.6,79.8,,,
n2,n17,44.366372,-88.2587304,44.540205,-87.789123,107.2,172.5,,,
n2,n18,44.366372,-88.2587304,44.369922,-88.258894,55.7,89.6,,,
n2,n19,44.366372,-88.2587304,44.2994683,-88.1107442,85.4,137.4,,,
n2,n20,44.366372,-88.2587304,44.9115979,-88.3436306,62.7,100.9,,,
n2,n21,44.366372,-88.2587304,44.369791,-88.229303,60.1,96.7,,,
n2,n22,44.366372,-88.2587304,44.5547449,-87.478025,198.9,320.1,,,
n2,n23,44.366372,-88.2587304,45.330174,-91.543636,76.9,123.8,,,
n2,n24,44.366372,-88.2587304,43.991883,-87.758921,41.3,66.5,,,
n2,n25,44.366372,-88.2587304,44.6407302,-90.3771428,99.4,160.0,,,
n2,n26,44.366372,-88.2587304,43.123768,-89.548574,129.5,208.4,,,
n2,n27,44.366372,-88.2587304,44.595906,-88.789993,40.7,65.5,,,
n2,n28,44.366372,-88.2587304,42.7377646,-89.3607856,149.6,240.8,,,
n2,n29,44.366372,-88.2587304,45.115722,-87.965177,62.4,100.4,,,
n2,n30,44.366372,-88.2587304,43.702029,-88.358279,65.3,105.1,,,
n2,n31,44.366372,-88.2587304,44.2997938,-88.9616664,48.1,77.4,,,
n2,n32,44.366372,-88.2587304,43.2627431,-89.4217299,115.9,186.5,,,
n2,n33,44.366372,-88.2587304,44.6760007,-87.4156663,63.5,102.2,,,
n2,n34,44.366372,-88.2587304,44.616287,-87.63395,49.4,79.5,,,
n2,n35,44.366372,-88.2587304,44.9076949,-88.201485,51.2,82.4,,,
n2,n36,44.366372,-88.2587304,44.993569,-88.4431369,53.4,85.9,,,
n2,n37,44.366372,-88.2587304,43.563386,-88.3733479,73.6,118.4,,,
n2,n38,44.366372,-88.2587304,45.032389,-90.121009,130.3,209.7,,,
n2,n39,44.366372,-88.2587304,44.9188885,-89.1435829,78.8,126.8,,,
n2,n40,44.366372,-88.2587304,44.334034,-88.168628,6.7,10.8,,,
n2,n41,44.366372,-88.2587304,44.203572,-88.106757,20.3,32.7,,,
n2,n42,44.366372,-88.2587304,44.6441993,-88.3247075,24.4,39.3,,,
n2,n43,44.366372,-88.2587304,44.5040238,-89.2921029,73.8,118.8,,,
n2,n44,44.366372,-88.2587304,44.7341321,-90.5163997,142.6,229.5,,,
n2,n45,44.366372,-88.2587304,43.8943569,-88.5950853,45.4,73.1,,,
n2,n46,44.366372,-88.2587304,44.3926874,-88.0902886,15.9,25.6,,,
n2,n47,44.366372,-88.2587304,42.7853566,-90.2565106,185.8,299.0,,,
n2,n48,44.366372,-88.2587304,44.487244,-87.7649307,31.5,50.7,,,
n2,n49,44.366372,-88.2587304,44.409054,-87.904771,24.9,40.1,,,
n2,n50,44.366372,-88.2587304,42.973292,-88.775482,115.4,185.7,,,
n2,n51,44.366372,-88.2587304,44.340874,-88.133287,9.9,15.9,,,
n2,n52,44.366372,-88.2587304,43.908778,-88.290109,34.9,56.2,,,
n2,n53,44.366372,-88.2587304,42.5695939,-89.4255293,163.2,262.6,,,
n2,n54,44.366372,-88.2587304,42.6533571,-90.2918458,196.7,316.6,,,
n2,n55,44.366372,-88.2587304,44.388485,-88.314505,4.3,6.9,,,
n2,n56,44.366372,-88.2587304,44.257304,-87.961376,20.8,33.5,,,
n2,n57,44.366372,-88.2587304,43.861379,-89.557082,94.5,152.1,,,
n2,n58,44.366372,-88.2587304,45.1957146,-89.0315902,93.6,150.6,,,
n2,n59,44.366372,-88.2587304,44.130844,-88.167076,21.8,35.1,,,
n2,n60,44.366372,-88.2587304,43.726016,-88.398931,62.5,100.6,,,
n2,n61,44.366372,-88.2587304,44.146298,-88.651705,33.1,53.3,,,
n2,n62,44.366372,-88.2587304,45.639964,-90.3406313,181.9,292.7,,,
n2,n63,44.366372,-88.2587304,44.5526729,-91.4129221,185.7,298.9,,,
n2,n64,44.366372,-88.2587304,45.0086159,-91.7608218,216.4,348.3,,,
n2,n65,44.366372,-88.2587304,45.0472743,-89.8839076,119.7,192.6,,,
n2,n66,44.366372,-88.2587304,44.844099,-89.26493,78.7,126.7,,,
n2,n67,44.366372,-88.2587304,42.534871,-88.460084,168.2,270.7,,,
n2,n68,44.366372,-88.2587304,43.7449956,-90.7767576,174.5,280.8,,,
n2,n69,44.366372,-88.2587304,42.6328184,-89.9460492,176.1,283.4,,,
n2,n70,44.366372,-88.2587304,43.817701,-88.323724,42.7,68.7,,,
n2,n71,44.366372,-88.2587304,43.4171904,-88.3677982,84,135.2,,,
n2,n72,44.366372,-88.2587304,43.6230688,-90.6908274,177.3,285.3,,,
n2,n73,44.366372,-88.2587304,45.4788,-91.834341,241.4,388.5,,,
n2,n74,44.366372,-88.2587304,45.0032736,-90.3526429,139.7,224.8,,,
n2,n75,44.366372,-88.2587304,43.686573,-88.398594,64.4,103.6,,,
n2,n76,44.366372,-88.2587304,42.736022,-89.663736,156.7,252.2,,,
n2,n77,44.366372,-88.2587304,43.667986,-88.862655,71.9,115.7,,,
n2,n78,44.366372,-88.2587304,44.597806,-87.731243,41.4,66.6,,,
n2,n79,44.366372,-88.2587304,43.427712,-87.985899,84.1,135.3,,,
n2,n80,44.366372,-88.2587304,44.6838614,-91.8816514,219.2,352.8,,,
n2,n81,44.366372,-88.2587304,44.322784,-87.956543,19.7,31.7,,,
n2,n82,44.366372,-88.2587304,45.004624,-92.394297,244.7,393.8,,,
n2,n83,44.366372,-88.2587304,45.0173606,-90.3556863,140.8,226.6,,,
n2,n84,44.366372,-88.2587304,44.901922,-91.497807,195.6,314.8,,,
n2,n85,44.366372,-88.2587304,43.9790956,-87.8015843,48.6,78.2,,,
n2,n86,44.366372,-88.2587304,42.8646017,-90.6961852,206,331.5,,,
n2,n87,44.366372,-88.2587304,43.571302,-87.9327198,72.2,116.2,,,
n2,n88,44.366372,-88.2587304,44.5056081,-91.9506223,217.3,349.7,,,
n2,n89,44.366372,-88.2587304,44.6969027,-88.3831678,31.1,50.1,,,
n2,n90,44.366372,-88.2587304,44.901323,-89.958202,114.6,184.4,,,
n2,n91,44.366372,-88.2587304,42.5937001,-89.3798796,159.7,257.0,,,
n2,n92,44.366372,-88.2587304,44.937498,-89.256461,84.3,135.7,,,
n2,n93,44.366372,-88.2587304,42.868704,-88.868785,126.7,203.9,,,
n2,n94,44.366372,-88.2587304,43.219504,-89.484778,122.1,196.5,,,
n2,n95,44.366372,-88.2587304,43.18301,-89.179032,109.6,176.4,,,
n2,n96,44.366372,-88.2587304,44.58509,-90.019386,113.4,182.5,,,
n2,n97,44.366372,-88.2587304,43.770841,-87.924136,59.1,95.1,,,
n2,n98,44.366372,-88.2587304,44.8223091,-90.1500371,128.3,206.5,,,
n2,n99,44.366372,-88.2587304,44.315446,-88.042711,13.7,22.0,,,
n2,n100,44.366372,-88.2587304,44.1457958,-91.0670134,175.3,282.1,,,
n2,n101,44.366372,-88.2587304,45.578866,-92.884752,294.5,474.0,,,
n2,n102,44.366372,-88.2587304,42.50829,-90.690884,217.5,350.0,,,
n2,n103,44.366372,-88.2587304,42.49254,-87.803743,167.1,268.9,,,
n3,n1,44.499718,-87.5954299,43.867771,-88.717945,92.5,148.9,,,
n3,n2,44.499718,-87.5954299,44.366372,-88.2587304,45.2,72.7,,,
n3,n3,44.499718,-87.5954299,44.499718,-87.5954299,0,0.0,,,
n3,n4,44.499718,-87.5954299,45.044792,-89.706382,127.5,205.2,,,
n3,n5,44.499718,-87.5954299,43.9505879,-87.7465309,50.8,81.8,,,
n3,n6,44.499718,-87.5954299,44.115038,-88.2172159,55.8,89.8,,,
n3,n7,44.499718,-87.5954299,44.7366839,-87.5027549,21.2,34.1,,,
n3,n8,44.499718,-87.5954299,44.097001,-88.147437,55.7,89.6,,,
n3,n9,44.499718,-87.5954299,44.2522468,-89.9621392,154.6,248.8,,,
n3,n10,44.499718,-87.5954299,43.427712,-87.985899,98.3,158.2,,,
n3,n11,44.499718,-87.5954299,43.922701,-87.868523,55.6,89.5,,,
n3,n12,44.499718,-87.5954299,44.6838614,-91.8816514,242.4,390.1,,,
n3,n13,44.499718,-87.5954299,44.7807238,-88.291793,53.7,86.4,,,
n3,n14,44.499718,-87.5954299,43.3487533,-88.6550266,128.7,207.1,,,
n3,n15,44.499718,-87.5954299,44.663093,-87.588472,13.5,21.7,,,
n3,n16,44.499718,-87.5954299,44.282748,-88.108356,40.8,65.7,,,
n3,n17,44.499718,-87.5954299,44.540205,-87.789123,11.2,18.0,,,
n3,n18,44.499718,-87.5954299,44.369922,-88.258894,44.7,71.9,,,
n3,n19,44.499718,-87.5954299,44.2994683,-88.1107442,39.9,64.2,,,
n3,n20,44.499718,-87.5954299,44.9115979,-88.3436306,64,103.0,,,
n3,n21,44.499718,-87.5954299,44.369791,-88.229303,43.5,70.0,,,
n3,n22,44.499718,-87.5954299,44.5547449,-87.478025,9.8,15.8,,,
n3,n23,44.499718,-87.5954299,45.330174,-91.543636,243,391.1,,,
n3,n24,44.499718,-87.5954299,43.991883,-87.758921,48.5,78.1,,,
n3,n25,44.499718,-87.5954299,44.6407302,-90.3771428,172.9,278.3,,,
n3,n26,44.499718,-87.5954299,43.123768,-89.548574,171.2,275.5,,,
n3,n27,44.499718,-87.5954299,44.595906,-88.789993,68.8,110.7,,,
n3,n28,44.499718,-87.5954299,42.7377646,-89.3607856,191.3,307.9,,,
n3,n29,44.499718,-87.5954299,45.115722,-87.965177,68.9,110.9,,,
n3,n30,44.499718,-87.5954299,43.702029,-88.358279,100.1,161.1,,,
n3,n31,44.499718,-87.5954299,44.2997938,-88.9616664,89.8,144.5,,,
n3,n32,44.499718,-87.5954299,43.2627431,-89.4217299,157.7,253.8,,,
n3,n33,44.499718,-87.5954299,44.6760007,-87.4156663,20,32.2,,,
n3,n34,44.499718,-87.5954299,44.616287,-87.63395,9.4,15.1,,,
n3,n35,44.499718,-87.5954299,44.9076949,-88.201485,57.7,92.9,,,
n3,n36,44.499718,-87.5954299,44.993569,-88.4431369,70.9,114.1,,,
n3,n37,44.499718,-87.5954299,43.563386,-88.3733479,115.3,185.6,,,
n3,n38,44.499718,-87.5954299,45.032389,-90.121009,147.9,238.0,,,
n3,n39,44.499718,-87.5954299,44.9188885,-89.1435829,96.4,155.1,,,
n3,n40,44.499718,-87.5954299,44.334034,-88.168628,44.2,71.1,,,
n3,n41,44.499718,-87.5954299,44.203572,-88.106757,46.2,74.4,,,
n3,n42,44.499718,-87.5954299,44.6441993,-88.3247075,43.3,69.7,,,
n3,n43,44.499718,-87.5954299,44.5040238,-89.2921029,115.5,185.9,,,
n3,n44,44.499718,-87.5954299,44.7341321,-90.5163997,176.5,284.0,,,
n3,n45,44.499718,-87.5954299,43.8943569,-88.5950853,87.1,140.2,,,
n3,n46,44.499718,-87.5954299,44.3926874,-88.0902886,33.6,54.1,,,
n3,n47,44.499718,-87.5954299,42.7853566,-90.2565106,227.5,366.1,,,
n3,n48,44.499718,-87.5954299,44.487244,-87.7649307,12.5,20.1,,,
n3,n49,44.499718,-87.5954299,44.409054,-87.904771,22.4,36.0,,,
n3,n50,44.499718,-87.5954299,42.973292,-88.775482,157.1,252.8,,,
n3,n51,44.499718,-87.5954299,44.340874,-88.133287,39.2,63.1,,,
n3,n52,44.499718,-87.5954299,43.908778,-88.290109,73,117.5,,,
n3,n53,44.499718,-87.5954299,42.5695939,-89.4255293,204.9,329.8,,,
n3,n54,44.499718,-87.5954299,42.6533571,-90.2918458,238.4,383.7,,,
n3,n55,44.499718,-87.5954299,44.388485,-88.314505,46.4,74.7,,,
n3,n56,44.499718,-87.5954299,44.257304,-87.961376,35.6,57.3,,,
n3,n57,44.499718,-87.5954299,43.861379,-89.557082,136.2,219.2,,,
n3,n58,44.499718,-87.5954299,45.1957146,-89.0315902,111.2,179.0,,,
n3,n59,44.499718,-87.5954299,44.130844,-88.167076,51.8,83.4,,,
n3,n60,44.499718,-87.5954299,43.726016,-88.398931,86.3,138.9,,,
n3,n61,44.499718,-87.5954299,44.146298,-88.651705,74.8,120.4,,,
n3,n62,44.499718,-87.5954299,45.639964,-90.3406313,199.4,320.9,,,
n3,n63,44.499718,-87.5954299,44.5526729,-91.4129221,237.1,381.6,,,
n3,n64,44.499718,-87.5954299,45.0086159,-91.7608218,234,376.6,,,
n3,n65,44.499718,-87.5954299,45.0472743,-89.8839076,137.3,221.0,,,
n3,n66,44.499718,-87.5954299,44.844099,-89.26493,96.3,155.0,,,
n3,n67,44.499718,-87.5954299,42.534871,-88.460084,177.1,285.0,,,
n3,n68,44.499718,-87.5954299,43.7449956,-90.7767576,216.2,347.9,,,
n3,n69,44.499718,-87.5954299,42.6328184,-89.9460492,217.8,350.5,,,
n3,n70,44.499718,-87.5954299,43.817701,-88.323724,80.8,130.0,,,
n3,n71,44.499718,-87.5954299,43.4171904,-88.3677982,125.7,202.3,,,
n3,n72,44.499718,-87.5954299,43.6230688,-90.6908274,219,352.4,,,
n3,n73,44.499718,-87.5954299,45.4788,-91.834341,259,416.8,,,
n3,n74,44.499718,-87.5954299,45.0032736,-90.3526429,157.2,253.0,,,
n3,n75,44.499718,-87.5954299,43.686573,-88.398594,106.1,170.8,,,
n3,n76,44.499718,-87.5954299,42.736022,-89.663736,198.4,319.3,,,
n3,n77,44.499718,-87.5954299,43.667986,-88.862655,113.6,182.8,,,
n3,n78,44.499718,-87.5954299,44.597806,-87.731243,12.6,20.3,,,
n3,n79,44.499718,-87.5954299,43.427712,-87.985899,98.3,158.2,,,
n3,n80,44.499718,-87.5954299,44.6838614,-91.8816514,242.4,390.1,,,
n3,n81,44.499718,-87.5954299,44.322784,-87.956543,30.4,48.9,,,
n3,n82,44.499718,-87.5954299,45.004624,-92.394297,262.3,422.1,,,
n3,n83,44.499718,-87.5954299,45.0173606,-90.3556863,158.4,254.9,,,
n3,n84,44.499718,-87.5954299,44.901922,-91.497807,213.2,343.1,,,
n3,n85,44.499718,-87.5954299,43.9790956,-87.8015843,50.6,81.4,,,
n3,n86,44.499718,-87.5954299,42.8646017,-90.6961852,247.7,398.6,,,
n3,n87,44.499718,-87.5954299,43.571302,-87.9327198,83.6,134.5,,,
n3,n88,44.499718,-87.5954299,44.5056081,-91.9506223,260.1,418.6,,,
n3,n89,44.499718,-87.5954299,44.6969027,-88.3831678,48.7,78.4,,,
n3,n90,44.499718,-87.5954299,44.901323,-89.958202,132.1,212.6,,,
n3,n91,44.499718,-87.5954299,42.5937001,-89.3798796,201.4,324.1,,,
n3,n92,44.499718,-87.5954299,44.937498,-89.256461,101.8,163.8,,,
n3,n93,44.499718,-87.5954299,42.868704,-88.868785,168.4,271.0,,,
n3,n94,44.499718,-87.5954299,43.219504,-89.484778,163.8,263.6,,,
n3,n95,44.499718,-87.5954299,43.18301,-89.179032,151.3,243.5,,,
n3,n96,44.499718,-87.5954299,44.58509,-90.019386,155.1,249.6,,,
n3,n97,44.499718,-87.5954299,43.770841,-87.924136,72.7,117.0,,,
n3,n98,44.499718,-87.5954299,44.8223091,-90.1500371,151.8,244.3,,,
n3,n99,44.499718,-87.5954299,44.315446,-88.042711,35.6,57.3,,,
n3,n100,44.499718,-87.5954299,44.1457958,-91.0670134,217,349.2,,,
n3,n101,44.499718,-87.5954299,45.578866,-92.884752,312.1,502.3,,,
n3,n102,44.499718,-87.5954299,42.50829,-90.690884,259.2,417.1,,,
n3,n103,44.499718,-87.5954299,42.49254,-87.803743,165.6,266.5,,,
n4,n1,45.044792,-89.706382,43.867771,-88.717945,122.8,197.6,,,
n4,n2,45.044792,-89.706382,44.366372,-88.2587304,109.9,176.9,,,
n4,n3,45.044792,-89.706382,44.499718,-87.5954299,127.6,205.4,,,
n4,n4,45.044792,-89.706382,45.044792,-89.706382,0,0.0,,,
n4,n5,45.044792,-89.706382,43.9505879,-87.7465309,150.6,242.4,,,
n4,n6,45.044792,-89.706382,44.115038,-88.2172159,122.9,197.8,,,
n4,n7,45.044792,-89.706382,44.7366839,-87.5027549,140.6,226.3,,,
n4,n8,45.044792,-89.706382,44.097001,-88.147437,128.9,207.4,,,
n4,n9,45.044792,-89.706382,44.2522468,-89.9621392,68.8,110.7,,,
n4,n10,45.044792,-89.706382,43.427712,-87.985899,172.6,277.8,,,
n4,n11,45.044792,-89.706382,43.922701,-87.868523,155.3,249.9,,,
n4,n12,45.044792,-89.706382,44.6838614,-91.8816514,127.7,205.5,,,
n4,n13,45.044792,-89.706382,44.7807238,-88.291793,86.9,139.9,,,
n4,n14,45.044792,-89.706382,43.3487533,-88.6550266,159,255.9,,,
n4,n15,45.044792,-89.706382,44.663093,-87.588472,132.7,213.6,,,
n4,n16,45.044792,-89.706382,44.282748,-88.108356,121.9,196.2,,,
n4,n17,45.044792,-89.706382,44.540205,-87.789123,115.6,186.0,,,
n4,n18,45.044792,-89.706382,44.369922,-88.258894,109.4,176.1,,,
n4,n19,45.044792,-89.706382,44.2994683,-88.1107442,120.7,194.2,,,
n4,n20,45.044792,-89.706382,44.9115979,-88.3436306,89.5,144.0,,,
n4,n21,45.044792,-89.706382,44.369791,-88.229303,110.1,177.2,,,
n4,n22,45.044792,-89.706382,44.5547449,-87.478025,132.5,213.2,,,
n4,n23,45.044792,-89.706382,45.330174,-91.543636,128.3,206.5,,,
n4,n24,45.044792,-89.706382,43.991883,-87.758921,148.2,238.5,,,
n4,n25,45.044792,-89.706382,44.6407302,-90.3771428,60.7,97.7,,,
n4,n26,45.044792,-89.706382,43.123768,-89.548574,147.7,237.7,,,
n4,n27,45.044792,-89.706382,44.595906,-88.789993,66.9,107.7,,,
n4,n28,45.044792,-89.706382,42.7377646,-89.3607856,178,286.5,,,
n4,n29,45.044792,-89.706382,45.115722,-87.965177,102.7,165.3,,,
n4,n30,45.044792,-89.706382,43.702029,-88.358279,137.3,221.0,,,
n4,n31,45.044792,-89.706382,44.2997938,-88.9616664,77.4,124.6,,,
n4,n32,45.044792,-89.706382,43.2627431,-89.4217299,136.2,219.2,,,
n4,n33,45.044792,-89.706382,44.6760007,-87.4156663,144.4,232.4,,,
n4,n34,45.044792,-89.706382,44.616287,-87.63395,130.3,209.7,,,
n4,n35,45.044792,-89.706382,44.9076949,-88.201485,93.9,151.1,,,
