time,demand,com_gens,started,off,gen_m,gen_p,gen_tot,D_shed
11.75,9173.105585663503,18.0,0.0,0.0,42.330000000000005,10090.416144229845,10132.746144229845,8.816947172363143e-12
12.0,9235.059612224588,18.0,0.0,0.0,38.84293219829926,10158.565573447031,10197.40850564533,9.228173780684301e-12
12.25,9291.399332103132,18.0,0.0,0.0,1.268768423656752e-10,10220.539265313488,10220.539265313615,1.653213970576673e-10
12.5,9353.353358664219,18.0,0.0,0.0,1.322226772515478e-10,10288.688694528708,10288.68869452884,2.028128866417922e-9
12.75,9426.291634590356,21.0,3.0,0.0,2.886579864025407e-15,10368.920798057074,10368.920798057074,-1.1077494632899333e-8
13.0,9499.229910516497,22.0,1.0,0.0,4.052314039881821e-15,10449.152901567593,10449.152901567593,1.359109668879759e-10
13.25,9570.0663987872,21.0,0.0,1.0,429.2244585654641,10527.07303866776,10956.297497233225,-1.78629831324405e-9
13.5,9643.004674713344,21.0,0.0,0.0,280.8325593108405,10607.305142184656,10888.137701495496,9.45829374672025e-11
13.75,9722.406750635086,21.0,0.0,0.0,81.6091844779962,10694.64742570587,10776.256610183867,-8.54781912848837e-9
14.0,9801.808826556828,21.0,0.0,0.0,79.56999999326321,10781.989709218908,10861.559709212172,-6.1739958592097825e-9
14.25,9882.308561225578,24.0,3.0,0.0,43.39621797768116,10870.539417347847,10913.935635325528,3.7285291854923045e-10
14.5,9961.710637147324,25.0,1.0,0.0,4.9960036108132044e-15,10957.881700862707,10957.881700862707,-5.665583866194378e-10
14.75,10041.803768071592,25.0,0.0,0.0,1.0658141036401503e-14,11045.984144878757,11045.984144878757,2.3390691373591156e-10
15.0,10121.89689899586,25.0,0.0,0.0,5.417044590672049e-11,11134.086588895043,11134.086588895098,4.37709483112573e-10
15.25,10205.974060601171,20.0,0.0,5.0,52.98816586073598,11226.571466661288,11279.559632522023,2.0357040820087554e-11
15.5,10286.06719152544,20.0,0.0,0.0,38.209649113420426,11314.673910677975,11352.883559791395,2.4748199206804633e-11
15.75,10361.078633209154,20.0,0.0,0.0,37.94223262908206,11397.186496530063,11435.128729159145,1.5617720772567685e-11
16.0,10436.09007489287,20.0,0.0,0.0,40.97277608424844,11479.699082382145,11520.671858466394,1.422860972415669e-11
16.25,10517.109419755234,20.0,0.0,0.0,37.14349705920323,11568.820361730755,11605.963858789959,1.2164487356493257e-11
16.5,10592.12086143895,21.0,1.0,0.0,2.4868995751603507e-14,11651.33294758277,11651.33294758277,8.187937503643652e-11
16.75,10657.427869137613,21.0,0.0,0.0,2.9753977059954195e-14,11723.170656051368,11723.170656051368,8.334662010746317e-12
17.0,10722.73487683628,23.0,2.0,0.0,8.326672684688674e-15,11795.00836451996,11795.00836451996,-3.942624860992787e-11
17.25,10792.911162246352,18.0,0.0,5.0,96.98848968493888,11872.202278470977,11969.190768155915,8.114398042380344e-12
17.5,10858.218169945016,17.0,0.0,1.0,6.378071837569239,11944.039986939508,11950.418058777077,2.3820044198778682e-11
17.75,10913.797996033458,17.0,0.0,0.0,2.609024107869118e-15,12005.177795636884,12005.177795636884,-2.185363429644124e-11
18.0,10969.377822121898,17.0,0.0,0.0,1.887379141862766e-15,12066.315604334071,12066.315604334071,1.9837456444562977e-11
18.25,11028.975799922895,1.0,0.0,16.0,254.69714217681525,12131.873379915174,12386.57052209199,6.598065334462671e-10
18.5,11084.555626011335,1.0,0.0,0.0,82.02605619500102,12193.011188612454,12275.037244807456,-3.2622844665044915e-11
18.75,11131.535522612958,1.0,0.0,0.0,134.37418310900497,12244.689074874244,12379.063257983249,2.927673375971054e-10
19.0,11178.515419214584,0.0,0.0,1.0,7.549516567451064e-15,12296.36696113602,12296.36696113602,3.211940850513931e-10
19.25,11228.949840810808,0.0,0.0,0.0,7.771561172376096e-15,12351.844824891867,12351.844824891867,1.1085478351959008e-10
19.5,11275.929737412434,0.0,0.0,0.0,2.2677467107717098,12403.522711153659,12405.79045786443,4.2163081171601824e-10
19.75,11315.436957525646,0.0,0.0,0.0,8.43769498715119e-15,12446.980653278202,12446.980653278202,-4.1685266129232335e-11
20.0,11354.944177638861,0.0,0.0,0.0,5.10702591327572e-15,12490.438595402704,12490.438595402704,7.518147503356836e-11
20.25,11397.356883935201,0.0,0.0,0.0,1.5154544286133387e-14,12537.09257232872,12537.09257232872,-9.316029312299393e-9
20.5,11436.864104048416,3.0,3.0,0.0,6.661338147750939e-15,12580.55051445334,12580.55051445334,-3.6405472793125306e-10
20.75,11470.006450421324,4.0,1.0,0.0,2.042810365310288e-14,12617.007095463601,12617.007095463601,-2.3557943378310233e-10
21.0,11503.148796794236,6.0,2.0,0.0,9.825473767932635e-15,12653.463676473566,12653.463676473566,3.65575758243917e-10
21.25,11538.701074133369,7.0,1.0,0.0,6.439293542825908e-15,12692.571181546726,12692.571181546726,4.362185836225312e-12
21.5,11571.843420506279,11.0,4.0,0.0,4.440892098500626e-16,12729.027762557267,12729.027762557267,-3.4705093498864745e-10
21.75,11599.650901010793,15.0,4.0,0.0,1.3988810110276972e-14,12759.615991111821,12759.615991111821,2.4785916911984258e-11
22.0,11627.458381515302,20.0,5.0,0.0,1.509903313490213e-14,12790.204219666839,12790.204219666839,1.8822796314385956e-10
22.25,11657.17537533156,19.0,0.0,1.0,3.5760798362161546,12822.892912864712,12826.468992700928,2.518108799399624e-11
22.5,11684.982855836071,19.0,0.0,0.0,1.4432899320127035e-14,12853.481141419668,12853.481141419668,2.268762955282e-11
22.75,11708.466029968788,18.0,0.0,1.0,1.3766765505351941e-14,12879.31263296563,12879.31263296563,3.8844004938997844e-11
23.0,11731.949204101506,18.0,0.0,0.0,6.494804694057166e-15,12905.14412451177,12905.14412451177,-9.148606657230085e-11
23.25,11756.836612360168,18.0,1.0,1.0,2.0650148258027912e-14,12932.520273596147,12932.520273596147,4.666134145736578e-11
23.5,11780.319786492884,18.0,0.0,0.0,1.84297022087776e-14,12958.351765142123,12958.351765142123,6.327601690810889e-11
23.75,11800.489213000412,18.0,0.0,0.0,3.552713678800501e-15,12980.53813430042,12980.53813430042,2.974946785310112e-11
24.0,11820.658639507938,18.0,0.0,0.0,8.548717289613705e-15,13002.724503458721,13002.724503458721,1.803261814041707e-11
24.25,11841.820097923955,20.0,2.0,0.0,1.071365218763276e-14,13026.002107716284,13026.002107716284,7.627583427581052e-11
24.5,11861.98952443148,21.0,1.0,0.0,5.10702591327572e-15,13048.188476874435,13048.188476874435,2.0757161688716818e-10
24.75,11879.731659185949,22.0,1.0,0.0,1.2323475573339238e-14,13067.70482510458,13067.70482510458,-9.007738360420645e-13
25.0,11897.473793940422,22.0,0.0,0.0,7.66053886991358e-15,13087.22117333426,13087.22117333426,2.433713842204046e-10
25.25,11916.137043165725,22.0,0.0,0.0,1.7208456881689926e-14,13107.750747482165,13107.750747482165,1.4721278784118704e-10
25.5,11933.879177920193,21.0,0.0,1.0,1.9317880628477724e-14,13127.267095712255,13127.267095712255,-1.0195520768587338e-11
25.75,11949.584062795879,18.0,0.0,3.0,1.3322676295501878e-14,13144.542469075443,13144.542469075443,2.428542230024399e-11
26.0,11965.288947671565,17.0,0.0,1.0,1.9317880628477724e-14,13161.817842438682,13161.817842438682,4.3373304947635916e-11
26.25,11981.813003330542,16.0,0.0,1.0,6.661338147750939e-15,13179.994303663578,13179.994303663578,2.8400393148331204e-11
26.5,11997.517888206226,13.0,0.0,3.0,4.884981308350689e-15,13197.269677026798,13197.269677026798,5.1271835404412596e-11
26.75,12011.451462077923,12.0,0.0,1.0,1.1546319456101628e-14,13212.596608285658,13212.596608285658,5.693046034593863e-11
27.0,12025.385035949625,11.0,0.0,1.0,1.6209256159527285e-14,13227.923539544507,13227.923539544507,5.428098389035661e-11
27.25,12040.004810885965,11.0,0.0,0.0,1.787459069646502e-14,13244.005291974532,13244.005291974532,3.784088799988574e-11
27.5,12053.938384757661,10.0,0.0,1.0,1.1657341758564144e-14,13259.332223233867,13259.332223233867,-2.8521712749034814e-10
