time,demand,com_gens,started,off,gen_m,gen_p,gen_tot,D_shed
1,8441.293728180317,101.0,0.0,0.0,2.220446049250313e-15,9285.423100998332,9285.423100998332,8.951062113737862e-12
2,8274.034360186433,88.0,0.0,13.0,1.1102230246251565e-14,9101.437796205078,9101.437796205078,8.482103908136196e-12
3,8159.923544176522,60.0,0.0,28.0,8.881784197001252e-16,8975.91589859412,8975.91589859412,1.071072119884775e-10
4,8096.089391148598,60.0,0.0,0.0,4.440892098500626e-16,8905.698330263476,8905.698330263476,1.6012968728773558e-11
5,8079.660015100683,60.0,0.0,0.0,8.881784197001252e-16,8887.626016610759,8887.626016610759,3.803002357471996e-11
6,8107.320900031017,60.0,0.0,0.0,5.273559366969494e-16,8918.05299003414,8918.05299003414,1.1931788890251482e-11
7,8173.987017938714,60.0,0.0,0.0,1.6431300764452317e-14,8991.385719732541,8991.385719732541,4.459188573946449e-11
8,8274.130714823104,69.0,9.0,0.0,1.0658141036401503e-14,9101.543786305452,9101.543786305452,4.802114261792667e-11
9,8402.22433168353,117.0,48.0,0.0,4.884981308350689e-15,9242.446764851906,9242.446764851906,4.0600411921332125e-11
10,8554.95335451822,119.0,2.0,0.0,1.5987211554602254e-14,9410.448689969886,9410.448689969886,4.297451283719056e-11
11,8737.855831321047,121.0,2.0,0.0,1.7763568394002505e-15,9611.641414453135,9611.641414453135,6.631850624216895e-11
12,8958.682951084784,122.0,1.0,0.0,8.881784197001252e-16,9854.551246193252,9854.551246193252,4.1659120597614674e-11
13,9225.185903802205,122.0,0.0,0.0,3.4416913763379853e-15,10147.70449418243,10147.70449418243,3.086952915509755e-11
14,9539.638659474731,123.0,1.0,0.0,8.881784197001252e-16,10493.602525422195,10493.602525422195,2.34123831432953e-11
15,9882.406312138373,125.0,2.0,0.0,8.881784197001252e-16,10870.646943351983,10870.646943351983,1.524043113931839e-10
16,10228.376739837788,127.0,2.0,0.0,1.9095836023552692e-14,11251.214413821514,11251.214413821514,7.934275458865159e-11
17,10552.437817617638,127.0,0.0,0.0,3.9968028886505635e-15,11607.681599379346,11607.681599379346,6.491518433904275e-11
18,10833.577149509953,128.0,2.0,1.0,9.769962616701378e-15,11916.934864460927,11916.934864460927,2.7217339493290638e-11
19,11067.18124149624,129.0,1.0,0.0,1.3322676295501878e-15,12173.89936564584,12173.89936564584,6.247091732802801e-11
20,11252.73632854539,129.0,0.0,0.0,4.440892098500626e-16,12378.00996139991,12378.00996139991,3.590372443795786e-11
21,11389.728647626273,129.0,0.0,0.0,3.83026943495679e-15,12528.701512388876,12528.701512388876,2.1501023184100632e-11
22,11480.753663710953,130.0,1.0,0.0,7.105427357601002e-15,12628.829030082026,12628.829030082026,3.2166269647859735e-11
23,11540.843775784188,131.0,1.0,0.0,8.881784197001252e-16,12694.928153362569,12694.928153362569,5.197264840717253e-11
24,11588.1406188339,131.0,0.0,0.0,1.7763568394002505e-15,12746.954680717272,12746.954680717272,2.651390218488814e-11
25,11640.785824848026,132.0,1.0,0.0,3.552713678800501e-15,12804.86440733281,12804.86440733281,5.0166093501502473e-11
