time,demand,gen_m,gen_p,gen_tot,D_shed
13.0,9658.350996538287,1.9567680809018384e-15,9899.809771451484,9899.809771451484,5.614602116565948e-10
13.25,9723.7229646627,8.881784197001252e-16,9966.816038779281,9966.816038779281,8.818471364863218e-11
13.5,9790.986327596853,0.0,10035.760985786743,10035.760985786743,1.823785567012237e-11
13.75,9864.098566274428,4.440892098500626e-16,10110.701030431257,10110.701030431257,-8.083816126369491e-11
14.0,9937.210804952005,6.161737786669619e-15,10185.641075075035,10185.641075075035,8.293873684567807e-10
14.25,10011.349200380857,6.411537967210279e-15,10261.632930390371,10261.632930390371,2.440359025968064e-11
14.5,10084.461439058434,8.881784197001252e-16,10336.572975034906,10336.572975034906,3.709388352035603e-11
14.75,10158.155093982115,0.0,10412.10897133173,10412.10897133173,2.7846169814438326e-11
15.0,10231.848748905799,2.7755575615628914e-16,10487.644967628441,10487.644967628441,3.68860497701462e-11
15.25,10309.202288641916,8.881784197001252e-16,10566.932345857973,10566.932345857973,8.488143521390157e-11
15.5,10382.895943565603,4.440892098500626e-16,10642.468342154702,10642.468342154702,5.4287241368911054e-11
15.75,10451.90355748807,6.217248937900877e-15,10713.201146425256,10713.201146425256,2.5069724074455735e-11
16.0,10520.911171410538,1.4155343563970746e-15,10783.93395069581,10783.93395069581,1.503508428868372e-11
16.25,10595.256098706363,0.0,10860.137501174015,10860.137501174015,3.68967079111826e-11
16.5,10664.26371262883,2.6645352591003757e-15,10930.870305444527,10930.870305444527,9.041301041179395e-11
16.75,10724.592895053085,6.661338147750939e-16,10992.707717429419,10992.707717429419,5.17950127232325e-11
17.0,10784.922077477333,8.239936510889834e-16,11054.545129414268,11054.545129414268,5.3795190524397185e-11
17.25,10848.759566959989,1.1900203045200897e-15,11119.978556134054,11119.978556134054,3.849365270980343e-11
17.5,10909.08874938424,1.3322676295501878e-15,11181.815968118834,11181.815968118834,6.865263912914088e-11
17.75,10961.847378564547,2.275957200481571e-15,11235.89356302861,11235.89356302861,1.946790825275166e-10
18.0,11014.606007744856,1.3877787807814457e-15,11289.971157938451,11289.971157938451,3.1512570330960443e-11
18.25,11069.362704418692,8.881784197001252e-16,11346.096772029134,11346.096772029134,7.256417688950023e-11
18.5,11122.121333599,2.1649348980190553e-15,11400.174366938982,11400.174366938982,7.456435469066491e-11
18.75,11169.692355039964,1.2434497875801753e-14,11448.93466391599,11448.93466391599,2.0587975768648903e-11
19.0,11217.263376480923,1.44953493652622e-14,11497.694960892932,11497.694960892932,1.4259896453156035e-10
19.25,11265.640991725611,4.440892098500626e-15,11547.282016518757,11547.282016518757,1.3022471989643236e-11
19.5,11313.212013166576,0.0,11596.042313495713,11596.042313495713,1.1968026569775247e-10
19.75,11357.97837362278,1.3327013795501879e-15,11641.927832963329,11641.927832963329,1.247943970383858e-10
20.0,11402.744734078988,9.746544195430719e-15,11687.813352430952,11687.813352430952,1.206519328889044e-10
20.25,11447.738370587671,4.107825191113079e-15,11733.931829852347,11733.931829852347,3.646327684236894e-11
20.5,11492.50473104388,4.440892098500626e-16,11779.817349319937,11779.817349319937,8.889777802778553e-11
20.75,11536.03316976853,6.571132527000145e-15,11824.433999012732,11824.433999012732,4.6480153059746954e-11
21.0,11579.56160849318,1.5765166949677223e-14,11869.050648705486,11869.050648705486,5.172040573597769e-11
21.25,11624.982571085397,5.551115123125783e-17,11915.607135362505,11915.607135362505,4.8125059493031586e-11
21.5,11668.511009810045,1.4210854715202004e-14,11960.223785055332,11960.223785055332,4.721911750493746e-11
21.75,11709.103442800762,3.3306690738754696e-16,12001.831028870767,12001.831028870767,3.297273565294745e-11
22.0,11749.695875791474,7.417243902407833e-15,12043.438272686266,12043.438272686266,1.4694023775518872e-11
22.25,11793.64202896449,0.0,12088.483079688598,12088.483079688598,4.178701829005149e-11
22.5,11834.234461955204,0.0,12130.090323504091,12130.090323504091,1.148947603724082e-11
22.75,11869.37659945821,0.0,12166.111014444696,12166.111014444696,2.779465546609572e-11
23.0,11904.518736961214,1.7763568394002505e-15,12202.131705385189,12202.131705385189,9.802292311178462e-11
23.25,11944.271740085906,3.552713678800501e-15,12242.87853358806,12242.87853358806,2.5062618647098134e-11
23.5,11979.413877588913,3.552713678800501e-15,12278.899224528684,12278.899224528684,2.1440627051561023e-11
23.75,12006.591429100432,9.821570640111688e-15,12306.756214827894,12306.756214827894,1.0382272819242644e-10
24.0,12033.76898061195,0.0,12334.613205127293,12334.613205127293,4.835065681163542e-11
24.25,12066.048579809649,8.808925811010226e-15,12367.699794304772,12367.699794304772,1.1515410847096064e-10
24.5,12093.22613132117,3.3306690738754696e-15,12395.556784604178,12395.556784604178,4.232170169871097e-11
24.75,12110.94609058729,1.0627349694702914e-14,12413.719742851958,12413.719742851958,1.8133050616597757e-11
25.0,12128.666049853413,4.193910843608428e-15,12431.88270109973,12431.88270109973,2.0545343204503297e-11
25.25,12149.170709995584,1.587618925213974e-14,12452.899977745486,12452.899977745486,3.991118546764483e-11
25.5,12166.890669261706,1.7763568394002505e-15,12471.062935993246,12471.062935993246,1.637801005927031e-11
25.75,12177.745163277954,1.5765166949677223e-14,12482.188792359877,12482.188792359877,3.339550858072471e-11
26.0,12188.599657294202,1.169572251547013e-14,12493.31464872649,12493.31464872649,3.163691530971846e-11
26.25,12200.176825876346,8.881784197001252e-15,12505.18124652321,12505.18124652321,3.907452139628731e-11
26.5,12211.031319892598,1.1546319456101628e-14,12516.307102889876,12516.307102889876,4.1662673311293474e-11
26.75,12218.633759404365,0.0,12524.099603389232,12524.099603389232,3.119247082850052e-10
27.0,12226.236198916133,2.220446049250313e-14,12531.892103888982,12531.892103888982,5.566214156260685e-11
27.25,12232.754607058601,1.4210854715202004e-14,12538.573472235039,12538.573472235039,3.346656285430072e-11
27.5,12240.35704657037,1.0658141036401503e-14,12546.36597273457,12546.36597273457,5.093880872664158e-11
27.75,12248.320843073046,1.95364557864508e-14,12554.528864149866,12554.528864149866,1.8566481685411418e-11
28.0,12256.284639575722,7.435024818036595e-15,12562.691755565063,12562.691755565063,4.738964776151988e-11
28.25,12262.096420647682,3.1086244689504383e-15,12568.648831163802,12568.648831163802,7.969092052917404e-11
28.5,12270.06021715036,3.8968828164342995e-14,12576.8117225791,12576.8117225791,2.8320457090558193e-11
28.75,12281.013819890964,9.096889908022376e-15,12588.039165388229,12588.039165388229,3.470113085768389e-11
29.0,12291.967422631567,7.195632978351796e-15,12599.266608197328,12599.266608197328,3.9761971493135206e-11
29.25,12302.40966681306,5.245803791353865e-15,12609.96990848339,12609.96990848339,4.2009062894976523e-11
29.5,12313.363269553662,1.4210854715202004e-14,12621.197351292489,12621.197351292489,4.374989259758877e-11
29.75,12325.995285785722,1.865174681370263e-14,12634.145167930348,12634.145167930348,1.4711787343912874e-11
30.0,12338.627302017783,0.0,12647.092984568222,12647.092984568222,3.150191218992404e-11
30.25,12352.142376062746,0.0,12660.945935464277,12660.945935464277,3.6775915646103385e-11
30.5,12364.774392294805,3.197442310920451e-14,12673.893752102162,12673.893752102162,4.239453232912638e-11
30.75,12376.788469273484,2.6645352591003757e-15,12686.208181005313,12686.208181005313,1.7816859099184512e-11
31.0,12388.802546252165,3.552713678800501e-15,12698.52260990844,12698.52260990844,5.618616683022992e-11
31.25,12402.847858728666,1.4210854715202004e-14,12712.919055196857,12712.919055196857,3.345590471326432e-11
31.5,12414.861935707348,5.329070518200751e-15,12725.233484099996,12725.233484099996,5.5418780675609014e-11
31.75,12423.961718937808,2.708944180085382e-14,12734.560761911238,12734.560761911238,2.419042743895261e-11
32.0,12433.061502168266,1.7735812818386876e-14,12743.88803972248,12743.88803972248,1.8964385617437074e-11
32.25,12444.83554276982,5.10702591327572e-15,12755.956431339051,12755.956431339051,3.9605652091267984e-11
32.5,12453.93532600028,3.552713678800501e-15,12765.283709150268,12765.283709150268,2.283861988416902e-11
32.75,12458.498001486541,3.197442310920451e-14,12769.960451523675,12769.960451523675,4.5561776573777024e-11
33.0,12463.060676972802,1.0269562977782698e-14,12774.637193897119,12774.637193897119,1.9845458609779598e-11
33.25,12469.088400206567,1.0658141036401503e-14,12780.81561021172,12780.81561021172,4.39612790614774e-11
33.5,12473.651075692826,3.552713678800501e-15,12785.492352585103,12785.492352585103,5.346834086594754e-11
33.75,12474.747984934336,9.325873406851315e-15,12786.616684557677,12786.616684557677,3.242206503273337e-11
34.0,12475.844894175849,0.0,12787.741016530224,12787.741016530224,1.4917844737283303e-11
34.25,12477.366025603498,2.6645352591003757e-15,12789.3001762436,12789.3001762436,2.5693225325085223e-11
34.5,12478.46293484501,0.0,12790.42450821613,12790.42450821613,2.5345059384562774e-11
34.75,12477.838959090084,1.5334955527634975e-14,12789.784933067305,12789.784933067305,5.141131964592205e-11
35.0,12477.214983335161,5.004330283497893e-14,12789.145357918529,12789.145357918529,9.57101065068855e-12
35.25,12476.142789892221,1.609823385706477e-14,12788.046359639502,12788.046359639502,2.3359092438113294e-11
35.5,12475.518814137298,3.552713678800501e-15,12787.406784490704,12787.406784490704,2.0399681943672476e-11
35.75,12474.918833634245,8.881784197001252e-16,12786.791804475079,12786.791804475079,1.5138112985368934e-11
36.0,12474.318853131193,7.105427357601002e-15,12786.176824459453,12786.176824459453,1.538147387236677e-11
36.25,12472.776599565528,1.354472090042691e-14,12784.596014554774,12784.596014554774,1.4422893038131136e-11
36.5,12472.17661906248,7.533904056167273e-15,12783.981034538992,12783.981034538992,8.773781701165717e-11
36.75,12472.841001060213,2.6645352591003757e-14,12784.662026086895,12784.662026086895,-6.9129289599052725e-12
37.0,12473.505383057945,2.6645352591003757e-15,12785.343017634666,12785.343017634666,6.399147878255462e-11
37.25,12474.120850179323,2.55351295663786e-14,12785.973871433713,12785.973871433713,2.7201352281736035e-11
37.5,12474.785232177055,3.552713678800501e-14,12786.654862982083,12786.654862982083,-1.6775848805391915e-10
37.75,12475.93628817686,3.1086244689504383e-15,12787.83469538135,12787.83469538135,4.507925937250066e-11
38.0,12477.087344176662,1.7763568394002505e-14,12789.014527780615,12789.014527780615,5.461202458505747e-10
38.25,12478.956715424018,8.881784197001252e-15,12790.930633309565,12790.930633309565,2.2577382978997294e-10
38.5,12480.10777142382,1.4876988529977098e-14,12792.11046570917,12792.11046570917,2.6687274612413603e-10
38.75,12480.463298427581,4.440892098500626e-16,12792.474880887889,12792.474880887889,4.2439651792847144e-10
39.0,12480.818825431337,1.4210854715202004e-14,12792.839296067099,12792.839296067099,2.1668000727004255e-11
39.25,12482.533768994208,1.7763568394002505e-15,12794.59711321897,12794.59711321897,6.474820679613913e-11
39.5,12482.889295997964,0.0,12794.961528397835,12794.961528397835,7.322853434743593e-11
39.75,12481.16709125756,8.881784197001252e-16,12793.196268538883,12793.196268538883,7.886669095569232e-11
40.0,12479.444886517153,7.105427357601002e-15,12791.431008680069,12791.431008680069,4.054712121615012e-11
40.25,12479.483346523097,1.8207657603852567e-14,12791.470430186384,12791.470430186384,-8.756663489603424e-11
40.5,12477.76114178269,5.329070518200751e-15,12789.705170327004,12789.705170327004,2.318714109605935e-10
40.75,12472.9988067991,1.5783598386609476e-14,12784.823776969095,12784.823776969095,1.2011790133928544e-10
41.0,12468.236471815504,4.440892098500626e-15,12779.942383610933,12779.942383610933,1.6195045304812083e-11
41.25,12464.756588830498,2.842170943040401e-14,12776.375503551235,12776.375503551235,1.7626788917368685e-11
41.5,12459.994253846906,2.930988785010413e-14,12771.494110193036,12771.494110193036,3.3219649253624084e-11
41.75,12452.508606117462,4.1843264964036564e-14,12763.821321270369,12763.821321270369,2.0438761794139282e-11
42.0,12445.022958388015,5.745404152435185e-15,12756.148532347688,12756.148532347688,2.3920421199363773e-11
42.25,12438.421500159175,2.220446049250313e-15,12749.382037663128,12749.382037663128,1.84510184908504e-11
42.5,12430.935852429733,1.1088352458443751e-14,12741.709248740442,12741.709248740442,2.595967885099526e-11
42.75,12421.36351445087,3.197442310920451e-14,12731.897602312127,12731.897602312127,1.6338930208803504e-11
43.0,12411.791176472007,6.213779490948923e-15,12722.08595588377,12722.08595588377,2.1575630171355442e-11
43.25,12402.784717683031,3.552713678800501e-15,12712.854335624832,12712.854335624832,2.7779378797276877e-10
43.5,12393.212379704168,5.329070518200751e-15,12703.042689196745,12703.042689196745,2.070521532004932e-11
43.75,12382.189972722317,2.842170943040401e-14,12691.744722040361,12691.744722040361,2.049382885616069e-11
44.0,12371.167565740467,5.329070518200751e-15,12680.446754883966,12680.446754883966,1.5553780485788593e-11
44.25,12360.338660574564,1.5987211554602254e-14,12669.347127088902,12669.347127088902,2.4412472043877642e-11
44.5,12349.316253592711,5.551115123125783e-16,12658.049159932349,12658.049159932349,1.9112889049210935e-10
44.75,12337.55248785527,1.709743457922741e-14,12645.991300051766,12645.991300051766,2.2723156689608004e-11
45.0,12325.788722117824,2.1316282072803006e-14,12633.9334401709,12633.9334401709,2.0122570276726037e-11
45.25,12313.647840382233,3.1086244689504383e-15,12621.489036391766,12621.489036391766,1.7198686919073225e-11
45.5,12301.884074644791,3.9968028886505635e-15,12609.431176511049,12609.431176511049,2.3234747459355276e-11
45.75,12290.376010653015,5.329070518200751e-15,12597.63541091928,12597.63541091928,1.0014034046434972e-10
46.0,12278.867946661245,8.881784197001252e-16,12585.839645327766,12585.839645327766,1.4503953593703045e-11
46.25,12266.430170607468,1.509903313490213e-14,12573.09092487263,12573.09092487263,4.108358098164899e-11
46.5,12254.922106615695,6.661338147750939e-15,12561.295159281035,12561.295159281035,2.795275122480234e-11
46.75,12244.738892621823,0.0,12550.857364937414,12550.857364937414,3.609557097661309e-11
47.0,12234.555678627952,3.552713678800501e-15,12540.419570593496,12540.419570593496,2.6838264943762624e-10
47.25,12222.908177883457,7.66053886991358e-15,12528.480882330156,12528.480882330156,3.724629493717657e-10
47.5,12212.724963889583,1.0907941216942163e-14,12518.043087986789,12518.043087986789,1.8840040638679056e-11
47.75,12204.935748895838,6.5780714209040525e-15,12510.05914261818,12510.05914261818,5.3722359893981775e-11
48.0,12197.146533902094,5.329070518200751e-15,12502.07519725005,12502.07519725005,-1.6006153386879787e-10
48.25,12187.875957281902,1.5765166949677223e-14,12492.572856213978,12492.572856213978,1.397637561240117e-11
48.5,12180.086742288157,3.197442310920451e-14,12484.588910845312,12484.588910845312,6.046185774266633e-11
48.75,12175.070675796378,2.99482660892636e-14,12479.447442691278,12479.447442691278,1.4569678796760854e-11
49.0,12170.0546093046,2.6645352591003757e-15,12474.3059745372,12474.3059745372,2.1941559680271894e-11
49.25,12165.437601374118,1.7763568394002505e-15,12469.573541408454,12469.573541408454,2.1170620811972185e-11
49.5,12160.42153488234,2.1316282072803006e-14,12464.432073253547,12464.432073253547,1.1006457674274112e-10
49.75,12155.797773142827,1.9539925233402755e-14,12459.692717470423,12459.692717470423,5.053042428926346e-10
50.0,12151.174011403305,3.064215547965432e-14,12454.953361688209,12454.953361688209,4.0952130575533374e-11
50.25,12148.657229725231,3.397282455352979e-14,12452.373660468154,12452.373660468154,4.0966163794564636e-10
50.5,12144.033467985717,7.105427357601002e-15,12447.63430468539,12447.63430468539,-1.0331560761289654e-11
50.75,12136.731167748363,1.7763568394002505e-14,12440.149446941468,12440.149446941468,3.3376146291175246e-10
51.0,12129.428867511013,0.0,12432.664589197531,12432.664589197531,9.347900231659878e-10
51.25,12125.768967835149,3.552713678800501e-15,12428.913192031217,12428.913192031217,-1.6975603438378333e-10
51.5,12118.466667597797,0.0,12421.428334287726,12421.428334287726,5.5067062021407764e-11
51.75,12105.414987112517,1.432187701766452e-14,12408.050361788893,12408.050361788893,8.420784070040099e-10
52.0,12092.363306627236,2.275957200481571e-14,12394.672389293257,12394.672389293257,-3.5562690863126794e-10
52.25,12082.890214704223,1.1879386363489175e-14,12384.962470070854,12384.962470070854,6.304219368757913e-10
52.5,12069.838534218945,1.554312234475219e-14,12371.584497573456,12371.584497573456,6.381224437745914e-10
52.75,12050.098942234667,1.199040866595169e-14,12351.351415790023,12351.351415790023,3.226003435064629e-10
53.0,12030.359350250386,5.329070518200751e-15,12331.11833400695,12331.11833400695,9.172218540243193e-11
53.25,12008.270673644338,3.552713678800501e-15,12308.47744048494,12308.47744048494,1.4662022414075888e-10
53.5,11988.531081660058,4.440892098500626e-15,12288.2443587018,12288.2443587018,-1.5943540114686788e-10
53.75,11969.694298671804,2.886579864025407e-14,12268.936656138174,12268.936656138174,6.988969403209921e-10
54.0,11950.857515683549,2.3092638912203256e-14,12249.628953575195,12249.628953575195,4.020479031486391e-10
54.25,11924.277054014248,3.197442310920451e-14,12222.38398036459,12222.38398036459,2.949462896140176e-11
54.5,11905.440271025995,1.1546319456101628e-14,12203.076277802693,12203.076277802693,-4.0771211561252346e-11
54.75,11897.22932927781,1.0658141036401503e-14,12194.660062509865,12194.660062509865,1.8827606140803255e-11
55.0,11889.01838752963,0.0,12186.24384721678,12186.24384721678,6.330438395707461e-10
55.25,11868.202251165874,3.1530333899354446e-14,12164.90730744362,12164.90730744362,7.680149849420559e-10
55.5,11859.991309417694,4.440892098500626e-14,12156.491092152397,12156.491092152397,2.4647661689414235e-10
55.75,11872.129240903634,3.019806626980426e-14,12168.932471926208,12168.932471926208,2.4865443037924706e-11
56.0,11884.267172389571,2.7977620220553945e-14,12181.3738516993,12181.3738516993,2.5760726884982432e-11
56.25,11881.844395386226,3.552713678800501e-15,12178.890505270987,12178.890505270987,1.1876721828230075e-11
56.5,11893.982326872165,3.552713678800501e-14,12191.331885043912,12191.331885043912,3.4869884757426917e-11
56.75,11932.317494088527,4.263256414560601e-14,12230.625431440774,12230.625431440774,1.616839995222108e-11
57.0,11970.652661304897,3.375077994860476e-14,12269.918977837444,12269.918977837444,3.97264443563472e-11
57.25,12003.126947277055,3.419486915845482e-14,12303.205120959037,12303.205120959037,2.610889282550488e-11
57.5,12041.46211449342,2.842170943040401e-14,12342.498667355498,12342.498667355498,3.2289371176830173e-10
57.75,12096.344201945529,0.0,12398.752806994211,12398.752806994211,2.169286972275586e-11
58.0,12151.226289397635,4.574118861455645e-14,12455.006946633133,12455.006946633133,-1.3555808060938146e-9
58.25,12207.978655476192,1.0658141036401503e-14,12513.178121863066,12513.178121863066,3.1677771517024667e-11
58.5,12262.860742928298,3.552713678800501e-15,12569.432261503112,12569.432261503112,1.333866350705648e-10
58.75,12320.764765623722,1.1546319456101628e-14,12628.783884762852,12628.783884762852,8.103882009891095e-10
59.0,12378.668788319148,2.6645352591003757e-15,12688.135508031171,12688.135508031171,-2.780924853051258e-10
59.25,12445.205582512237,8.881784197001252e-15,12756.335722077205,12756.335722077205,5.665938829224615e-10
59.5,12503.109605207665,0.0,12815.687345337832,12815.687345337832,2.7927882229050738e-11
59.75,12550.510577653982,1.865174681370263e-14,12864.273342095297,12864.273342095297,4.207834081171313e-11
60.0,12597.911550100302,5.329070518200751e-15,12912.859338852799,12912.859338852799,1.2209788735617622e-10
60.25,12658.155488041264,4.6629367034256575e-14,12974.60937524229,12974.60937524229,1.2427392448444152e-11
60.5,12705.556460487582,1.4654943925052066e-14,13023.195371999724,13023.195371999724,4.3367975877117715e-11
60.75,12732.332462191338,2.9753977059954195e-14,13050.640773746103,13050.640773746103,3.178612928422808e-11
61.0,12759.108463895094,2.842170943040401e-14,13078.08617549242,13078.08617549242,4.8975934419104306e-11
61.25,12793.57919653081,1.0658141036401503e-14,13113.418676444053,13113.418676444053,3.2096991731123126e-11
61.5,12820.355198234567,2.4868995751603507e-14,13140.864078190394,13140.864078190394,4.084377280832996e-11
61.75,12829.996568448187,7.105427357601002e-15,13150.74648265937,13150.74648265937,2.7274182912151446e-11
62.0,12839.637938661808,1.4210854715202004e-14,13160.628887128354,13160.628887128354,1.7032064647537482e-10
62.25,12852.676571994449,3.552713678800501e-15,13173.993486294283,13173.993486294283,1.3219825234500604e-10
62.5,12862.317942208068,4.1744385725905886e-14,13183.875890763244,13183.875890763244,2.955502509394137e-11
62.75,12861.718084432954,0.0,13183.26103654385,13183.26103654385,6.913020973560175e-11
63.0,12861.11822665784,8.43769498715119e-15,13182.646182324259,13182.646182324259,2.8283153596930788e-11
63.25,12860.468930063542,3.419486915845482e-14,13181.980653315106,13181.980653315106,2.5345059384562774e-11
63.5,12859.86907228843,5.662137425588298e-15,13181.36579909563,13181.36579909563,2.099653784171096e-11
63.75,12855.921390275977,1.4210854715202004e-14,13177.319425032832,13177.319425032832,3.161559902764566e-11
64.0,12851.973708263524,1.787459069646502e-14,13173.273050970203,13173.273050970203,1.2146728067818913e-11
64.25,12845.594380431594,3.907985046680551e-14,13166.73423994236,13166.73423994236,3.037214924006548e-11
64.5,12841.646698419141,3.552713678800501e-15,13162.6878658796,13162.6878658796,4.268585485078802e-11
64.75,12839.825269420213,1.532107773982716e-14,13160.820901155736,13160.820901155736,1.8209433960691968e-11
65.0,12838.003840421283,2.603472992745992e-14,13158.953936431828,13158.953936431828,1.4376055901266227e-11
65.25,12835.27170722906,2.842170943040401e-14,13156.1534999097,13156.1534999097,7.120704026419844e-11
65.5,12833.450278230132,2.6756374893466273e-14,13154.286535185824,13154.286535185824,7.284484127012547e-11
65.75,12833.551872493439,0.0,13154.390669305765,13154.390669305765,2.135536192326981e-11
66.0,12833.653466756747,1.9539925233402755e-14,13154.494803425683,13154.494803425683,1.5274892462002754e-11
66.25,12834.010467702807,0.0,13154.860729395368,13154.860729395368,2.8894220349684474e-11
66.5,12834.11206196611,5.662137425588298e-15,13154.96486351527,13154.96486351527,1.4795276115364686e-11
66.75,12834.51412173983,3.552713678800501e-15,13155.37697478332,13155.37697478332,1.935518412210513e-11
67.0,12834.916181513547,7.105427357601002e-15,13155.78908605139,13155.78908605139,1.6701307004041155e-11
67.25,12836.384925720926,3.552713678800501e-15,13157.29454886395,13157.29454886395,1.63034030720155e-11
67.5,12836.786985494646,3.552713678800501e-15,13157.706660131995,13157.706660131995,1.9555912444957357e-11
67.75,12835.866954526946,7.105427357601002e-15,13156.76362839007,13156.76362839007,5.729816621169448e-11
68.0,12834.946923559248,2.4424906541753444e-14,13155.820596648231,13155.820596648231,1.9884538460246404e-11
68.25,12835.78275121388,3.552713678800501e-15,13156.677319994225,13156.677319994225,1.1617373729677638e-11
68.5,12834.86272024618,0.0,13155.734288252332,13155.734288252332,1.1617373729677638e-11
68.75,12831.160847534904,7.771561172376096e-15,13151.939868723273,13151.939868723273,2.099120877119276e-11
69.0,12827.458974823625,1.7763568394002505e-15,13148.145449194211,13148.145449194211,1.4567902439921454e-11
69.25,12825.754418611768,7.771561172376096e-16,13146.39827907707,13146.39827907707,1.745448230394686e-11
69.5,12822.052545900491,2.0761170560490427e-14,13142.603859548006,13142.603859548006,1.6630252730465145e-11
