time,demand,com_gens,started,off,gen_m,gen_p,gen_tot,D_shed
0.25,8836.431162315528,0.0,0.0,0.0,157.10299911,9720.07427854734,9877.17727765734,-1.2509026531187405e-13
0.5,8789.033618457339,0.0,0.0,0.0,195.44299911000002,9667.93698030307,9863.37997941307,5.865530283699627e-12
0.75,8741.63607459915,0.0,0.0,0.0,334.8171109087489,9615.799682059054,9950.616792967803,1.9824142327706795e-11
1.0,8694.238530740959,0.0,0.0,0.0,310.09111185438246,9563.662383815046,9873.753495669429,1.942890293094024e-11
1.25,8636.048524763148,0.0,0.0,0.0,301.6776851693799,9499.653377239458,9801.331062408837,9.949374657480803e-12
1.5,8588.65098090496,0.0,0.0,0.0,539.0506330526946,9447.516078995417,9986.566712048112,5.586464624229848e-11
1.75,8555.643386539596,0.0,0.0,0.0,542.1608805394644,9411.207725193553,9953.368605733018,7.575096105938428e-11
2.0,8522.635792174236,0.0,0.0,0.0,544.1392041096484,9374.899371391639,9919.038575501287,3.895550548804749e-11
2.25,8483.124767874971,0.0,0.0,0.0,534.5294796013321,9331.437244662482,9865.966724263813,2.042988000994228e-11
2.5,8450.117173509609,0.0,0.0,0.0,526.5779226349598,9295.128890860638,9821.706813495599,-4.740953512493425e-12
2.75,8430.577468887055,0.0,0.0,0.0,489.23749846589146,9273.635215775776,9762.872714241666,3.26281224261038e-11
3.0,8411.037764264503,0.0,0.0,0.0,456.89174294845765,9252.14154069092,9709.033283639377,4.3950620920441e-11
3.25,8385.455658926807,0.0,0.0,0.0,501.96155690739886,9224.001224819478,9725.962781726877,2.5210944443188055e-11
3.5,8365.915954304255,0.0,0.0,0.0,648.2,9202.507549734588,9850.707549734589,1.5845280643134174e-10
3.75,8358.922080549493,0.0,0.0,0.0,690.65,9194.814288604295,9885.464288604295,1.6818635373283541e-10
4.0,8351.928206794733,0.0,0.0,0.0,690.81,9187.121027474195,9877.931027474195,2.3938184767757775e-11
4.25,8339.43618354355,0.0,0.0,0.0,649.0417488592063,9173.379801897887,9822.421550757093,1.4139800441625994e-11
4.5,8332.442309788788,0.0,0.0,0.0,651.5877025910796,9165.686540767663,9817.274243358743,1.8621548747432826e-11
4.75,8336.961245651855,0.0,0.0,0.0,667.32,9170.657370217044,9837.977370217044,3.3155700407405675e-11
5.0,8341.480181514928,0.0,0.0,0.0,694.860000000001,9175.628199666413,9870.488199666413,2.5082158572331537e-11
5.25,8341.350363756386,0.0,0.0,0.0,661.110000000001,9175.485400131925,9836.595400131926,1.4081358301609725e-10
5.5,8345.869299619457,0.0,0.0,0.0,701.8199999999999,9180.456229581348,9882.276229581348,9.539924405999045e-11
5.75,8360.424176850614,0.0,0.0,0.0,643.3806901141179,9196.466594535741,9839.847284649859,-1.215639492340706e-10
6.0,8374.979054081772,0.0,0.0,0.0,601.3902727486895,9212.476959489935,9813.867232238625,2.8279600883251987e-11
6.25,8385.7068326599,0.0,0.0,0.0,616.3337263048705,9224.277515927055,9840.611242231926,-8.322673023962707e-10
6.5,8400.261709891058,0.0,0.0,0.0,555.0598439043305,9240.287880881113,9795.347724785443,-6.729760555367321e-10
6.75,8423.264699115618,0.0,0.0,0.0,550.907730287738,9265.591169027204,9816.498899314942,2.6914470652172895e-11
7.0,8446.267688340175,0.0,0.0,0.0,465.8567643174443,9290.89445717422,9756.751221491664,9.655387600560061e-12
7.25,8466.2374940678,0.0,0.0,0.0,506.5319942946833,9312.861243474586,9819.393237769269,1.5205614545266144e-11
7.5,8489.240483292358,0.0,0.0,0.0,461.6789193642592,9338.16453162155,9799.84345098581,3.3367086871294305e-11
7.75,8519.10375451063,0.0,0.0,0.0,443.944036567007,9371.014129961688,9814.958166528695,3.68771679859492e-11
8.0,8548.967025728904,0.0,0.0,0.0,469.60923461930156,9403.863728301943,9873.472962921245,4.693593148091896e-11
8.25,8576.17492179404,0.0,0.0,0.0,396.3175037823869,9433.79241397343,9830.109917755817,1.929834070324432e-11
8.5,8606.03819301231,0.0,0.0,0.0,317.15299911000005,9466.642012313529,9783.795011423528,5.072386954907415e-12
8.75,8641.728725099334,0.0,0.0,0.0,321.22999999999996,9505.901597609265,9827.131597609265,4.554578936222242e-12
9.0,8677.419257186357,0.0,0.0,0.0,430.3691814382562,9545.161182904985,9975.530364343242,2.148148325886723e-11
9.25,8709.306498058551,0.0,0.0,0.0,418.2858117801229,9580.237147864395,9998.522959644517,1.9023005393137282e-11
9.5,8744.997030145572,0.0,0.0,0.0,308.7506154396473,9619.496733160124,9928.24734859977,1.050182163453428e-11
9.75,8787.701037475284,0.0,0.0,0.0,211.09299911,9666.471141222812,9877.564140332812,6.405542762877303e-12
10.0,8830.405044805,0.0,0.0,0.0,34.782999110000006,9713.445549285536,9748.228548395537,5.6736837450444e-12
10.25,8868.29654754562,0.0,0.0,0.0,5.640000000000001,9755.126202299793,9760.766202299792,7.760565523540208e-10
10.5,8911.00055487533,0.0,0.0,0.0,87.47,9802.10061036284,9889.57061036284,2.8563817977556027e-11
10.75,8962.459060071398,0.0,0.0,0.0,115.48,9858.704966078523,9974.184966078523,3.413624938275461e-11
11.0,9013.917565267464,0.0,0.0,0.0,12.869999999999997,9915.309321794151,9928.179321794152,6.624212289807474e-11
11.25,9059.693053906354,0.0,0.0,0.0,71.72,9965.662359296986,10037.382359296986,2.6961544108417e-11
11.5,9111.151559102424,0.0,0.0,0.0,55.8,10022.266715012634,10078.066715012634,9.425349389857729e-12
11.75,9173.105585663503,0.0,0.0,0.0,90.35999999999999,10090.416144229841,10180.776144229842,2.1159962670935784e-11
12.0,9235.059612224588,0.0,0.0,0.0,6.161737786669619e-15,10158.565573447053,10158.565573447053,5.802114344533038e-11
12.25,9291.399332103132,0.0,0.0,0.0,0.48000000000000087,10220.53926531331,10221.019265313309,1.3456791236876597e-10
12.5,9353.353358664219,0.0,0.0,0.0,1.0658141036401503e-14,10288.68869453073,10288.68869453073,1.6290968574139697e-11
12.75,9426.291634590356,0.0,0.0,0.0,3.774758283725532e-15,10368.920798049394,10368.920798049394,2.6648905304682557e-11
13.0,9499.229910516497,0.0,0.0,0.0,6.217248937900877e-15,10449.152901568132,10449.152901568132,2.6474822334421333e-11
13.25,9570.0663987872,0.0,0.0,0.0,135.60681653885854,10527.07303866597,10662.67985520483,2.5000446157719125e-11
