Investment Cost ($),5.2107308450861585e8
Transportation Cost ($/day),0.0
Operating Cost ($/yr),1.362396829531509e7
Revenue from Products ($/day),1.6089069999999946e8
Revenue from P Credit ($/day),2.5594170400000107e8
Return on Investment (%),28238.84590330471
Payback Period (yrs),0.0035412212079211527
Total Technologies Installed,100.0
Percentage of Manure Unprocessed (%),0.5895784702080593
Total Manure recovered (kg/day),123936.99999999977
Total Electricity recovered (kWh/day),7.492e7
Total Biogas recovered (Nm3/day),7.492e7
Total Biomethane recovered (Nm3/day),7.492e7
Total Liq.Biomethane recovered (gal/day),7.492e7
Total Cake1 recovered (kg/day),7.492e7
Total Cake2 recovered (kg/day),7.492e7
Total Cake3 recovered (kg/day),7.492e7
Total Struvite recovered (kg/day),7.492e7
Total Struvite+Solids recovered (kg/day),7.492e7
Total Digestate_AD recovered (kg/day),2.385627547352362e7
Total Digestate1 recovered (kg/day),0.0
Total Digestate2 recovered (kg/day),0.0
Total Digestate3 recovered (kg/day),0.0
Total Digestate4 recovered (kg/day),0.0
Total Digestate5 recovered (kg/day),0.0
Mass-Distance for Manure (kg km/day),0.0
Mass-Distance for Electricity (kWh km/day),1.4779483384e11
Mass-Distance for Biogas (Nm3 km/day),1.6541144772e11
Mass-Distance for Biomethane (Nm3 km/day),1.8950347212e11
Mass-Distance for Liq.Biomethane (gal km/day),0.0
Mass-Distance for Cake1 (kg km/day),0.0
Mass-Distance for Cake2 (kg km/day),0.0
Mass-Distance for Cake3 (kg km/day),0.0
Mass-Distance for Struvite (kg km/day),0.0
Mass-Distance for Struvite+Solids (kg km/day),0.0
Mass-Distance for Digestate_AD (kg km/day),0.0
Mass-Distance for Digestate1 (kg km/day),0.0
Mass-Distance for Digestate2 (kg km/day),0.0
Mass-Distance for Digestate3 (kg km/day),0.0
Mass-Distance for Digestate4 (kg km/day),0.0
Mass-Distance for Digestate5 (kg km/day),0.0
Percentage of Manure Moved ,0.0
CO2 emissions	(g/day),5.0270975368e10
Objective Value ($/day),-4.1672369818487525e8
epsilon,p_credit_22.04

