  
  -----------------------------------------------
  NLP Solver 
  Argonne National Laboratory, 2016
  -----------------------------------------------


  Linear system solver ------	 Ma57.

solving ...
1st stage 156 variables, 0 equality constraints, 0 inequality constraints.
2nd stage (use 1st scenario): 1212 variables, 1212 equality constraints, 0 inequality constraints.
858 scenarios.
Total 1006524 variables, 1006368 equality constraints, 0 inequality constraints. 

 Iter	  Objective     Inf_pr	  Inf_du     Comp    lg(mu)   ||d||   lg(PrRg)	 alpha_du   alpha_pr    LS   lg(DuRg)	AugSysErr KKTSysErr    dWd0      dWd       thd0       thd      #RegFact   #KryIt
 Iter	  Objective     Inf_pr	  Inf_du     Comp    lg(mu)   ||d||   lg(PrRg)	 alpha_du   alpha_pr    LS   lg(DuRg)	AugSysErr KKTSysErr    dWd0      dWd       thd0       thd      #RegFact   #KryIt
 10	 2.9650025e+06  3.00e-05  7.55e+00  0.00e+00  -3.8  1.17e+01     -0.2	 1.00e+00  1.00e+00-b   1     - 	1.82e-12  0.00e+00   2.22e+04d  2.22e+04  5.11e-12  5.11e-12      15        0
 11	 2.7591668e+06  1.67e-02  2.58e+03  0.00e+00  -3.8  2.75e+02     -0.7	 1.00e+00  1.00e+00-o   1     - 	2.91e-11  0.00e+00   3.02e+05d  3.02e+05  1.54e-09  1.54e-09      16        0
 12	 2.7994545e+06  4.43e-03  3.04e+04  0.00e+00  -3.8  1.37e+02     -0.3	 1.00e+00  1.00e+00-c   1     - 	4.97e-10  0.00e+00  -2.24e+05d -2.24e+05  3.84e-10  3.84e-10      18        0
 13	 2.7411909e+06  1.30e-03  2.25e+04  0.00e+00  -3.8  8.34e+01     -0.7	 1.00e+00  1.00e+00-b   1     - 	7.38e-10  0.00e+00   2.37e+05d  2.37e+05  2.99e-10  2.99e-10      19        0
 14	 2.5732116e+06  8.42e-04  3.70e+02  0.00e+00  -3.8  3.73e+01     -0.3	 1.00e+00  1.00e+00-b   1     - 	2.30e-10  0.00e+00   3.97e+05d  3.97e+05  4.46e-11  4.46e-11      21        0
 15	 2.4574053e+06  2.22e-03  7.99e+01  0.00e+00  -3.8  3.31e+01     0.1	 1.00e+00  1.00e+00-o   1     - 	2.91e-11  0.00e+00   1.57e+05d  1.57e+05  2.65e-11  2.65e-11      23        0
 16	 2.3877995e+06  7.85e-04  1.32e+02  0.00e+00  -3.8  5.09e+01     -0.4	 1.00e+00  1.00e+00-b   1     - 	2.28e-11  0.00e+00   9.46e+04d  9.46e+04  6.48e-11  6.48e-11      24        0
 17	 2.3212879e+06  2.43e-03  1.40e+02  0.00e+00  -3.8  3.00e+03     -0.8	 1.00e+00  1.56e-02-o   7     - 	8.91e-06  0.00e+00   1.20e+07d  1.20e+07  1.11e-07  1.11e-07      25        0
 18	 2.2445761e+06  3.60e-03  1.80e+02  0.00e+00  -3.8  1.84e+02     -1.3	 1.00e+00  1.00e+00-o   1     - 	1.59e-11  0.00e+00   1.85e+05d  1.85e+05  4.75e-10  4.75e-10      26        0
 19	 2.1708699e+06  2.19e-03  3.64e+01  0.00e+00  -3.8  3.12e+01     -0.9	 1.00e+00  1.00e+00-b   1     - 	1.55e-11  0.00e+00   9.00e+04d  9.00e+04  4.73e-11  4.73e-11      28        0
 Iter	  Objective     Inf_pr	  Inf_du     Comp    lg(mu)   ||d||   lg(PrRg)	 alpha_du   alpha_pr    LS   lg(DuRg)	AugSysErr KKTSysErr    dWd0      dWd       thd0       thd      #RegFact   #KryIt
 20	 2.0787971e+06  6.32e-03  7.39e+01  0.00e+00  -3.8  8.84e+01     -1.4	 1.00e+00  1.00e+00-o   1     - 	8.63e-12  0.00e+00   1.30e+05d  1.30e+05  5.32e-10  5.32e-10      29        0
 21	 1.9864130e+06  1.76e-03  3.49e+01  0.00e+00  -3.8  3.38e+01     -0.9	 1.00e+00  1.00e+00-b   1     - 	3.64e-12  0.00e+00   6.79e+04d  6.79e+04  8.57e-11  8.57e-11      31        0
 22	 1.8690239e+06  3.09e-03  1.63e+02  0.00e+00  -3.8  9.94e+01     -1.4	 1.00e+00  1.00e+00-o   1     - 	1.43e-11  0.00e+00   1.53e+05d  1.53e+05  6.36e-10  6.36e-10      32        0
 23	 1.7658979e+06  4.86e-04  4.80e+01  0.00e+00  -3.8  4.29e+01     -1.0	 1.00e+00  1.00e+00-b   1     - 	8.67e-12  0.00e+00   7.52e+04d  7.52e+04  1.03e-10  1.03e-10      34        0
 24	 1.6422665e+06  2.62e-03  1.13e+02  0.00e+00  -3.8  1.28e+02     -1.5	 1.00e+00  1.00e+00-o   1     - 	7.28e-12  0.00e+00   1.65e+05d  1.65e+05  6.56e-10  6.56e-10      35        0
 25	 1.4712801e+06  3.59e-03  1.63e+02  0.00e+00  -3.8  1.92e+02     -1.9	 1.00e+00  1.00e+00-o   1     - 	7.28e-12  0.00e+00   2.21e+05d  2.21e+05  1.55e-09  1.55e-09      36        0
 26	 1.4555708e+06  3.48e-03  1.83e+02  0.00e+00  -3.8  4.15e+04     -2.4	 1.00e+00  3.12e-02-o   6     - 	2.35e-06  0.00e+00   1.22e+06d  1.22e+06  3.95e-06  3.95e-06      37        0
 27	 1.3375093e+06  1.87e-02  4.31e+03  0.00e+00  -3.8  7.14e+03     -2.9	 1.00e+00  1.00e+00-o   1     - 	1.16e-10  0.00e+00   2.54e+05d  2.54e+05  1.33e-07  1.33e-07      38        0
 28	 1.2501951e+06  4.27e-02  1.37e+04  0.00e+00  -3.8  1.84e+03     -2.5	 1.00e+00  1.00e+00-o   1     - 	1.40e-09  0.00e+00  -1.02e+06d -1.02e+06  3.41e-08  3.41e-08      40        0
 29	 1.2508570e+06  1.07e-02  1.42e+04  0.00e+00  -3.8  8.02e+02     -2.0	 1.00e+00  1.00e+00-c   1     - 	9.31e-10  0.00e+00   2.15e+05d  2.15e+05  3.33e-09  3.33e-09      42        0
 Iter	  Objective     Inf_pr	  Inf_du     Comp    lg(mu)   ||d||   lg(PrRg)	 alpha_du   alpha_pr    LS   lg(DuRg)	AugSysErr KKTSysErr    dWd0      dWd       thd0       thd      #RegFact   #KryIt
 30	 1.5450031e+06  2.15e-02  2.19e+04  0.00e+00  -3.8  3.46e+03     -1.6	 1.00e+00  2.50e-01-c   3     - 	1.19e-07  0.00e+00  -6.97e+05d -6.97e+05  2.97e-08  2.97e-08      44        0
 31	 1.5054507e+06  1.42e-02  2.54e+04  0.00e+00  -3.8  2.99e+03     -2.1	 1.00e+00  2.50e-01-b   3     - 	5.96e-08  0.00e+00  -1.72e+06d -1.72e+06  4.02e-08  4.02e-08      45        0
 32	 1.5140595e+06  4.51e-02  2.20e+04  0.00e+00  -3.8  2.63e+02     -0.8	 1.00e+00  1.25e-01-c   4     - 	1.49e-08  0.00e+00   4.06e+06d  4.06e+06  1.47e-09  1.47e-09      48        0
 33	 1.3881539e+06  3.91e-02  4.43e+04  0.00e+00  -3.8  8.32e+02     -1.2	 1.00e+00  5.00e-01ro   2     - 	1.49e-08  0.00e+00   1.79e+06d  1.79e+06  1.48e-08  1.48e-08      49        0
 34	 1.4126347e+06  2.30e-01  4.50e+04  0.00e+00  -3.8  1.38e+02     -0.8	 1.00e+00  5.00e-01-c   2     - 	7.45e-09  0.00e+00   4.36e+06d  4.36e+06  6.75e-10  6.75e-10      51        0
 35	 1.4440440e+06  1.72e-01  7.55e+04  0.00e+00  -3.8  2.87e+01     2.3	 1.00e+00  2.50e-01-c   3     - 	4.77e-07  0.00e+00  -8.98e+07d -8.98e+07  2.39e-11  2.39e-11      56        0
 36	 1.3136306e+06  3.90e-02  5.03e+05  0.00e+00  -3.8  2.24e+01     1.8	 1.00e+00  1.00e+00-b   1     - 	5.96e-08  0.00e+00   1.59e+07d  1.59e+07  1.05e-11  1.05e-11      57        0
 37	 1.3134626e+06  7.16e-03  6.23e+03  0.00e+00  -3.8  1.08e+00     1.4	 1.00e+00  1.00e+00-b   1     - 	2.98e-08  0.00e+00  -1.75e+05d -1.75e+05  3.86e-14  3.86e-14      58        0
 38	 1.3075193e+06  4.98e-04  8.21e+02  0.00e+00  -3.8  1.90e+00     0.9	 1.00e+00  1.00e+00-b   1     - 	1.86e-09  0.00e+00   7.86e+03d  7.86e+03  9.93e-14  9.93e-14      59        0
 39	 1.2913362e+06  2.51e-05  7.32e+01  0.00e+00  -3.8  6.10e+00     0.4	 1.00e+00  1.00e+00-o   1     - 	2.91e-11  0.00e+00   1.81e+04d  1.81e+04  8.25e-13  8.25e-13      60        0
 Iter	  Objective     Inf_pr	  Inf_du     Comp    lg(mu)   ||d||   lg(PrRg)	 alpha_du   alpha_pr    LS   lg(DuRg)	AugSysErr KKTSysErr    dWd0      dWd       thd0       thd      #RegFact   #KryIt
 40	 1.2716985e+06  9.94e-05  1.99e+01  0.00e+00  -3.8  1.09e+01     -0.1	 1.00e+00  1.00e+00-o   1     - 	7.28e-12  0.00e+00   2.43e+04d  2.43e+04  2.54e-12  2.54e-12      61        0
 41	 1.2603928e+06  2.84e-04  2.03e+01  0.00e+00  -3.8  1.18e+01     -0.5	 1.00e+00  1.00e+00-o   1     - 	3.64e-12  0.00e+00   1.66e+04d  1.66e+04  3.38e-12  3.38e-12      62        0
 42	 1.2571414e+06  1.23e-05  1.21e+01  0.00e+00  -3.8  1.61e+01     -1.0	 1.00e+00  1.00e+00-b   1     - 	6.62e-12  0.00e+00   4.92e+03d  4.92e+03  3.88e-12  3.88e-12      63        0
 43	 1.2521098e+06  6.72e-06  1.13e+00  0.00e+00  -3.8  3.57e+01     -1.5	 1.00e+00  1.00e+00-o   1     - 	9.09e-13  0.00e+00   5.37e+03d  5.37e+03  2.22e-11  2.22e-11      64        0
 44	 1.2403839e+06  9.36e-05  3.09e+00  0.00e+00  -5.7  1.06e+02     -2.0	 1.00e+00  1.00e+00-o   1     - 	1.82e-12  0.00e+00   1.24e+04d  1.24e+04  2.11e-12  2.11e-12      65        0
 45	 1.2046425e+06  2.96e-03  5.34e+02  0.00e+00  -5.7  1.13e+03     -2.5	 1.00e+00  1.00e+00-o   1     - 	1.46e-11  0.00e+00   5.12e+04d  5.12e+04  6.04e-11  6.04e-11      66        0
 46	 1.1787319e+06  2.12e-03  1.06e+03  0.00e+00  -5.7  3.26e+02     -2.0	 1.00e+00  1.00e+00-b   1     - 	1.16e-10  0.00e+00  -1.96e+03d -1.96e+03  5.89e-12  5.89e-12      68        0
 47	 1.1463847e+06  1.40e-03  9.03e+02  0.00e+00  -5.7  4.10e+02     -2.5	 1.00e+00  1.00e+00-o   1     - 	2.33e-10  0.00e+00   4.40e+04d  4.40e+04  2.24e-11  2.24e-11      69        0
 48	 1.0863922e+06  3.98e-02  2.92e+03  0.00e+00  -5.7  1.14e+03     -3.0	 1.00e+00  1.00e+00-o   1     - 	6.58e-11  0.00e+00   1.76e+05d  1.76e+05  4.44e-10  4.44e-10      70        0
 49	 1.0792707e+06  2.31e-02  1.20e+03  0.00e+00  -5.7  1.28e+02     -0.8	 1.00e+00  5.00e-01rb   2     - 	1.16e-10  0.00e+00  -1.46e+05d -1.46e+05  1.61e-12  1.61e-12      74        0
 Iter	  Objective     Inf_pr	  Inf_du     Comp    lg(mu)   ||d||   lg(PrRg)	 alpha_du   alpha_pr    LS   lg(DuRg)	AugSysErr KKTSysErr    dWd0      dWd       thd0       thd      #RegFact   #KryIt
 50	 1.0411050e+06  5.61e-03  3.76e+02  0.00e+00  -5.7  4.51e+01     -1.2	 1.00e+00  1.00e+00-b   1     - 	9.54e-11  0.00e+00   8.78e+04d  8.78e+04  3.01e-13  3.01e-13      75        0
 51	 1.0408741e+06  5.59e-03  3.75e+02  0.00e+00  -5.7  8.71e+02     -1.7	 1.00e+00  3.91e-03-o   9     - 	2.44e-04  0.00e+00   5.55e+05d  5.55e+05  3.31e-10  3.31e-10      76        0
 52	 1.0059608e+06  2.04e-03  9.51e+02  0.00e+00  -5.7  1.22e+03     -2.2	 1.00e+00  1.00e+00-b   1     - 	1.16e-10  0.00e+00   1.08e+05d  1.08e+05  4.83e-11  4.83e-11      77        0
 53	 1.0052896e+06  1.91e-03  9.63e+02  0.00e+00  -5.7  2.83e+02     -1.8	 1.00e+00  6.25e-02-b   5     - 	7.45e-09  0.00e+00  -1.31e+05d -1.31e+05  8.00e-12  8.00e-12      79        0
 54	 1.0026958e+06  2.11e-03  1.73e+03  0.00e+00  -5.7  4.93e+03     -2.2	 1.00e+00  6.25e-02-o   5     - 	2.38e-07  0.00e+00  -6.31e+05d -6.31e+05  1.15e-09  1.15e-09      80        0
 55	 9.9934113e+05  4.67e-04  7.48e+03  0.00e+00  -5.7  3.92e+02     -1.8	 1.00e+00  1.00e+00-b   1     - 	9.31e-10  0.00e+00   2.16e+04d  2.16e+04  5.46e-12  5.46e-12      82        0
 56	 9.8136658e+05  6.95e-04  5.19e+03  0.00e+00  -5.7  4.23e+02     -2.3	 1.00e+00  1.00e+00-b   1     - 	9.31e-10  0.00e+00   3.96e+04d  3.96e+04  1.35e-11  1.35e-11      83        0
 57	 9.7130638e+05  4.30e-02  5.38e+03  0.00e+00  -5.7  2.37e+03     -2.8	 1.00e+00  5.00e-01-o   2     - 	1.75e-08  0.00e+00   1.54e+05d  1.54e+05  3.50e-10  3.50e-10      84        0
 58	 9.7954743e+05  3.29e-02  8.74e+04  0.00e+00  -5.7  8.32e+00     2.2	 1.00e+00  2.50e-01-c   3     - 	6.43e-06  0.00e+00  -6.17e+06d -6.17e+06  1.07e-13  1.07e-13      91        0
 59	 9.3841293e+05  8.30e-03  3.58e+05  0.00e+00  -5.7  2.56e+00     1.7	 1.00e+00  1.00e+00-b   1     - 	4.20e-07  0.00e+00   1.09e+06d  1.09e+06  4.94e-15  4.94e-15      92        0
 Iter	  Objective     Inf_pr	  Inf_du     Comp    lg(mu)   ||d||   lg(PrRg)	 alpha_du   alpha_pr    LS   lg(DuRg)	AugSysErr KKTSysErr    dWd0      dWd       thd0       thd      #RegFact   #KryIt
 60	 9.3330366e+05  1.92e-03  4.19e+04  0.00e+00  -5.7  6.01e-01     1.2	 1.00e+00  1.00e+00-b   1     - 	1.84e-07  0.00e+00  -2.00e+04d -2.00e+04  4.94e-16  4.94e-16      93        0
 61	 9.3226365e+05  1.11e-04  2.00e+03  0.00e+00  -5.7  7.53e-01     0.7	 1.00e+00  1.00e+00-b   1     - 	7.45e-09  0.00e+00   1.27e+03d  1.27e+03  3.18e-16  3.18e-16      94        0
 62	 9.2989319e+05  3.82e-06  5.75e+01  0.00e+00  -5.7  2.24e+00     0.3	 1.00e+00  1.00e+00-b   1     - 	9.62e-11  0.00e+00   2.61e+03d  2.61e+03  2.15e-15  2.15e-15      95        0
 63	 9.2633188e+05  1.25e-05  7.98e+01  0.00e+00  -5.7  6.47e+00     -0.2	 1.00e+00  1.00e+00-o   1     - 	5.82e-11  0.00e+00   4.29e+03d  4.29e+03  8.76e-15  8.76e-15      96        0
 64	 9.2268177e+05  4.17e-05  1.04e+02  0.00e+00  -5.7  1.72e+01     -0.7	 1.00e+00  1.00e+00-o   1     - 	5.82e-11  0.00e+00   4.59e+03d  4.59e+03  2.58e-14  2.58e-14      97        0
 65	 9.1884424e+05  9.76e-05  3.96e+01  0.00e+00  -5.7  3.63e+01     -1.2	 1.00e+00  1.00e+00-o   1     - 	2.91e-11  0.00e+00   4.62e+03d  4.62e+03  8.44e-14  8.44e-14      98        0
 66	 9.1394900e+05  1.07e-04  1.52e+00  0.00e+00  -5.7  5.47e+01     -1.6	 1.00e+00  1.00e+00-o   1     - 	1.46e-11  0.00e+00   5.68e+03d  5.68e+03  3.38e-13  3.38e-13      99        0
 67	 9.0525902e+05  7.29e-05  1.04e+01  0.00e+00  -5.7  6.34e+01     -2.1	 1.00e+00  1.00e+00-o   1     - 	7.28e-12  0.00e+00   9.43e+03d  9.43e+03  1.95e-12  1.95e-12      100        0
 68	 8.8576016e+05  9.75e-05  1.20e+02  0.00e+00  -5.7  1.56e+02     -2.6	 1.00e+00  1.00e+00-o   1     - 	3.00e-11  0.00e+00   2.11e+04d  2.11e+04  1.40e-11  1.40e-11      101        0
 69	 8.4680803e+05  7.97e-04  1.71e+03  0.00e+00  -5.7  4.79e+02     -3.1	 1.00e+00  1.00e+00-o   1     - 	2.03e-10  0.00e+00   4.79e+04d  4.79e+04  9.06e-11  9.06e-11      102        0
 Iter	  Objective     Inf_pr	  Inf_du     Comp    lg(mu)   ||d||   lg(PrRg)	 alpha_du   alpha_pr    LS   lg(DuRg)	AugSysErr KKTSysErr    dWd0      dWd       thd0       thd      #RegFact   #KryIt
 70	 8.2997163e+05  1.09e-04  2.34e+02  0.00e+00  -5.7  1.09e+02     -2.6	 1.00e+00  1.00e+00-b   1     - 	1.16e-10  0.00e+00   1.44e+04d  1.44e+04  9.24e-12  9.24e-12      104        0
 71	 8.2574727e+05  1.01e-05  3.88e+01  0.00e+00  -5.7  3.95e+01     -2.2	 1.00e+00  1.00e+00-b   1     - 	2.91e-11  0.00e+00   4.29e+03d  4.29e+03  1.32e-12  1.32e-12      106        0
 72	 8.0726198e+05  2.79e-04  2.11e+02  0.00e+00  -5.7  3.76e+02     -2.7	 1.00e+00  1.00e+00-o   1     - 	1.46e-11  0.00e+00   1.90e+04d  1.90e+04  4.30e-11  4.30e-11      107        0
 73	 7.8891655e+05  3.44e-04  9.79e+03  0.00e+00  -5.7  1.80e+02     -1.4	 1.00e+00  1.00e+00-o   1     - 	2.09e-10  0.00e+00   2.17e+05d  2.17e+05  8.15e-12  8.15e-12      110        0
 74	 7.8866720e+05  7.02e-05  1.64e+03  0.00e+00  -5.7  2.30e+02     -1.8	 1.00e+00  1.00e+00-b   1     - 	2.03e-10  0.00e+00   1.02e+04d  1.02e+04  1.80e-12  1.80e-12      111        0
 75	 7.8367700e+05  9.10e-06  3.43e+01  0.00e+00  -5.7  1.07e+01     -0.5	 1.00e+00  1.00e+00-b   1     - 	1.13e-11  0.00e+00   3.90e+03d  3.90e+03  2.86e-14  2.86e-14      114        0
 76	 7.5511708e+05  4.48e-04  7.49e+01  0.00e+00  -5.7  6.69e+01     -1.0	 1.00e+00  1.00e+00-o   1     - 	3.64e-12  0.00e+00   2.99e+04d  2.99e+04  1.13e-12  1.13e-12      115        0
 77	 7.2345251e+05  9.87e-04  1.14e+02  0.00e+00  -5.7  5.50e+01     -0.6	 1.00e+00  1.00e+00-o   1     - 	1.46e-11  0.00e+00   6.13e+04d  6.13e+04  2.68e-13  2.68e-13      117        0
 78	 6.9690969e+05  1.28e-03  4.76e+01  0.00e+00  -5.7  4.20e+01     -0.1	 1.00e+00  1.00e+00-b   1     - 	2.91e-11  0.00e+00   4.26e+04d  4.26e+04  6.49e-14  6.49e-14      119        0
 79	 6.9445682e+05  1.81e-04  3.15e+01  0.00e+00  -5.7  6.10e+00     -0.6	 1.00e+00  1.00e+00-b   1     - 	1.46e-11  0.00e+00   9.10e+03d  9.10e+03  8.77e-15  8.77e-15      120        0
 Iter	  Objective     Inf_pr	  Inf_du     Comp    lg(mu)   ||d||   lg(PrRg)	 alpha_du   alpha_pr    LS   lg(DuRg)	AugSysErr KKTSysErr    dWd0      dWd       thd0       thd      #RegFact   #KryIt
 80	 6.9293512e+05  3.82e-05  1.55e+00  0.00e+00  -5.7  1.17e+01     -1.1	 1.00e+00  1.00e+00-b   1     - 	1.82e-12  0.00e+00   2.03e+03d  2.03e+03  1.53e-14  1.53e-14      121        0
 81	 6.9148713e+05  1.04e-05  6.43e-01  0.00e+00  -5.7  2.38e+01     -1.6	 1.00e+00  1.00e+00-b   1     - 	1.82e-12  0.00e+00   1.66e+03d  1.66e+03  1.01e-13  1.01e-13      122        0
 82	 6.8783316e+05  6.32e-05  3.40e+00  0.00e+00  -5.7  6.86e+01     -2.0	 1.00e+00  1.00e+00-o   1     - 	3.64e-12  0.00e+00   4.16e+03d  4.16e+03  8.28e-13  8.28e-13      123        0
 83	 6.7903185e+05  9.16e-05  2.39e+01  0.00e+00  -5.7  3.01e+02     -2.5	 1.00e+00  1.00e+00-o   1     - 	7.28e-12  0.00e+00   9.38e+03d  9.38e+03  6.39e-12  6.39e-12      124        0
 84	 6.7257699e+05  2.11e-04  4.66e+00  0.00e+00  -5.7  2.54e+02     -2.1	 1.00e+00  1.00e+00-b   1     - 	3.64e-12  0.00e+00   6.00e+03d  6.00e+03  2.09e-12  2.09e-12      126        0
 85	 6.6944056e+05  1.50e-03  1.07e+01  0.00e+00  -5.7  2.52e+02     -1.7	 1.00e+00  1.00e+00-o   1     - 	1.12e-11  0.00e+00   1.07e+04d  1.07e+04  1.55e-12  1.55e-12      128        0
 86	 6.6376478e+05  3.46e-04  2.09e+01  0.00e+00  -5.7  1.23e+02     -2.1	 1.00e+00  1.00e+00-b   1     - 	2.14e-11  0.00e+00   1.41e+03d  1.41e+03  1.03e-12  1.03e-12      129        0
 87	 6.5545803e+05  2.94e-04  6.11e+01  0.00e+00  -5.7  1.41e+02     -2.6	 1.00e+00  1.00e+00-o   1     - 	1.46e-11  0.00e+00   9.46e+03d  9.46e+03  5.82e-12  5.82e-12      130        0
 88	 6.3742280e+05  3.17e-04  2.12e+02  0.00e+00  -5.7  3.52e+02     -3.1	 1.00e+00  1.00e+00-o   1     - 	2.91e-11  0.00e+00   2.00e+04d  2.00e+04  4.14e-11  4.14e-11      131        0
 89	 6.0852381e+05  1.53e-03  1.47e+03  0.00e+00  -5.7  1.02e+03     -3.6	 1.00e+00  1.00e+00-o   1     - 	2.33e-10  0.00e+00   3.65e+04d  3.65e+04  2.12e-10  2.12e-10      132        0
 Iter	  Objective     Inf_pr	  Inf_du     Comp    lg(mu)   ||d||   lg(PrRg)	 alpha_du   alpha_pr    LS   lg(DuRg)	AugSysErr KKTSysErr    dWd0      dWd       thd0       thd      #RegFact   #KryIt
 90	 6.0108391e+05  4.87e-05  1.73e+01  0.00e+00  -5.7  1.56e+02     -2.3	 1.00e+00  1.00e+00-b   1     - 	1.46e-11  0.00e+00   3.52e+03d  3.52e+03  1.48e-12  1.48e-12      135        0
 91	 5.9570817e+05  8.02e-05  2.14e+01  0.00e+00  -5.7  1.42e+02     -1.8	 1.00e+00  1.00e+00-o   1     - 	2.91e-11  0.00e+00   4.93e+03d  4.93e+03  1.03e-12  1.03e-12      137        0
 92	 5.8693133e+05  1.60e-04  1.91e+01  0.00e+00  -5.7  6.56e+01     -1.4	 1.00e+00  1.00e+00-b   1     - 	1.46e-11  0.00e+00   9.04e+03d  9.04e+03  3.76e-13  3.76e-13      139        0
 93	 5.7172643e+05  2.12e-04  1.27e+01  0.00e+00  -5.7  1.57e+02     -1.9	 1.00e+00  1.00e+00-o   1     - 	1.46e-11  0.00e+00   1.77e+04d  1.77e+04  2.29e-12  2.29e-12      140        0
 94	 5.5270531e+05  4.48e-04  1.95e+01  0.00e+00  -5.7  2.91e+02     -2.4	 1.00e+00  1.00e+00-o   1     - 	7.28e-12  0.00e+00   2.59e+04d  2.59e+04  6.62e-12  6.62e-12      141        0
 95	 5.3694537e+05  5.48e-04  4.85e+01  0.00e+00  -5.7  3.55e+02     -2.8	 1.00e+00  1.00e+00-o   1     - 	5.82e-11  0.00e+00   2.31e+04d  2.31e+04  1.92e-11  1.92e-11      142        0
 96	 5.2452814e+05  9.16e-03  1.51e+02  0.00e+00  -5.7  8.88e+02     -3.3	 1.00e+00  1.00e+00-o   1     - 	1.46e-11  0.00e+00   4.00e+04d  4.00e+04  1.38e-10  1.38e-10      143        0
 97	 4.9911982e+05  5.00e-03  1.04e+02  0.00e+00  -5.7  1.55e+03     -3.8	 1.00e+00  1.00e+00-b   1     - 	1.53e-11  0.00e+00   2.74e+04d  2.74e+04  1.72e-10  1.72e-10      144        0
 98	 4.8895808e+05  8.75e-04  3.51e+02  0.00e+00  -5.7  9.29e+02     -4.3	 1.00e+00  1.00e+00-o   1     - 	2.91e-11  0.00e+00   1.34e+04d  1.34e+04  2.95e-10  2.95e-10      145        0
 99	 4.8179771e+05  8.25e-04  1.72e+02  0.00e+00  -5.7  6.82e+02     -3.8	 1.00e+00  1.00e+00-b   1     - 	1.46e-11  0.00e+00   6.68e+03d  6.68e+03  7.59e-11  7.59e-11      147        0
 Iter	  Objective     Inf_pr	  Inf_du     Comp    lg(mu)   ||d||   lg(PrRg)	 alpha_du   alpha_pr    LS   lg(DuRg)	AugSysErr KKTSysErr    dWd0      dWd       thd0       thd      #RegFact   #KryIt
 100	 4.8090951e+05  1.97e-03  2.32e+02  0.00e+00  -5.7  5.07e+04     -4.3	 1.00e+00  1.56e-02-o   7     - 	7.63e-06  0.00e+00   1.77e+05d  1.77e+05  3.99e-07  3.99e-07      148        0
 101	 4.7851049e+05  2.51e-02  1.75e+02  0.00e+00  -5.7  7.47e+03     -4.8	 1.00e+00  2.50e-01-o   3     - 	7.45e-09  0.00e+00   6.19e+04d  6.19e+04  5.54e-09  5.54e-09      149        0
