#TIME,N(kg),P(kg),Rnat(mH2O),DIN (P),DIN (NP),DON (P),DON (NP),DIP (P),DIP (NP),DOP (P),DOP (NP)
1,61278.620271389256,3270.3932277369595,1.4912355604173981,5428.940278125,52328.94606670846,1047.143475,625.5338600327877,299.1838500000003,2273.5096417617674,2.991838500000003,151.8272659725648
2,190849.79434322208,7906.780724162634,1.3893988398812793,5428.940278125,180896.556097582,1047.143475,2170.076779398406,299.1838500000003,6672.85777610416,2.991838500000003,432.18654442846895
3,59987.149972349354,2845.9326439512224,1.5374146335247612,5428.940278125,50811.839257132204,1047.143475,606.4730581673516,299.1838500000003,1856.143487831567,2.991838500000003,125.74743617478887
4,61496.7729972788,3580.6486686267444,1.578733225498359,5428.940278125,52088.418770525765,1047.143475,620.8860239781204,299.1838500000003,2526.528558822224,2.991838500000003,173.40807071238885
5,72102.72295480296,3799.630150760241,1.8486735888116164,5428.940278125,61170.21006973951,1047.143475,723.4076677175774,299.1838500000003,2619.997085562756,2.991838500000003,196.2048631240629
6,183996.60763647244,7890.1234828866445,1.2198065521551205,5428.940278125,175005.7313921534,1047.143475,2113.118593726814,299.1838500000003,6748.215171828455,2.991838500000003,417.5051069977962
7,62321.37184457971,3617.617281881654,1.5829833823373634,5428.940278125,52881.18009650176,1047.143475,630.2508907206881,299.1838500000003,2559.3115798259864,2.991838500000003,175.89511227271072
8,71079.47796002695,3795.7524486290567,1.318987481427999,5428.940278125,62914.804378527835,1047.143475,756.7056288262183,299.1838500000003,2844.672776478947,2.991838500000003,180.59672601914235
9,75049.61541129265,3828.301711130963,1.77979415639117,5428.940278125,64438.70220949294,1047.143475,763.5094979156081,299.1838500000003,2674.3402842644546,2.991838500000003,195.8387710628882
10,93454.1508671573,2501.012949373749,1.7339209028566331,5428.940278125,82864.90770554381,1047.143475,983.1172909464642,299.1838500000003,1455.0828011059025,2.991838500000003,104.97822251029645
11,84410.4471905066,2100.012223335539,1.8301619996729037,5428.940278125,73429.65653926841,1047.143475,868.8267179514354,299.1838500000003,1045.5059282938896,2.991838500000003,77.82542631205965
12,77875.79247485187,1066.8749834717173,1.9315115896525297,5428.940278125,66448.46705191373,1047.143475,784.1086557322079,299.1838500000003,49.865689653829655,2.991838500000003,3.8360782579987536
13,84080.70751044939,1334.467428124061,1.8737119562190558,5428.940278125,72878.99056782613,1047.143475,861.2978336942133,299.1838500000003,317.9665973711727,2.991838500000003,24.006244171341283
14,102699.044179457,2530.2864388435814,1.3237874740868045,5428.940278125,94133.48616148357,1047.143475,1131.981624511403,299.1838500000003,1652.5815494229075,2.991838500000003,105.05475310350371
15,83277.69085845852,1549.687007411514,1.6362060157786695,5428.940278125,73314.2548971076,1047.143475,872.3337462612446,299.1838500000003,604.0255492957968,2.991838500000003,42.2244698719869
