node,product,amount(tonne/week),time
beef04,p1,5143.636865493,1
beef04,p1,5912.018230986,2
beef04,p1,4869.06095162059,3
beef04,p1,5067.352916930589,4
beef04,p1,4024.3956375651783,5
beef04,p1,2981.4383581997677,6
beef04,p1,1938.4810788343566,7
beef04,p1,1042.9572793654108,8
beef04,p1,198.29196531,10
beef04,p1,198.29196531,12
beef04,p1,396.58393062,13
beef04,p1,148.95053469000013,14
beef04,p1,347.2425000000001,15
beef11,p1,272.08098264,1
beef11,p1,274.50000000000006,2
beef11,p1,172.9196250816904,3
beef11,p1,272.0656077216904,4
beef11,p1,274.50000000000006,5
beef11,p1,274.50000000000006,6
beef11,p1,274.50000000000006,7
beef11,p1,99.14598264,9
beef11,p1,198.29196528,10
beef11,p1,76.20803472000006,11
beef11,p1,175.35401736000006,12
beef11,p1,274.50000000000006,13
beef11,p1,13.725000000000005,15
beef14,p1,1100.6644031399999,1
beef14,p1,1322.1750000000002,2
beef14,p1,183.0643099435311,3
beef14,p1,282.2102925835311,4
beef14,p1,381.3562752235312,5
beef14,p1,480.5022578635312,6
beef14,p1,579.6482405035313,7
beef14,p1,678.7942231435313,8
beef14,p1,777.9402057835314,9
beef14,p1,99.14598264,11
beef14,p1,198.29196528,12
beef14,p1,297.43794792,13
beef14,p1,396.58393056,14
beef14,p1,66.10875000000001,15
beef16,p1,4521.682236881999,1
beef16,p1,5162.741689061999,2
beef16,p1,4638.572212274109,3
beef16,p1,3997.400015584845,4
beef16,p1,3356.2278188955815,5
beef16,p1,2715.055622206317,6
beef16,p1,2073.883425517054,7
beef16,p1,1432.7112288277895,8
beef16,p1,1631.0031941377895,9
beef16,p1,1829.2951594477895,10
beef16,p1,2027.5871247577895,11
beef16,p1,2225.8790900677895,12
beef16,p1,1584.7068933785263,13
beef16,p1,943.5346966892631,14
beef16,p1,302.36250000000007,15
beef19,p1,2438.43341748,1
beef19,p1,3123.000000000001,2
beef19,p1,2329.832139000001,3
beef19,p1,2726.416069500001,4
beef19,p1,3123.000000000001,5
beef19,p1,2820.2900023917928,6
beef19,p1,1863.0802097717901,7
beef19,p1,2259.66414027179,8
beef19,p1,1227.8734104213358,9
beef19,p1,1624.4573409213358,10
beef19,p1,851.7930355630265,11
beef19,p1,339.82076963527425,12
beef19,p1,154.4108693436861,13
beef19,p1,156.15000000000003,15
beef20,p1,1129.83345663,1
beef20,p1,1399.9500000000003,2
beef20,p1,198.29196531,4
beef20,p1,396.58393062,5
beef20,p1,594.87589593,6
beef20,p1,793.16786124,7
beef20,p1,198.29196531,9
beef20,p1,396.58393062,10
beef20,p1,305.5764434964217,11
beef20,p1,503.8684088064217,12
beef20,p1,702.1603741164217,13
beef20,p1,900.4523394264218,14
beef20,p1,69.99750000000002,15
beef28,p1,8683.989962808551,1
beef28,p1,10304.8171391171,2
beef28,p1,9333.077822382706,3
beef28,p1,9006.145319970436,4
beef28,p1,8499.888263276422,5
beef28,p1,8071.891901541425,6
beef28,p1,7717.23600519618,7
beef28,p1,7204.430509832212,8
beef28,p1,6292.178782687817,9
beef28,p1,5313.664999190951,10
beef28,p1,4335.1512156940835,11
beef28,p1,3356.6374321972157,12
beef28,p1,2378.1236487003484,13
beef28,p1,1399.6098652034823,14
beef28,p1,549.5250000000001,15
beef30,p1,924.6189653100001,1
beef30,p1,1152.9000000000003,2
beef30,p1,63.340546706220636,3
beef30,p1,261.63251201622063,4
beef30,p1,459.92447732622065,5
beef30,p1,658.2164426362207,6
beef30,p1,856.5084079462207,7
beef30,p1,417.82601275890715,8
beef30,p1,616.1179780689072,9
beef30,p1,190.20030203390925,10
beef30,p1,388.49226734390925,11
beef30,p1,586.7842326539093,12
beef30,p1,785.0761979639093,13
beef30,p1,376.0946888393996,14
beef30,p1,57.645000000000024,15
beef33,p1,3911.2047066,1
beef33,p1,4159.0696632,2
beef33,p1,3993.9672318405906,3
beef33,p1,4241.8321884405905,4
beef33,p1,4489.697145040591,5
beef33,p1,4737.562101640591,6
beef33,p1,4985.427058240592,7
beef33,p1,5233.292014840592,8
beef33,p1,5481.156971440592,9
beef33,p1,4664.307749879699,10
beef33,p1,4126.317332065546,11
beef33,p1,3013.459117738811,12
beef33,p1,2448.845661849833,13
beef33,p1,1335.9874475230981,14
beef33,p1,290.74125000000004,15
beef39,p1,426.20182950900016,1
beef39,p1,594.7500000000001,2
beef39,p1,535.2624104070002,3
beef39,p1,555.0916069380002,4
beef39,p1,574.9208034690001,5
beef39,p1,594.7500000000001,6
beef39,p1,19.829196531,8
beef39,p1,39.658393062,9
beef39,p1,59.487589593,10
beef39,p1,19.829196531,12
beef39,p1,9.908303469000007,14
beef39,p1,29.737500000000008,15
beef41,p1,15743.38836267,1
beef41,p1,15956.552225340001,2
beef41,p1,14929.813330675652,3
beef41,p1,13903.074436011302,4
beef41,p1,12876.335541346949,5
beef41,p1,11849.5966466826,6
beef41,p1,10822.85775201825,7
beef41,p1,9796.1188573539,8
beef41,p1,8769.37996268955,9
beef41,p1,7512.481845270135,10
beef41,p1,6255.583727850719,11
beef41,p1,4998.685610431305,12
beef41,p1,3741.7874930118887,13
beef41,p1,2489.455617419416,14
beef41,p1,1232.5575000000003,15
