node,x,y,p1
n654,43.2274,-89.3563,-15.28447595
n655,43.2209,-89.2595,-15.75463975
n656,43.233,-89.5326,-17.66190089
n657,43.2307,-89.4988,-17.43076333
n658,43.2244,-89.3605,-15.3267344
n659,43.2315,-89.4927,-17.29008687
n660,43.225,-89.2681,-15.50621851
n661,43.2213,-89.313,-14.89930375
n662,43.2208,-89.3026,-15.12210397
n663,43.2328,-89.5392,-17.54615017
n664,43.2323,-89.5366,-17.57048611
n665,43.2275,-89.4758,-16.86720612
n666,43.228,-89.4422,-16.27447753
n667,43.2195,-89.2758,-15.74127496
n668,43.2257,-89.4122,-16.06791317
n669,43.2229,-89.3683,-15.49998753
n670,43.2208,-89.2792,-15.65055849
n671,43.2268,-89.4521,-16.32211165
n672,43.2206,-89.308,-15.0154984
n673,43.2265,-89.4567,-16.43374266
n674,43.2247,-89.3771,-15.69704753
n675,43.2275,-89.4938,-17.30227782
n676,43.2286,-89.3883,-15.82366067
n677,43.219,-89.2885,-15.44153697
n678,43.2194,-89.2951,-15.30328704
n679,43.2289,-89.5385,-17.50982388
n680,43.2294,-89.5328,-17.60784713
n681,43.2229,-89.3949,-15.97169736
n682,43.2174,-89.3019,-15.1971932
n683,43.23,-89.552,-17.22975428
n684,43.2297,-89.5432,-17.44268049
n685,43.2257,-89.4762,-16.88057224
n686,43.224,-89.44,-16.15089266
n687,43.2155,-89.2445,-15.62275808
n688,43.2268,-89.482,-17.01743443
n689,43.2159,-89.2569,-15.7237505
n690,43.2268,-89.4883,-17.16971128
n691,43.2265,-89.4848,-17.08574894
n692,43.2176,-89.314,-14.94036065
n693,43.2127,-89.2283,-15.34512323
n694,43.2232,-89.4238,-16.19261956
n695,43.2227,-89.4061,-16.03469442
n696,43.2193,-89.3208,-14.88904376
n697,43.2161,-89.2621,-15.80428148
n698,43.2268,-89.5084,-17.56445139
n699,43.2254,-89.4299,-16.19965257
n700,43.2221,-89.4191,-16.07329243
n701,43.2202,-89.3898,-15.81931476
n702,43.2192,-89.3271,-14.89527997
n703,43.2274,-89.5385,-17.48874319
n704,43.2143,-89.2402,-15.59043338
n705,43.226,-89.4961,-17.32149847
n706,43.2222,-89.4288,-16.09022181
n707,43.2199,-89.3844,-15.80396856
n708,43.215,-89.251,-15.62634935
n709,43.2126,-89.2129,-15.26121506
n710,43.2285,-89.5029,-17.49076159
n711,43.22,-89.4041,-15.97656586
n712,43.215,-89.2959,-15.3495763
n713,43.2145,-89.2665,-15.85433854
n714,43.2236,-89.4755,-16.84261193
n715,43.2258,-89.4476,-16.2530966
n716,43.2218,-89.4416,-16.06829867
n717,43.2146,-89.2839,-15.61737141
n718,43.2289,-89.512,-17.67504892
n719,43.2224,-89.4479,-16.19808401
n720,43.2185,-89.3587,-15.47005169
n721,43.2142,-89.2793,-15.71506816
n722,43.2106,-89.2282,-15.2754195
n723,43.2231,-89.4564,-16.39425985
n724,43.2143,-89.2907,-15.47587242
n725,43.2125,-89.247,-15.56781838
n726,43.2259,-89.5415,-17.40079985
n727,43.2228,-89.4641,-16.57432896
n728,43.2198,-89.4239,-16.07980791
n729,43.2118,-89.2555,-15.66561739
n730,43.2274,-89.4666,-16.64482723
n731,43.2261,-89.5268,-17.62792774
n732,43.2287,-89.5212,-17.7462603
n733,43.2148,-89.3262,-15.04233905
n734,43.2217,-89.4792,-16.93205996
n735,43.2139,-89.2757,-15.79420504
n736,43.223,-89.4937,-17.20630714
n737,43.2112,-89.2675,-15.82873562
n738,43.2112,-89.2596,-15.71744772
n739,43.2113,-89.2792,-15.76965858
n740,43.2111,-89.2624,-15.75748165
n741,43.2177,-89.4041,-15.98224933
n742,43.2185,-89.3732,-15.68589033
n743,43.219,-89.4286,-16.19648315
n744,43.2224,-89.508,-17.4965911
n745,43.2225,-89.5015,-17.36134838
n746,43.2191,-89.4383,-15.98323427
n747,43.2183,-89.3966,-15.99536619
n748,43.219,-89.4434,-16.0667435
n749,43.2157,-89.3694,-15.68577619
n750,43.215,-89.3636,-15.63591904
n751,43.2079,-89.2133,-15.20976357
n752,43.2222,-89.5176,-17.66291901
n753,43.2199,-89.4745,-16.80371059
n754,43.2167,-89.3868,-15.92291751
n755,43.2079,-89.2233,-15.14520581
n756,43.2079,-89.2188,-15.12756941
n757,43.2189,-89.4474,-16.16349654
n758,43.2184,-89.4331,-16.08589373
n759,43.2249,-89.529,-17.5648126
n760,43.2145,-89.3565,-15.52951069
n761,43.208,-89.2512,-15.56342915
n762,43.2248,-89.5783,-17.13823504
n763,43.2186,-89.4156,-15.94246771
n764,43.2151,-89.3992,-15.91260996
n765,43.2233,-89.5388,-17.39324632
n766,43.22,-89.499,-17.27813273
n767,43.2129,-89.3167,-14.99578046
n768,43.2075,-89.2421,-15.44411545
n769,43.2056,-89.2226,-15.22335682
n770,43.2229,-89.548,-17.24582911
n771,43.2158,-89.4305,-16.08082057
n772,43.2229,-89.5568,-17.04400248
n773,43.2114,-89.3261,-15.15515072
n774,43.2197,-89.4937,-17.15535583
n775,43.2195,-89.4903,-17.07289763
n776,43.2183,-89.4591,-16.44632667
n777,43.2158,-89.4135,-16.04831864
n778,43.2139,-89.3939,-16.01328112
n779,43.2135,-89.3743,-15.81848419
n780,43.2198,-89.4873,-17.10017367
n781,43.2119,-89.3204,-15.0778894
n782,43.2231,-89.5734,-17.13624985
n783,43.22,-89.5329,-17.37759456
n784,43.2044,-89.213,-15.09343421
n785,43.216,-89.451,-16.23617236
n786,43.2128,-89.3988,-15.98951661
n787,43.2076,-89.2728,-15.89816971
n788,43.2117,-89.3103,-15.15554959
n789,43.2047,-89.2195,-15.23506157
n790,43.2172,-89.4751,-16.79740131
n791,43.2182,-89.4534,-16.30849313
n792,43.2227,-89.5856,-17.32794455
n793,43.2217,-89.5657,-16.94441397
n794,43.2195,-89.5445,-17.20649811
n795,43.2103,-89.3655,-15.7878832
n796,43.211,-89.3605,-15.66478657
n797,43.2093,-89.3147,-15.12340207
n798,43.2171,-89.4664,-16.58705479
n799,43.2162,-89.4938,-17.10011035
n800,43.2059,-89.3105,-15.2387439
n801,43.2208,-89.5801,-17.25685215
n802,43.2079,-89.3306,-15.26025558
n803,43.2146,-89.4906,-17.05006716
n804,43.2094,-89.4043,-15.94669625
n805,43.2109,-89.3905,-16.12815674
n806,43.2047,-89.2987,-15.27549255
n807,43.2044,-89.2906,-15.45557352
n808,43.2183,-89.572,-17.13392397
n809,43.2136,-89.4576,-16.39420929
n810,43.217,-89.5475,-17.09675824
n811,43.2089,-89.3991,-16.03667707
n812,43.2128,-89.406,-15.84148482
n813,43.2171,-89.536,-17.25565042
n814,43.2113,-89.4558,-16.43052872
n815,43.212,-89.469,-16.67271235
n816,43.2031,-89.3013,-15.21324163
n817,43.2133,-89.4827,-16.99309911
n818,43.2075,-89.3905,-16.2409425
n819,43.2158,-89.558,-16.91840493
n820,43.2069,-89.3988,-16.10341698
n821,43.2044,-89.2406,-15.37311972
n822,43.2118,-89.4852,-17.06413714
n823,43.2075,-89.4045,-15.96416862
n824,43.2019,-89.2973,-15.31783498
n825,43.2118,-89.4932,-17.11575646
n826,43.2035,-89.2718,-15.81857638
n827,43.2135,-89.4422,-16.09372482
n828,43.2081,-89.4124,-16.02129396
n829,43.2107,-89.4186,-15.94427408
n830,43.2148,-89.544,-17.08483751
n831,43.2037,-89.3283,-15.4102682
n832,43.2156,-89.5753,-17.23537311
n833,43.215,-89.5722,-17.15783119
n834,43.2135,-89.5474,-17.01050318
n835,43.2119,-89.5091,-17.27088849
n836,43.2108,-89.4302,-15.97159513
n837,43.2049,-89.3649,-15.82439403
n838,43.2041,-89.3562,-15.73348865
n839,43.2115,-89.4891,-17.1589509
n840,43.2104,-89.4655,-16.5995279
n841,43.2165,-89.5825,-17.38565157
n842,43.2145,-89.5797,-17.33818436
n843,43.2159,-89.5778,-17.29452478
n844,43.2129,-89.5004,-17.2936118
n845,43.2083,-89.439,-16.01327883
n846,43.2044,-89.3682,-15.90589267
n847,43.2013,-89.3255,-15.30721675
n848,43.2095,-89.4834,-17.00600154
n849,43.2111,-89.5185,-17.29406444
n850,43.2091,-89.4488,-16.24622196
n851,43.2057,-89.4236,-15.7390309
n852,43.2021,-89.3057,-15.25163559
n853,43.2004,-89.3019,-15.30397429
n854,43.2144,-89.5645,-17.01039527
n855,43.2105,-89.4787,-16.90532937
n856,43.2079,-89.4539,-16.33318888
n857,43.2136,-89.5978,-17.72237467
n858,43.2103,-89.4745,-16.81715023
n859,43.2027,-89.3642,-15.89931016
n860,43.2158,-89.5243,-17.41797728
n861,43.2037,-89.3736,-15.96579771
n862,43.2117,-89.5434,-17.00546425
n863,43.2073,-89.4671,-16.65296561
n864,43.2125,-89.5493,-16.95417769
n865,43.2075,-89.48,-16.90201849
n866,43.2124,-89.5575,-16.82862167
n867,43.2138,-89.5546,-16.91271923
n868,43.2188,-89.554,-17.05716463
n869,43.2044,-89.4006,-16.00975945
n870,43.2118,-89.5621,-16.94107153
n871,43.2093,-89.5228,-17.23054414
n872,43.2081,-89.4897,-17.04523605
n873,43.2009,-89.3694,-15.9624496
n874,43.197,-89.2661,-15.7340454
n875,43.2087,-89.5137,-17.32075608
n876,43.2008,-89.3121,-15.41228986
n877,43.2116,-89.5737,-17.22081533
n878,43.204,-89.4075,-16.08391383
n879,43.2024,-89.3187,-15.2441016
n880,43.1997,-89.3676,-15.9382616
n881,43.1972,-89.306,-15.39379896
n882,43.2112,-89.5871,-17.53210362
n883,43.1987,-89.329,-15.42805491
n884,43.2085,-89.5444,-16.91054058
n885,43.2054,-89.4843,-17.02716824
n886,43.2044,-89.46,-16.52089602
n887,43.2032,-89.3589,-15.79859448
n888,43.2106,-89.5844,-17.4668576
n889,43.2109,-89.5801,-17.37728136
n890,43.2088,-89.5635,-16.9832981
n891,43.208,-89.5361,-17.03869144
n892,43.2103,-89.5314,-17.16747455
n893,43.2044,-89.4549,-16.397579
n894,43.1982,-89.3572,-15.88842913
n895,43.2111,-89.5978,-17.79007661
n896,43.2082,-89.5545,-16.76478611
n897,43.2037,-89.4738,-16.76709335
n898,43.2026,-89.4229,-15.70865326
n899,43.1978,-89.3257,-15.42342042
n900,43.1967,-89.3157,-15.44662273
n901,43.2079,-89.5396,-16.98095277
n902,43.2049,-89.478,-16.87393702
n903,43.2007,-89.4034,-16.14993261
n904,43.1963,-89.3214,-15.30814281
n905,43.207,-89.5209,-17.31301117
n906,43.2047,-89.4921,-17.13772313
n907,43.2027,-89.4193,-15.79576625
n908,43.2079,-89.5843,-17.45072878
n909,43.2045,-89.4975,-17.26846211
n910,43.2068,-89.5715,-17.14137834
n911,43.2056,-89.5433,-16.88107068
n912,43.2058,-89.5088,-17.47336937
n913,43.207,-89.5791,-17.32260477
n914,43.1976,-89.3518,-15.826619
n915,43.2108,-89.5921,-17.65313109
n916,43.2093,-89.5951,-17.71595039
n917,43.209,-89.5889,-17.56778139
n918,43.1973,-89.3781,-16.20436287
n919,43.1952,-89.3558,-15.95138956
n920,43.1933,-89.3209,-15.39673233
n921,43.1923,-89.2902,-15.23890412
n922,43.2072,-89.5914,-17.602567
n923,43.2049,-89.5478,-16.7698129
n924,43.1984,-89.4069,-16.11374461
n925,43.1932,-89.3317,-15.49763516
n926,43.2033,-89.5438,-16.82148869
n927,43.2042,-89.5307,-17.10639619
n928,43.197,-89.3853,-16.12402938
n929,43.1962,-89.4095,-16.06335286
n930,43.2047,-89.5681,-17.04820027
n931,43.1905,-89.2587,-15.45383255
n932,43.2014,-89.5049,-17.35954614
n933,43.1971,-89.3995,-16.03856103
n934,43.201,-89.3853,-15.99134026
n935,43.201,-89.5107,-17.36279101
n936,43.2004,-89.4844,-17.04158162
n937,43.2039,-89.5745,-17.19243522
n938,43.2007,-89.5186,-17.41634455
n939,43.2014,-89.524,-17.29314212
n940,43.1985,-89.5037,-17.45952634
n941,43.1989,-89.4752,-16.83146577
n942,43.1988,-89.4732,-16.78298812
n943,43.1936,-89.4017,-15.91084842
n944,43.2034,-89.5643,-16.94975096
n945,43.2003,-89.537,-17.00136029
n946,43.1993,-89.44,-16.00854242
n947,43.1996,-89.4346,-15.99836454
n948,43.194,-89.4137,-16.01132209
n949,43.2008,-89.5686,-17.06668002
n950,43.1978,-89.5188,-17.34301301
n951,43.1859,-89.2728,-15.33175572
n952,43.1987,-89.4205,-15.78471715
n953,43.192,-89.4155,-15.93197087
n954,43.1977,-89.4302,-15.87469701
n955,43.1898,-89.3305,-15.47511116
n956,43.1901,-89.327,-15.55439706
n957,43.1862,-89.293,-15.14832259
n958,43.1955,-89.4453,-16.11164347
n959,43.194,-89.4387,-15.97657422
n960,43.1909,-89.365,-16.18735224
n961,43.188,-89.3327,-15.55508931
n962,43.1912,-89.3179,-15.49731478
n963,43.2026,-89.5833,-17.36092471
n964,43.2009,-89.5784,-17.29711556
n965,43.1999,-89.574,-17.20062913
n966,43.1983,-89.496,-17.33056823
n967,43.1876,-89.3166,-15.44928327
n968,43.203,-89.5582,-16.80701841
n969,43.1903,-89.3936,-15.86542428
n970,43.1875,-89.2995,-15.03568106
n971,43.2014,-89.5962,-17.52767618
n972,43.1946,-89.4999,-17.40457915
n973,43.1967,-89.525,-17.22507013
n974,43.1896,-89.3892,-15.9743446
n975,43.1929,-89.4834,-17.02836768
n976,43.1975,-89.4785,-16.91370776
n977,43.199,-89.5883,-17.50194328
n978,43.1998,-89.5919,-17.41093376
n979,43.1945,-89.4951,-17.31625591
n980,43.1939,-89.4919,-17.23634911
n981,43.1977,-89.5683,-17.06288914
n982,43.1975,-89.4867,-17.11200461
n983,43.1871,-89.3889,-15.89109709
n984,43.1913,-89.3797,-16.01592343
n985,43.1954,-89.5077,-17.56221917
n986,43.1903,-89.4402,-16.06597762
n987,43.187,-89.3785,-16.09647022
n988,43.1915,-89.4849,-17.05221938
n989,43.19,-89.4289,-15.97901476
n990,43.188,-89.3951,-15.89639231
n991,43.1962,-89.563,-16.95834832
n992,43.1925,-89.5037,-17.43676359
n993,43.1851,-89.3438,-15.83258335
n994,43.1861,-89.3386,-15.70250863
n995,43.1945,-89.5381,-17.06062421
n996,43.1956,-89.577,-17.25227755
n997,43.1943,-89.5199,-17.26550704
n998,43.1952,-89.5136,-17.42071438
n999,43.183,-89.294,-15.23563172
n1000,43.1819,-89.291,-15.29791796
n1001,43.1906,-89.4792,-16.94535214
n1002,43.1817,-89.2967,-15.21165353
n1003,43.1818,-89.272,-15.46913172
n1004,43.1801,-89.2675,-15.35999333
n1005,43.1932,-89.5264,-17.10413131
n1006,43.1865,-89.3702,-16.29449508
n1007,43.1906,-89.4932,-17.19514638
n1008,43.1967,-89.5987,-17.36045589
n1009,43.1935,-89.5426,-17.05973973
n1010,43.1808,-89.2617,-15.21778677
n1011,43.1883,-89.4093,-15.80124721
n1012,43.1795,-89.2953,-15.26108551
n1013,43.1796,-89.2906,-15.37482528
n1014,43.1941,-89.5679,-17.02895492
n1015,43.1882,-89.478,-16.90341265
n1016,43.187,-89.4261,-16.09938814
n1017,43.1836,-89.3694,-16.29173174
n1018,43.1842,-89.394,-16.02522416
n1019,43.1866,-89.4798,-16.9720595
n1020,43.1846,-89.4304,-15.96840983
n1021,43.1943,-89.5881,-17.36207919
n1022,43.1834,-89.3838,-16.06511178
n1023,43.1907,-89.5496,-17.08447566
n1024,43.1856,-89.4054,-15.93132308
n1025,43.1903,-89.5699,-17.16397109
n1026,43.1832,-89.425,-16.10703529
n1027,43.1862,-89.4167,-15.88296598
n1028,43.1774,-89.3315,-15.48220494
n1029,43.1899,-89.5818,-17.19420337
n1030,43.1856,-89.4871,-16.97461545
n1031,43.1771,-89.3399,-15.68564925
n1032,43.1798,-89.4086,-15.72393775
n1033,43.179,-89.3886,-15.87860539
n1034,43.1746,-89.2833,-15.13255562
n1035,43.1861,-89.5457,-17.24628587
n1036,43.1866,-89.5423,-17.2645467
n1037,43.1829,-89.4806,-16.90613002
n1038,43.1835,-89.4822,-16.8735528
n1039,43.179,-89.4169,-15.91353902
n1040,43.1873,-89.5657,-17.26071675
n1041,43.1823,-89.4984,-17.21541271
n1042,43.1807,-89.4864,-17.01120502
n1043,43.1853,-89.5633,-17.3176158
n1044,43.1856,-89.5794,-17.34820304
n1045,43.1756,-89.3847,-15.85904631
n1046,43.1759,-89.3778,-15.96890649
n1047,43.1721,-89.3301,-15.46411355
n1048,43.183,-89.5448,-17.35139881
n1049,43.176,-89.3985,-15.73223991
n1050,43.1713,-89.3276,-15.3980657
n1051,43.1827,-89.548,-17.35265827
n1052,43.1787,-89.473,-16.94772825
n1053,43.183,-89.5744,-17.19966041
n1054,43.1819,-89.5544,-17.37430833
n1055,43.1809,-89.5357,-17.50417112
n1056,43.1804,-89.4785,-17.00338118
n1057,43.1806,-89.5053,-17.23656553
n1058,43.1804,-89.4911,-17.1091638
n1059,43.1754,-89.4305,-16.16795762
n1060,43.1794,-89.5363,-17.54169543
n1061,43.1789,-89.5003,-17.33720314
n1062,43.1806,-89.5425,-17.43059242
n1063,43.1762,-89.4795,-17.03169992
n1064,43.1752,-89.4073,-15.73374172
n1065,43.1696,-89.3319,-15.37044449
n1066,43.182,-89.5693,-17.2848258
n1067,43.1786,-89.5089,-17.34604154
n1068,43.1795,-89.5498,-17.45370888
n1069,43.1734,-89.4285,-16.25007067
n1070,43.1786,-89.5197,-17.50100725
n1071,43.175,-89.4521,-16.42745732
n1072,43.1787,-89.5234,-17.59057175
n1073,43.1729,-89.4,-15.64291874
n1074,43.1803,-89.5264,-17.52399999
n1075,43.1747,-89.4797,-16.98170683
n1076,43.1722,-89.4046,-15.75660069
n1077,43.1778,-89.5362,-17.59117219
n1078,43.1754,-89.4859,-17.08415637
n1079,43.1791,-89.5579,-17.40728447
n1080,43.1713,-89.4082,-15.84827551
n1081,43.1754,-89.4925,-17.2088031
n1082,43.1775,-89.5516,-17.51561489
n1083,43.1738,-89.4558,-16.52541898
n1084,43.1757,-89.5293,-17.68870987
n1085,43.1745,-89.4594,-16.59692262
n1086,43.1741,-89.4483,-16.52411197
n1087,43.1714,-89.3937,-15.60055695
n1088,43.1755,-89.5341,-17.68158594
n1089,43.1753,-89.5237,-17.64002436
n1090,43.1705,-89.4301,-16.25255693
n1091,43.1696,-89.3995,-15.75305359
n1092,43.1751,-89.5156,-17.54538264
n1093,43.1697,-89.388,-15.64767332
n1094,43.1779,-89.5684,-17.42256354
n1095,43.1722,-89.4655,-16.73426305
n1096,43.1685,-89.4054,-15.7333143
n1097,43.1753,-89.5575,-17.53370998
n1098,43.1755,-89.5452,-17.59810266
n1099,43.1755,-89.5627,-17.44406711
n1100,43.1748,-89.5388,-17.63281086
n1101,43.174,-89.4706,-16.84638778
n1102,43.1705,-89.451,-16.38799487
n1103,43.1687,-89.4174,-15.93955023
n1104,43.1727,-89.4875,-17.1817276
n1105,43.1745,-89.5705,-17.30195388
n1106,43.1728,-89.5068,-17.40645061
n1107,43.1671,-89.4398,-16.48409465
n1108,43.1679,-89.4294,-16.23107703
n1109,43.1664,-89.4008,-15.81500704
n1110,43.1675,-89.4467,-16.42240944
n1111,43.1738,-89.5514,-17.63844765
n1112,43.1648,-89.3931,-15.62129128
n1113,43.1729,-89.5126,-17.44245962
n1114,43.1682,-89.4643,-16.60093294
n1115,43.1664,-89.4342,-16.34662879
n1116,43.1682,-89.4693,-16.71679484
n1117,43.1671,-89.45,-16.50334638
n1118,43.1711,-89.5425,-17.74572909
n1119,43.1692,-89.5194,-17.62932035
n1120,43.1653,-89.4167,-16.02659831
n1121,43.1712,-89.547,-17.7341899
n1122,43.1714,-89.5351,-17.77181711
n1123,43.1683,-89.4938,-17.07457904
n1124,43.1641,-89.4094,-15.90844294
n1125,43.1638,-89.4042,-15.89190437
n1126,43.1689,-89.5073,-17.40180382
n1127,43.1711,-89.5574,-17.63834444
n1128,43.1715,-89.5639,-17.49009677
n1129,43.1675,-89.4737,-16.81070724
n1130,43.1644,-89.4392,-16.48460295
n1131,43.1714,-89.5272,-17.79023394
n1132,43.1683,-89.5458,-17.73211436
n1133,43.1679,-89.5294,-17.82921307
n1134,43.1619,-89.4005,-15.78241745
n1135,43.1669,-89.4823,-16.95184787
n1136,43.1608,-89.4097,-16.00799939
n1137,43.1645,-89.4938,-17.04412751
n1138,43.1682,-89.4875,-17.03245233
n1139,43.166,-89.456,-16.42583754
n1140,43.1604,-89.4198,-16.17330496
n1141,43.1669,-89.5524,-17.64029807
n1142,43.1652,-89.5091,-17.3526541
n1143,43.1617,-89.4477,-16.56512723
n1144,43.165,-89.5055,-17.26529843
n1145,43.1701,-89.5003,-17.23051866
n1146,43.1665,-89.5128,-17.44868755
n1147,43.1663,-89.518,-17.57079694
n1148,43.1649,-89.5144,-17.48066339
n1149,43.1647,-89.5533,-17.56700375
n1150,43.1616,-89.4876,-17.02296084
n1151,43.1609,-89.4596,-16.56215604
n1152,43.1664,-89.5586,-17.63920152
n1153,43.1639,-89.5368,-17.72979654
n1154,43.1633,-89.553,-17.51999871
n1155,43.1639,-89.5401,-17.7185117
n1156,43.1644,-89.5251,-17.67444047
n1157,43.1569,-89.3993,-15.72503529
n1158,43.166,-89.5657,-17.46690572
n1159,43.1611,-89.4725,-16.76122092
n1160,43.1649,-89.563,-17.54173299
n1161,43.1606,-89.5044,-17.25677995
n1162,43.1578,-89.4581,-16.67050316
n1163,43.1588,-89.4515,-16.67523476
n1164,43.157,-89.4171,-16.11781273
n1165,43.1608,-89.5091,-17.31186239
n1166,43.1596,-89.4883,-17.09143344
n1167,43.1608,-89.5288,-17.60596687
n1168,43.1609,-89.5255,-17.57895186
n1169,43.1609,-89.5223,-17.58455357
n1170,43.1574,-89.4444,-16.66681898
n1171,43.1608,-89.5391,-17.61286931
n1172,43.1561,-89.4583,-16.71700579
n1173,43.1559,-89.4509,-16.77252387
n1174,43.162,-89.4647,-16.57013927
n1175,43.1601,-89.5345,-17.59707778
n1176,43.1545,-89.4544,-16.80631573
n1177,43.1607,-89.5574,-17.4479032
n1178,43.1541,-89.4464,-16.78388323
n1179,43.157,-89.5041,-17.1371393
n1180,43.155,-89.4876,-17.09422175
n1181,43.1592,-89.5175,-17.45543974
n1182,43.1576,-89.5112,-17.31009745
n1183,43.1579,-89.4817,-16.92206344
n1184,43.1599,-89.5458,-17.55698817
n1185,43.1524,-89.4542,-16.87291987
n1186,43.1564,-89.5305,-17.45588523
n1187,43.1572,-89.5737,-17.44251477
n1188,43.1564,-89.5344,-17.47431649
n1189,43.1568,-89.5242,-17.44098646
n1190,43.1539,-89.4626,-16.79305547
n1191,43.1567,-89.5411,-17.63675335
n1192,43.1539,-89.5052,-17.24336276
n1193,43.1568,-89.5491,-17.50000431
n1194,43.159,-89.5529,-17.38261035
n1195,43.153,-89.4876,-17.02787718
n1196,43.156,-89.5585,-17.29420131
n1197,43.1519,-89.4622,-16.84594002
n1198,43.1504,-89.4539,-16.93224345
n1199,43.1568,-89.4967,-17.15087807
n1200,43.1585,-89.5683,-17.30491219
n1201,43.1536,-89.5165,-17.40269631
n1202,43.1516,-89.4494,-16.89410284
n1203,43.1509,-89.4452,-16.82660328
n1204,43.1491,-89.4645,-16.87349795
n1205,43.1497,-89.4596,-16.93033562
n1206,43.1489,-89.4687,-16.82128403
n1207,43.1531,-89.4744,-16.81414409
n1208,43.1532,-89.5659,-17.42653604
n1209,43.1524,-89.5321,-17.52238579
n1210,43.1498,-89.4895,-17.14355798
n1211,43.1501,-89.5237,-17.61207887
n1212,43.15,-89.5168,-17.52233701
n1213,43.1464,-89.424,-16.38800454
n1214,43.1505,-89.5435,-17.57360256
n1215,43.1518,-89.5391,-17.66463457
n1216,43.146,-89.4494,-16.91055783
n1217,43.1456,-89.4447,-16.79603236
n1218,43.1508,-89.5749,-17.54573406
n1219,43.1458,-89.4562,-16.88143048
n1220,43.1516,-89.5511,-17.42137345
n1221,43.1475,-89.5294,-17.68582151
n1222,43.1507,-89.5325,-17.57960349
n1223,43.145,-89.488,-17.23247143
n1224,43.1432,-89.4501,-16.88640924
n1225,43.1512,-89.5692,-17.51674882
n1226,43.1488,-89.5024,-17.33308858
n1227,43.1487,-89.5638,-17.52138538
n1228,43.1457,-89.4827,-17.1313317
n1229,43.15,-89.5724,-17.60382399
n1230,43.1475,-89.5117,-17.50183412
n1231,43.1438,-89.493,-17.35986807
n1232,43.1477,-89.5213,-17.59511148
n1233,43.1426,-89.44,-16.79526053
n1234,43.1456,-89.5378,-17.78679591
n1235,43.1417,-89.486,-17.27785714
n1236,43.1411,-89.4663,-16.92774873
n1237,43.1452,-89.5531,-17.58009664
n1238,43.1443,-89.5396,-17.73554386
n1239,43.1441,-89.5313,-17.79806896
n1240,43.1445,-89.4997,-17.41616303
n1241,43.1455,-89.5697,-17.6980144
n1242,43.1425,-89.512,-17.64174745
n1243,43.1439,-89.5177,-17.68206602
n1244,43.1396,-89.487,-17.33304809
n1245,43.1437,-89.5247,-17.74591396
n1246,43.1411,-89.5314,-17.89761523
n1247,43.1382,-89.4855,-17.30911805
n1248,43.1461,-89.5464,-17.62814077
n1249,43.1384,-89.5083,-17.70646772
n1250,43.1414,-89.5594,-17.70044857
n1251,43.1479,-89.5578,-17.48137877
n1252,43.142,-89.5693,-17.75471705
n1253,43.1356,-89.4444,-16.99365273
n1254,43.1416,-89.5736,-17.85253667
n1255,43.1357,-89.4579,-17.19872984
n1256,43.1354,-89.4604,-17.16470498
n1257,43.1385,-89.5387,-17.92761725
n1258,43.1373,-89.4942,-17.52181776
n1259,43.136,-89.4773,-17.20152098
n1260,43.135,-89.4699,-17.1236948
n1261,43.1382,-89.5006,-17.59534756
n1262,43.1361,-89.5004,-17.5681471
n1263,43.1355,-89.484,-17.36455378
n1264,43.1352,-89.493,-17.46079793
n1265,43.1348,-89.4637,-17.08237886
n1266,43.1377,-89.5235,-17.931081
n1267,43.135,-89.4981,-17.58443309
n1268,43.1346,-89.4671,-17.13016885
n1269,43.1381,-89.5742,-17.92984757
n1270,43.1378,-89.5693,-17.88901831
n1271,43.1326,-89.4767,-17.29965886
n1272,43.1381,-89.5784,-17.97313286
n1273,43.1371,-89.5132,-17.8010269
n1274,43.1339,-89.5252,-18.05481869
n1275,43.1341,-89.4531,-17.07098652
n1276,43.1314,-89.4443,-17.05808126
n1277,43.1366,-89.5326,-18.00897243
n1278,43.1355,-89.5782,-18.05951656
n1279,43.1343,-89.5386,-18.06150376
n1280,43.1317,-89.4612,-17.20169991
n1281,43.1313,-89.4493,-17.17917042
n1282,43.1316,-89.4857,-17.38742004
n1283,43.1318,-89.4824,-17.30744102
n1284,43.1316,-89.4924,-17.54961796
n1285,43.1299,-89.4753,-17.30261186
n1286,43.134,-89.5204,-17.98912334
n1287,43.1316,-89.4989,-17.64697172
n1288,43.1315,-89.4954,-17.59659183
n1289,43.1357,-89.5594,-17.88792935
n1290,43.1368,-89.5501,-17.86198106
n1291,43.1303,-89.4691,-17.28080274
n1292,43.1303,-89.4791,-17.39555896
n1293,43.1345,-89.5698,-17.99661517
n1294,43.1339,-89.5437,-18.01859072
n1295,43.1316,-89.525,-18.11890336
n1296,43.1289,-89.4837,-17.40865784
n1297,43.1325,-89.5077,-17.78060378
n1298,43.1334,-89.5788,-18.05672751
n1299,43.1276,-89.4759,-17.38027857
n1300,43.129,-89.4969,-17.59338979
n1301,43.1309,-89.5319,-18.19881224
n1302,43.1293,-89.5276,-18.21781251
n1303,43.1277,-89.4889,-17.39496751
n1304,43.1303,-89.5787,-18.12504597
n1305,43.1294,-89.5196,-18.08032041
n1306,43.1281,-89.5245,-18.20353856
n1307,43.1272,-89.4641,-17.12197052
n1308,43.1301,-89.5825,-18.1981717
n1309,43.1262,-89.449,-17.03210028
n1310,43.1295,-89.5482,-18.04214661
n1311,43.1292,-89.5597,-18.07924632
