-1,0,0,0,0,0,0,0,0.890037123,0,0,0.109962877,0,0,0,0,0,0,0,0
0,-1,0,0,0,0,0,0,0,0.890037123,0,0,0.109962877,0,0,0,0,0,0,0
0,0,-1,0,0,0,0,0,0,0,0.890037123,0,0,0.109962877,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.237723997,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.242157248,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.288664853,0,0,0
-1,0,0,0,0.99599359,0,0,0.00400641,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,0,0,0.994047428,0,0.005952572,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1,0,0,0,0.995349702,0.004650298,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.003257712,-1,0,0,0,0,0,0,0,0,0.996742288,0,0
0,0,0,0,0,0,0,0.004840185,0,-1,0,0,0,0,0,0,0,0,0.995159815,0
0,0,0,0,0,0,0,0.003781273,0,0,-1,0,0,0,0,0,0,0,0,0.996218727
