#Node Number,Latitude,Longitude,Technology,Capacity
n1,43.867771,-88.717945,t36,749200
n2,44.366372,-88.2587304,t36,749200
n3,44.499718,-87.5954299,t36,749200
n4,45.044792,-89.706382,t36,749200
n5,43.9505879,-87.7465309,t36,749200
n6,44.115038,-88.2172159,t36,749200
n7,44.7366839,-87.5027549,t36,749200
n8,44.097001,-88.147437,t36,749200
n9,44.2522468,-89.9621392,t36,749200
n10,43.427712,-87.985899,t36,749200
n11,43.922701,-87.868523,t36,749200
n13,44.7807238,-88.291793,t36,749200
n14,43.3487533,-88.6550266,t36,749200
n15,44.663093,-87.588472,t36,749200
n17,44.540205,-87.789123,t36,749200
n19,44.2994683,-88.1107442,t36,749200
n20,44.9115979,-88.3436306,t36,749200
n21,44.369791,-88.229303,t36,749200
n23,45.330174,-91.543636,t21,374600
n25,44.6407302,-90.3771428,t21,374600
n28,42.7377646,-89.3607856,t36,749200
n30,43.702029,-88.358279,t36,749200
n50,42.973292,-88.775482,t21,374600
n54,42.6533571,-90.2918458,t21,374600
n61,44.146298,-88.651705,t36,749200
n64,45.0086159,-91.7608218,t21,374600
n68,43.7449956,-90.7767576,t27,374600
n74,45.0032736,-90.3526429,t36,749200
n80,44.6838614,-91.8816514,t36,749200
n92,44.937498,-89.256461,t36,749200
n94,43.219504,-89.484778,t36,749200
