MSW,bale,flake,py_oil
105.42194695149205,572.0489534706842,692.0045537389819,964.8114698930888
98.2902745185967,549.4041361248935,674.8153529509324,936.1127959532223
102.15490900909555,557.9825907127629,677.662508802748,945.0166128325897
99.78104729024068,550.5495339164811,673.9282607509117,936.7201513456362
118.4112068478665,568.6416498432524,688.6416498432524,966.6564180113736
101.58418164313345,564.0093363136709,687.0756324716267,953.5848299723357
102.90519851831552,557.8430158467659,673.2668412321717,939.067485080474
112.51967233419614,571.3300921947075,691.3300921947075,969.4882770319324
99.8579366463454,561.0086201926755,681.0086201926755,949.5338632089918
100.49440021117788,563.9496971741979,683.9496971741979,953.5524329469072
108.26842816801135,577.3800570591872,697.3044032294396,972.0528884748995
104.07462802555938,573.284033296881,693.284033296881,966.1056708996693
114.5295603745327,579.5946543740104,699.5946543740104,974.625009353794
110.94907398679034,577.5870673791377,697.5870673791377,974.3535410063332
111.16470624183808,565.4399944752179,684.8256828285472,962.2901041230662
99.53250543159803,551.1320527256264,671.6312406998935,936.5938544911253
103.19614275491966,560.0135518396531,680.0147065031665,948.1905209324117
99.66061159997165,566.2968645196086,685.9735849801849,952.1565404939522
104.62621601935135,558.7789857694326,678.7789857694326,952.254870636038
109.30183775410725,574.7396999680434,694.7396999680434,974.0852143922679
104.78213874574749,560.093530812955,680.197382603506,953.103821160695
105.10548538980328,575.2960565874649,695.2960565874649,969.0559593160223
110.45499369946938,581.6238533819909,701.6238533819909,977.3644280145677
108.00739986105613,574.0732065370847,694.0425996434133,969.41564485979
108.48809877815138,578.1129950684767,698.1129950684767,972.6247692913234
96.51208209110118,554.9331507003171,682.5033870873183,943.3887851043912
100.30656336870689,567.243826191483,687.243826191483,957.9513913073819
112.4076882841457,579.9608932092846,699.9608932092846,977.2814765838099
104.31860850895005,572.4171586760382,692.4171586760382,964.9353901615314
114.86040854260554,581.2648585484558,701.2648585484558,984.0939836422021
112.31084544672727,567.6078502021937,687.0439971329246,965.4886528885695
100.47504098104386,568.8957518796035,688.8957518796035,960.1814909863447
108.273842645867,582.4868524433489,699.4427023283886,974.4198740922045
107.04151724028534,563.6906949531796,683.5485655111169,957.219535572608
103.47707488514786,562.3776388928369,681.8842840623239,953.3466133584245
112.57894169529465,574.4739149958242,690.8458710043485,970.2352594403075
105.25900634727367,566.1521680197739,685.7359657989772,957.5477297143514
108.38222183491796,562.0466362710687,682.0466362710687,957.203246985331
106.88005228003014,577.3275401100094,693.8228869480051,967.9495128999182
110.23910205128304,566.0973338471529,686.0973338471529,961.3735122423935
112.31359507058316,578.3206138146681,698.3206138146681,989.128320354564
101.68691908879828,569.8619443110715,692.8754238584738,961.4858507688264
112.4504033626796,565.9500686670592,685.9500686670592,962.700331676567
102.79983169093391,560.2888620718863,681.9475136815098,951.572703209348
116.7895026983213,569.1884292402594,689.1884292402594,966.1178944455321
111.11121841895289,576.3393790741156,696.3393790741156,978.0277257349665
103.71195170580171,561.1051626215701,684.1252706081204,949.6746348116886
105.65859675941748,559.149297068463,682.2349274000137,947.0237769913049
104.8315576332307,555.6188311388196,675.4372553764758,949.7640808997364
107.8542794167996,569.5348184160299,689.0403433854204,962.370108167119
98.74614790783693,561.4673092441733,678.5957365187473,947.3054553052673
113.8873313424865,580.5157972719085,700.5157972719085,982.6450547150431
105.98273960189603,574.3915485930712,694.3915485930712,975.2721599148051
113.46815835150831,586.6653127140697,703.5736811493659,980.0814418341838
98.57632095516664,558.3233279993407,678.3233279993407,946.0915828411901
105.843481635958,561.4453856232166,680.480382589026,944.7634869840468
107.84409805065324,575.9269376896789,695.9269376896789,969.6735918299464
97.79417759100988,556.1882035785247,676.1879326650188,943.5506537820503
110.86960365773609,567.0245476527327,687.0245476527327,962.4079806355548
109.68261918553368,573.9628937696369,693.9628937696369,974.375857742971
100.70387741955156,561.8781075820417,681.8204529523041,951.3373934003995
99.39128246233192,565.8926343071167,685.8926343071167,956.1339560099467
103.18955717791468,574.7720805611389,691.7613550842772,964.0500553126541
100.98657177573223,557.9425689333281,687.3085227539203,948.651317611611
115.16690460635735,583.1333463324833,703.1333463324833,982.1213059877335
100.16037508981495,553.5883305602138,673.5883305602138,939.5164722051684
111.66830857978914,576.9780967361005,696.9780967361005,976.9510090195437
117.69810182571713,579.8749256062387,699.8749256062387,979.2320263605232
110.37460131421727,569.3712129512436,689.3453526571498,964.3163722566604
108.6212894597663,572.1630610485611,691.8827913752134,966.386863398893
109.8901742494263,572.8616981856452,692.8616981856452,969.6069688933527
104.53785273581066,571.1962358603852,688.1251653645581,959.6007446423295
100.43535032370615,550.0103644973046,664.3339550777475,927.0230653038391
109.79676262115306,558.2995027797235,673.295170404397,938.8712368701678
92.74114564029482,553.0350614326815,655.0183530062861,913.9032913684983
94.83603141289991,544.3967192221796,651.1639713309704,909.286811443568
105.65318333961704,560.0189068375164,667.8053511499304,931.3163114005328
95.19355946164319,560.8037830987649,661.9632443241052,922.6873105967938
103.64709844711933,561.2898340389444,681.0062565005422,945.2477163367588
104.79915979390216,563.2971056069744,675.9108920497081,942.5876100779371
101.80111891465681,548.8724587364956,667.0629788183928,930.7072473537102
109.50498896291066,555.5682792671273,674.277025486143,940.0869380428119
97.863006480823,552.0007098919768,660.0937615826945,921.3609943532401
99.93455051058221,562.9489106449428,667.3817386486751,930.3046461288602
106.80422141927457,555.2652902386247,676.0135913608987,938.7164951715897
89.71084073913161,551.2529606667628,652.3674466372315,910.8325157257934
