MSW,bale,flake,py_oil
93.3064026648638,547.8417359188738,652.2016555760536,910.6863577381708
97.87375155407382,552.6505070943507,670.1204446434489,929.5383095200982
99.65385316239559,565.4320877331412,673.516294736652,937.8063904537935
99.95468792491695,553.6798120516872,666.1390413439391,925.3837000491192
112.25733323286627,556.7235881533545,679.7569078549684,943.7629315784535
103.90058605763684,563.7713438659518,681.6188184158121,950.0105419551585
98.90027150510613,555.8762383961758,661.932640529289,923.7787020793372
101.07061759410102,561.8999434198577,680.5787761369066,947.4660622483873
99.7368125459294,565.5792401288362,686.1887142498678,956.5497917839535
101.33697023317916,561.2896446543562,682.7638139539196,959.661118494199
106.33400266233849,562.6469187238823,682.666483569064,947.6757145982888
96.27215430989531,553.0534233263328,660.0193265058714,921.2132602794237
114.78050389964237,553.3157615012342,673.3157615012342,939.1485039755461
99.57686817259,568.4295289048168,688.4295289048168,959.5520899703826
95.34278061281692,551.0391971747221,659.6072602660486,916.5578888171447
107.28771755256174,560.3432231675359,674.2750714082385,936.3724493621644
101.92315755357569,550.32159662952,661.9582041340478,919.0138931589597
97.79326615649035,566.3374483044017,677.8578896142146,938.3209449629867
104.54076541370192,554.5048266128232,669.0943366099145,933.4495803722644
103.3166355227579,564.1956280049867,668.1351892867366,932.1854309151094
84.14312513363836,551.9111155599222,640.4970677205973,894.9184542760091
99.65292009078243,540.9246133151092,655.5001500343872,912.0587426707791
97.38220872361956,558.9601669679519,665.2608394360541,926.9600622459453
103.95216831164666,543.5426069105204,668.2356702072797,927.6315581841543
92.21780659420722,540.4577824201803,648.068443726331,902.188677960467
106.50355739436017,558.391724648457,677.075619176314,951.7598750677428
95.71198616800774,563.2699085304338,666.7125459316172,928.7295148060161
97.95878411464338,566.9238346498475,668.7339604525356,931.7439417563389
90.97477488264187,550.0383561156376,652.1746891202322,910.4997759756104
87.24741142541531,547.3846198506734,644.3282360649446,900.0744004457812
99.79939289522578,568.2968725056508,677.8405864057887,942.893728633331
107.17060667773771,560.9256587231389,672.7975426194928,938.324002399358
106.06444311421095,558.4377772343057,670.081792855652,942.4515186936976
104.87219109910191,554.1535537135433,668.0925541033188,932.1075507308628
102.70717565687643,555.5061235666183,668.0645652166515,927.842394713479
101.11952225461576,565.5501319255624,684.3930587939548,953.2369250010586
96.94756500802039,570.004846722144,670.6087661499407,933.401210472583
104.44436671915577,560.4567691514883,675.496825184733,941.9456009958543
95.43596520010473,572.6603002007719,671.9727853674552,935.1839487122712
87.78044851313501,548.996231007372,650.1107169778408,907.692554879261
102.8402374285974,562.7686065843286,686.128771052525,952.3823856404451
95.54971044691509,560.1117882381596,661.2262742086284,918.6150022137555
89.4629698708523,549.1532935141103,647.2121220300517,903.9521066285976
102.63639354135094,552.5039972246394,673.2654245114427,942.6696874422495
94.55512686534809,565.7869073615055,668.1107898846687,929.9146058618425
88.19302202097401,554.4235881013128,647.3259872822059,904.0706491551985
100.14466030320477,560.0879483046097,663.9853878382082,926.5611824836085
112.79346898634306,554.896091590938,678.2191848206205,941.2819495966462
89.43251090767862,550.1199870998072,648.0709805404742,905.0582753581916
101.10957834808595,563.0377294172839,674.8640673299444,935.6613341588297
103.07604525195548,560.8083160033825,671.0444592284975,935.8636447995463
106.6697893162034,561.4264760846731,681.4264760846731,945.5928078954236
95.38959917962215,572.7066662212544,675.0305487444176,935.1926167796036
89.01271693060002,543.5192723116492,644.8843392979007,899.5503485663731
109.0883379310936,559.007927469783,675.5779465142434,941.8431814307474
108.16965651396384,559.9266088869127,670.1874368782021,934.5099134866642
106.58087171838716,558.5042778255473,674.3469520424516,940.5095738566449
112.03022479571483,541.706309817285,664.8483127872814,924.455843603149
104.48306581312184,563.1370488675891,667.1949713480874,930.5631551778024
103.95121741187279,558.7297716058426,684.0916570384068,956.9331906383679
97.30757523842921,554.8128924382431,662.087854708737,923.8928869419501
99.53331851947169,557.3700860394576,665.0038008098237,927.7929150150937
100.52996046314651,562.0610093546578,665.8850751817719,924.5587051952317
93.95312647172136,559.1813507077114,659.1595042064064,919.4356644180364
103.65099511111039,565.3194677095511,685.3194677095511,951.2900073556159
97.19745537460841,555.0153861518195,659.4101717114627,920.1964549392096
104.04290000937341,563.7435141534837,679.8708476391969,947.9210779115608
108.54681775578406,555.7320419747996,678.8867650226217,942.4104826148593
101.582974492792,562.9024561086566,676.2169299376171,941.9296484288074
92.43187532858576,559.0243696855183,655.9381099446654,915.6988556934728
100.53163998402599,568.4461067229886,685.4358493479868,955.510622568662
109.0890652920261,555.5202194227198,674.5580786352256,936.0016604724008
98.20631815839914,564.4589673631916,667.5284492332631,929.823990925665
104.71781522916947,565.0174094770149,684.8125732357717,977.714852976139
98.77243340055666,547.3524030521465,667.1325787373864,944.6654735973864
110.13630562616962,560.0270430050394,680.0270430050394,963.9514832782733
116.83966599681018,584.5813943924975,704.5813943924975,993.8071015068023
107.65238124562083,566.1787959957232,686.1787959957232,975.3188389794633
109.21757187853025,578.9860199403196,698.9860199403196,997.5804142741343
108.54242980193725,556.1036791202688,676.0433766823838,962.5035417656271
109.88619449078472,584.336155283338,701.0550541733063,982.3929446841302
109.11417530575132,566.9554735494869,686.9554735494869,973.8758848226082
116.6029763184171,564.4004645583889,684.9299881858589,970.6352173182412
109.65768012827054,560.9734722591487,680.9734722591487,965.1974119280156
111.4508527585481,563.0076971811358,684.2281031828547,967.9426846395427
106.06649918041131,558.0867006001304,677.7196630339764,960.895696842807
109.0890901428667,560.4569247688225,677.0594047034333,959.927764017463
113.04786639952555,563.8899177221475,684.4477438020829,969.9016177501344
120.89125781227223,579.1104171054126,699.1104171054126,1001.4876222835102
108.2574366712463,559.9172367517158,681.3710530592515,963.6940318991162
111.4395327058777,563.0327825857808,683.0217401672469,968.2107649438628
107.29673481765766,574.3341359355217,691.3215019901512,978.7841197466746
113.91951031331637,586.685091830561,703.6681205705858,986.0459651413835
113.01246140034348,564.9809794764625,685.3897371704343,979.0789124576406
116.8230509688949,580.0896441373342,700.0896441373342,992.3990430449508
110.26114846723993,562.6181725539565,684.0794846456766,967.3460298191733
104.75057006038537,559.6570743637847,676.8246759053087,958.699539282998
108.64688347098004,561.0868549002236,680.7252771896921,972.613486685669
107.21444240866774,560.4912957747289,680.4927784941086,964.1674182640223
110.06493366922636,576.9696102093342,693.4450090550627,982.6561690500823
103.9063736080931,552.8331500678275,672.9584709694675,953.864454036818
107.88492354952517,570.9110816385898,690.9110816385898,978.9665161699824
99.24590412429363,550.2434339433265,670.4441548051047,950.3553756864773
108.3955018880822,565.519919699853,682.3997971339379,969.5821852921392
112.94305005948944,578.1667606653322,698.1667606653322,987.1610418172534
102.19977269798187,553.3841952499004,673.072605080925,954.5535580330123
103.71115468519353,568.4159025641416,687.7516211211848,981.3857459061107
98.56462331612913,549.1447752014376,669.3079026670375,948.825472015644
102.11455283542735,572.0429722723268,691.0207564412234,979.0797438455031
106.26341735782027,577.4322770403419,697.4322770403419,985.3617489408184
111.71854986716316,578.5972315918697,694.1708034107439,984.8357588730122
103.0741041614493,551.1247267365819,671.5123176962301,950.5759332901291
109.101149767473,559.9979042892274,680.937102147092,964.5716426865339
105.84397465931433,558.7845838155024,675.7695178230604,957.8096214330106
110.13231147801756,559.9521369216649,679.8947370141545,966.4991237616613
109.59989324880384,580.7687529313254,700.7687529313254,978.3481640011993
100.44757654479572,548.8095587843726,669.393421070888,948.3755217227497
119.65992563735487,581.8744482404597,701.8744482404597,989.724875510448
113.81576252904061,580.6551571665475,695.9962087320018,987.66242923628
113.93068721819066,579.3731923985778,699.3731923985778,988.4943519815
104.20468585699,574.301294943706,694.301294943706,983.091574879118
121.22969544432122,580.5390267805877,700.5390267805877,988.4322333646973
109.90610193447048,580.3786916815574,697.3200494582588,984.804949297739
105.57529796290677,556.9771249849501,678.4294764369008,959.8657503224583
111.8467793575673,581.0768689497708,701.0768689497708,986.3350036806012
109.63823934689898,575.0501460048082,695.0491057081157,992.21039887074
107.72905700776468,576.4674929838535,696.4674929838535,986.2023301693448
107.8064030169443,567.6876002506395,687.6876002506395,973.7597484891414
109.57214569051976,565.9391987989981,682.8736585273672,968.1039044766327
116.18184182904652,559.3295026604713,679.3295026604713,963.2856365844
106.61747299783205,557.4368786622008,677.4301683903916,960.0414095783589
107.49663957814039,579.1214484475139,696.1059786166232,985.659523433822
108.97896381495997,573.3243869355877,690.2489062573163,978.1232506799809
98.48948541394039,547.7773987118537,667.5109872205517,956.5989700056687
106.10432785860608,569.6493359475218,689.6493359475218,977.446925376551
120.81217840030934,583.9652961075124,703.9652961075124,993.2434219369983
105.8166758396492,572.2987763403715,692.2663202082903,979.5387911746299
111.60059064952617,567.9633373887361,687.9633373887361,975.0069441142149
103.102405519029,575.1165260362222,693.7403691785557,979.2112829012109
109.16324576698392,559.7991742236304,675.320956481567,958.975064198012
108.42100924842944,563.3130778361609,683.3130778361609,968.3895954531882
109.62804596574026,567.6623751324195,684.5827390176789,970.4730185732102
110.8084440763932,568.2045430445608,684.8211468265039,970.4418455373526
112.82042460149623,583.9892842840178,703.9892842840178,983.9663114573419
106.73410637423511,573.0479679355461,693.0479679355461,981.8232754133134
105.82697685947299,556.6858460055541,674.5592701501469,954.6980652480092
108.15213942960911,571.5653485177121,688.5554194958631,975.0053981057775
105.1382912072015,562.4147889563047,682.4147889563047,973.2531370835911
98.67798719971859,548.3955654860997,668.2513154523051,947.8162415374929
99.76411260014302,547.5941929183499,668.5517871937896,946.8751295536365
109.30804990096433,578.4447376213169,698.4447376213169,996.4928693580666
106.24329716109153,558.1768408687084,673.0076478745532,954.8574990251341
106.15360250184567,557.2256678168294,678.1493803099825,960.5929326919008
104.00274643078738,576.4610664555664,695.1716061133089,979.9142118400232
109.8014492842957,555.9913616493303,675.9867316264465,959.3420530285832
115.64105702909556,567.1544807601504,687.1544807601504,973.8710830193409
110.72324731053311,565.3334899392269,685.3320719851414,971.365984532444
108.05443678944363,567.0830170894347,687.0830170894347,975.3480496594495
107.9294142376202,563.7916202364698,683.7916202364698,971.583732335656
108.94058474060455,567.1928822824087,684.140017291699,969.0742210176153
106.65206584365093,576.0488466577139,696.0488466577139,985.9489278216902
112.92472941844397,584.0935891009656,704.0935891009656,980.6985712351834
107.6171481540621,575.1533787684349,692.1423640701606,980.509333027933
101.63374339560788,552.8773534825475,670.1391897754813,948.7347315509703
108.63764006337428,568.3408592581349,692.8953244409017,975.1289869147926
104.35882920943004,555.5800714493773,676.9936569774327,967.6533217739643
103.59976433274164,572.607280893515,692.607280893515,980.0365112672833
108.33870401881994,556.40199791629,680.404948269697,958.517252838042
104.64714906386543,556.5699146158959,676.2220715275719,958.8484480992988
101.63192263730713,553.4944161229454,673.6784945390294,962.4911976542675
108.15769437823448,579.326554060756,699.326554060756,993.5035273117107
118.29668871032938,577.1359454880042,697.1359454880042,989.6479148733803
101.67244106029632,550.0883675597208,670.6623634895159,950.1685428959438
118.77387368867844,589.9427333712,709.9427333712,992.1914159999999
106.07683663597533,576.4604140135287,696.4618967329085,981.5578627192442
106.64948963235695,554.8982577712453,681.8878794405896,958.7850819562552
104.57987964508752,559.4821087629201,678.9140517723174,958.7084386096069
102.11452599514342,571.8274817657108,691.8274817657108,964.7948042299683
104.03216074264773,562.1930824818211,680.905866997764,972.5860836016534
104.24360003948414,556.9610014941915,681.0953615350999,954.6797205488572
107.25826002587483,569.8724927122089,691.6298752357865,977.7372308309567
104.18786550578409,571.9134015168819,692.3078311847413,972.9037194616512
108.271322764933,560.1417082707408,690.5975134713655,959.309046328443
103.27199634606265,568.5948814428823,691.9559330217859,971.8739149466869
106.11854720775659,571.4940493765897,698.0950612885268,968.4346605923392
100.340599380447,564.9688568555358,681.2227203619487,948.4477607974209
103.45595805259875,565.8699076779454,690.5605155487557,961.148502779087
103.53164842575143,562.8911576143323,687.5230839695712,952.8552556509447
103.73215615691463,560.110820682253,682.050025180669,953.0175144943353
103.96225432997126,555.3474484592325,680.0602928351341,955.2283812408585
105.9532542915682,574.642815603515,694.2012440156001,977.3790458040326
101.11390681127236,562.6249011324268,687.5242393024126,955.8019546712352
98.14132803611608,564.78775400441,678.6475269948545,945.358578880721
101.02881594140851,571.1123163455703,689.9932183096923,962.1307369906077
107.40437168550488,562.5282906368748,679.7910424510623,964.5211112878317
98.03926641694244,571.1523384076716,679.2714194483294,945.8248920478933
103.38550178693461,574.5543614694561,694.5543614694561,969.7231353852052
106.87100044751034,578.2620371633705,698.0398601300319,980.673290349703
100.96948761523362,559.9427709954729,679.137251777296,949.4931821741317
109.52619940414499,557.9645578074305,684.3533853780955,961.2008032976092
102.48478424868608,564.5975779704063,683.2164946489669,976.3495458519312
104.60569979464842,557.0857175333098,677.123284848423,965.0420882813712
106.57057188893515,574.242397914676,693.6230064944979,971.5512492909879
101.53830540450278,571.8513823313682,690.6639589692212,979.5156412496916
95.86076108087559,565.2010628227654,677.8765295928722,943.0834486329965
105.51251495731596,580.3160623775843,696.6813746398375,974.5331124369835
96.96400208020725,564.7888615981797,680.1289402311236,945.5945335041698
102.99988477355669,570.6013708586572,691.7179538752588,965.7892978337168
100.59529998728573,565.3494594223828,693.2595952337712,959.0508060022094
104.2313902629173,563.9082423872374,692.4538819083011,958.1028969767788
98.28325428552691,550.1299007015675,673.3303740177089,951.4444943817066
106.21850825388496,559.6599184631291,684.8185556755099,956.255314529683
104.83390787913794,570.1589815112914,695.1575142258769,962.4775129240436
106.79784719218844,556.5260214652519,683.1263585987359,957.8758702241449
105.90856681954631,562.7932445533755,688.6890942460853,958.3293241402926
101.15380846692867,562.1867228892194,685.9270149539819,953.9511155850337
105.82905000007905,564.3979842719637,693.3038440342343,959.7195051834487
98.6998684149549,560.82603274029,675.9670302747398,947.568320373553
101.85798640365105,570.5675620290533,689.1603256865812,979.6978095386413
98.43673650867758,569.816466458564,687.8549884673012,959.5678159932897
103.45483600014236,563.6291827728248,685.5017934294851,953.9712981779861
99.25310706639289,563.152072621927,682.4047586355393,946.8632599311495
105.6614047881373,569.158827601669,692.9982996720972,972.3389445859721
107.65028401237205,578.8191436948937,698.8191436948937,977.6990413266428
109.32303164643568,566.4944113483082,685.7338026419853,967.6887324535999
102.07296782072483,568.4829124640826,687.1654055213146,977.9680693048932
106.46526644415744,571.9504966736637,691.4414431803228,973.7704658936559
107.25204289728724,575.3040120675524,695.3040120675524,983.7746426364159
104.10282620446671,568.6612998460341,688.3126817423982,974.0589451385035
100.12370165365228,564.8879532715425,686.7573765452173,950.4513110440544
101.5720169104797,568.3286571155359,687.1738376778665,991.9370656888028
113.03575794167551,572.5598462767899,692.5598462767899,972.72449503871
104.07377950002255,574.0158091204246,692.6579205882687,977.1599607056586
107.70129373083643,560.6648355810723,680.8178045016291,968.1505813915649
92.28992161331468,571.845483244093,672.8308627243239,937.1331513549476
109.20302994968891,557.6643663112113,682.7428635762511,962.2750412203333
106.49245129805988,565.9187905071194,686.4270706348982,979.4640254240661
109.09605188085115,566.1777948845354,687.392682831848,968.8105779594455
107.78374282556973,564.6301073859157,691.9384721630248,964.7233950339653
99.62453242643002,556.0039249054225,675.3709766678952,951.2429046270793
97.78040676431304,564.098802253561,690.9499813948051,956.8042637882359
97.73989673893115,561.0842163932385,675.8213128599444,945.355258817472
106.5003865478267,566.4038926112936,683.0716125099441,971.6979350125356
102.2035180491014,553.6897870760331,677.3876977727424,954.998658569384
104.7165133125513,574.8361981407023,693.6329840101043,977.8450558169737
96.16175814370573,570.9712355565457,677.1249679016279,942.8954233952156
94.36684833485644,565.676953726458,675.4640389659256,940.4243859803777
100.61489567009885,552.6921540854993,675.0383630303683,955.3409730747657
99.5668586569177,570.7014361885476,681.6530827951993,948.48730734227
95.30678134403598,568.9316782972506,675.4405655733725,941.5477341448835
102.22378551116365,564.5179546364119,682.9036021095599,951.3989422456701
115.32302719477536,560.5610933198122,687.7096979603327,964.4824971218436
99.42299286200972,559.0631242285427,676.1669128567763,949.2205037564993
106.36231522327252,566.3804598339412,687.4611577054137,970.4098132934041
103.499435566955,555.4640765973276,676.6349301375021,961.2656792597775
101.41961496023,563.3426527088877,681.7334305858983,949.793086240726
105.09849182381623,580.6846356590065,696.2673515063378,981.4615444475663
101.66035939094503,556.8728449669899,678.7652271552294,951.3897927875709
93.7552111389075,571.820857392467,674.5301056396883,939.4737587620776
109.04045595395326,562.4449964586047,690.9035306749657,962.2355095098237
105.45511054763196,567.3136836639542,690.1832445713633,966.5935402759559
102.56892075768668,554.6017367679166,676.207660069069,959.1187615319072
105.81170829894944,560.9533885491051,679.4931085970896,960.8477367790448
100.50340509289738,566.8476324172045,685.4459056128691,980.0727266866064
104.46123477958437,565.9520550766632,684.7993172564626,975.0676250844439
110.7638958314368,560.4016851672221,683.332539175342,965.601567070445
105.01445006289433,571.3862786500996,690.4087441721321,975.3395343411395
104.83083719122557,559.6806414131617,682.9316483375421,968.8148369284833
104.97114550193194,562.2750301978284,685.9346728791805,955.595520191722
98.21537864098966,563.2883029118788,684.9725509217793,951.9377764906977
99.577417923314,569.314199785957,693.6192114993254,962.4168781672041
96.54196702120196,564.1887630132277,676.3858561852369,943.2934915005878
98.18396572680517,567.9057163037988,686.1890250308716,953.759569329612
104.28326240817881,562.4530063636734,687.9710635798169,956.6080584422014
