#dem,node,product,cap(tonne/week),price($/tonne)
d118,ag_node10,p14,1.0e30,,0.001
d119,ag_node10,p15,1.0e30,,0.001
d120,ag_node10,p16,1.0e30,,0.0
d121,ag_node11,p1,1.0e30,,0.0
d122,ag_node11,p2,1.0e30,,0.0
d123,ag_node11,p3,1.0e30,,0.0
d124,ag_node11,p4,1.0e30,,2.0e-6
d125,ag_node11,p5,1.0e30,,2.0e-6
d126,ag_node11,p6,1.0e30,,0.001002
d127,ag_node11,p7,1.0e30,,5.0e-6
d128,ag_node11,p8,1.0e30,,5.0e-6
d129,ag_node11,p9,1.0e30,,5.0e-6
d130,ag_node11,p14,1.0e30,,0.001
d131,ag_node11,p15,1.0e30,,0.001
d132,ag_node11,p16,1.0e30,,0.0
d133,ag_node12,p1,1.0e30,,0.0
d134,ag_node12,p2,1.0e30,,0.0
d135,ag_node12,p3,1.0e30,,0.0
d136,ag_node12,p4,1.0e30,,2.0e-6
d137,ag_node12,p5,1.0e30,,2.0e-6
d138,ag_node12,p6,1.0e30,,0.001002
d139,ag_node12,p7,1.0e30,,5.0e-6
d140,ag_node12,p8,1.0e30,,5.0e-6
d141,ag_node12,p9,1.0e30,,5.0e-6
d142,ag_node12,p14,1.0e30,,0.001
d143,ag_node12,p15,1.0e30,,0.001
d144,ag_node12,p16,1.0e30,,0.0
d145,ag_node13,p1,1.0e30,,0.0
d146,ag_node13,p2,1.0e30,,0.0
d147,ag_node13,p3,1.0e30,,0.0
d148,ag_node13,p4,1.0e30,,2.0e-6
d149,ag_node13,p5,1.0e30,,2.0e-6
d150,ag_node13,p6,1.0e30,,0.001002
d151,ag_node13,p7,1.0e30,,5.0e-6
d152,ag_node13,p8,1.0e30,,5.0e-6
d153,ag_node13,p9,1.0e30,,5.0e-6
d154,ag_node13,p14,1.0e30,,0.001
d155,ag_node13,p15,1.0e30,,0.001
d156,ag_node13,p16,1.0e30,,0.0
d157,ag_node14,p1,1.0e30,,0.0
d158,ag_node14,p2,1.0e30,,0.0
d159,ag_node14,p3,1.0e30,,0.0
d160,ag_node14,p4,1.0e30,,2.0e-6
d161,ag_node14,p5,1.0e30,,2.0e-6
d162,ag_node14,p6,1.0e30,,0.001002
d163,ag_node14,p7,1.0e30,,5.0e-6
d164,ag_node14,p8,1.0e30,,5.0e-6
d165,ag_node14,p9,1.0e30,,5.0e-6
d166,ag_node14,p14,1.0e30,,0.001
d167,ag_node14,p15,1.0e30,,0.001
d168,ag_node14,p16,1.0e30,,0.0
d169,ag_node15,p1,1.0e30,,0.0
d170,ag_node15,p2,1.0e30,,0.0
d171,ag_node15,p3,1.0e30,,0.0
d172,ag_node15,p4,1.0e30,,2.0e-6
d173,ag_node15,p5,1.0e30,,2.0e-6
d174,ag_node15,p6,1.0e30,,0.001002
d175,ag_node15,p7,1.0e30,,5.0e-6
d176,ag_node15,p8,1.0e30,,5.0e-6
d177,ag_node15,p9,1.0e30,,5.0e-6
d178,ag_node15,p14,1.0e30,,0.001
d179,ag_node15,p15,1.0e30,,0.001
d180,ag_node15,p16,1.0e30,,0.0
d181,ag_node16,p1,1.0e30,,0.0
d182,ag_node16,p2,1.0e30,,0.0
d183,ag_node16,p3,1.0e30,,0.0
d184,ag_node16,p4,1.0e30,,2.0e-6
d185,ag_node16,p5,1.0e30,,2.0e-6
d186,ag_node16,p6,1.0e30,,0.001002
d187,ag_node16,p7,1.0e30,,5.0e-6
d188,ag_node16,p8,1.0e30,,5.0e-6
d189,ag_node16,p9,1.0e30,,5.0e-6
d190,ag_node16,p14,1.0e30,,0.001
d191,ag_node16,p15,1.0e30,,0.001
d192,ag_node16,p16,1.0e30,,0.0
d193,ag_node17,p1,1.0e30,,0.0
d194,ag_node17,p2,1.0e30,,0.0
d195,ag_node17,p3,1.0e30,,0.0
d196,ag_node17,p4,1.0e30,,2.0e-6
d197,ag_node17,p5,1.0e30,,2.0e-6
d198,ag_node17,p6,1.0e30,,0.001002
d199,ag_node17,p7,1.0e30,,5.0e-6
d200,ag_node17,p8,1.0e30,,5.0e-6
d201,ag_node17,p9,1.0e30,,5.0e-6
d202,ag_node17,p14,1.0e30,,0.001
d203,ag_node17,p15,1.0e30,,0.001
d204,ag_node17,p16,1.0e30,,0.0
d205,ag_node18,p1,1.0e30,,0.0
d206,ag_node18,p2,1.0e30,,0.0
d207,ag_node18,p3,1.0e30,,0.0
d208,ag_node18,p4,1.0e30,,2.0e-6
d209,ag_node18,p5,1.0e30,,2.0e-6
d210,ag_node18,p6,1.0e30,,0.001002
d211,ag_node18,p7,1.0e30,,5.0e-6
d212,ag_node18,p8,1.0e30,,5.0e-6
d213,ag_node18,p9,1.0e30,,5.0e-6
d214,ag_node18,p14,1.0e30,,0.001
d215,ag_node18,p15,1.0e30,,0.001
d216,ag_node18,p16,1.0e30,,0.0
d217,ag_node19,p1,1.0e30,,0.0
d218,ag_node19,p2,1.0e30,,0.0
d219,ag_node19,p3,1.0e30,,0.0
d220,ag_node19,p4,1.0e30,,2.0e-6
d221,ag_node19,p5,1.0e30,,2.0e-6
d222,ag_node19,p6,1.0e30,,0.001002
d223,ag_node19,p7,1.0e30,,5.0e-6
d224,ag_node19,p8,1.0e30,,5.0e-6
d225,ag_node19,p9,1.0e30,,5.0e-6
d226,ag_node19,p14,1.0e30,,0.001
d227,ag_node19,p15,1.0e30,,0.001
d228,ag_node19,p16,1.0e30,,0.0
d229,ag_node20,p1,1.0e30,,0.0
d230,ag_node20,p2,1.0e30,,0.0
d231,ag_node20,p3,1.0e30,,0.0
d232,ag_node20,p4,1.0e30,,2.0e-6
d233,ag_node20,p5,1.0e30,,2.0e-6
d234,ag_node20,p6,1.0e30,,0.001002
d235,ag_node20,p7,1.0e30,,5.0e-6
d236,ag_node20,p8,1.0e30,,5.0e-6
d237,ag_node20,p9,1.0e30,,5.0e-6
d238,ag_node20,p14,1.0e30,,0.001
d239,ag_node20,p15,1.0e30,,0.001
d240,ag_node20,p16,1.0e30,,0.0
d241,ag_node21,p1,1.0e30,,0.0
d242,ag_node21,p2,1.0e30,,0.0
d243,ag_node21,p3,1.0e30,,0.0
d244,ag_node21,p4,1.0e30,,2.0e-6
d245,ag_node21,p5,1.0e30,,2.0e-6
d246,ag_node21,p6,1.0e30,,0.001002
d247,ag_node21,p7,1.0e30,,5.0e-6
d248,ag_node21,p8,1.0e30,,5.0e-6
d249,ag_node21,p9,1.0e30,,5.0e-6
d250,ag_node21,p14,1.0e30,,0.001
d251,ag_node21,p15,1.0e30,,0.001
d252,ag_node21,p16,1.0e30,,0.0
d253,ag_node22,p1,1.0e30,,0.0
d254,ag_node22,p2,1.0e30,,0.0
d255,ag_node22,p3,1.0e30,,0.0
d256,ag_node22,p4,1.0e30,,2.0e-6
d257,ag_node22,p5,1.0e30,,2.0e-6
d258,ag_node22,p6,1.0e30,,0.001002
d259,ag_node22,p7,1.0e30,,5.0e-6
d260,ag_node22,p8,1.0e30,,5.0e-6
d261,ag_node22,p9,1.0e30,,5.0e-6
d262,ag_node22,p14,1.0e30,,0.001
d263,ag_node22,p15,1.0e30,,0.001
d264,ag_node22,p16,1.0e30,,0.0
d265,ag_node23,p1,1.0e30,,0.0
d266,ag_node23,p2,1.0e30,,0.0
d267,ag_node23,p3,1.0e30,,0.0
d268,ag_node23,p4,1.0e30,,2.0e-6
d269,ag_node23,p5,1.0e30,,2.0e-6
d270,ag_node23,p6,1.0e30,,0.001002
d271,ag_node23,p7,1.0e30,,5.0e-6
d272,ag_node23,p8,1.0e30,,5.0e-6
d273,ag_node23,p9,1.0e30,,5.0e-6
d274,ag_node23,p14,1.0e30,,0.001
d275,ag_node23,p15,1.0e30,,0.001
d276,ag_node23,p16,1.0e30,,0.0
d277,ag_node24,p1,1.0e30,,0.0
d278,ag_node24,p2,1.0e30,,0.0
d279,ag_node24,p3,1.0e30,,0.0
d280,ag_node24,p4,1.0e30,,2.0e-6
d281,ag_node24,p5,1.0e30,,2.0e-6
d282,ag_node24,p6,1.0e30,,0.001002
d283,ag_node24,p7,1.0e30,,5.0e-6
d284,ag_node24,p8,1.0e30,,5.0e-6
d285,ag_node24,p9,1.0e30,,5.0e-6
d286,ag_node24,p14,1.0e30,,0.001
d287,ag_node24,p15,1.0e30,,0.001
d288,ag_node24,p16,1.0e30,,0.0
d289,ag_node25,p1,1.0e30,,0.0
d290,ag_node25,p2,1.0e30,,0.0
d291,ag_node25,p3,1.0e30,,0.0
d292,ag_node25,p4,1.0e30,,2.0e-6
d293,ag_node25,p5,1.0e30,,2.0e-6
d294,ag_node25,p6,1.0e30,,0.001002
d295,ag_node25,p7,1.0e30,,5.0e-6
d296,ag_node25,p8,1.0e30,,5.0e-6
d297,ag_node25,p9,1.0e30,,5.0e-6
d298,ag_node25,p14,1.0e30,,0.001
d299,ag_node25,p15,1.0e30,,0.001
d300,ag_node25,p16,1.0e30,,0.0
d301,ag_node26,p1,1.0e30,,0.0
d302,ag_node26,p2,1.0e30,,0.0
d303,ag_node26,p3,1.0e30,,0.0
d304,ag_node26,p4,1.0e30,,2.0e-6
d305,ag_node26,p5,1.0e30,,2.0e-6
d306,ag_node26,p6,1.0e30,,0.001002
d307,ag_node26,p7,1.0e30,,5.0e-6
d308,ag_node26,p8,1.0e30,,5.0e-6
d309,ag_node26,p9,1.0e30,,5.0e-6
d310,ag_node26,p14,1.0e30,,0.001
d311,ag_node26,p15,1.0e30,,0.001
d312,ag_node26,p16,1.0e30,,0.0
d313,ag_node27,p1,1.0e30,,0.0
d314,ag_node27,p2,1.0e30,,0.0
d315,ag_node27,p3,1.0e30,,0.0
d316,ag_node27,p4,1.0e30,,2.0e-6
d317,ag_node27,p5,1.0e30,,2.0e-6
d318,ag_node27,p6,1.0e30,,0.001002
d319,ag_node27,p7,1.0e30,,5.0e-6
d320,ag_node27,p8,1.0e30,,5.0e-6
d321,ag_node27,p9,1.0e30,,5.0e-6
d322,ag_node27,p14,1.0e30,,0.001
d323,ag_node27,p15,1.0e30,,0.001
d324,ag_node27,p16,1.0e30,,0.0
d325,ag_node28,p1,1.0e30,,0.0
d326,ag_node28,p2,1.0e30,,0.0
d327,ag_node28,p3,1.0e30,,0.0
d328,ag_node28,p4,1.0e30,,2.0e-6
d329,ag_node28,p5,1.0e30,,2.0e-6
d330,ag_node28,p6,1.0e30,,0.001002
d331,ag_node28,p7,1.0e30,,5.0e-6
d332,ag_node28,p8,1.0e30,,5.0e-6
d333,ag_node28,p9,1.0e30,,5.0e-6
d334,ag_node28,p14,1.0e30,,0.001
d335,ag_node28,p15,1.0e30,,0.001
d336,ag_node28,p16,1.0e30,,0.0
d337,ag_node29,p1,1.0e30,,0.0
d338,ag_node29,p2,1.0e30,,0.0
d339,ag_node29,p3,1.0e30,,0.0
d340,ag_node29,p4,1.0e30,,2.0e-6
d341,ag_node29,p5,1.0e30,,2.0e-6
d342,ag_node29,p6,1.0e30,,0.001002
d343,ag_node29,p7,1.0e30,,5.0e-6
d344,ag_node29,p8,1.0e30,,5.0e-6
d345,ag_node29,p9,1.0e30,,5.0e-6
d346,ag_node29,p14,1.0e30,,0.001
d347,ag_node29,p15,1.0e30,,0.001
d348,ag_node29,p16,1.0e30,,0.0
d349,ag_node30,p1,1.0e30,,0.0
d350,ag_node30,p2,1.0e30,,0.0
d351,ag_node30,p3,1.0e30,,0.0
d352,ag_node30,p4,1.0e30,,2.0e-6
d353,ag_node30,p5,1.0e30,,2.0e-6
d354,ag_node30,p6,1.0e30,,0.001002
d355,ag_node30,p7,1.0e30,,5.0e-6
d356,ag_node30,p8,1.0e30,,5.0e-6
d357,ag_node30,p9,1.0e30,,5.0e-6
d358,ag_node30,p14,1.0e30,,0.001
d359,ag_node30,p15,1.0e30,,0.001
d360,ag_node30,p16,1.0e30,,0.0
d361,ag_node31,p1,1.0e30,,0.0
d362,ag_node31,p2,1.0e30,,0.0
d363,ag_node31,p3,1.0e30,,0.0
d364,ag_node31,p4,1.0e30,,2.0e-6
d365,ag_node31,p5,1.0e30,,2.0e-6
d366,ag_node31,p6,1.0e30,,0.001002
d367,ag_node31,p7,1.0e30,,5.0e-6
d368,ag_node31,p8,1.0e30,,5.0e-6
d369,ag_node31,p9,1.0e30,,5.0e-6
d370,ag_node31,p14,1.0e30,,0.001
d371,ag_node31,p15,1.0e30,,0.001
d372,ag_node31,p16,1.0e30,,0.0
d373,ag_node32,p1,1.0e30,,0.0
d374,ag_node32,p2,1.0e30,,0.0
d375,ag_node32,p3,1.0e30,,0.0
d376,ag_node32,p4,1.0e30,,2.0e-6
d377,ag_node32,p5,1.0e30,,2.0e-6
d378,ag_node32,p6,1.0e30,,0.001002
d379,ag_node32,p7,1.0e30,,5.0e-6
d380,ag_node32,p8,1.0e30,,5.0e-6
d381,ag_node32,p9,1.0e30,,5.0e-6
d382,ag_node32,p14,1.0e30,,0.001
d383,ag_node32,p15,1.0e30,,0.001
d384,ag_node32,p16,1.0e30,,0.0
d385,ag_node33,p1,1.0e30,,0.0
d386,ag_node33,p2,1.0e30,,0.0
d387,ag_node33,p3,1.0e30,,0.0
d388,ag_node33,p4,1.0e30,,2.0e-6
d389,ag_node33,p5,1.0e30,,2.0e-6
d390,ag_node33,p6,1.0e30,,0.001002
d391,ag_node33,p7,1.0e30,,5.0e-6
d392,ag_node33,p8,1.0e30,,5.0e-6
d393,ag_node33,p9,1.0e30,,5.0e-6
d394,ag_node33,p14,1.0e30,,0.001
d395,ag_node33,p15,1.0e30,,0.001
d396,ag_node33,p16,1.0e30,,0.0
d397,ag_node34,p1,1.0e30,,0.0
d398,ag_node34,p2,1.0e30,,0.0
d399,ag_node34,p3,1.0e30,,0.0
d400,ag_node34,p4,1.0e30,,2.0e-6
d401,ag_node34,p5,1.0e30,,2.0e-6
d402,ag_node34,p6,1.0e30,,0.001002
d403,ag_node34,p7,1.0e30,,5.0e-6
d404,ag_node34,p8,1.0e30,,5.0e-6
d405,ag_node34,p9,1.0e30,,5.0e-6
d406,ag_node34,p14,1.0e30,,0.001
d407,ag_node34,p15,1.0e30,,0.001
d408,ag_node34,p16,1.0e30,,0.0
d409,ag_node35,p1,1.0e30,,0.0
d410,ag_node35,p2,1.0e30,,0.0
d411,ag_node35,p3,1.0e30,,0.0
d412,ag_node35,p4,1.0e30,,2.0e-6
d413,ag_node35,p5,1.0e30,,2.0e-6
d414,ag_node35,p6,1.0e30,,0.001002
d415,ag_node35,p7,1.0e30,,5.0e-6
d416,ag_node35,p8,1.0e30,,5.0e-6
d417,ag_node35,p9,1.0e30,,5.0e-6
d418,ag_node35,p14,1.0e30,,0.001
d419,ag_node35,p15,1.0e30,,0.001
d420,ag_node35,p16,1.0e30,,0.0
d421,ag_node36,p1,1.0e30,,0.0
d422,ag_node36,p2,1.0e30,,0.0
d423,ag_node36,p3,1.0e30,,0.0
d424,ag_node36,p4,1.0e30,,2.0e-6
d425,ag_node36,p5,1.0e30,,2.0e-6
d426,ag_node36,p6,1.0e30,,0.001002
d427,ag_node36,p7,1.0e30,,5.0e-6
d428,ag_node36,p8,1.0e30,,5.0e-6
d429,ag_node36,p9,1.0e30,,5.0e-6
d430,ag_node36,p14,1.0e30,,0.001
d431,ag_node36,p15,1.0e30,,0.001
d432,ag_node36,p16,1.0e30,,0.0
d433,ag_node37,p1,1.0e30,,0.0
d434,ag_node37,p2,1.0e30,,0.0
d435,ag_node37,p3,1.0e30,,0.0
d436,ag_node37,p4,1.0e30,,2.0e-6
d437,ag_node37,p5,1.0e30,,2.0e-6
d438,ag_node37,p6,1.0e30,,0.001002
d439,ag_node37,p7,1.0e30,,5.0e-6
d440,ag_node37,p8,1.0e30,,5.0e-6
d441,ag_node37,p9,1.0e30,,5.0e-6
d442,ag_node37,p14,1.0e30,,0.001
d443,ag_node37,p15,1.0e30,,0.001
d444,ag_node37,p16,1.0e30,,0.0
d445,ag_node38,p1,1.0e30,,0.0
d446,ag_node38,p2,1.0e30,,0.0
d447,ag_node38,p3,1.0e30,,0.0
d448,ag_node38,p4,1.0e30,,2.0e-6
d449,ag_node38,p5,1.0e30,,2.0e-6
d450,ag_node38,p6,1.0e30,,0.001002
d451,ag_node38,p7,1.0e30,,5.0e-6
d452,ag_node38,p8,1.0e30,,5.0e-6
d453,ag_node38,p9,1.0e30,,5.0e-6
d454,ag_node38,p14,1.0e30,,0.001
d455,ag_node38,p15,1.0e30,,0.001
d456,ag_node38,p16,1.0e30,,0.0
d457,ag_node39,p1,1.0e30,,0.0
d458,ag_node39,p2,1.0e30,,0.0
d459,ag_node39,p3,1.0e30,,0.0
d460,ag_node39,p4,1.0e30,,2.0e-6
d461,ag_node39,p5,1.0e30,,2.0e-6
d462,ag_node39,p6,1.0e30,,0.001002
d463,ag_node39,p7,1.0e30,,5.0e-6
d464,ag_node39,p8,1.0e30,,5.0e-6
d465,ag_node39,p9,1.0e30,,5.0e-6
d466,ag_node39,p14,1.0e30,,0.001
d467,ag_node39,p15,1.0e30,,0.001
d468,ag_node39,p16,1.0e30,,0.0
d469,ag_node40,p1,1.0e30,,0.0
d470,ag_node40,p2,1.0e30,,0.0
d471,ag_node40,p3,1.0e30,,0.0
d472,ag_node40,p4,1.0e30,,2.0e-6
d473,ag_node40,p5,1.0e30,,2.0e-6
d474,ag_node40,p6,1.0e30,,0.001002
d475,ag_node40,p7,1.0e30,,5.0e-6
d476,ag_node40,p8,1.0e30,,5.0e-6
d477,ag_node40,p9,1.0e30,,5.0e-6
d478,ag_node40,p14,1.0e30,,0.001
d479,ag_node40,p15,1.0e30,,0.001
d480,ag_node40,p16,1.0e30,,0.0
d481,ag_node41,p1,1.0e30,,0.0
d482,ag_node41,p2,1.0e30,,0.0
d483,ag_node41,p3,1.0e30,,0.0
d484,ag_node41,p4,1.0e30,,2.0e-6
d485,ag_node41,p5,1.0e30,,2.0e-6
d486,ag_node41,p6,1.0e30,,0.001002
d487,ag_node41,p7,1.0e30,,5.0e-6
d488,ag_node41,p8,1.0e30,,5.0e-6
d489,ag_node41,p9,1.0e30,,5.0e-6
d490,ag_node41,p14,1.0e30,,0.001
d491,ag_node41,p15,1.0e30,,0.001
d492,ag_node41,p16,1.0e30,,0.0
d493,ag_node42,p1,1.0e30,,0.0
d494,ag_node42,p2,1.0e30,,0.0
d495,ag_node42,p3,1.0e30,,0.0
d496,ag_node42,p4,1.0e30,,2.0e-6
d497,ag_node42,p5,1.0e30,,2.0e-6
d498,ag_node42,p6,1.0e30,,0.001002
d499,ag_node42,p7,1.0e30,,5.0e-6
d500,ag_node42,p8,1.0e30,,5.0e-6
d501,ag_node42,p9,1.0e30,,5.0e-6
d502,ag_node42,p14,1.0e30,,0.001
d503,ag_node42,p15,1.0e30,,0.001
d504,ag_node42,p16,1.0e30,,0.0
d505,ag_node43,p1,1.0e30,,0.0
d506,ag_node43,p2,1.0e30,,0.0
d507,ag_node43,p3,1.0e30,,0.0
d508,ag_node43,p4,1.0e30,,2.0e-6
d509,ag_node43,p5,1.0e30,,2.0e-6
d510,ag_node43,p6,1.0e30,,0.001002
d511,ag_node43,p7,1.0e30,,5.0e-6
d512,ag_node43,p8,1.0e30,,5.0e-6
d513,ag_node43,p9,1.0e30,,5.0e-6
d514,ag_node43,p14,1.0e30,,0.001
d515,ag_node43,p15,1.0e30,,0.001
d516,ag_node43,p16,1.0e30,,0.0
d517,ag_node44,p1,1.0e30,,0.0
d518,ag_node44,p2,1.0e30,,0.0
d519,ag_node44,p3,1.0e30,,0.0
d520,ag_node44,p4,1.0e30,,2.0e-6
d521,ag_node44,p5,1.0e30,,2.0e-6
d522,ag_node44,p6,1.0e30,,0.001002
d523,ag_node44,p7,1.0e30,,5.0e-6
d524,ag_node44,p8,1.0e30,,5.0e-6
d525,ag_node44,p9,1.0e30,,5.0e-6
d526,ag_node44,p14,1.0e30,,0.001
d527,ag_node44,p15,1.0e30,,0.001
d528,ag_node44,p16,1.0e30,,0.0
d529,ag_node45,p1,1.0e30,,0.0
d530,ag_node45,p2,1.0e30,,0.0
d531,ag_node45,p3,1.0e30,,0.0
d532,ag_node45,p4,1.0e30,,2.0e-6
d533,ag_node45,p5,1.0e30,,2.0e-6
d534,ag_node45,p6,1.0e30,,0.001002
d535,ag_node45,p7,1.0e30,,5.0e-6
d536,ag_node45,p8,1.0e30,,5.0e-6
d537,ag_node45,p9,1.0e30,,5.0e-6
d538,ag_node45,p14,1.0e30,,0.001
d539,ag_node45,p15,1.0e30,,0.001
d540,ag_node45,p16,1.0e30,,0.0
d541,ag_node46,p1,1.0e30,,0.0
d542,ag_node46,p2,1.0e30,,0.0
d543,ag_node46,p3,1.0e30,,0.0
d544,ag_node46,p4,1.0e30,,2.0e-6
d545,ag_node46,p5,1.0e30,,2.0e-6
d546,ag_node46,p6,1.0e30,,0.001002
d547,ag_node46,p7,1.0e30,,5.0e-6
d548,ag_node46,p8,1.0e30,,5.0e-6
d549,ag_node46,p9,1.0e30,,5.0e-6
d550,ag_node46,p14,1.0e30,,0.001
d551,ag_node46,p15,1.0e30,,0.001
d552,ag_node46,p16,1.0e30,,0.0
d553,ag_node47,p1,1.0e30,,0.0
d554,ag_node47,p2,1.0e30,,0.0
d555,ag_node47,p3,1.0e30,,0.0
d556,ag_node47,p4,1.0e30,,2.0e-6
d557,ag_node47,p5,1.0e30,,2.0e-6
d558,ag_node47,p6,1.0e30,,0.001002
d559,ag_node47,p7,1.0e30,,5.0e-6
d560,ag_node47,p8,1.0e30,,5.0e-6
d561,ag_node47,p9,1.0e30,,5.0e-6
d562,ag_node47,p14,1.0e30,,0.001
d563,ag_node47,p15,1.0e30,,0.001
d564,ag_node47,p16,1.0e30,,0.0
d565,ag_node48,p1,1.0e30,,0.0
d566,ag_node48,p2,1.0e30,,0.0
d567,ag_node48,p3,1.0e30,,0.0
d568,ag_node48,p4,1.0e30,,2.0e-6
d569,ag_node48,p5,1.0e30,,2.0e-6
d570,ag_node48,p6,1.0e30,,0.001002
d571,ag_node48,p7,1.0e30,,5.0e-6
d572,ag_node48,p8,1.0e30,,5.0e-6
d573,ag_node48,p9,1.0e30,,5.0e-6
