# 1. Storage ID| 2. Storage node|3. Storage product| 4. Storage bid| 5. Storage capacity
L080|NC189|Digestate|0.0007995495625570776|0.0
L081|NC190|Digestate|0.0007995495625570776|0.0
L082|NC192|Digestate|0.0007995495625570776|0.0
L083|NC193|Digestate|0.0007995495625570776|0.0
L084|NC194|Digestate|0.0007995495625570776|0.0
L085|NC195|Digestate|0.0007995495625570776|0.0
L086|NC196|Digestate|0.0007995495625570776|0.0
L087|NC197|Digestate|0.0007995495625570776|0.0
L088|NC198|Digestate|0.0007995495625570776|0.0
L089|NC199|Digestate|0.0007995495625570776|0.0
L090|NC200|Digestate|0.0007995495625570776|0.0
L091|NC201|Digestate|0.0007995495625570776|0.0
L092|NC202|Digestate|0.0007995495625570776|0.0
L093|NC203|Digestate|0.0007995495625570776|0.0
L094|NC205|Digestate|0.0007995495625570776|0.0
L095|NC206|Digestate|0.0007995495625570776|0.0
L096|NC207|Digestate|0.0007995495625570776|0.0
L097|NC213|Digestate|0.0007995495625570776|0.0
L098|NC215|Digestate|0.0007995495625570776|0.0
L099|NC216|Digestate|0.0007995495625570776|0.0
L100|NC217|Digestate|0.0007995495625570776|0.0
L101|NC219|Digestate|0.0007995495625570776|0.0
L102|NC220|Digestate|0.0007995495625570776|0.0
L103|NC222|Digestate|0.0007995495625570776|0.0
L104|NC223|Digestate|0.0007995495625570776|0.0
L105|NC224|Digestate|0.0007995495625570776|0.0
L106|NC227|Digestate|0.0007995495625570776|0.0
L107|NC228|Digestate|0.0007995495625570776|0.0
L108|NC229|Digestate|0.0007995495625570776|0.0
L109|NC230|Digestate|0.0007995495625570776|0.0
L110|NC231|Digestate|0.0007995495625570776|0.0
L111|NC233|Digestate|0.0007995495625570776|0.0
L112|NC234|Digestate|0.0007995495625570776|0.0
L113|NC236|Digestate|0.0007995495625570776|0.0
L114|NC237|Digestate|0.0007995495625570776|0.0
L115|NC238|Digestate|0.0007995495625570776|0.0
L116|NC240|Digestate|0.0007995495625570776|0.0
L117|NC241|Digestate|0.0007995495625570776|0.0
L118|NC242|Digestate|0.0007995495625570776|0.0
L119|NC243|Digestate|0.0007995495625570776|0.0
L120|NC245|Digestate|0.0007995495625570776|0.0
