# 1. Storage ID| 2. Storage node|3. Storage product| 4. Storage bid| 5. Storage capacity
L001|NC002|Digestate|0.0007995495625570776|0.0
L002|NC003|Digestate|0.0007995495625570776|0.0
L003|NC004|Digestate|0.0007995495625570776|0.0
L004|NC005|Digestate|0.0007995495625570776|0.0
L005|NC006|Digestate|0.0007995495625570776|0.0
L006|NC007|Digestate|0.0007995495625570776|0.0
L007|NC008|Digestate|0.0007995495625570776|0.0
L008|NC013|Digestate|0.0007995495625570776|0.0
L009|NC015|Digestate|0.0007995495625570776|0.0
L010|NC025|Digestate|0.0007995495625570776|0.0
L011|NC026|Digestate|0.0007995495625570776|0.0
L012|NC029|Digestate|0.0007995495625570776|0.0
L013|NC031|Digestate|0.0007995495625570776|0.0
L014|NC032|Digestate|0.0007995495625570776|0.0
L015|NC034|Digestate|0.0007995495625570776|0.0
L016|NC040|Digestate|0.0007995495625570776|0.0
L017|NC041|Digestate|0.0007995495625570776|0.0
L018|NC042|Digestate|0.0007995495625570776|0.0
L019|NC043|Digestate|0.0007995495625570776|0.0
L020|NC044|Digestate|0.0007995495625570776|0.0
L021|NC045|Digestate|0.0007995495625570776|0.0
L022|NC048|Digestate|0.0007995495625570776|0.0
L023|NC049|Digestate|0.0007995495625570776|0.0
L024|NC050|Digestate|0.0007995495625570776|0.0
L025|NC051|Digestate|0.0007995495625570776|0.0
L026|NC052|Digestate|0.0007995495625570776|0.0
L027|NC054|Digestate|0.0007995495625570776|0.0
L028|NC061|Digestate|0.0007995495625570776|0.0
L029|NC063|Digestate|0.0007995495625570776|0.0
L030|NC064|Digestate|0.0007995495625570776|0.0
L031|NC065|Digestate|0.0007995495625570776|0.0
L032|NC066|Digestate|0.0007995495625570776|0.0
L033|NC068|Digestate|0.0007995495625570776|0.0
L034|NC069|Digestate|0.0007995495625570776|0.0
L035|NC070|Digestate|0.0007995495625570776|0.0
L036|NC071|Digestate|0.0007995495625570776|0.0
L037|NC074|Digestate|0.0007995495625570776|0.0
L038|NC076|Digestate|0.0007995495625570776|0.0
L039|NC080|Digestate|0.0007995495625570776|0.0
L040|NC086|Digestate|0.0007995495625570776|0.0
L041|NC089|Digestate|0.0007995495625570776|0.0
L042|NC090|Digestate|0.0007995495625570776|0.0
L043|NC092|Digestate|0.0007995495625570776|0.0
L044|NC093|Digestate|0.0007995495625570776|0.0
L045|NC095|Digestate|0.0007995495625570776|0.0
L046|NC097|Digestate|0.0007995495625570776|0.0
L047|NC101|Digestate|0.0007995495625570776|0.0
L048|NC105|Digestate|0.0007995495625570776|0.0
L049|NC106|Digestate|0.0007995495625570776|0.0
L050|NC107|Digestate|0.0007995495625570776|0.0
L051|NC109|Digestate|0.0007995495625570776|0.0
L052|NC110|Digestate|0.0007995495625570776|0.0
L053|NC111|Digestate|0.0007995495625570776|0.0
L054|NC115|Digestate|0.0007995495625570776|0.0
L055|NC116|Digestate|0.0007995495625570776|0.0
L056|NC120|Digestate|0.0007995495625570776|0.0
L057|NC121|Digestate|0.0007995495625570776|0.0
L058|NC128|Digestate|0.0007995495625570776|0.0
L059|NC130|Digestate|0.0007995495625570776|0.0
L060|NC132|Digestate|0.0007995495625570776|0.0
L061|NC133|Digestate|0.0007995495625570776|0.0
L062|NC136|Digestate|0.0007995495625570776|0.0
L063|NC143|Digestate|0.0007995495625570776|0.0
L064|NC146|Digestate|0.0007995495625570776|0.0
L065|NC150|Digestate|0.0007995495625570776|0.0
L066|NC152|Digestate|0.0007995495625570776|0.0
L067|NC154|Digestate|0.0007995495625570776|0.0
L068|NC157|Digestate|0.0007995495625570776|0.0
L069|NC158|Digestate|0.0007995495625570776|0.0
L070|NC160|Digestate|0.0007995495625570776|0.0
L071|NC161|Digestate|0.0007995495625570776|0.0
L072|NC162|Digestate|0.0007995495625570776|0.0
L073|NC166|Digestate|0.0007995495625570776|0.0
L074|NC167|Digestate|0.0007995495625570776|0.0
L075|NC168|Digestate|0.0007995495625570776|0.0
L076|NC173|Digestate|0.0007995495625570776|0.0
L077|NC174|Digestate|0.0007995495625570776|0.0
L078|NC175|Digestate|0.0007995495625570776|0.0
L079|NC179|Digestate|0.0007995495625570776|0.0
