# 1. Node ID| 2. Node Name| 3. Node longitude| 4. Node latitude
NC182|CAFO182|-88.7246212|44.486825
NC183|CAFO183|-88.2587304|44.366372
NC184|CAFO184|-88.229303|44.369791
NC185|CAFO185|-87.908515|43.422519
NC186|CAFO186|-87.985899|43.427712
NC187|CAFO187|-87.9417902|43.4555405
NC188|CAFO188|-91.8728687|44.6332077
NC189|CAFO189|-91.8729325|44.6195702
NC190|CAFO190|-92.26512|44.679499
NC191|CAFO191|-92.3756993|45.2199897
NC192|CAFO192|-92.2301417|45.7192179
NC193|CAFO193|-92.5296724|45.3457176
NC194|CAFO194|-89.3145939|44.5039979
NC195|CAFO195|-90.3406313|45.639964
NC196|CAFO196|-90.3604491|43.2721308
NC197|CAFO197|-89.3607854|42.7377508
NC198|CAFO198|-90.0738836|43.1863098
NC199|CAFO199|-91.1946534|45.7477947
NC200|CAFO200|-88.3247075|44.6441993
NC201|CAFO201|-88.291793|44.7807238
NC202|CAFO202|-88.6467357|44.7966007
NC203|CAFO203|-89.1435829|44.9188885
NC204|CAFO204|-88.4144984|44.704912
NC205|CAFO205|-89.0217189|44.8608318
NC206|CAFO206|-88.3845159|44.7411375
NC207|CAFO207|-88.0765788|43.8593524
NC208|CAFO208|-88.062776|43.723915
NC209|CAFO209|-87.8582159|43.8047433
NC210|CAFO210|-87.924136|43.770841
NC211|CAFO211|-88.067302|43.646808
NC212|CAFO212|-88.074069|43.871617
NC213|CAFO213|-87.8415765|43.754161
NC214|CAFO214|-87.7997912|43.6449512
NC215|CAFO215|-87.9327198|43.571302
NC216|CAFO216|-92.3882859|45.008952
NC217|CAFO217|-92.4658497|44.9240029
NC218|CAFO218|-92.3750884|45.0499939
NC219|CAFO219|-92.2759466|44.9744646
NC220|CAFO220|-91.3519223|44.1010454
NC221|CAFO221|-91.2396458|44.4660295
NC222|CAFO222|-91.3873166|44.567219
NC223|CAFO223|-91.473426|44.2527847
NC224|CAFO224|-90.504433|43.4837071
NC225|CAFO225|-91.0814919|43.6043122
NC226|CAFO226|-90.387911|43.618779
NC227|CAFO227|-90.6908274|43.6230688
NC228|CAFO228|-88.686927|42.80393
NC229|CAFO229|-88.4334301|42.5916836
NC230|CAFO230|-88.483013|42.521046
NC231|CAFO231|-91.992615|45.690121
NC232|CAFO232|-88.3615248|43.5399861
NC233|CAFO233|-88.0906797|43.4990952
NC234|CAFO234|-88.3677973|43.4171767
NC235|CAFO235|-88.304271|43.49071
NC236|CAFO236|-88.7235989|44.3593038
NC237|CAFO237|-88.789993|44.595906
NC238|CAFO238|-88.9612695|44.3015689
NC239|CAFO239|-88.9869984|44.0413235
NC240|CAFO240|-88.9605491|44.1701566
NC241|CAFO241|-88.651705|44.146298
NC242|CAFO242|-88.258894|44.369922
NC243|CAFO243|-88.549789|43.895023
NC244|CAFO244|-90.235843|44.590176
NC245|CAFO245|-90.019386|44.58509
