,date,secchi_m,chla,TP,Perception
0,1976-02-16,,,7,
1,1976-04-29,5.0,,,
2,1976-07-27,7.0,,,
3,1976-10-27,4.25,,,
4,1996-06-23,1.1,,,4.0
5,1996-07-01,1.4,,,5.0
6,1996-07-07,1.1,,,5.0
7,1996-07-14,1.2,,,4.0
8,1996-07-22,1.4,,,4.0
9,2004-07-15,7.0,0.87,8,
10,2009-04-19,10.0,,,1.0
11,2009-05-31,9.4,,,1.0
12,2009-07-05,8.1,,,2.0
13,2009-08-15,5.0,,,2.0
14,2009-09-06,5.0,,,2.0
15,2009-11-08,6.3,,,1.0
16,2010-04-11,10.0,,,1.0
17,2010-07-07,6.7,,,2.0
18,2010-07-09,6.7,,,2.0
19,2010-09-05,5.2,,,1.0
20,2011-05-22,7.3,,9,1.0
21,2011-05-29,8.8,,,1.0
22,2011-06-25,9.1,1.24,7,1.0
23,2011-07-30,,1.43,7,
24,2011-07-31,5.2,,,2.0
25,2011-08-28,6.1,1.5,8,2.0
26,2011-10-02,7.6,,,1.0
27,2012-04-07,10.0,,,1.0
28,2012-05-12,8.2,,,1.0
29,2012-05-13,,,6,
30,2012-06-25,5.8,1.45,8,1.0
31,2012-07-30,5.8,2.04,9,2.0
32,2012-09-16,,2.55,9,
33,2013-05-19,6.1,,11.4,2.0
34,2013-07-01,6.7,,,1.0
35,2013-07-05,,1.24,,
36,2013-08-11,4.9,1.71,,2.0
37,2014-05-26,9.7,,,1.0
38,2014-07-04,,1.33,7.31,
39,2014-07-05,8.2,,,1.0
40,2014-08-22,4.3,2.46,8.17,2.0
41,2015-04-26,9.1,,,1.0
42,2015-05-31,6.7,,8.46,1.0
43,2015-06-27,,1.23,8.75,
44,2015-06-28,5.5,,,2.0
45,2015-08-21,4.0,2.09,6.31,2.0
46,2016-05-21,9.7,,,1.0
47,2016-05-22,,,10.1,
48,2016-07-01,9.4,0.626,10.7,1.0
49,2016-07-25,5.8,0.845,10.2,2.0
50,2016-08-29,6.7,0.91,12.1,2.0
51,2016-09-01,6.5,,,1.0
52,2016-09-29,4.2,,,
53,2016-11-10,4.1,,,
54,2017-04-28,,,11,
55,2017-04-28,4.6,,,
56,2017-05-26,8.2,,,1.0
57,2017-06-13,,2.86,21,
58,2017-06-29,7.0,,,1.0
59,2017-07-11,,2.67,16.6,
60,2017-08-10,,3.06,16.3,
61,2017-08-11,4.6,,,2.0
62,2017-09-13,4.6,,,1.0
63,2018-05-15,9.7,,,1.0
64,2018-06-13,8.2,1.26,12.3,1.0
65,2018-07-25,,0.885,8.15,
66,2018-08-23,6.4,1.55,7.17,1.0
67,2019-05-29,6.1,,,1.0
68,2019-06-17,,1.46,9,
69,2019-07-15,5.8,,,1.0
70,2019-08-09,,1.42,8.88,
71,2019-09-08,,1.59,,
72,2019-09-08,5.2,,,1.0
73,2020-06-19,4.9,,,1.0
74,2020-07-30,5.5,1.22,12.7,1.0
75,2020-08-23,,1.74,12,
76,2020-09-26,,1.55,12.5,
77,2020-09-27,5.8,,,1.0
