n1[:power[7,6]],104.764625034535
n1[:power[8,6]],128.03400086669618
n1[:power[9,6]],106.2276472485561
n1[:power[10,6]],107.8679869159032
n1[:power[11,6]],124.19152355050998
n1[:power[1,7]],118.09612347832982
n1[:power[2,7]],112.89387666179795
n1[:power[3,7]],110.7889960202801
n1[:power[4,7]],131.77200907969296
n1[:power[5,7]],121.13581012981155
n1[:power[6,7]],115.33493307195096
n1[:power[7,7]],106.71072194554729
n1[:power[8,7]],127.63745109058617
n1[:power[9,7]],107.64890121999444
n1[:power[10,7]],109.03145114210449
n1[:power[11,7]],124.36635607595834
n1[:power[1,8]],118.70152126793546
n1[:power[2,8]],113.88548761902722
n1[:power[3,8]],111.94530658338655
n1[:power[4,8]],130.6796616617983
n1[:power[5,8]],121.45208519168813
n1[:power[6,8]],116.15526681034233
n1[:power[7,8]],108.61082716769232
n1[:power[8,8]],127.11916859361031
n1[:power[9,8]],109.24791952018285
n1[:power[10,8]],110.38179374214282
n1[:power[11,8]],124.30435428446958
n1[:power[1,9]],119.17265706158165
n1[:power[2,9]],114.80862242390154
n1[:power[3,9]],113.05231035466369
n1[:power[4,9]],129.7296941582752
n1[:power[5,9]],121.63288073979629
n1[:power[6,9]],116.87062496697104
n1[:power[7,9]],110.12485030861716
n1[:power[8,9]],126.59982962539202
n1[:power[9,9]],110.66744335816384
n1[:power[10,9]],111.65624973367828
n1[:power[11,9]],124.14931399051996
n1[:power[1,10]],119.53671685035374
n1[:power[2,10]],115.61811393072634
n1[:power[3,10]],114.02839322304442
n1[:power[4,10]],127.99077240024808
n1[:power[5,10]],121.7185789114749
n1[:power[6,10]],117.47609096994427
n1[:power[7,10]],111.30182853990634
n1[:power[8,10]],126.03932104422393
n1[:power[9,10]],111.84243282952613
n1[:power[10,10]],112.75777612730884
n1[:power[11,10]],123.92384568612962
n1[:power[1,11]],119.83255479938528
n1[:power[2,11]],116.30464074218693
n1[:power[3,11]],114.85425927351761
n1[:power[4,11]],127.4009698991914
n1[:power[5,11]],121.78065887587871
n1[:power[6,11]],117.98346618842979
n1[:power[7,11]],112.22500182066703
n1[:power[8,11]],125.64568542844802
n1[:power[9,11]],112.79623380756287
n1[:power[10,11]],113.67572192561057
n1[:power[11,11]],123.74663444523974
n1[:power[1,12]],120.08009028271051
n1[:power[2,12]],116.87787692049545
n1[:power[3,12]],115.54014581038528
n1[:power[4,12]],127.01644646270101
n1[:power[5,12]],121.83617916127136
n1[:power[6,12]],118.4074754575681
n1[:power[7,12]],112.95781338501965
n1[:power[8,12]],125.33068657098131
n1[:power[9,12]],113.56773863339421
n1[:power[10,12]],114.42990446851285
n1[:power[11,12]],123.6091997508336
n1[:power[1,13]],120.28381673965379
n1[:power[2,13]],117.35167982899839
n1[:power[3,13]],116.10465161658387
n1[:power[4,13]],126.50246635750234
n1[:power[5,13]],121.87836198433853
n1[:power[6,13]],118.75828146240372
n1[:power[7,13]],113.545009406251
n1[:power[8,13]],125.04661726056055
n1[:power[9,13]],114.19246729506597
n1[:power[10,13]],115.04627498795419
n1[:power[11,13]],123.485672875554
n1[:power[1,14]],120.4511519697782
n1[:power[2,14]],117.74104260073503
n1[:power[3,14]],116.56722048180094
n1[:power[4,14]],126.17299556615112
n1[:power[5,14]],121.91257574600007
n1[:power[6,14]],119.0468701054996
n1[:power[7,14]],114.01864386023858
n1[:power[8,14]],124.82000411630919
n1[:power[9,14]],114.69938893999823
n1[:power[10,14]],115.54914603097198
n1[:power[11,14]],123.38481710596962
n1[:power[1,15]],120.5884898819651
n1[:power[2,15]],118.06010055706082
n1[:power[3,15]],116.94553461719565
n1[:power[4,15]],125.89862865256444
n1[:power[5,15]],121.94074208101378
n1[:power[6,15]],119.28361311195822
n1[:power[7,15]],114.40241303431343
n1[:power[8,15]],124.63405447637507
n1[:power[9,15]],115.11154008470965
n1[:power[10,15]],115.95932127905833
n1[:power[11,15]],123.30233630075503
n1[:power[1,16]],120.70102435836338
n1[:power[2,16]],118.3211876509349
n1[:power[3,16]],117.25472691952616
n1[:power[4,16]],125.67386892181474
n1[:power[5,16]],121.9638402858499
n1[:power[6,16]],119.47750227129534
n1[:power[7,16]],114.7143388122882
n1[:power[8,16]],124.48159109496795
n1[:power[9,16]],115.4472004867334
n1[:power[10,16]],116.29400802603722
n1[:power[11,16]],123.23474378802264
n1[:power[1,17]],120.79315864734272
n1[:power[2,17]],118.53471530510437
n1[:power[3,17]],117.50740231845903
n1[:power[4,17]],125.49036189863409
n1[:power[5,17]],121.9828009714461
n1[:power[6,17]],119.6361630916606
n1[:power[7,17]],114.96842498871837
n1[:power[8,17]],124.3570072160297
n1[:power[9,17]],115.72093402966972
n1[:power[10,17]],116.56725195248444
n1[:power[11,17]],123.17951684839099
n1[:power[1,18]],120.86860728126119
n1[:power[2,18]],118.70933891103654
n1[:power[3,18]],117.71393730510471
n1[:power[4,18]],125.3407750909131
n1[:power[5,18]],121.99844583098276
n1[:power[6,18]],119.7659798158731
n1[:power[7,18]],115.17572201592154
n1[:power[8,18]],124.25544273150254
n1[:power[9,18]],115.94440635605031
n1[:power[10,18]],116.79046931009319
n1[:power[11,18]],123.13455707916009
n1[:power[1,19]],120.93045234537476
n1[:power[2,19]],118.85219111007426
n1[:power[3,19]],117.88282765916854
n1[:power[4,19]],125.21898041937563
n1[:power[5,19]],122.01144677874805
n1[:power[6,19]],119.87223791966956
n1[:power[7,19]],115.3450450073532
n1[:power[8,19]],124.17279320175369
n1[:power[9,19]],116.12700808862759
n1[:power[10,19]],116.97293264877527
n1[:power[11,19]],123.09808409347735
n1[:power[1,20]],120.61040801322386
n1[:power[2,20]],118.85995624051999
n1[:power[3,20]],117.96193549027664
n1[:power[4,20]],120.75327175687353
n1[:power[5,20]],121.33742199758406
n1[:power[6,20]],119.75815596767332
n1[:power[7,20]],115.49045978125501
n1[:power[8,20]],121.75466750561446
n1[:power[9,20]],116.2604492343494
n1[:power[10,20]],117.0906774163149
n1[:power[11,20]],121.80089679533985
n1[:power[1,21]],118.51670258156831
n1[:power[2,21]],118.9784275936844
n1[:power[3,21]],119.04306363320788
n1[:power[4,21]],98.8943400743386
n1[:power[5,21]],117.30458879841457
n1[:power[6,21]],118.9186163125026
n1[:power[7,21]],155.94943729709018
n1[:power[8,21]],109.06484976362965
n1[:power[9,21]],120.61889479030343
n1[:power[10,21]],119.44668272544287
n1[:power[11,21]],114.5524448684633
n1[:power[1,22]],114.37925606771637
n1[:power[2,22]],119.07048963492203
n1[:power[3,22]],121.00567608959324
n1[:power[4,22]],77.13844714602965
n1[:power[5,22]],110.14179825401303
n1[:power[6,22]],117.08722967796513
n1[:power[7,22]],236.27648556887945
n1[:power[8,22]],92.78853455420455
n1[:power[9,22]],127.45229591086277
n1[:power[10,22]],123.54815049278231
n1[:power[11,22]],103.35836168060688
n1[:power[1,23]],111.36831982199439
n1[:power[2,23]],118.72608954016762
n1[:power[3,23]],121.9006111797196
n1[:power[4,23]],86.2935507455652
n1[:power[5,23]],106.34433595759656
n1[:power[6,23]],115.36677935003961
n1[:power[7,23]],283.95500519804
n1[:power[8,23]],93.06144788652583
n1[:power[9,23]],129.32297508932297
n1[:power[10,23]],125.32322147487118
n1[:power[11,23]],100.13307124205588
n1[:power[1,24]],116.34822291457893
n1[:power[2,24]],149.40966356814442
n1[:power[3,24]],152.7715248307679
n1[:power[4,24]],112.84331408782019
n1[:power[5,24]],111.54299813588179
n1[:power[6,24]],137.87921717454932
n1[:power[7,24]],94.96895398271666
n1[:power[8,24]],108.24394404226209
n1[:power[9,24]],122.27629494636443
n1[:power[10,24]],144.25570480341398
n1[:power[11,24]],108.50189253400335
