#Node Number,Latitude,Longitude,Technology,Capacity
n1,43.867771,-88.717945,t4,749200
n2,44.366372,-88.2587304,t4,749200
n3,44.499718,-87.5954299,t4,749200
n4,45.044792,-89.706382,t4,749200
n5,43.9505879,-87.7465309,t4,749200
n6,44.115038,-88.2172159,t4,749200
n7,44.7366839,-87.5027549,t12,374600
n9,44.2522468,-89.9621392,t12,374600
n10,43.427712,-87.985899,t4,749200
n11,43.922701,-87.868523,t4,749200
n13,44.7807238,-88.291793,t4,749200
n14,43.3487533,-88.6550266,t12,374600
n15,44.663093,-87.588472,t4,749200
n17,44.540205,-87.789123,t4,749200
n18,44.369922,-88.258894,t4,749200
n19,44.2994683,-88.1107442,t4,749200
n20,44.9115979,-88.3436306,t4,749200
n23,45.330174,-91.543636,t12,374600
n25,44.6407302,-90.3771428,t12,374600
n27,44.595906,-88.789993,t12,374600
n30,43.702029,-88.358279,t4,749200
n32,43.2627431,-89.4217299,t4,749200
n45,43.8943569,-88.5950853,t12,374600
n47,42.7853566,-90.2565106,t12,374600
n50,42.973292,-88.775482,t12,374600
n59,44.130844,-88.167076,t4,749200
n64,45.0086159,-91.7608218,t12,374600
n68,43.7449956,-90.7767576,t12,374600
n74,45.0032736,-90.3526429,t4,749200
n80,44.6838614,-91.8816514,t4,749200
n91,42.5937001,-89.3798796,t4,749200
n92,44.937498,-89.256461,t4,749200
n99,44.315446,-88.042711,t4,749200
