0.00305,0,0.00055,0.0055,0.0168,0.02555,0.0365,0.0458,0.0596,0.0752,0.0905,0.11235,0.1391,0.1561,0.19025,0.2317,0.27375,0.3159,0.35825,0.39945,0.43545,0.46165,0.48705,0.50605,0.5102,0.5046,0.5031,0.49055,0.4796,0.471,0.4612,0.4558,0.44295,0.43995,0.4301,0.41305,0.40285,0.3946,0.3859,0.3762,0.36905,0.3667,0.35595,0.34805,0.34015,0.3328
0,0.0032,0.02275,0.05235,0.09235,0.12905,0.16835,0.1951,0.2469,0.27965,0.3292,0.3671,0.40845,0.4504,0.49025,0.5083,0.53125,0.5481,0.56645,0.5719,0.5812,0.57725,0.58205,0.59,0.58485,0.5762,0.5849,0.5773,0.5733,0.56655,0.56285,0.5626,0.5533,0.5582,0.55905,0.5524,0.5442,0.5504,0.55115,0.5485,0.5453,0.54925,0.551,0.54345,0.55135,0.55185
0.00355,0,0.0041,0.00385,0.0072,0.00955,0.0139,0.0157,0.02325,0.0266,0.0328,0.03715,0.04205,0.0478,0.0536,0.0588,0.0667,0.0725,0.0762,0.0821,0.08745,0.0956,0.103,0.11145,0.11635,0.1247,0.1344,0.14335,0.14845,0.1544,0.15675,0.16185,0.1589,0.16545,0.16505,0.16165,0.16105,0.16125,0.16005,0.16235,0.16145,0.16285,0.16175,0.16245,0.1615,0.15955
0.01305,0.01075,0.00855,0.0064,0.00725,0.0071,0.00615,0.0045,0.00515,0.00465,0.00555,0.0032,0.00375,0.00135,0.00365,0.0019,0.00095,0.00115,0.00035,0.0019,0,0.00125,0.0027,0.00745,0.0079,0.00645,0.01065,0.01265,0.0156,0.0206,0.0265,0.0363,0.0385,0.05125,0.06195,0.06735,0.0786,0.09155,0.1018,0.1146,0.1283,0.1427,0.1589,0.1731,0.18615,0.2014
0.0096,0,0.00895,0.0294,0.0577,0.09225,0.14095,0.17,0.2191,0.25335,0.28605,0.34075,0.38055,0.41885,0.4636,0.4894,0.5112,0.5352,0.5623,0.5733,0.59545,0.60175,0.61055,0.62505,0.6242,0.6172,0.6275,0.61715,0.60925,0.6125,0.6107,0.60795,0.60945,0.6213,0.6229,0.6209,0.6078,0.60255,0.6106,0.60045,0.5932,0.6015,0.60165,0.58895,0.5904,0.58735
0,0.00525,0.01795,0.0316,0.05195,0.07485,0.10685,0.1293,0.16305,0.19695,0.2303,0.2684,0.28035,0.31325,0.3662,0.3816,0.41835,0.4575,0.4848,0.5091,0.5256,0.54035,0.5613,0.58775,0.5978,0.59505,0.61555,0.62005,0.61995,0.62075,0.62255,0.61945,0.6149,0.6159,0.61305,0.60935,0.59595,0.592,0.5936,0.5799,0.5728,0.57415,0.57535,0.56235,0.5624,0.55245
0.00385,0.0021,0,0.00055,0.00185,0.00315,0.0035,0.002,0.00395,0.0074,0.01,0.0131,0.01715,0.02075,0.03115,0.03615,0.0402,0.051,0.0595,0.07215,0.0764,0.0855,0.09355,0.1038,0.11,0.1126,0.11875,0.12185,0.12295,0.12535,0.1294,0.1351,0.13225,0.13875,0.14155,0.13635,0.1353,0.1365,0.1319,0.12915,0.12875,0.12755,0.12655,0.1226,0.12025,0.11695
0.01435,0.0106,0.008,0.0056,0.0055,0.00495,0.00435,0.00215,0.00305,0.002,0.00235,0.00135,0.0021,0,0.00355,0.00325,0.00475,0.00405,0.0044,0.00615,0.0043,0.0068,0.00975,0.01175,0.01265,0.01465,0.0205,0.02185,0.0251,0.0293,0.03225,0.04135,0.04115,0.0507,0.0563,0.05885,0.06505,0.07205,0.07795,0.08515,0.0928,0.1019,0.112,0.1205,0.1265,0.1355
0.03065,0.0223,0.01845,0.0143,0.0121,0.0108,0.00835,0.00695,0.0074,0.00555,0.00535,0.0026,0.00255,0,0.00305,0.0007,0.0024,0.00255,0.0051,0.00735,0.008,0.0142,0.02015,0.0277,0.03325,0.04115,0.0524,0.06275,0.07385,0.08815,0.10075,0.11665,0.1283,0.14735,0.16135,0.173,0.18655,0.19965,0.21065,0.22325,0.2341,0.24645,0.25745,0.26675,0.27385,0.28135
0.01045,0.00505,0.0024,0.00065,0.0002,0,0.004,0.0037,0.00925,0.0117,0.0143,0.0183,0.02365,0.02705,0.03205,0.03745,0.03845,0.0402,0.04025,0.0422,0.0425,0.0459,0.0499,0.0552,0.0587,0.0598,0.06525,0.06765,0.06725,0.06765,0.06675,0.06965,0.06475,0.0673,0.06735,0.0634,0.0624,0.06355,0.0616,0.0588,0.06,0.0596,0.0614,0.0595,0.05635,0.05445
0.0138,0.011,0.0109,0.0104,0.0106,0.0096,0.0099,0.0058,0.0085,0.0088,0.0067,0.0061,0.0052,0.0029,0.0053,0.0023,0.0019,0.0045,0.0029,0.0046,0,0.0015,0.0028,0.006,0.0038,0.0012,0.0043,0.0035,0.0029,0.0032,0.0028,0.0035,0.001,0.0069,0.0074,0.0021,0.0024,0.0043,0.0034,0.0028,0.0025,0.006,0.0063,0.0064,0.0055,0.0052
0.00615,0,0.0111,0.0325,0.0485,0.0721,0.10485,0.1331,0.17205,0.21385,0.2669,0.31545,0.35615,0.39645,0.436,0.4814,0.517,0.5462,0.5819,0.61195,0.63305,0.64265,0.66015,0.6743,0.67925,0.6822,0.6904,0.68935,0.69045,0.6942,0.69415,0.69665,0.6929,0.7027,0.69655,0.697,0.69715,0.6962,0.6932,0.6916,0.6936,0.69335,0.69315,0.6899,0.68945,0.6923
