-1,0.2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0.884,0,0,0,0,0,0,0,0,0,0,0,0.068,0.048
0,0,-1,0.6182,0.1546,0.18,0,0,0,0,0,0,0,0,0,0
0,0,0,-1,0,0,0.2624,0.1601,0.119,0.2163,0.1616,0.0724,0,0,0,0
0,0,0,0,0,0,-1,0,0,0,0,0,0.97,0,0,0
0,0,0,0,0,0,0,-1,0,0,0,0,0,0.96,0,0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Recyclables,Plastic bail,Plastic flake,Pyrolysis oil,Wax,Pyrolysis gas,Ethylene,Propylene,C4,Pyrolysis gasoline,Fuel gas,Fuel oil,LDPE,PP,rPET_bale,rHDPE_bale
