0.010333,0.0040167,0.0016833,0.0019333,0.00081667,0.00061667,0.00068333,0.0012333,0.0013167,0.0041333,0.0049667,0.0064833,0.0097167,0.014567,0.014817,0.0221,0.022567,0.027183,0.03,0.035767,0.041733,0.0475,0.053067,0.05915,0.0673,0.075567,0.083067,0.093367,0.10532,0.11577,0.12815,0.14073,0.14853,0.15317,0.1551,0.15743,0.1582,0.15962,0.16083,0.1621,0.16233,0.16385,0.16438,0.16535,0.16487,0.16527
0.013475,0.00675,0.004625,0.0018,0.001975,0.00205,0.0005,0.00145,2.5e-05,0.000925,0.001025,0.00145,0.00195,0.006,0.005225,0.01065,0.014775,0.020425,0.025325,0.032225,0.040875,0.050725,0.06255,0.0775,0.095775,0.11312,0.13428,0.15902,0.18732,0.21957,0.2579,0.30032,0.34887,0.40435,0.45558,0.51882,0.57797,0.6191,0.65518,0.68683,0.7075,0.72218,0.728,0.72808,0.7272,0.72747
0.011167,0.0059667,0.00445,0.0027333,0.0024833,0.00265,0.0014667,0.00086667,0.0003,0.00125,0.0018833,0.0021833,0.0046167,0.0073833,0.00655,0.012083,0.01955,0.028683,0.040033,0.055917,0.07755,0.1049,0.13692,0.17282,0.2126,0.25533,0.29885,0.34735,0.40275,0.45188,0.50412,0.55262,0.60202,0.64308,0.6768,0.69613,0.71357,0.72417,0.72928,0.72928,0.72877,0.72468,0.71882,0.71288,0.70508,0.6997
0.0114,0.0051333,0.0024,0.0005,0.00035,0.00088333,0.0019,0.0048667,0.0080333,0.0163,0.024517,0.037583,0.0486,0.065467,0.084783,0.10583,0.12367,0.13967,0.14813,0.15807,0.1641,0.16958,0.17148,0.1759,0.18225,0.18733,0.19212,0.19993,0.20668,0.21385,0.2216,0.23267,0.2447,0.26002,0.27162,0.28988,0.30723,0.327,0.34777,0.37218,0.39525,0.42017,0.44593,0.47163,0.49388,0.51463
0.010883,0.0050167,0.00235,0.00076667,0.0005,0.00021667,0.0013,0.0011,0.0017833,0.0036,0.0054333,0.0076667,0.010617,0.013833,0.014117,0.017267,0.02175,0.027483,0.03165,0.03545,0.040283,0.046917,0.052333,0.0592,0.069483,0.0774,0.086083,0.095417,0.10728,0.12137,0.13387,0.14272,0.14915,0.15175,0.15258,0.15447,0.15337,0.15465,0.15527,0.15573,0.15658,0.15595,0.15697,0.15762,0.15583,0.1568
0.011117,0.0069833,0.002,0.00073333,0.0012167,0.00078333,0.0014167,0.00105,0.00035,0.0025,0.0031167,0.0038167,0.00545,0.00845,0.0073333,0.010267,0.0137,0.017883,0.020467,0.023317,0.028333,0.0345,0.039467,0.046133,0.055067,0.062983,0.071683,0.07995,0.089067,0.09645,0.10522,0.11538,0.12735,0.13812,0.14767,0.15988,0.17507,0.18572,0.19753,0.20175,0.20463,0.20578,0.20857,0.20993,0.21083,0.21212
0.00892,0.00254,0.00112,0.00034,0.0035,0.002,0.00366,0.0054,0.00718,0.01184,0.01382,0.01832,0.02286,0.0297,0.03206,0.0394,0.0451,0.05274,0.06134,0.06976,0.07656,0.08244,0.08624,0.08958,0.09158,0.09156,0.0919,0.09248,0.09288,0.09208,0.0914,0.09138,0.09188,0.09198,0.091,0.09198,0.0913,0.09148,0.09036,0.08964,0.08984,0.0908,0.09018,0.0904,0.09028,0.08806
0.01332,0.00644,0.00422,0.0027,0.00138,0.00186,0.0004,0.00078,0.00048,0.00212,0.00186,0.00326,0.00206,0.00476,0.00296,0.00792,0.01224,0.01642,0.0201,0.02848,0.03754,0.04736,0.05992,0.07628,0.09394,0.11178,0.13192,0.15758,0.18124,0.205,0.23308,0.25884,0.28468,0.3101,0.32908,0.3451,0.35624,0.3644,0.37068,0.37108,0.37196,0.36936,0.36612,0.35948,0.35244,0.34636
0.01425,0.0098333,0.0045833,0.0028,0.0024167,0.0014667,0.0017167,0.00066667,0.0002,0.0016833,0.0014,0.0022667,0.00285,0.0068167,0.0063,0.01025,0.0171,0.02365,0.031917,0.042533,0.055867,0.073883,0.092617,0.11607,0.1433,0.17395,0.20813,0.24432,0.2783,0.31117,0.33977,0.36405,0.38357,0.39627,0.40127,0.4076,0.40765,0.40622,0.40437,0.40203,0.39872,0.39408,0.38865,0.38432,0.37838,0.37265
0.0163,0.0061,0.00292,0.00122,0.00152,0.0016,0.0015,0.00168,0.00046,0.00224,0.00136,0.00064,0.00124,0.00374,0.00224,0.00392,0.00536,0.00698,0.00706,0.00902,0.01144,0.0149,0.01886,0.02504,0.03374,0.04268,0.0522,0.0675,0.08234,0.10018,0.1197,0.14164,0.16494,0.19134,0.21774,0.24802,0.2784,0.31154,0.34542,0.37876,0.41074,0.43966,0.46294,0.48068,0.48962,0.49346
