P,C,E,L
P,C,E,L
P,C,C,H
P,C,C,H
E,L,F,P
E,L,F,P
P,C,D,P
P,C,D,P
P,C,C,A
P,C,C,A
C,A,F,P
C,H,E,R
C,H,E,R
C,H,D,P
C,H,D,P
C,A,E,L
C,A,E,L
B,V,C,A
B,V,C,A
B,T,C,H
B,T,C,H
B,O,C,H
B,O,C,H
B,H,P,C
B,H,P,C
B,H,C,H
B,H,C,H
B,H,E,R
B,H,E,R
B,H,E,L
B,H,E,L
