0.0143,0.00205,0.00065,0.00505,0.0025,0.0075,0.00845,0.01345,0.0189,0.01705,0.02095,0.02675,0.02855,0.02885,0.0318,0.03845,0.04165,0.0476,0.0594,0.05685,0.0637,0.06025,0.06505,0.07125,0.07455,0.0829,0.0959,0.10845,0.1164,0.1223,0.1256,0.1281,0.13445,0.1277,0.1396,0.1291,0.12745,0.1237,0.1234,0.12395,0.1241,0.1288,0.1259,0.1298,0.1263,0.12565,0.1282,0.1239,0.1235,0.125,0.1228,0.12175,0.12295,0.12725,0.12515,0.12715,0.1285,0.12815,0.12605,0.1233,0.1212,0.1261,0.12055,0.12195,0.11935,0.12145,0.12385,0.12065,0.122,0.11915,0.1214,0.1204,0.12005,0.1156
0.00725,0.00115,0.00735,0.014575,0.022525,0.0358,0.04245,0.05245,0.0682,0.0793,0.095675,0.11565,0.13805,0.1604,0.1824,0.1965,0.21993,0.27245,0.31495,0.35132,0.39958,0.45065,0.50308,0.5457,0.58102,0.60845,0.63475,0.64553,0.6535,0.66203,0.66102,0.65577,0.65477,0.65535,0.647,0.64603,0.6456,0.63982,0.64417,0.63828,0.63767,0.64013,0.63892,0.63623,0.631,0.62773,0.6209,0.61352,0.61947,0.6093,0.61078,0.60125,0.60388,0.60448,0.5976,0.58825,0.58145,0.57465,0.57125,0.559,0.55842,0.5545,0.5464,0.54717,0.545,0.53733,0.53373,0.52087,0.51908,0.50992,0.50225,0.50725,0.49748,0.50243
0.02,0.0093667,0.0019667,0.0028667,0.00083333,0.0050667,0.0055833,0.00645,0.0146,0.021433,0.0301,0.0421,0.052383,0.066467,0.073383,0.081783,0.0987,0.12332,0.14942,0.1729,0.19722,0.22223,0.24805,0.27655,0.30298,0.33288,0.36807,0.40277,0.44082,0.4657,0.48635,0.51165,0.54098,0.55693,0.56748,0.58468,0.59667,0.59253,0.59545,0.59742,0.59158,0.597,0.5957,0.59092,0.58508,0.58268,0.58153,0.57717,0.57525,0.5724,0.56658,0.55953,0.55592,0.55543,0.54845,0.54605,0.53962,0.53413,0.53292,0.52625,0.5234,0.52015,0.51028,0.50983,0.50703,0.50595,0.50408,0.4978,0.50015,0.49282,0.49448,0.49487,0.48895,0.49098
0.00075,0.0011,0.01575,0.0372,0.05205,0.078483,0.10118,0.12997,0.16602,0.19272,0.21795,0.242,0.2629,0.26847,0.2936,0.31573,0.32877,0.33757,0.35297,0.36073,0.36758,0.36492,0.3663,0.36362,0.36337,0.35835,0.35433,0.35108,0.35003,0.34803,0.34693,0.34367,0.34622,0.34762,0.34525,0.34162,0.34003,0.33448,0.34008,0.33568,0.33628,0.33695,0.33835,0.33837,0.339,0.33555,0.33647,0.3319,0.33257,0.33282,0.33215,0.32885,0.33087,0.33577,0.33223,0.33435,0.3315,0.32938,0.33072,0.32767,0.32102,0.32072,0.31452,0.31657,0.31843,0.32242,0.31422,0.31455,0.32028,0.31382,0.31157,0.31257,0.3097,0.30598
0.003575,0.0007,0.0013,0.002725,0.004675,0.011475,0.01415,0.01625,0.0227,0.025475,0.030825,0.03645,0.0408,0.048,0.054025,0.063225,0.07005,0.079175,0.08335,0.08435,0.090025,0.097475,0.10723,0.12085,0.13138,0.1346,0.13783,0.14277,0.14378,0.14707,0.14857,0.15072,0.15243,0.1535,0.15137,0.15163,0.1513,0.1501,0.15085,0.15502,0.1523,0.1521,0.15518,0.15398,0.156,0.15308,0.15363,0.15172,0.15158,0.15347,0.15308,0.15182,0.1528,0.15452,0.15375,0.1529,0.1523,0.15238,0.15172,0.14943,0.14963,0.1505,0.14765,0.14765,0.14793,0.14672,0.14688,0.14693,0.14755,0.14575,0.14645,0.14722,0.1459,0.14683
0.001575,0.000975,0.002975,0.009725,0.01515,0.026875,0.037375,0.0483,0.063825,0.0775,0.0958,0.11372,0.13175,0.1492,0.16598,0.18848,0.20455,0.22337,0.23835,0.2504,0.2617,0.27092,0.28337,0.297,0.30292,0.31033,0.3129,0.31412,0.31433,0.31888,0.31613,0.31477,0.31477,0.31417,0.30962,0.30757,0.30543,0.30142,0.30175,0.29983,0.29783,0.2968,0.2964,0.29655,0.2961,0.29192,0.2905,0.2883,0.28587,0.28663,0.28498,0.2825,0.28268,0.2829,0.28077,0.2804,0.27845,0.27705,0.27713,0.27455,0.27343,0.27253,0.2695,0.26967,0.27002,0.27142,0.26885,0.2701,0.2728,0.27518,0.27557,0.27858,0.28165,0.28763
0.0137,0.0071,0.001175,0.00425,0.0019,0.002525,0.001975,0.004225,0.009425,0.010725,0.015325,0.020275,0.020925,0.02545,0.025375,0.0281,0.03005,0.0324,0.036875,0.040025,0.04245,0.04585,0.05255,0.057525,0.056725,0.0602,0.0629,0.062775,0.0692,0.075075,0.07615,0.075325,0.085425,0.084425,0.081125,0.087775,0.08685,0.085725,0.092225,0.0919,0.08765,0.09535,0.097325,0.09935,0.10552,0.10817,0.11227,0.11095,0.11177,0.1169,0.11797,0.11442,0.12015,0.12423,0.12872,0.13105,0.12948,0.1339,0.13437,0.13695,0.13675,0.14265,0.14017,0.14877,0.1521,0.16045,0.16773,0.17335,0.18115,0.18112,0.1879,0.18843,0.18902,0.18475
0.018983,0.010217,0.0027167,0.0092667,0.011167,0.022483,0.0217,0.027817,0.040633,0.0502,0.064767,0.0818,0.09505,0.11007,0.12007,0.13833,0.15182,0.16495,0.1839,0.19742,0.2108,0.22155,0.22938,0.23803,0.24835,0.25473,0.26087,0.2546,0.2618,0.27093,0.27765,0.28315,0.28425,0.29237,0.30153,0.30513,0.31653,0.31803,0.32657,0.31895,0.31762,0.32908,0.33468,0.3385,0.34938,0.35932,0.36888,0.36703,0.37652,0.379,0.38762,0.38295,0.38903,0.4024,0.39833,0.40332,0.40507,0.40162,0.40108,0.4006,0.40235,0.40077,0.38633,0.38815,0.38588,0.39042,0.38235,0.37753,0.38955,0.37448,0.3768,0.37925,0.37348,0.37013
0.00705,0.000425,0.000325,0.001725,0.001625,0.004375,0.00555,0.0031,0.005575,0.0031,0.0038,0.005125,0.004275,0.004225,0.003975,0.005225,0.00665,0.00625,0.007225,0.00595,0.010125,0.011825,0.0158,0.017875,0.021975,0.025575,0.0302,0.03585,0.041475,0.051275,0.051875,0.0574,0.069575,0.07555,0.083025,0.09345,0.10333,0.11247,0.12745,0.1363,0.1476,0.16075,0.1723,0.1844,0.19717,0.20948,0.22257,0.23538,0.24765,0.26495,0.27998,0.29222,0.31015,0.32842,0.34218,0.35687,0.36577,0.37788,0.38467,0.3908,0.39268,0.39858,0.39762,0.4036,0.39797,0.3974,0.39558,0.39372,0.38892,0.39253,0.3909,0.38892,0.38375,0.38307
0.01175,0.0059,0.002975,0.00365,0.00345,0.004825,0.0037,0.000725,0.00265,0.000125,0.00125,0.002625,0.0027,0.00415,0.00225,0.00515,0.00585,0.005475,0.008475,0.011225,0.015225,0.018425,0.0235,0.02935,0.036625,0.0426,0.0522,0.0603,0.06965,0.081725,0.0915,0.10347,0.11635,0.13065,0.14392,0.15798,0.173,0.18665,0.20505,0.21885,0.23813,0.2489,0.26388,0.27827,0.2928,0.30425,0.31573,0.3269,0.33865,0.34005,0.34978,0.34823,0.355,0.36175,0.36093,0.3627,0.3609,0.36195,0.36317,0.36115,0.33988,0.33985,0.3358,0.33615,0.33487,0.33527,0.33037,0.32935,0.33147,0.33038,0.32825,0.32883,0.32405,0.32477
