#1.Supply reference no.,2.Node,3.Time,4.Product,5.Bid,6.Capacity,7. Emissions,8. Emissions coefficients
S0954,N20199,T0,Recyclables,80,829.717180244829,,
S0955,N20201,T0,Recyclables,80,3034.6137610806245,,
S0956,N20203,T0,Recyclables,80,1180.9202195018995,,
S0957,N20205,T0,Recyclables,80,4732.460953989025,,
S0958,N20207,T0,Recyclables,80,1709.3710426340228,,
S0959,N20209,T0,Recyclables,80,92873.99746728578,,
S0960,N21001,T0,Recyclables,80,10373.111017306881,,
S0961,N21003,T0,Recyclables,80,11297.762769100886,,
S0962,N21005,T0,Recyclables,80,13088.898269311945,,
S0963,N21007,T0,Recyclables,80,4240.776699029127,,
S0964,N21009,T0,Recyclables,80,24411.3550021106,,
S0965,N21011,T0,Recyclables,80,6996.6230476994515,,
S0966,N21013,T0,Recyclables,80,13223.343182777542,,
S0967,N21015,T0,Recyclables,80,74613.08569016462,,
S0968,N21017,T0,Recyclables,80,11113.381173490925,,
S0969,N21019,T0,Recyclables,80,26483.452933727312,,
S0970,N21021,T0,Recyclables,80,16799.57788096243,,
S0971,N21023,T0,Recyclables,80,4609.539890249051,,
S0972,N21025,T0,Recyclables,80,7527.81764457577,,
S0973,N21027,T0,Recyclables,80,11212.157028281976,,
S0974,N21029,T0,Recyclables,80,45116.969185310256,,
S0975,N21031,T0,Recyclables,80,6788.644997889405,,
S0976,N21033,T0,Recyclables,80,6941.198818066695,,
S0977,N21035,T0,Recyclables,80,20360.447446179824,,
S0978,N21037,T0,Recyclables,80,51075.897002954836,,
S0979,N21039,T0,Recyclables,80,2648.290417897847,,
S0980,N21041,T0,Recyclables,80,5932.038834951457,,
S0981,N21043,T0,Recyclables,80,14611.69269734065,,
S0982,N21045,T0,Recyclables,80,8747.699451245253,,
S0983,N21047,T0,Recyclables,80,39920.81046855213,,
S0984,N21049,T0,Recyclables,80,20288.56057408189,,
S0985,N21051,T0,Recyclables,80,11164.415365132967,,
S0986,N21053,T0,Recyclables,80,5077.6276910088645,,
S0987,N21055,T0,Recyclables,80,4933.305192064162,,
S0988,N21057,T0,Recyclables,80,3231.0679611650485,,
S0989,N21059,T0,Recyclables,80,56692.9506120726,,
S0990,N21061,T0,Recyclables,80,6654.200084423807,,
S0991,N21063,T0,Recyclables,80,4035.5424229632754,,
S0992,N21065,T0,Recyclables,80,7772.013507809203,,
S0993,N21067,T0,Recyclables,80,177011.8193330519,,
S0994,N21069,T0,Recyclables,80,8276.319121992401,,
S0995,N21071,T0,Recyclables,80,19723.343182777542,,
S0996,N21073,T0,Recyclables,80,28283.368509919797,,
S0997,N21075,T0,Recyclables,80,3575.13718868721,,
S0998,N21077,T0,Recyclables,80,4768.67876741241,,
S0999,N21079,T0,Recyclables,80,9303.039257070495,,
S1000,N21081,T0,Recyclables,80,13686.492190797806,,
S1001,N21083,T0,Recyclables,80,20111.312790206837,,
S1002,N21085,T0,Recyclables,80,14498.10046433094,,
S1003,N21087,T0,Recyclables,80,6095.0189953566905,,
S1004,N21089,T0,Recyclables,80,19734.318277754326,,
S1005,N21091,T0,Recyclables,80,4990.924440692274,,
S1006,N21093,T0,Recyclables,80,60748.24820599409,,
S1007,N21095,T0,Recyclables,80,14723.638666103841,,
S1008,N21097,T0,Recyclables,80,10257.323765301815,,
S1009,N21099,T0,Recyclables,80,10584.381595609962,,
S1010,N21101,T0,Recyclables,80,24580.37146475306,,
S1011,N21103,T0,Recyclables,80,8603.376952300549,,
S1012,N21105,T0,Recyclables,80,2480.9202195018997,,
S1013,N21107,T0,Recyclables,80,24926.08695652174,,
S1014,N21109,T0,Recyclables,80,7109.117771211481,,
S1015,N21111,T0,Recyclables,80,429657.9569438581,,
S1016,N21113,T0,Recyclables,80,29079.0628957366,,
S1017,N21115,T0,Recyclables,80,12445.757703672436,,
S1018,N21117,T0,Recyclables,80,92774.67285774589,,
S1019,N21119,T0,Recyclables,80,7820.3039257070495,,
S1020,N21121,T0,Recyclables,80,16568.55213170114,,
S1021,N21123,T0,Recyclables,80,8158.33685099198,,
S1022,N21125,T0,Recyclables,80,34359.18108906712,,
S1023,N21127,T0,Recyclables,80,8940.86112283664,,
S1024,N21129,T0,Recyclables,80,4058.0413676656817,,
S1025,N21131,T0,Recyclables,80,5769.058674546222,,
S1026,N21133,T0,Recyclables,80,11824.567327986491,,
S1027,N21135,T0,Recyclables,80,7177.712114816378,,
S1028,N21137,T0,Recyclables,80,13321.021528070916,,
S1029,N21139,T0,Recyclables,80,4877.332207682567,,
S1030,N21141,T0,Recyclables,80,15053.440270156185,,
S1031,N21143,T0,Recyclables,80,4763.191219924019,,
S1032,N21145,T0,Recyclables,80,37246.728577458845,,
S1033,N21147,T0,Recyclables,80,9267.370198395947,,
S1034,N21149,T0,Recyclables,80,5022.203461376108,,
S1035,N21151,T0,Recyclables,80,50870.11397214014,,
S1036,N21153,T0,Recyclables,80,6385.859012241452,,
S1037,N21155,T0,Recyclables,80,10745.16673701984,,
S1038,N21157,T0,Recyclables,80,17373.026593499366,,
S1039,N21159,T0,Recyclables,80,6193.794850147742,,
S1040,N21161,T0,Recyclables,80,9394.681300126636,,
S1041,N21163,T0,Recyclables,80,16464.288729421696,,
S1042,N21165,T0,Recyclables,80,3354.537779653863,,
S1043,N21167,T0,Recyclables,80,12424.356268467707,,
S1044,N21169,T0,Recyclables,80,5644.491346559729,,
S1045,N21171,T0,Recyclables,80,6221.78134233854,,
S1046,N21173,T0,Recyclables,80,15427.6910088645,,
S1047,N21175,T0,Recyclables,80,7532.2076825664835,,
S1048,N21177,T0,Recyclables,80,16971.886872097934,,
S1049,N21179,T0,Recyclables,80,25647.69945124525,,
S1050,N21181,T0,Recyclables,80,4135.964542000844,,
S1051,N21183,T0,Recyclables,80,13044.997889404813,,
S1052,N21185,T0,Recyclables,80,37099.66230476995,,
S1053,N21187,T0,Recyclables,80,6188.856057408189,,
S1054,N21189,T0,Recyclables,80,2223.0054875474884,,
S1055,N21191,T0,Recyclables,80,8035.964542000844,,
S1056,N21193,T0,Recyclables,80,15624.693963697764,,
S1057,N21195,T0,Recyclables,80,32194.89235964542,,
S1058,N21197,T0,Recyclables,80,7204.601097509498,,
S1059,N21199,T0,Recyclables,80,35687.71633600675,,
S1060,N21201,T0,Recyclables,80,1203.4191642043056,,
S1061,N21203,T0,Recyclables,80,8800.379907133813,,
S1062,N21205,T0,Recyclables,80,13533.389615871676,,
S1063,N21207,T0,Recyclables,80,9872.646686365555,,
S1064,N21209,T0,Recyclables,80,31364.077669902912,,
S1065,N21211,T0,Recyclables,80,26375.897002954833,,
S1066,N21213,T0,Recyclables,80,10752.300548754747,,
S1067,N21215,T0,Recyclables,80,10695.230054875474,,
S1068,N21217,T0,Recyclables,80,14280.24482904179,,
S1069,N21219,T0,Recyclables,80,6718.404390037991,,
S1070,N21221,T0,Recyclables,80,7716.040523427607,,
S1071,N21223,T0,Recyclables,80,4650.147741663149,,
S1072,N21225,T0,Recyclables,80,7500.379907133812,,
S1073,N21227,T0,Recyclables,80,73837.14647530603,,
S1074,N21229,T0,Recyclables,80,6599.87336428873,,
S1075,N21231,T0,Recyclables,80,10730.89911355002,,
S1076,N21233,T0,Recyclables,80,7143.140565639511,,
S1077,N21235,T0,Recyclables,80,20145.884339383705,,
S1078,N21237,T0,Recyclables,80,3600.928661882651,,
S1079,N21239,T0,Recyclables,80,14745.588856057408,,
S1080,N22001,T0,Recyclables,80,31595.103419164203,,
S1081,N22003,T0,Recyclables,80,12484.170536091178,,
S1082,N22005,T0,Recyclables,80,69417.47572815535,,
S1083,N22007,T0,Recyclables,80,11545.251160827354,,
S1084,N22009,T0,Recyclables,80,21781.72224567328,,
S1085,N22011,T0,Recyclables,80,20056.43731532292,,
S1086,N22013,T0,Recyclables,80,7123.3853946813,,
S1087,N22015,T0,Recyclables,80,70649.97889404812,,
S1088,N22017,T0,Recyclables,80,130520.21950189954,,
S1089,N22019,T0,Recyclables,80,118961.79822710005,,
S1090,N22021,T0,Recyclables,80,5292.73955255382,,
S1091,N22023,T0,Recyclables,80,3082.3554242296327,,
S1092,N22025,T0,Recyclables,80,4887.209793161672,,
S1093,N22027,T0,Recyclables,80,7775.854791051077,,
S1094,N22029,T0,Recyclables,80,10254.579991557619,,
S1095,N22031,T0,Recyclables,80,14713.212325875897,,
S1096,N22033,T0,Recyclables,80,250660.74292950612,,
S1097,N22035,T0,Recyclables,80,4093.1616715913888,,
S1098,N22037,T0,Recyclables,80,10722.119037568595,,
S1099,N22039,T0,Recyclables,80,17752.216124947234,,
S1100,N22041,T0,Recyclables,80,10851.076403545801,,
S1101,N22043,T0,Recyclables,80,12165.344027015619,,
S1102,N22045,T0,Recyclables,80,38373.87083157451,,
S1103,N22047,T0,Recyclables,80,16594.892359645422,,
S1104,N22049,T0,Recyclables,80,8248.332629801604,,
S1105,N22051,T0,Recyclables,80,241880.66694807934,,
S1106,N22053,T0,Recyclables,80,17697.340650063317,,
S1107,N22055,T0,Recyclables,80,132663.1067961165,,
S1108,N22057,T0,Recyclables,80,53534.86703250316,,
S1109,N22059,T0,Recyclables,80,8116.631490080203,,
S1110,N22061,T0,Recyclables,80,26557.5348248206,,
S1111,N22063,T0,Recyclables,80,78077.92317433517,,
S1112,N22065,T0,Recyclables,80,5496.876319121992,,
S1113,N22067,T0,Recyclables,80,14064.035457999154,,
S1114,N22069,T0,Recyclables,80,20586.53440270156,,
S1115,N22071,T0,Recyclables,80,210720.1772899958,,
S1116,N22073,T0,Recyclables,80,88002.70156184044,,
S1117,N22075,T0,Recyclables,80,12903.967918953145,,
S1118,N22077,T0,Recyclables,80,11391.051076403544,,
S1119,N22079,T0,Recyclables,80,71350.73870831575,,
S1120,N22081,T0,Recyclables,80,4181.511186154496,,
S1121,N22083,T0,Recyclables,80,10998.691430983537,,
S1122,N22085,T0,Recyclables,80,12157.66146053187,,
S1123,N22087,T0,Recyclables,80,24015.70282819755,,
S1124,N22089,T0,Recyclables,80,28836.513296749687,,
S1125,N22091,T0,Recyclables,80,5992.401857323765,,
S1126,N22093,T0,Recyclables,80,11080.455888560575,,
S1127,N22095,T0,Recyclables,80,23309.455466441537,,
S1128,N22097,T0,Recyclables,80,45294.216969185305,,
S1129,N22099,T0,Recyclables,80,28407.38708315745,,
S1130,N22101,T0,Recyclables,80,27111.777121148167,,
S1131,N22103,T0,Recyclables,80,145184.04390037988,,
S1132,N22105,T0,Recyclables,80,73070.53609117771,,
S1133,N22107,T0,Recyclables,80,2275.685943436049,,
S1134,N22109,T0,Recyclables,80,60132.54537779654,,
S1135,N22111,T0,Recyclables,80,11582.566483748418,,
S1136,N22113,T0,Recyclables,80,31476.023638666105,,
S1137,N22115,T0,Recyclables,80,26751.794005909665,,
S1138,N22117,T0,Recyclables,80,24948.037146475308,,
S1139,N22119,T0,Recyclables,80,20285.816800337696,,
S1140,N22121,T0,Recyclables,80,14925.580413676656,,
S1141,N22123,T0,Recyclables,80,5350.907555930773,,
S1142,N22125,T0,Recyclables,80,8401.435204727733,,
S1143,N22127,T0,Recyclables,80,7548.121570282819,,
S1144,N23001,T0,Recyclables,80,60988.05403123681,,
S1145,N23003,T0,Recyclables,80,36824.187420852686,,
S1146,N23005,T0,Recyclables,80,166310.5529759392,,
S1147,N23007,T0,Recyclables,80,16164.11988180667,,
S1148,N23009,T0,Recyclables,80,30443.81595609962,,
S1149,N23011,T0,Recyclables,80,67849.13465597299,,
S1150,N23013,T0,Recyclables,80,22283.284086112282,,
S1151,N23015,T0,Recyclables,80,19336.471084845925,,
S1152,N23017,T0,Recyclables,80,31705.403123680877,,
S1153,N23019,T0,Recyclables,80,83519.92401857323,,
S1154,N23021,T0,Recyclables,80,9219.079780498101,,
S1155,N23023,T0,Recyclables,80,20138.750527648794,,
S1156,N23025,T0,Recyclables,80,27699.49345715492,,
S1157,N23027,T0,Recyclables,80,21734.52933727311,,
S1158,N23029,T0,Recyclables,80,17063.528915154075,,
S1159,N23031,T0,Recyclables,80,116320.64162093711,,
S1160,N24001,T0,Recyclables,80,37373.49092444069,,
S1161,N24003,T0,Recyclables,80,322811.01730688056,,
S1162,N24005,T0,Recyclables,80,468930.1392992824,,
S1163,N24009,T0,Recyclables,80,50915.11186154496,,
S1164,N24011,T0,Recyclables,80,18269.691853102577,,
S1165,N24013,T0,Recyclables,80,94874.75728155341,,
S1166,N24015,T0,Recyclables,80,56919.58632334318,,
S1167,N24017,T0,Recyclables,80,91431.86998733642,,
S1168,N24019,T0,Recyclables,80,17851.540734487124,,
S1169,N24021,T0,Recyclables,80,149105.99409033346,,
S1170,N24023,T0,Recyclables,80,15807.429295061207,,
S1171,N24025,T0,Recyclables,80,143183.28408611228,,
S1172,N24027,T0,Recyclables,80,182360.53186998735,,
S1173,N24029,T0,Recyclables,80,10534.993668214436,,
S1174,N24031,T0,Recyclables,80,582811.0173068806,,
S1175,N24033,T0,Recyclables,80,530756.1418319966,,
S1176,N24035,T0,Recyclables,80,27368.594343604895,,
S1177,N24037,T0,Recyclables,80,62435.669058674546,,
S1178,N24039,T0,Recyclables,80,13510.34191642043,,
S1179,N24041,T0,Recyclables,80,20592.570704938793,,
S1180,N24043,T0,Recyclables,80,84895.10341916421,,
S1181,N24045,T0,Recyclables,80,56844.40692275222,,
S1182,N24047,T0,Recyclables,80,28787.674124103,,
S1183,N24510,T0,Recyclables,80,321410.04643309413,,
S1184,N25001,T0,Recyclables,80,125662.64246517519,,
S1185,N25003,T0,Recyclables,80,70803.63022372308,,
S1186,N25005,T0,Recyclables,80,317838.7505276488,,
S1187,N25007,T0,Recyclables,80,11304.347826086958,,
S1188,N25009,T0,Recyclables,80,444397.5094976783,,
S1189,N25011,T0,Recyclables,80,38977.50105529759,,
S1190,N25013,T0,Recyclables,80,255623.68087800758,,
S1191,N25015,T0,Recyclables,80,89067.28577458844,,
S1192,N25017,T0,Recyclables,80,895568.8476150275,,
S1193,N25019,T0,Recyclables,80,7822.498944702406,,
S1194,N25021,T0,Recyclables,80,398385.52131701144,,
S1195,N25023,T0,Recyclables,80,291289.44702406076,,
S1196,N25025,T0,Recyclables,80,437871.16926973406,,
S1197,N25027,T0,Recyclables,80,473087.50527648797,,
S1198,N26001,T0,Recyclables,80,5579.189531447868,,
S1199,N26003,T0,Recyclables,80,4852.089489235965,,
S1200,N26005,T0,Recyclables,80,66126.04474461799,,
S1201,N26007,T0,Recyclables,80,15862.853524693965,,
S1202,N26009,T0,Recyclables,80,12857.872520050654,,
S1203,N26011,T0,Recyclables,80,8232.418742085269,,
S1204,N26013,T0,Recyclables,80,4476.74124102997,,
S1205,N26015,T0,Recyclables,80,34254.917686787674,,
S1206,N26017,T0,Recyclables,80,56991.47319544111,,
S1207,N26019,T0,Recyclables,80,9861.122836639934,,
S1208,N26021,T0,Recyclables,80,84681.63782186576,,
S1209,N26023,T0,Recyclables,80,24618.235542422964,,
S1210,N26025,T0,Recyclables,80,73703.25031658928,,
S1211,N26027,T0,Recyclables,80,28309.708737864075,,
S1212,N26029,T0,Recyclables,80,14297.256226255804,,
S1213,N26031,T0,Recyclables,80,14036.597720557198,,
S1214,N26033,T0,Recyclables,80,20185.943436048965,,
S1215,N26035,T0,Recyclables,80,16932.37653018151,,
S1216,N26037,T0,Recyclables,80,43421.86576614605,,
S1217,N26039,T0,Recyclables,80,7127.226677923175,,
S1218,N26041,T0,Recyclables,80,20250.696496411987,,
S1219,N26043,T0,Recyclables,80,14238.539468130013,,
S1220,N26045,T0,Recyclables,80,59910.29970451667,,
S1221,N26047,T0,Recyclables,80,18719.12199240186,,
S1222,N26049,T0,Recyclables,80,222910.21528070915,,
S1223,N26051,T0,Recyclables,80,13930.688054031236,,
S1224,N26053,T0,Recyclables,80,7891.093288307303,,
S1225,N26055,T0,Recyclables,80,52262.30476994512,,
S1226,N26057,T0,Recyclables,80,22916.547066272688,,
S1227,N26059,T0,Recyclables,80,25103.33474039679,,
S1228,N26061,T0,Recyclables,80,20502.02617138033,,
S1229,N26063,T0,Recyclables,80,17234.740396791894,,
S1230,N26065,T0,Recyclables,80,156340.22794428028,,
S1231,N26067,T0,Recyclables,80,36659.01224145209,,
S1232,N26069,T0,Recyclables,80,13848.923596454199,,
S1233,N26071,T0,Recyclables,80,6382.566483748417,,
S1234,N26073,T0,Recyclables,80,35336.51329674968,,
S1235,N26075,T0,Recyclables,80,88001.60405234275,,
S1236,N26077,T0,Recyclables,80,143592.6551287463,,
S1237,N26079,T0,Recyclables,80,9844.111439425917,,
S1238,N26081,T0,Recyclables,80,361066.35711270577,,
S1239,N26083,T0,Recyclables,80,1122.7522161249472,,
S1240,N26085,T0,Recyclables,80,6637.737441958632,,
S1241,N26087,T0,Recyclables,80,48630.09708737864,,
S1242,N26089,T0,Recyclables,80,12237.779653862388,,
S1243,N26091,T0,Recyclables,80,54558.843393837065,,
S1244,N26093,T0,Recyclables,80,106384.88813845505,,
S1245,N26095,T0,Recyclables,80,2929.801604052343,,
S1246,N26097,T0,Recyclables,80,5945.208948923596,,
S1247,N26099,T0,Recyclables,80,483572.0135078092,,
S1248,N26101,T0,Recyclables,80,13736.42887294217,,
S1249,N26103,T0,Recyclables,80,36227.142254115664,,
S1250,N26105,T0,Recyclables,80,15942.422963275643,,
S1251,N26107,T0,Recyclables,80,21793.246095398903,,
S1252,N26109,T0,Recyclables,80,12896.834107218236,,
S1253,N26111,T0,Recyclables,80,45817.72899957788,,
S1254,N26113,T0,Recyclables,80,8259.856479527227,,
S1255,N26115,T0,Recyclables,80,84952.17391304349,,
S1256,N26117,T0,Recyclables,80,36554.748839172644,,
S1257,N26119,T0,Recyclables,80,5022.752216124947,,
S1258,N26121,T0,Recyclables,80,96484.2549598987,,
S1259,N26123,T0,Recyclables,80,27425.664837484168,,
S1260,N26125,T0,Recyclables,80,699330.3081468975,,
S1261,N26127,T0,Recyclables,80,14629.252849303504,,
S1262,N26129,T0,Recyclables,80,11397.636133389617,,
S1263,N26131,T0,Recyclables,80,3191.5576192486283,,
S1264,N26133,T0,Recyclables,80,12561.544955677502,,
S1265,N26135,T0,Recyclables,80,4510.21528070916,,
S1266,N26137,T0,Recyclables,80,13768.80540312368,,
S1267,N26139,T0,Recyclables,80,162541.15660616293,,
S1268,N26141,T0,Recyclables,80,7123.934149430139,,
S1269,N26143,T0,Recyclables,80,12873.23765301815,,
S1270,N26145,T0,Recyclables,80,104331.44786829886,,
S1271,N26147,T0,Recyclables,80,88010.93288307304,,
S1272,N26149,T0,Recyclables,80,33440.56563951034,,
S1273,N26151,T0,Recyclables,80,22285.47910510764,,
S1274,N26153,T0,Recyclables,80,4415.829463908823,,
S1275,N26155,T0,Recyclables,80,37366.905867454625,,
S1276,N26157,T0,Recyclables,80,29261.249472351206,,
S1277,N26159,T0,Recyclables,80,41478.725200506546,,
S1278,N26161,T0,Recyclables,80,204278.34529337272,,
S1279,N26163,T0,Recyclables,80,984225.1160827352,,
S1280,N26165,T0,Recyclables,80,18478.21865766146,,
S1281,N27001,T0,Recyclables,80,8613.803292528493,,
S1282,N27003,T0,Recyclables,80,199684.71929084003,,
S1283,N27005,T0,Recyclables,80,19306.83832840861,,
S1284,N27007,T0,Recyclables,80,25367.834529337273,,
S1285,N27009,T0,Recyclables,80,22706.922752216127,,
S1286,N27011,T0,Recyclables,80,2834.867032503166,,
S1287,N27013,T0,Recyclables,80,37925.5382017729,,
S1288,N27015,T0,Recyclables,80,14219.333051920641,,
S1289,N27017,T0,Recyclables,80,19868.763191219925,,
S1290,N27019,T0,Recyclables,80,58673.95525538202,,
S1291,N27021,T0,Recyclables,80,16498.860278598564,,
S1292,N27023,T0,Recyclables,80,6913.212325875897,,
S1293,N27025,T0,Recyclables,80,31071.042634022793,,
S1294,N27027,T0,Recyclables,80,35843.56268467708,,
S1295,N27029,T0,Recyclables,80,4677.585479105108,,
S1296,N27031,T0,Recyclables,80,3073.0265934993668,,
S1297,N27033,T0,Recyclables,80,6320.008442380751,,
S1298,N27035,T0,Recyclables,80,36285.31025749261,,
S1299,N27037,T0,Recyclables,80,241387.33642887295,,
S1300,N27039,T0,Recyclables,80,11450.865344027015,,
S1301,N27041,T0,Recyclables,80,21404.727733220767,,
S1302,N27043,T0,Recyclables,80,7639.214858590122,,
S1303,N27045,T0,Recyclables,80,11648.965808357958,,
S1304,N27047,T0,Recyclables,80,16953.777965386238,,
S1305,N27049,T0,Recyclables,80,26110.84845926551,,
S1306,N27051,T0,Recyclables,80,3333.1363444491344,,
S1307,N27053,T0,Recyclables,80,703264.8796960743,,
S1308,N27055,T0,Recyclables,80,10340.18573237653,,
S1309,N27057,T0,Recyclables,80,11712.6213592233,,
S1310,N27059,T0,Recyclables,80,22573.026593499366,,
S1311,N27061,T0,Recyclables,80,24701.646264246516,,
S1312,N27063,T0,Recyclables,80,5481.511186154496,,
S1313,N27065,T0,Recyclables,80,8797.636133389617,,
S1314,N27067,T0,Recyclables,80,23998.1426762347,,
S1315,N27069,T0,Recyclables,80,2308.6112283663992,,
S1316,N27071,T0,Recyclables,80,6619.0797804981,,
S1317,N27073,T0,Recyclables,80,3687.0831574504014,,
S1318,N27075,T0,Recyclables,80,5984.170536091177,,
S1319,N27077,T0,Recyclables,80,2064.9641198818067,,
S1320,N27079,T0,Recyclables,80,15734.993668214436,,
S1321,N27081,T0,Recyclables,80,3094.9767834529334,,
S1322,N27083,T0,Recyclables,80,13866.483748417053,,
S1323,N27085,T0,Recyclables,80,20178.26086956522,,
S1324,N27087,T0,Recyclables,80,2969.3119459687628,,
S1325,N27089,T0,Recyclables,80,4960.74292950612,,
S1326,N27091,T0,Recyclables,80,10988.813845504434,,
S1327,N27093,T0,Recyclables,80,12840.86112283664,,
S1328,N27095,T0,Recyclables,80,14519.50189953567,,
S1329,N27097,T0,Recyclables,80,18663.149008020264,,
S1330,N27099,T0,Recyclables,80,21966.103841283242,,
S1331,N27101,T0,Recyclables,80,4488.265090755593,,
S1332,N27103,T0,Recyclables,80,18906.796116504855,,
S1333,N27105,T0,Recyclables,80,12231.743351625157,,
S1334,N27107,T0,Recyclables,80,3534.529337273111,,
S1335,N27109,T0,Recyclables,80,89363.06458421276,,
S1336,N27111,T0,Recyclables,80,32969.73406500633,,
S1337,N27113,T0,Recyclables,80,7678.176445757704,,
S1338,N27115,T0,Recyclables,80,15845.84212747995,,
S1339,N27117,T0,Recyclables,80,5171.464753060363,,
S1340,N27119,T0,Recyclables,80,17116.75812579147,,
S1341,N27121,T0,Recyclables,80,6205.3186998733645,,
S1342,N27123,T0,Recyclables,80,303105.7830308147,,
S1343,N27125,T0,Recyclables,80,2159.3499366821443,,
S1344,N27127,T0,Recyclables,80,8464.542000844238,,
S1345,N27129,T0,Recyclables,80,8079.316167159139,,
S1346,N27131,T0,Recyclables,80,36819.797382861965,,
S1347,N27133,T0,Recyclables,80,5325.1160827353315,,
S1348,N27135,T0,Recyclables,80,8412.959054453357,,
S1349,N27137,T0,Recyclables,80,109877.71211481639,,
S1350,N27139,T0,Recyclables,80,82822.45673279864,,
S1351,N27141,T0,Recyclables,80,53329.63275643731,,
S1352,N27143,T0,Recyclables,80,8141.325453777965,,
S1353,N27145,T0,Recyclables,80,86863.48670325032,,
S1354,N27147,T0,Recyclables,80,20526.720135078092,,
S1355,N27149,T0,Recyclables,80,5307.007176023639,,
S1356,N27151,T0,Recyclables,80,5398.649219079781,,
S1357,N27153,T0,Recyclables,80,13862.64246517518,,
S1358,N27155,T0,Recyclables,80,1843.81595609962,,
S1359,N27157,T0,Recyclables,80,11736.217813423385,,
S1360,N27159,T0,Recyclables,80,7718.235542422964,,
S1361,N27161,T0,Recyclables,80,10408.780075981427,,
S1362,N27163,T0,Recyclables,80,146829.21063739972,,
S1363,N27165,T0,Recyclables,80,6175.13718868721,,
S1364,N27167,T0,Recyclables,80,3570.198395947657,,
S1365,N27169,T0,Recyclables,80,27257.197129590546,,
S1366,N27171,T0,Recyclables,80,77559.34993668215,,
S1367,N27173,T0,Recyclables,80,5228.535246939637,,
S1368,N28001,T0,Recyclables,80,16209.117771211482,,
S1369,N28003,T0,Recyclables,80,19063.73997467286,,
S1370,N28005,T0,Recyclables,80,6980.160405234276,,
S1371,N28007,T0,Recyclables,80,9816.67370198396,,
S1372,N28009,T0,Recyclables,80,4195.778809624314,,
S1373,N28011,T0,Recyclables,80,17003.165892781763,,
S1374,N28013,T0,Recyclables,80,7279.780498100465,,
S1375,N28015,T0,Recyclables,80,5486.449978894048,,
S1376,N28017,T0,Recyclables,80,9386.998733642888,,
S1377,N28019,T0,Recyclables,80,4525.031658927818,,
S1378,N28021,T0,Recyclables,80,5012.874630645842,,
S1379,N28023,T0,Recyclables,80,8568.80540312368,,
S1380,N28025,T0,Recyclables,80,10226.593499366822,,
S1381,N28027,T0,Recyclables,80,11737.864077669903,,
S1382,N28029,T0,Recyclables,80,15567.07471506965,,
S1383,N28031,T0,Recyclables,80,10064.162093710427,,
S1384,N28033,T0,Recyclables,80,101691.93752638245,,
S1385,N28035,T0,Recyclables,80,42889.57365977205,,
S1386,N28037,T0,Recyclables,80,4211.692697340651,,
S1387,N28039,T0,Recyclables,80,13362.178134233855,,
S1388,N28041,T0,Recyclables,80,7424.651751794006,,
S1389,N28043,T0,Recyclables,80,11869.016462642465,,
S1390,N28045,T0,Recyclables,80,25271.80244829042,,
S1391,N28047,T0,Recyclables,80,114481.76445757704,,
S1392,N28049,T0,Recyclables,80,124974.50401013086,,
S1393,N28051,T0,Recyclables,80,9328.830730265936,,
S1394,N28053,T0,Recyclables,80,4272.055719712958,,
S1395,N28055,T0,Recyclables,80,734.233853946813,,
S1396,N28057,T0,Recyclables,80,13094.934571549176,,
S1397,N28059,T0,Recyclables,80,78610.21528070916,,
S1398,N28061,T0,Recyclables,80,8981.46897425074,,
S1399,N28063,T0,Recyclables,80,3983.959476572393,,
S1400,N28065,T0,Recyclables,80,6212.452511608274,,
S1401,N28067,T0,Recyclables,80,36901.561840439004,,
S1402,N28069,T0,Recyclables,80,4932.2076825664835,,
S1403,N28071,T0,Recyclables,80,30627.64879696074,,
S1404,N28073,T0,Recyclables,80,35242.12747994935,,
S1405,N28075,T0,Recyclables,80,40050.316589278176,,
S1406,N28077,T0,Recyclables,80,6593.837062051498,,
S1407,N28079,T0,Recyclables,80,11674.757281553399,,
S1408,N28081,T0,Recyclables,80,45734.86703250316,,
S1409,N28083,T0,Recyclables,80,15551.160827353313,,
S1410,N28085,T0,Recyclables,80,19155.382017729,,
S1411,N28087,T0,Recyclables,80,32310.130856901647,,
S1412,N28089,T0,Recyclables,80,59893.8370620515,,
S1413,N28091,T0,Recyclables,80,13412.114816378218,,
S1414,N28093,T0,Recyclables,80,18521.570282819754,,
S1415,N28095,T0,Recyclables,80,18756.43731532292,,
S1416,N28097,T0,Recyclables,80,5389.869143098354,,
S1417,N28099,T0,Recyclables,80,15961.629379485015,,
S1418,N28101,T0,Recyclables,80,11683.537357534824,,
S1419,N28103,T0,Recyclables,80,5643.942591810891,,
S1420,N28105,T0,Recyclables,80,28418.91093288307,,
S1421,N28107,T0,Recyclables,80,18223.047699451246,,
S1422,N28109,T0,Recyclables,80,30809.835373575348,,
S1423,N28111,T0,Recyclables,80,6316.715913887716,,
S1424,N28113,T0,Recyclables,80,22127.986492190797,,
S1425,N28115,T0,Recyclables,80,17112.368087800758,,
S1426,N28117,T0,Recyclables,80,13723.258758970029,,
S1427,N28119,T0,Recyclables,80,3389.10932883073,,
S1428,N28121,T0,Recyclables,80,86171.50696496412,,
S1429,N28123,T0,Recyclables,80,15359.645420008443,,
S1430,N28125,T0,Recyclables,80,2085.2680455888562,,
S1431,N28127,T0,Recyclables,80,14239.636977627692,,
S1432,N28129,T0,Recyclables,80,7797.256226255804,,
