Investment Cost ($),4.50E+08
Transportation Cost ($/day),29807.53304
Operating Cost ($/yr),1.38E+07
Revenue from Products ($/day),63011.6633
Revenue from RINs ($/day),189034.9899
Return on Investment (%),9.976382181
Payback Period (yrs),10.02367373
Total Technologies Installed,39
Percentage of Manure Unprocessed (%),3.305919856
Total Manure recovered (kg/day),694947
Total Electricity recovered (kWh/day),0
Total Biogas recovered (Nm3/day),0
Total Biomethane recovered (Nm3/day),0
Total Liq.Biomethane recovered (gal/day),63011.6633
Total Cake1 recovered (kg/day),0
Total Cake2 recovered (kg/day),0
Total Cake3 recovered (kg/day),0
Total Struvite recovered (kg/day),0
Total Struvite+Solids recovered (kg/day),0
Total Digestate_AD recovered (kg/day),2.01E+07
Total Digestate1 recovered (kg/day),-3.47E-08
Total Digestate2 recovered (kg/day),-1.26E-07
Total Digestate3 recovered (kg/day),-3.76E-08
Total Digestate4 recovered (kg/day),-3.63E-07
Total Digestate5 recovered (kg/day),-3.65E-07
Mass-Distance for Manure (kg km/day),1.86E+08
Mass-Distance for Electricity (kWh km/day),0
Mass-Distance for Biogas (Nm3 km/day),0
Mass-Distance for Biomethane (Nm3 km/day),0
Mass-Distance for Liq.Biomethane (gal km/day),0
Mass-Distance for Cake1 (kg km/day),0
Mass-Distance for Cake2 (kg km/day),0
Mass-Distance for Cake3 (kg km/day),0
Mass-Distance for Struvite (kg km/day),0
Mass-Distance for Struvite+Solids (kg km/day),0
Mass-Distance for Digestate_AD (kg km/day),0
Mass-Distance for Digestate1 (kg km/day),0
Mass-Distance for Digestate2 (kg km/day),0
Mass-Distance for Digestate3 (kg km/day),0
Mass-Distance for Digestate4 (kg km/day),0
Mass-Distance for Digestate5 (kg km/day),0
Percentage of Manure Moved ,51.28063501
"CO2 emissions	(g/day)",1.86E+07
Objective Value ($/day),-122928.1613
epsilon,rin_3
