0,0.0022562,0.016788,0.036513,0.061469,0.095631,0.12716,0.16541,0.20732,0.25446,0.31986,0.34954,0.40971,0.47538,0.53447,0.59251,0.64074,0.67591,0.70982,0.7376,0.75885,0.7814,0.80024,0.81934,0.83396,0.83809,0.84045,0.84077,0.83576,0.83472,0.83037,0.82683,0.82141,0.81771,0.81449,0.80939,0.80476,0.79919,0.79463,0.78954,0.78496,0.78133,0.77714,0.77199,0.77118,0.76697,0.76323
0,0.0062875,0.014019,0.023813,0.035169,0.044837,0.055744,0.063113,0.072575,0.082063,0.090631,0.10301,0.11234,0.12139,0.12834,0.14727,0.16836,0.18122,0.19699,0.2138,0.232,0.25254,0.27468,0.29789,0.32338,0.34721,0.37048,0.3987,0.41932,0.44013,0.44766,0.47004,0.49164,0.51027,0.53181,0.54929,0.56622,0.58059,0.58517,0.59653,0.60635,0.61749,0.63187,0.63764,0.64679,0.6479,0.64466
0,0.00053125,0.001825,0.004075,0.0094687,0.015056,0.019544,0.023262,0.028031,0.03305,0.038112,0.044044,0.050025,0.056331,0.061581,0.067119,0.07425,0.079894,0.087887,0.096381,0.10133,0.10956,0.11795,0.12575,0.13379,0.14456,0.15152,0.1575,0.16102,0.16275,0.16329,0.16601,0.16775,0.16776,0.16892,0.16825,0.16749,0.16792,0.16779,0.17104,0.17129,0.17209,0.17438,0.17224,0.17474,0.17551,0.17429
0.0022687,0,0.00075625,0.0035125,0.0092312,0.015969,0.022119,0.026056,0.033856,0.042469,0.054025,0.070569,0.084906,0.099581,0.11804,0.13061,0.15136,0.17066,0.19624,0.21841,0.23634,0.25588,0.27539,0.29037,0.301,0.31272,0.32082,0.32845,0.33409,0.33773,0.34024,0.3421,0.34522,0.34384,0.34393,0.34304,0.34071,0.33981,0.33806,0.33634,0.33379,0.33126,0.33265,0.32764,0.32849,0.32763,0.32811
0,0.0030125,0.015763,0.032856,0.060619,0.091275,0.12359,0.16047,0.19697,0.24673,0.29096,0.345,0.39248,0.44713,0.48549,0.52394,0.56054,0.58596,0.60469,0.61906,0.62449,0.62683,0.63095,0.63393,0.63289,0.63272,0.63138,0.62861,0.62648,0.62482,0.62201,0.61993,0.62075,0.62022,0.62233,0.61991,0.61702,0.61633,0.6167,0.61601,0.61813,0.61839,0.6167,0.61708,0.6219,0.6236,0.62565
0.0040125,0,0.0051937,0.0103,0.017031,0.027275,0.037875,0.050775,0.066712,0.085431,0.10594,0.13772,0.17821,0.21398,0.24229,0.28468,0.33489,0.37648,0.41542,0.45476,0.4851,0.51251,0.54039,0.56944,0.59619,0.61952,0.63701,0.6522,0.6637,0.6741,0.68049,0.68564,0.68588,0.68812,0.6857,0.68172,0.67954,0.67554,0.67078,0.66711,0.66312,0.66232,0.65995,0.65509,0.65653,0.65373,0.65227
0.0041375,0.0016625,0,0.00059375,0.0028188,0.0051,0.00675,0.00795,0.011319,0.014413,0.019006,0.024581,0.030512,0.037456,0.043994,0.049756,0.058962,0.067512,0.078481,0.091475,0.10086,0.11101,0.12088,0.1298,0.13611,0.14033,0.14027,0.14193,0.14356,0.14596,0.14792,0.1495,0.15079,0.15085,0.1519,0.1518,0.15228,0.15462,0.15539,0.15764,0.15831,0.16188,0.16304,0.16187,0.16529,0.16684,0.16551
0,0.013925,0.03325,0.052662,0.072144,0.093719,0.11936,0.15054,0.18722,0.22344,0.26159,0.3042,0.3466,0.38608,0.41475,0.4419,0.47082,0.48413,0.49477,0.49663,0.49077,0.48497,0.48089,0.47461,0.46806,0.46223,0.45484,0.44796,0.43964,0.43204,0.42652,0.42346,0.42009,0.4158,0.41363,0.41009,0.40754,0.40559,0.40362,0.40272,0.40019,0.40114,0.40105,0.39227,0.39371,0.39417,0.39461
0,0.027206,0.065587,0.10982,0.164,0.22015,0.29057,0.35429,0.44167,0.53197,0.60419,0.68939,0.75739,0.81772,0.8677,0.9067,0.93433,0.95525,0.96616,0.97894,0.98181,0.98127,0.98503,0.98474,0.98779,0.99168,0.98562,0.98626,0.98709,0.98726,0.98594,0.98361,0.99072,0.98861,0.98924,0.99093,0.98769,0.9882,0.98478,0.9858,0.98425,0.98261,0.98262,0.98004,0.98077,0.98097,0.97873
0.0020437,0,0.0010375,0.0027375,0.005775,0.0090437,0.0122,0.01475,0.019888,0.026344,0.034812,0.045469,0.056544,0.064319,0.074844,0.0886,0.10419,0.11522,0.12744,0.1411,0.14967,0.15606,0.16354,0.17216,0.18001,0.18824,0.19178,0.19431,0.19664,0.19716,0.19871,0.1996,0.20244,0.20294,0.20447,0.206,0.20729,0.20854,0.20931,0.21091,0.21204,0.21444,0.21574,0.21566,0.21824,0.21718,0.21703
0,0.0035125,0.012275,0.024487,0.038275,0.053987,0.070587,0.091025,0.1158,0.14161,0.16686,0.18976,0.20799,0.24539,0.2714,0.29332,0.31099,0.32408,0.33621,0.34847,0.35914,0.36956,0.38367,0.39725,0.41022,0.42445,0.4361,0.45127,0.46531,0.46966,0.47558,0.48049,0.47352,0.47379,0.46594,0.46415,0.46076,0.45957,0.45479,0.45151,0.44601,0.44171,0.43497,0.42816,0.42425,0.41804,0.41182
