0,0.0004375,0.0027625,0.0063125,0.014087,0.024425,0.039762,0.057113,0.075962,0.099875,0.13081,0.15965,0.18816,0.22639,0.26005,0.30474,0.34832,0.39247,0.438,0.47718,0.50249,0.51909,0.52348,0.52416,0.52721,0.52661,0.53074,0.5302,0.53319,0.53334,0.53349,0.53222,0.52867,0.53301,0.53119,0.53144,0.53395,0.53551,0.53485,0.5447,0.54956,0.55551,0.56326,0.57211,0.58325,0.59214,0.60109,0.61251,0.61982,0.62606,0.63229,0.63601
0.000575,0.00055,0.001325,0.0003625,0.00125,0,0.0007125,0.0036375,0.0017,0.003625,0.005175,0.0068875,0.004125,0.0079125,0.006775,0.0079,0.00995,0.01225,0.016112,0.023437,0.029425,0.036075,0.040475,0.04795,0.050763,0.055775,0.060537,0.066387,0.072813,0.082663,0.089425,0.098762,0.10749,0.11982,0.13252,0.14629,0.16131,0.17771,0.1939,0.21114,0.22842,0.24716,0.26474,0.28076,0.30012,0.31893,0.33627,0.35428,0.37239,0.39405,0.41248,0.43033
0.0005375,0.0069375,0,0.0006375,0.0060125,0.0091,0.013938,0.020675,0.023725,0.029738,0.03605,0.041713,0.047363,0.05575,0.06375,0.072238,0.08215,0.09145,0.1006,0.1111,0.12083,0.13062,0.13479,0.13975,0.14229,0.1431,0.14474,0.14595,0.14586,0.14699,0.14486,0.14537,0.14396,0.14493,0.14486,0.14653,0.14631,0.14764,0.14755,0.1465,0.14689,0.14695,0.1466,0.14541,0.1464,0.1475,0.14696,0.14755,0.14724,0.15034,0.15027,0.15268
0.00105,0.0004,0.0006375,0,0.0025375,0.0016125,0.0045375,0.0073,0.006025,0.007475,0.0093,0.011263,0.011237,0.01475,0.0159,0.016275,0.018812,0.018825,0.020037,0.019312,0.021012,0.022475,0.0222,0.02455,0.028075,0.028637,0.032037,0.034875,0.0357,0.038025,0.039125,0.04145,0.044725,0.051425,0.055225,0.060213,0.064775,0.069512,0.074375,0.080888,0.08675,0.095037,0.10173,0.11021,0.12076,0.13169,0.14172,0.14975,0.16021,0.17249,0.18412,0.19704
0.00015,0,0.0048125,0.0079125,0.015175,0.023413,0.0377,0.057625,0.083262,0.12188,0.17331,0.23959,0.31859,0.40941,0.48864,0.54832,0.60521,0.64733,0.6782,0.69354,0.70425,0.70551,0.70155,0.69494,0.69112,0.68206,0.6761,0.6687,0.66379,0.65715,0.64739,0.64353,0.6392,0.63805,0.63349,0.63223,0.63057,0.62894,0.6275,0.62794,0.62921,0.6319,0.634,0.63484,0.64015,0.64129,0.63705,0.63795,0.63865,0.64439,0.64735,0.65024
0.0017375,0,0.002125,0.0038375,0.0065125,0.010738,0.01655,0.025712,0.0352,0.051575,0.071937,0.0985,0.13059,0.17544,0.22131,0.26686,0.31664,0.37009,0.41995,0.45645,0.48989,0.52269,0.55509,0.58655,0.61917,0.64504,0.67039,0.69208,0.7111,0.72769,0.73834,0.75,0.7607,0.7633,0.7702,0.77138,0.77382,0.77201,0.77374,0.77189,0.76971,0.7672,0.76735,0.76722,0.76389,0.76384,0.76164,0.76192,0.7614,0.76136,0.76077,0.76044
0.001925,1.25E-05,3.75E-05,0,0.001175,0.0033375,0.0055,0.01005,0.010775,0.01435,0.016225,0.018525,0.019275,0.021538,0.022937,0.024875,0.02645,0.028137,0.02965,0.030837,0.033288,0.03505,0.036288,0.037412,0.039337,0.039975,0.042362,0.044612,0.045962,0.047862,0.047937,0.048912,0.049137,0.05135,0.052388,0.054987,0.056275,0.058212,0.05865,0.060625,0.061612,0.0627,0.064225,0.06405,0.066813,0.069212,0.069738,0.070825,0.071562,0.075162,0.075475,0.076962
0.0018125,0.0002875,0.0008125,0,0.001625,0.00145,0.002375,0.0039375,0.002525,0.0029375,0.0034,0.003875,0.0036875,0.0048125,0.0047,0.0054125,0.0066875,0.0085375,0.010862,0.014187,0.018137,0.021675,0.0261,0.031325,0.036763,0.040688,0.046562,0.051613,0.057037,0.063062,0.0683,0.0759,0.0827,0.092513,0.10162,0.11209,0.12259,0.13375,0.14674,0.16212,0.17856,0.19712,0.21774,0.23754,0.26175,0.28494,0.30842,0.33211,0.3562,0.3811,0.40196,0.42221
0,0.002825,0.013925,0.027387,0.045862,0.0707,0.10208,0.14427,0.20044,0.28285,0.40022,0.5473,0.68839,0.8255,0.95046,1.072,1.1298,1.1697,1.1923,1.2048,1.2178,1.2147,1.2159,1.2116,1.2115,1.2011,1.2069,1.1935,1.1991,1.1931,1.1834,1.1863,1.1815,1.1798,1.1755,1.1689,1.1641,1.1634,1.1562,1.1538,1.1511,1.1457,1.1439,1.1353,1.1323,1.1272,1.1193,1.1171,1.1152,1.1157,1.1163,1.1191
0.0013625,0,0.0013375,0.000475,0.001475,0.002275,0.0027375,0.005025,0.00505,0.0082625,0.011725,0.01725,0.022288,0.02915,0.032213,0.0393,0.048137,0.055862,0.061838,0.069525,0.07925,0.086075,0.092263,0.096587,0.1001,0.10121,0.10505,0.10755,0.10941,0.11029,0.11057,0.10992,0.1084,0.10942,0.10758,0.10725,0.10598,0.10576,0.10433,0.1048,0.10489,0.10446,0.10592,0.10395,0.10597,0.10626,0.10697,0.10663,0.10657,0.1085,0.1089,0.10896
0,0.0016875,0.0097875,0.020363,0.036675,0.059363,0.0893,0.12908,0.17537,0.22769,0.28026,0.33054,0.38189,0.42391,0.45674,0.48621,0.5178,0.54644,0.57394,0.6016,0.62377,0.63865,0.64842,0.65161,0.65036,0.64419,0.63984,0.63021,0.61979,0.60973,0.6011,0.59219,0.58312,0.57774,0.57057,0.56401,0.55626,0.54935,0.54077,0.53463,0.52806,0.51971,0.51386,0.50681,0.50145,0.49642,0.49119,0.48505,0.47964,0.47486,0.47004,0.46556
