0,0.0005125,0.0017375,0.0028875,0.0072625,0.015825,0.026075,0.04165,0.060262,0.084987,0.11373,0.15307,0.19945,0.25976,0.32334,0.37464,0.42905,0.48156,0.53235,0.57474,0.61357,0.64712,0.67179,0.68885,0.70809,0.71532,0.7229,0.73109,0.73174,0.73394,0.7371,0.73376,0.73074,0.73434,0.72556,0.72511,0.72675,0.72544,0.72296,0.72283,0.7182,0.71691,0.71401,0.71393,0.7164,0.71535,0.71801,0.71621,0.71547,0.71538,0.71891,0.71858
0,0.0045,0.010425,0.016625,0.031338,0.04995,0.075975,0.11154,0.15074,0.20126,0.25765,0.31438,0.36149,0.41755,0.47086,0.50284,0.53699,0.5695,0.5978,0.62529,0.6539,0.66815,0.66922,0.66902,0.66654,0.65906,0.65564,0.64837,0.63758,0.63134,0.61804,0.60975,0.60139,0.59658,0.5887,0.58349,0.57935,0.5779,0.57674,0.58,0.58418,0.59194,0.59968,0.60367,0.6125,0.62157,0.62836,0.63751,0.64829,0.65946,0.67355,0.6841
0.0005625,0,0.0030375,0.0065125,0.015663,0.026875,0.044925,0.070738,0.10173,0.14696,0.20371,0.27677,0.36265,0.46008,0.54775,0.6088,0.66256,0.70176,0.72941,0.74449,0.7612,0.76632,0.76627,0.76765,0.76745,0.76487,0.76609,0.76641,0.76372,0.76685,0.75882,0.75795,0.75504,0.75576,0.75375,0.75296,0.75429,0.75718,0.75695,0.75626,0.75764,0.7634,0.76241,0.76219,0.76767,0.77507,0.77683,0.77928,0.78484,0.78989,0.79598,0.79789
0.0009125,0,0.002375,0.0020875,0.00525,0.0076125,0.0142,0.022987,0.033112,0.049037,0.069863,0.097787,0.13107,0.17495,0.23295,0.29316,0.35055,0.40804,0.46511,0.51589,0.56706,0.60836,0.64004,0.6664,0.68089,0.69188,0.70376,0.71061,0.71252,0.71379,0.7092,0.71311,0.71332,0.71289,0.71795,0.71714,0.71431,0.71224,0.70801,0.70391,0.70101,0.70194,0.69866,0.69347,0.69669,0.69966,0.6952,0.6901,0.68896,0.69046,0.69014,0.68893
0.0012,0,0.0018625,0.0034125,0.011475,0.020225,0.03185,0.0462,0.058388,0.074575,0.0923,0.11148,0.12951,0.14941,0.17205,0.18841,0.20734,0.22871,0.24661,0.26429,0.2864,0.30375,0.32149,0.34089,0.35805,0.3705,0.39097,0.4038,0.41357,0.42399,0.42781,0.43564,0.44279,0.4462,0.44731,0.44139,0.43572,0.43191,0.42654,0.42084,0.41557,0.41195,0.40859,0.39884,0.39637,0.39111,0.3845,0.37759,0.36941,0.36934,0.36595,0.36322
0.001175,0,0.0014,0.0009125,0.0024125,0.002725,0.0031875,0.0055125,0.0047125,0.0069125,0.0090875,0.013725,0.016525,0.020825,0.024988,0.029912,0.034875,0.043063,0.048937,0.053163,0.060988,0.066262,0.073,0.079575,0.085987,0.089737,0.096687,0.10031,0.10361,0.10705,0.1099,0.11196,0.11271,0.11652,0.11266,0.11454,0.11545,0.11663,0.11707,0.1184,0.11852,0.11901,0.12043,0.1187,0.12086,0.12088,0.12106,0.1212,0.12124,0.12383,0.12431,0.12451
0,0.001675,0.0069125,0.012588,0.02505,0.042063,0.066138,0.10179,0.144,0.19925,0.26675,0.34586,0.4281,0.51254,0.57909,0.62825,0.66234,0.68851,0.70945,0.72069,0.72894,0.73206,0.7311,0.73015,0.7302,0.72692,0.72886,0.72737,0.72505,0.72521,0.7187,0.71671,0.7121,0.71191,0.70879,0.71116,0.70779,0.71008,0.71125,0.7106,0.7083,0.71241,0.71352,0.71159,0.71595,0.71965,0.72045,0.7241,0.72552,0.72769,0.73316,0.73524
0.001675,0,0.002925,0.0059125,0.015388,0.025425,0.03815,0.052388,0.065263,0.081338,0.097988,0.11654,0.13206,0.14639,0.17065,0.18666,0.2059,0.22252,0.2403,0.2573,0.27287,0.28538,0.30126,0.31745,0.33261,0.34485,0.3607,0.3731,0.38438,0.39369,0.40118,0.40844,0.41379,0.42004,0.42463,0.42549,0.42594,0.42663,0.42375,0.42062,0.4177,0.4176,0.41405,0.38561,0.38826,0.38504,0.38274,0.37571,0.37812,0.37844,0.37587,0.3775
5.00E-05,0,0.0037625,0.0062125,0.0124,0.018763,0.027025,0.0388,0.052063,0.071612,0.097463,0.13418,0.17691,0.22576,0.27665,0.32741,0.3849,0.43584,0.4772,0.51129,0.54645,0.57194,0.59261,0.61255,0.62574,0.63614,0.64779,0.65706,0.66639,0.67345,0.67576,0.68118,0.6848,0.68796,0.69455,0.69706,0.69595,0.69684,0.6981,0.70039,0.7011,0.70141,0.70293,0.7042,0.70724,0.70479,0.70638,0.7009,0.70309,0.71046,0.70824,0.70846
0.0038,0,0.0022375,0.0039625,0.009475,0.017413,0.027987,0.044187,0.062012,0.0875,0.12002,0.1675,0.22297,0.28137,0.34249,0.41456,0.47633,0.52945,0.57177,0.61271,0.65387,0.68896,0.71585,0.74201,0.76551,0.78284,0.80041,0.81851,0.83325,0.84028,0.84621,0.85869,0.86303,0.86764,0.87175,0.87523,0.87814,0.8831,0.88189,0.88216,0.88429,0.88631,0.88631,0.88241,0.88574,0.88462,0.88129,0.8802,0.88153,0.89046,0.88763,0.88702
0.0021625,0,0.004925,0.011175,0.021775,0.036013,0.054575,0.080625,0.11004,0.14945,0.19912,0.26545,0.32851,0.39258,0.457,0.51553,0.56728,0.61249,0.6498,0.6842,0.71646,0.73841,0.75766,0.77501,0.78655,0.79894,0.80919,0.81901,0.82154,0.82081,0.82674,0.82336,0.8209,0.82224,0.8206,0.81821,0.815,0.81495,0.81109,0.8095,0.80773,0.8074,0.80845,0.80541,0.80814,0.81084,0.81236,0.81224,0.81104,0.81774,0.82125,0.82435
0.000525,0,0.0025125,0.0064875,0.015838,0.02785,0.0462,0.073838,0.10889,0.15667,0.21883,0.29844,0.39245,0.47724,0.54535,0.60304,0.65045,0.6816,0.70199,0.7132,0.72283,0.72513,0.7242,0.72552,0.72378,0.72025,0.71895,0.71684,0.71173,0.70949,0.70337,0.69686,0.69351,0.69137,0.69023,0.68712,0.68611,0.68515,0.68324,0.68312,0.68234,0.68264,0.68359,0.68588,0.68975,0.69431,0.6964,0.69904,0.69999,0.70727,0.70936,0.71779
